科目,2012-12-31,2013-12-31,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"166,188,473.24","128,711,919.86","106,296,363.13",,"123,175,765.67",,"602,353,079.42","256,418,316.42","228,654,375.25","211,838,977.83","122,875,936.75","139,549,421.89","200,612,142.49","169,628,528.62","276,281,070.36","186,090,493.67","335,623,291.62","230,439,434.33","217,317,357.56","452,488,490.27"
短期借款,"86,351,195.00","50,000,000.00","77,543,950.00",,"168,548,980.00",,"110,000,000.00","70,000,000.00","56,649,600.00","30,000,000.00","93,000,000.00","131,000,000.00","181,000,000.00","207,000,000.00","187,267,902.20","255,257,812.10","253,271,280.60","252,582,800.00","149,000,000.00","362,573,985.00"
交易性金融资产,"2,321,040.00","5,620,110.00",,,"3,391,274.00",,"923,320.00",,,,,,,,,,,,,
交易性金融负债,,,"492,337.00",,,,,"457,700.00","2,361,380.00","815,400.00",,,,,,,"619,080.00",,,
应收票据,,"271,000.00","1,600,000.00",,"100,000.00",,"5,697,833.06","400,000.00","316,010.00","2,600,000.00","694,041.00","4,446,441.20","6,853,894.20","1,797,600.00","6,501,344.00","4,815,200.00","900,000.00","5,201,464.00","8,996,775.00",
应付票据,"99,941,986.00","102,252,982.10","131,652,880.00",,"79,840,506.02",,"33,809,164.90","59,408,296.00","79,863,290.00","58,807,455.00","70,755,826.95","80,656,804.12","117,392,881.37","110,151,649.20","90,291,796.70","103,090,596.70","92,460,000.00",,"150,840,000.00",
应收账款,"96,424,263.33","127,760,054.70","140,647,087.01",,"135,532,864.08",,"102,327,081.68","103,436,574.24","119,787,470.33","91,240,297.85","108,633,980.18","130,284,856.44","159,845,138.29","175,209,562.98","222,598,445.21","233,628,479.86","242,087,750.61","234,154,496.98","277,305,065.95",
应付账款,"116,172,090.95","102,595,411.76","175,291,007.81",,"99,457,191.96",,"95,297,624.51","86,618,953.13","84,880,064.47","100,083,407.77","129,265,682.22","143,225,032.65","131,116,083.30","150,211,195.95","175,368,055.59","197,065,293.94","169,919,993.59",,"225,369,052.51",
预付款项,"18,545,553.01","22,915,875.19","17,370,660.66",,"15,597,616.60",,"9,336,545.59","29,293,964.74","48,771,423.52","20,858,474.90","22,880,455.79","70,796,122.87","36,884,688.05","47,187,880.99","12,615,074.67","24,559,520.33","17,848,703.40","91,788,835.12","42,331,610.52","28,512,840.16"
预收款项,"16,533,546.57","24,636,887.82","19,278,297.01",,"15,761,642.46",,"5,277,940.93","8,098,499.12","8,651,469.32","7,444,904.09","5,280,528.19","8,821,247.07","16,598,702.60","14,468,085.58","12,583,521.50","14,268,265.74","17,474,614.70","31,497,315.71","25,787,816.51","22,716,948.37"
其他应收款,"249,034.55","1,834,848.38","6,177,937.09",,"2,103,292.25",,"2,668,809.67","5,527,442.78","6,123,055.13","5,975,710.57","4,290,243.44","4,706,429.73","5,074,995.86","4,468,295.07","3,613,531.73","5,337,769.89","5,002,416.08","10,014,290.81","8,914,655.63","12,231,416.01"
应付职工薪酬,,,,,,,,"105,421.20",,,,"144,196.63",,,"183,032.81","166,416.60",,,"2,378,237.29",
应收关联公司款,,,,,,,,,,,,,,,,,,,,
应交税费,"4,658,727.29","6,910,593.09","9,915,449.46",,"3,565,329.06",,"3,716,958.74","-9,674,836.45","630,974.65","465,860.55","819,852.99","880,520.37","1,576,249.64","1,639,289.67","3,748,737.97","5,423,848.26","4,065,316.30","5,137,557.40","7,879,328.42","12,728,180.59"
应收利息,"13,559.18",,,,,,,,,,"645,949.48",,,,"839,145.21","4,230,028.76","2,912,349.83","4,866,584.31","4,643,298.09",
应付利息,,,"437,666.67",,"804,319.60",,"763,894.47",,"172,101.68","124,515.69","56,329.17","56,329.17","56,329.17","56,329.17","415,829.15",,"1,231,461.11","2,186,149.01","492,916.67",
应收股利,,,,,,,,,,,,,,,,,,,,
应付股利,,,,,"19,329,600.00",,,,,,,,,,,,,,,
存货,"198,928,973.64","192,145,332.98","280,390,755.64",,"223,602,316.02",,"173,423,614.36","183,792,699.90","173,768,640.36","215,520,525.59","228,035,450.52","242,864,385.85","292,383,674.93","336,921,797.34","310,366,640.46","323,854,610.84","304,547,753.84","363,201,324.68","382,961,117.14","460,700,518.94"
其他应付款,"3,644,372.45","5,562,093.76","8,428,304.35",,"4,509,448.51",,"6,859,452.89","5,114,816.92","3,436,754.23","3,642,266.00","6,053,803.41","5,055,471.82","4,126,580.78","12,074,039.38","8,202,465.91","6,353,935.32","5,097,401.78","8,401,654.14","10,729,324.10","13,524,299.08"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,"18,327,330.00","71,138,730.00","20,114,568.14",,"706,457.35",,"1,199,549.64","1,171,662.97","1,015,583.15","439,560.91","1,236,277.12","903,678.46","618,138.55","332,598.64","1,607,574.34","919,697.18","791,195.02","395,991.77","1,618,483.87","1,071,459.97"
其他流动资产,"9,878,897.23","16,891,396.97","16,101,411.83",,"1,252,847.85",,"1,658,961.06","8,816.67","244,276,208.23","242,806,680.83","372,195,527.23","347,405,000.19","320,719,221.47","328,331,726.02","220,835,519.90","362,617,421.51","208,738,757.69","368,984,294.56","278,523,187.69","207,490,412.85"
其他流动负债,,,,,,,,,,,"1,946,304.14",,,,"594,521.39","15,714.29","117,641.73","15,714.29","1,219,577.54","1,009,674.20"
流动资产合计,"492,549,794.18","496,150,538.08","568,584,215.36",,"504,755,976.47",,"898,389,244.84","578,877,814.75","821,697,182.82","790,840,667.57","860,251,584.39","940,052,658.17","1,022,373,755.29","1,063,545,391.02","1,053,650,771.54","1,145,133,524.86","1,117,661,023.07","1,303,784,140.48","1,216,349,769.49","1,438,139,848.04"
流动负债合计,"345,629,248.26","363,096,698.53","443,154,460.44",,"392,523,474.96",,"256,924,586.08","221,300,512.89","237,661,217.50","201,823,370.01","308,414,604.19","370,743,280.29","452,484,965.41","495,933,187.59","480,263,437.56","582,561,580.13","545,047,984.83","683,871,966.23","574,821,820.24","787,528,928.07"
可供出售金融资产,,,,,,,,,,,,,,,,,,,,
