科目,2007-12-31,2008-12-31,2009-12-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"118,349,895.31","243,669,563.27","205,996,732.91","343,345,439.17","409,954,723.49","442,667,803.58","1,356,621,658.99","1,144,817,492.15","1,086,352,527.20","864,394,943.54","679,939,382.74","769,395,028.27","802,749,648.67","810,105,039.37","687,347,326.19","954,548,744.74","791,466,194.12","771,072,772.10","815,736,511.81","902,081,104.43","1,052,210,398.09","977,699,306.25","841,159,723.90","932,520,984.49","1,074,384,647.05","760,802,209.18","793,438,890.28","874,819,927.51","1,573,443,707.22","1,322,677,927.09","1,033,023,221.98","1,097,451,830.00","1,081,232,861.14","1,043,661,006.65","1,154,503,675.42","1,345,877,627.88","995,731,267.30","1,067,532,474.44","1,269,710,602.25"
短期借款,"183,300,000.00","400,000,000.00","584,500,000.00","618,500,000.00","635,500,000.00","665,500,000.00","596,000,000.00","567,000,000.00","668,000,000.00","673,000,000.00","750,000,000.00","902,000,000.00","889,000,000.00","1,072,000,000.00","962,000,000.00","996,000,000.00","1,308,000,000.00","1,428,500,000.00","1,485,450,000.00","1,511,450,000.00","1,396,450,000.00","1,610,850,000.00","1,568,950,000.00","1,383,950,000.00","1,406,950,000.00","1,566,950,000.00","1,525,450,000.00","1,645,450,000.00","1,322,450,000.00","1,140,950,000.00","1,150,000,000.00","1,502,000,000.00","1,600,000,000.00","1,783,694,745.67","1,683,694,745.67","1,357,800,000.00","1,209,800,000.00","1,055,000,000.00","1,215,000,000.00"
交易性金融资产,,,,"2,500,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,"496,010.02","553,437.24","498,013.77","448,172.52","405,109.68","347,692.56","275,123.70","275,123.70","305,028.45","398,730.00"
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"2,792,451.22",,,"8,720,000.00",,,,,"47,725,787.40","20,609,560.75","32,693,298.50","10,590,535.60","17,710,692.74","32,524,163.16","6,240,385.02","17,805,464.75","10,226,000.00","41,197,887.20","5,280,000.00","6,259,900.00","27,487,124.04","119,129,338.49","10,922,729.46","35,542,500.00","51,588,744.82","117,820,651.36","62,237,751.40","138,617,143.43","86,805,850.00","39,761,618.80","61,751,576.46","27,952,884.32","34,763,499.34","64,143,039.64","101,580,641.06","36,110,100.57","28,318,320.62","29,927,805.43","36,530,502.48"
应付票据,"189,979,800.00","295,884,600.00","378,303,000.00","559,750,000.00","615,340,000.00","625,250,000.00","553,050,000.00","637,680,000.00","682,800,000.00","547,059,917.80","327,234,000.00","570,222,401.65","943,161,364.05","951,338,962.40","938,510,927.66","1,459,663,707.35","1,162,940,223.89","1,270,710,000.00","1,427,069,773.65","1,561,763,825.06","1,812,192,750.00","1,993,064,917.14","1,766,721,921.29","2,130,562,328.78","2,187,214,138.24","1,840,703,636.18","1,853,222,037.00","1,918,140,527.92","1,620,869,176.20","1,551,031,665.82","1,224,515,904.00","1,062,003,385.00","1,056,116,066.00","997,132,555.31","1,317,356,723.05","1,850,539,911.76",,"2,050,388,117.81",
应收账款,"74,399,899.42","92,701,791.10","133,426,632.85","137,147,369.85","231,325,265.56","227,314,438.13","370,891,992.10","458,396,544.93","504,385,474.89","494,909,374.84","532,302,074.14","658,094,359.98","764,547,202.69","897,988,170.39","1,040,976,891.81","1,262,653,312.93","1,388,935,891.68","1,373,750,765.73","1,430,830,530.34","1,659,709,727.35","1,625,349,127.30","1,646,521,747.29","1,600,615,791.16","1,750,018,828.12","1,691,902,233.81","1,678,542,013.70","1,670,200,160.50","1,626,305,361.21","1,569,119,020.08","1,588,079,698.60","1,335,065,669.23","1,505,331,449.38","1,511,421,354.96","1,585,677,763.04","1,472,135,242.88","1,465,381,984.20","1,281,802,998.78","1,611,773,145.97","1,727,004,560.23"
应付账款,"49,500,038.39","100,358,660.41","305,219,192.37","171,171,887.10","174,941,431.21","230,030,220.53","203,502,462.77","369,298,761.06","405,791,195.61","456,433,884.53","416,325,764.30","422,299,260.98","522,851,780.04","595,347,637.51","772,604,146.35","841,449,690.21","894,904,287.63","1,043,724,618.13","889,066,015.70","1,065,030,579.01","1,074,618,441.25","724,726,746.64","646,952,125.30","685,464,370.72","611,784,023.52","579,274,184.35","562,102,470.87","619,680,537.06","650,307,658.52","559,832,172.35","552,505,361.77","600,849,996.41","574,673,541.16","792,565,613.06","661,233,220.71","951,558,018.67",,"1,039,319,424.08",
预付款项,"31,422,381.43","116,449,660.56","122,171,760.92","133,745,344.30","148,982,779.04","107,257,029.02","159,361,455.27","161,553,846.92","226,842,435.47","123,186,908.47","101,546,817.04","150,196,275.70","195,833,849.87","70,380,551.24","109,653,452.18","88,852,193.28","134,008,901.82","87,892,126.59","103,218,804.24","83,325,121.67","90,505,502.19","63,832,824.71","90,687,448.94","48,406,381.59","63,018,819.41","63,988,885.69","76,525,405.34","58,849,816.76","80,514,455.85","80,790,631.41","71,730,778.14","162,749,000.99","304,815,543.25","145,811,799.66","243,130,557.97","252,371,325.00","283,783,818.36","230,112,121.63","368,963,429.74"
预收款项,"55,162,067.90","166,914,147.65","160,349,983.93","163,742,166.90","236,501,597.55","183,668,748.98","214,553,569.94","274,474,913.34","288,822,903.92","226,614,134.53","328,111,029.15","305,495,096.46","298,837,081.33","259,764,593.40","386,394,961.27","452,413,085.98","590,040,666.50","368,214,764.37","424,323,531.23","433,130,591.53","518,463,708.11","337,109,191.66","326,259,693.66","266,804,833.99","434,122,323.70","216,683,351.13","273,473,320.72","231,228,695.80","363,655,671.48","232,382,609.10","240,248,008.59","367,543,849.04","600,584,508.62","384,056,811.93","734,540,150.70","593,588,839.74","868,776,116.93","638,128,288.83","906,129,067.30"
