科目,2013年度,2014年度,2015年度,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"220,811,255.90","334,026,417.95","331,527,630.91","263,966,374.86","370,575,827.85","512,392,255.63","81,049,613.82","187,192,991.87","341,996,946.33","435,755,913.45","153,010,374.51","315,963,941.75","434,812,977.36","530,802,417.40","125,084,408.97"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,
收到的税费返还,"1,236,419.47","4,498,368.75","317,015.28",,,,,,,,,,,,
支付其他与投资活动有关的现金,,,,,,,,,,,,,,,
收到其他与经营活动有关的现金,"20,114,807.10","8,373,440.26","12,822,393.30","11,300,629.53","17,232,244.77","5,920,336.02","25,202,577.69","44,658,209.55","44,542,550.19","19,507,491.31","61,500,032.76","84,501,556.64","157,336,805.78","242,782,341.96","72,881,615.22"
投资活动现金流出小计,"125,655,744.47","25,880,987.01","90,080,332.75","126,276,649.92","185,129,107.88","271,834,948.54","109,144,399.19","331,866,913.12","434,315,117.48","533,843,921.62","63,867,348.16","485,262,034.88","733,853,845.25","1,266,756,636.15","370,816,496.19"
经营活动现金流入小计,"242,162,482.47","346,898,226.96","344,667,039.49","275,267,004.39","387,808,072.62","518,312,591.65","106,252,191.51","231,851,201.42","386,539,496.52","455,263,404.76","214,510,407.27","400,465,498.39","592,149,783.14","773,584,759.36","197,966,024.19"
投资活动产生的现金流量净额,"-125,655,744.47","-25,293,549.23","-89,968,456.65","-126,223,984.31","-185,054,268.00","-271,754,635.37","-109,144,399.19","-331,866,913.12","-434,315,117.48","-533,792,090.34","-63,867,348.16","-485,016,986.58","-733,543,672.84","-1,263,403,896.07","-370,816,496.19"
购买商品、接受劳务支付的现金,"64,031,669.68","67,373,353.26","77,388,340.62","64,179,921.69","92,367,940.01","123,655,580.25","39,064,224.86","79,401,241.98","138,468,510.53","185,356,877.96","55,199,882.16","92,784,045.92","147,419,625.41","248,109,594.74","62,204,647.94"
吸收投资收到的现金,,,,"35,000,000.00","35,000,000.00","652,325,000.00","1,000,000.00","1,000,000.00","1,000,000.00","1,000,000.00",,,"14,388,410.00","14,388,410.00",
