科目,2013年度,2014年度,2015年度,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
支付给职工以及为职工支付的现金,"57,567,563.05","70,332,746.87","78,822,594.27","54,103,451.64","78,219,047.77","98,866,085.01","36,750,887.40","56,972,034.22","85,480,089.41","117,274,191.10","32,714,565.29","68,447,636.24","102,302,046.23","148,814,105.30","52,369,215.51"
取得借款收到的现金,"134,638,463.13","213,756,627.00","231,100,000.00","61,500,000.00","71,500,000.00","180,600,000.00","60,000,000.00","598,301,953.62","738,455,376.77","976,685,562.28","20,000,000.00","188,919,974.00","421,179,021.20","985,204,889.60","421,293,000.00"
支付的各项税费,"21,185,237.36","36,646,437.15","44,600,496.88","51,572,464.78","69,472,504.53","90,499,350.63","18,312,847.78","23,874,809.66","63,112,260.71","58,792,312.07","21,043,850.53","34,291,679.32","71,628,686.81","52,126,036.23","33,163,967.38"
收到其他与筹资活动有关的现金,"23,744,428.60","2,701,839.77","2,359,535.43","220,491,995.95","220,491,995.95","241,154,026.95",,"20,731,006.41",,"58,867,506.41","19,800,358.88","30,193,104.54","650,000.00","8,763,104.54","10,045,793.91"
支付其他与经营活动有关的现金,"18,952,608.16","36,876,044.05","28,277,428.57","11,601,395.45","21,022,145.52","35,631,219.42","11,370,483.54","23,633,514.59","35,561,094.60","53,905,316.53","15,485,514.67","37,895,272.36","59,107,821.32","84,861,125.16","26,402,309.28"
筹资活动现金流入小计,"158,382,891.73","216,458,466.77","233,459,535.43","316,991,995.95","326,991,995.95","1,074,079,026.95","61,000,000.00","620,032,960.03","739,455,376.77","1,036,553,068.69","512,483,808.88","691,796,528.54","908,900,881.20","1,481,039,854.14","431,338,793.91"
经营活动现金流出小计,"161,737,078.25","211,228,581.33","229,088,860.34","181,457,233.56","261,081,637.83","348,652,235.31","105,498,443.58","183,881,600.45","322,621,955.25","415,328,697.66","124,443,812.65","233,418,633.84","380,458,179.77","533,910,861.43","174,140,140.11"
偿还债务支付的现金,"51,390,362.38","246,570,489.38","189,598,627.00","63,750,000.00","70,625,000.00","207,500,000.00","6,875,000.00","73,750,000.00","288,976,805.04","558,419,869.91","107,835,615.00","318,447,569.37","386,610,763.99","569,126,911.64","56,875,000.00"
经营活动产生的现金流量净额,"80,425,404.22","135,669,645.63","115,578,179.15","93,809,770.83","126,726,434.79","169,660,356.34","753,747.93","47,969,600.97","63,917,541.27","39,934,707.10","90,066,594.62","167,046,864.55","211,691,603.37","239,673,897.93","23,825,884.08"
分配股利、利润或偿还利息支付的现金,"34,827,165.74","53,059,775.36","59,972,690.56","59,286,522.71","68,548,805.93","71,740,922.77","4,060,911.71","84,572,618.41","82,562,678.61","96,860,431.22","8,496,935.81","72,340,422.44","79,389,445.62","90,894,783.49","9,072,067.66"
收回投资收到的现金,,,,,,,,,,,,,,,
支付其他与筹资活动有关的现金,"2,701,839.77","2,359,535.43","20,491,995.95","3,974,120.44","4,297,944.51","18,504,496.98",,"13,509,604.52","900,000.00","8,763,104.54","54,043,377.83","95,090,928.93","152,031,894.95","135,635,486.44","10,331,587.19"
取得投资收益收到的现金,,"564,937.78","83,363.01","37,665.61","59,839.88","65,313.17",,,,,,,,"3,063,946.98",
筹资活动现金流出小计,"88,919,367.89","301,989,800.17","270,063,313.51","127,010,643.15","143,471,750.44","297,745,419.75","10,935,911.71","171,832,222.93","372,439,483.65","664,043,405.67","170,375,928.64","485,878,920.74","618,032,104.56","795,657,181.57","76,278,654.85"
处置固定资产、无形资产和其他长期资产收回的现金净额,,"22,500.00","28,513.09","15,000.00","15,000.00","15,000.00",,,,"51,831.28",,"245,048.30","310,172.41","288,793.10",
筹资活动产生的现金流量净额,"69,463,523.84","-85,531,333.40","-36,603,778.08","189,981,352.80","183,520,245.51","776,333,607.20","50,064,088.29","448,200,737.10","367,015,893.12","372,509,663.02","342,107,880.24","205,917,607.80","290,868,776.64","685,382,672.57","355,060,139.06"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,,,"1,200,342.56","-780,172.27","-862,883.71","269,773.32","-580,176.49","-2,218,330.21","-8,031,650.85","-12,051,140.50","-3,680,344.19","3,502,492.39","15,322,210.00","11,499,002.16","-2,074,344.00"
收到其他与投资活动有关的现金,,,,,,,,,,,,,,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,
投资活动现金流入小计,,"587,437.78","111,876.10","52,665.61","74,839.88","80,313.17",,,,"51,831.28",,"245,048.30","310,172.41","3,352,740.08",
五、现金及现金等价物净增加额,"24,233,183.59","24,844,763.00","-9,793,713.02","156,786,967.05","124,329,528.59","674,509,101.49","-58,906,739.46","162,085,094.74","-11,413,333.94","-133,398,860.72","364,626,782.51","-108,550,021.84","-215,661,082.83","-326,848,323.41","5,995,182.95"
购建固定资产、无形资产和其他长期资产支付的现金,"125,655,744.47","25,880,987.01","90,080,332.75","121,276,649.92","182,739,107.88","271,834,948.54","109,144,399.19","316,866,913.12","419,315,117.48","518,843,921.62","61,867,348.16","479,262,034.88","723,653,845.25","1,258,556,636.15","370,496,496.19"
期初现金及现金等价物余额,"32,176,392.73","56,409,576.32","81,254,339.32","71,460,626.30","71,460,626.30","71,460,626.30","756,700,734.20","745,969,727.79","756,700,734.20","745,969,727.79","612,570,867.07","612,570,867.07","612,570,867.07","612,570,867.07","285,722,543.66"
投资支付的现金,,,,"5,000,000.00","2,390,000.00",,,"15,000,000.00","15,000,000.00","15,000,000.00","2,000,000.00","6,000,000.00","10,200,000.00","8,200,000.00","320,000.00"
期末现金及现金等价物余额,"56,409,576.32","81,254,339.32","71,460,626.30","228,247,593.35","195,790,154.89","745,969,727.79","697,793,994.74","908,054,822.53","745,287,400.26","612,570,867.07","977,197,649.58","504,020,845.23","396,909,784.24","285,722,543.66","291,717,726.61"
