科目,2007-12-31,2008-12-31,2009-12-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
货币资金,"76,594,365.62","41,688,448.58","54,832,823.74","71,475,799.19","71,304,717.59","641,911,172.79","452,297,522.17","396,029,902.36","342,073,518.58","323,480,350.48","291,097,732.37","322,145,874.77","341,469,721.97","422,678,897.31","362,892,637.01","350,554,836.09","321,730,330.21","434,908,665.44","339,136,569.66","424,152,716.28","199,905,669.12","312,374,995.23","384,429,283.19","417,248,367.23","341,616,838.64","318,478,988.26","277,262,243.40","326,580,141.62","1,697,652,987.47","1,308,558,523.41","1,243,017,876.98","1,291,663,027.39","1,426,722,326.91"
短期借款,"71,574,140.00","47,000,000.00","25,000,000.00","88,000,000.00","146,000,000.00","60,000,000.00",,,,,,,,,,,,,,,,,,,"272,000,000.00","308,991,860.24","342,356,918.16","468,058,696.85","605,300,000.00","452,799,989.03","522,371,600.55","655,040,000.00","888,040,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,"20,337,310.62","4,956,076.57","10,614,226.00","600,000.00","36,482,038.40","3,968,078.40","47,370,739.67","28,891,868.00","99,614,028.50","82,443,663.74","125,768,257.00","102,143,760.60","53,448,904.00","49,440,182.10","83,148,566.72","61,919,732.45","75,873,562.15","25,945,224.60","53,167,640.50","114,098,933.23","130,990,176.14","88,366,687.12","95,086,769.36","108,195,880.95","165,332,101.93","115,368,970.13","87,437,175.26","80,595,095.09","188,041,543.34","273,870,449.93","228,493,998.50","208,274,052.68"
应付票据,,"18,500,000.00","56,796,340.00","64,190,858.00","64,480,540.00","76,709,783.60","34,949,171.60","17,370,000.00","70,414,577.58","69,858,077.58","48,682,540.00","93,570,880.00","94,160,000.00","62,630,000.00","112,505,000.00","132,855,000.00","88,453,500.00","64,853,500.00","90,280,000.00","100,380,000.00","83,950,951.45","83,429,619.62","89,699,973.54","106,022,374.79","99,513,061.59","105,902,441.49","136,640,457.00","159,181,856.10","151,271,667.00","123,788,068.50","134,251,271.37","138,494,179.95","74,731,119.42"
应收账款,"266,527,245.30","177,482,934.06","247,749,158.21","309,395,771.71","338,842,054.18","305,315,976.76","404,104,293.27","385,887,178.12","475,875,756.51","438,700,224.35","487,797,569.51","432,187,536.86","429,879,490.18","456,383,429.59","514,161,622.22","475,705,505.04","496,287,841.03","497,499,947.50","605,252,432.67","604,222,984.71","632,855,878.30","553,090,791.45","644,877,759.46","610,015,796.84","652,322,337.57","699,542,608.73","788,756,705.87","839,362,744.22","1,000,757,701.14","889,841,650.09","863,561,843.30","883,595,820.70","944,755,258.63"
应付账款,"191,706,137.65","78,343,915.48","112,965,080.71","155,786,244.20","133,433,465.96","186,091,450.68","204,918,785.72","211,796,154.62","156,642,937.70","198,502,563.82","165,315,986.64","172,562,801.33","159,668,477.94","275,592,499.17","176,388,707.48","173,030,152.06","192,309,657.23","299,857,720.40","136,354,343.09","168,850,515.14","164,558,869.86","237,659,954.69","216,469,449.85","227,503,323.05","226,734,428.33","363,030,666.03","321,492,476.57","359,374,737.95","283,397,921.69","378,229,623.82","232,015,690.63","262,915,260.68","386,235,808.30"
预付款项,"5,081,229.16","3,853,862.36","8,683,624.09","13,941,195.83","11,628,783.37","8,031,759.92","16,540,415.81","8,716,136.18","42,138,018.96","40,299,182.18","38,344,392.91","43,472,340.58","45,603,609.53","21,516,436.54","11,722,936.08","13,176,582.86","16,082,477.51","12,809,137.50","6,043,339.13","8,578,783.03","22,792,840.84","17,284,516.93","21,835,587.10","35,240,045.46","42,942,708.45","29,384,227.22","38,416,802.94","44,716,201.10","49,174,018.30","41,636,312.28","60,441,602.94","80,604,427.89","81,300,360.63"
预收款项,"4,110,857.31","7,083,794.48","6,133,135.29","12,179,247.63","3,326,836.14","4,751,945.12","7,803,743.10","9,145,843.78","10,454,685.57","14,346,565.88","15,362,565.80","20,852,622.22","21,652,138.21","73,984,124.37","20,166,183.47","9,352,891.61","15,855,503.81","8,204,061.75","7,233,584.29","17,298,477.34","18,957,026.45","16,272,561.37","16,002,622.57","17,428,723.22","29,333,087.60","35,234,263.45","43,531,781.09","41,447,955.01","35,745,631.91","42,463,061.11","30,242,526.52","35,866,151.82","18,637,240.54"
其他应收款,"3,459,137.84","4,916,776.18","6,393,400.45","6,144,102.37","5,886,639.64","6,544,661.04","5,692,479.78","7,529,724.71","8,129,694.84","7,340,328.81","9,062,571.59","13,557,986.11","16,026,422.34","22,088,691.13","17,030,541.99","12,291,916.59","11,107,401.40","5,980,449.43","7,782,299.09","5,998,093.33","6,086,559.43","6,540,800.85","5,382,439.52","7,266,224.69","10,592,860.65","9,172,336.24","9,878,251.23","18,553,428.90","16,993,880.58","16,030,546.57","12,393,535.33","14,321,624.56","11,424,322.17"
应付职工薪酬,"2,375,683.98","3,750,361.06","4,224,982.66","5,464,665.02","5,966,353.94","5,752,218.70","6,617,754.74","7,174,527.30","7,534,322.71","7,362,914.59","8,126,040.31","8,404,428.65","8,643,223.03","8,265,799.50","9,039,301.81","9,436,441.17","10,252,547.52","10,236,093.29","10,963,965.17","11,100,897.82","15,788,849.12","23,075,774.34","17,929,382.28","16,236,075.94","17,096,500.87","34,324,755.10","19,823,799.40","30,844,710.59","27,834,382.57","51,027,292.65","23,528,101.41","25,816,061.73","34,765,869.45"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
