科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"27,045,814.52","14,341,535.73","14,800,588.06","12,307,892.90","20,102,665.18","22,249,009.00","3,280,005.24","9,752,919.73","3,091,962.22","16,721,074.58","10,478,403.08","8,531,317.83","50,148,506.51","12,502,760.95","7,834,235.29","28,651,815.48","14,727,082.98","55,857,168.75","22,654,746.74","43,753,666.21","16,630,526.20","20,748,060.99","50,986,169.51","39,818,452.04","85,393,266.68","132,131,001.99","217,299,395.66","182,868,275.74","178,095,938.50","163,535,854.55","161,182,453.25","161,020,355.63","1,785,452.89","145,406,723.00","69,926,590.63","66,129,969.94","51,705,492.36","57,206,330.08","119,142,069.98","70,272,191.79","90,907,662.71","75,729,183.93","68,317,437.81","61,560,867.02","52,625,516.39","69,481,175.70","8,273,701.39","43,435,518.71","12,236,127.40"
短期借款,"57,600,000.00","37,547,874.76","17,300,000.00","17,100,000.00","26,550,000.00","36,400,000.00","30,218,782.42","25,354,857.37","11,600,000.00","6,400,000.00","1,500,000.00",,,,,,,"15,000,000.00","15,000,000.00","15,000,000.00","15,000,000.00","15,000,000.00","40,000,000.00","50,000,000.00","69,000,000.00","69,000,000.00","69,000,000.00","69,000,000.00","50,000,000.00","50,000,000.00","40,000,000.00","40,000,000.00","40,000,000.00","40,000,000.00",,,,,,,,,,,,,,,"23,500,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,,,,,,,,,,,,,,,,"4,500,000.00",,"1,600,000.00","3,000,000.00",,"1,000,000.00","1,400,000.00",,,,,"1,700,000.00","3,800,000.00","3,400,000.00","1,400,000.00","1,400,000.00","500,000.00","1,200,000.00",,,,,,,,,,,,,,,"19,900,000.00"
应付票据,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收账款,,,,,,,,,,,,,,,,"2,903,649.14","3,881,729.20","6,372,393.32","5,928,857.62","8,191,328.30","1,437,501.97","3,006,657.79","1,582,703.29","11,826,436.26","12,188,198.85","4,909,648.22","8,376,409.65","6,015,385.82","6,087,262.66","10,137,129.14","8,819,729.10","7,598,478.21","5,051,555.74","1,990,298.97",,"88,558.31","41,635.84","41,635.84","41,635.84","68,878.68","21,956.21","68,878.68","21,956.21","49,199.06","2,276.59","49,199.06","36,012,924.65","18,761,218.56","32,880,515.38"
应付账款,,,,"4,541,231.68",,"2,738,681.15",,"2,425,385.64","1,275,446.02","465,446.02","1,528,458.38","6,936,491.09",,"337,357.44","2,363,997.44","10,130,293.60","2,659,460.59","3,345,884.26","3,630,427.42","15,210,465.17","12,665,348.16","13,670,024.61","25,795,488.28","27,847,720.79","17,460,014.18","25,598,080.00","29,415,352.91","33,429,785.60","29,581,398.80","31,351,723.29","28,907,489.40","27,684,377.61","26,325,485.27","20,355,408.87","6,966,130.11","4,551,896.85","4,920,731.98","3,725,371.62","2,914,332.25","22,267,380.75","13,965,448.61","9,773,888.65","8,027,911.71","8,512,435.91","6,436,698.97","5,862,126.23",,"89,391,753.48",
预付款项,"152,815,115.63","174,992,418.63","146,886,229.73","142,540,273.62","150,170,387.45","120,287,723.29","121,777,649.75","102,091,419.34","113,802,521.49","18,652,076.33","15,347,241.67","21,481,743.76","30,371,160.62","38,706,949.16","12,927,570.20","1,967,601.27","7,856,073.52","3,833,365.94","30,236,242.69","7,929,642.95","11,067,045.72","13,880,062.69","19,241,410.94","3,284,517.91","5,115,557.63","1,236,302.93","4,861,033.13","2,462,724.35","8,226,209.42","1,939,963.69","1,785,419.08","885,246.01","2,243,539.01","759,939.01","643,139.01","61,479.73","6,069,046.06","5,189,467.54","2,332,330.62","55,000.00","85,000.00","55,000.00","990,800.00","3,181,239.34","2,279,874.15","845,981.47","2,844,641.69","6,030,208.22","6,345,118.50"
预收款项,"198,347,559.00","203,062,305.00","262,451,094.00","297,942,527.00","316,992,527.00","47,079,429.00","49,423,212.00","49,423,212.00","52,661,425.60","61,872,779.00","79,330,392.00","82,863,552.00","89,038,879.39","85,496,616.83","83,483,552.00","2,643,936.64","8,296,093.42","825,633.36","10,760,000.00","3,540,613.41","60,000.00","1,248,787.67","60,000.00","459,717.32","80,060,000.00","127,697.67","60,000.00","2,763,422.66","1,734,528.95",,,"46,922.47",,"46,922.47",,"4,520,543.08","818,360.55","4,387,179.11","421,064.72","6,237,270.18","11,411,068.00","9,627,152.50","9,474,000.63","46,922.47","60,512.31","17,629,256.19","4,794,382.19",,
其他应收款,"43,268,498.77","12,313,130.62","6,379,403.68","1,419,686.03","2,622,497.04","2,813,864.31","1,519,122.93","8,773,023.70","3,920,748.46","4,579,378.98","842,453.28","1,657,386.74","1,764,184.47","1,752,802.32","2,191,042.35","1,321,606.27","2,636,570.03","2,559,399.86","3,337,557.03","3,476,117.36","3,040,668.76","7,037,168.51","9,794,771.27","1,693,370.69","1,618,619.64","142,484,116.76","142,543,519.59","2,123,556.39","2,570,368.54","1,452,519.41","1,446,006.96","382,235.21","337,135.21","469,882.56","428,073.06","95,000.00","96,669.00","108,995.00","71,844.12",,,,,"34,090.75","34,090.75","1,557,395.81","8,712,380.54","4,245,500.00","4,492,509.66"
应付职工薪酬,"109,529.18","58,654.60","-11,288.27","386,885.69","398,842.69","491,792.11","555,374.27","375,470.74","408,356.35","440,676.46","473,680.10","326,558.95","369,239.45","309,425.65","309,425.65","1,224,802.68","330,868.94","409,039.82","308,785.65","977,030.00","4,404.83","4,404.83","4,404.83","974,341.65","8,915.63","1,689,959.68","433,515.81","2,030,901.15","582,454.21","407,402.50","407,402.50","4,864,681.55","3,946,185.95","3,690,006.03","3,119,636.95","184,307.60",,"106,429.66","110,250.00","223,600.00","111,800.00","139,033.10","292,576.52","879,351.17","497,388.09","676,489.26","763,534.94","1,541,821.22","795,746.40"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"-5,605,558.87","-9,013,629.69","-16,305,480.72","-9,397,822.09","-11,938,295.39","21,376,585.09","11,418,499.51","18,904,801.55","10,895,690.96","13,159,413.14","14,357,264.01","15,748,093.84","12,365,117.71","4,662,956.58","2,889,178.95","-5,077,025.68","-6,830,091.63","-5,382,610.39","-9,253,986.00","-3,581,116.93","-3,625,452.09","17,088,931.30","16,045,008.87","16,321,813.28","11,440,748.06","38,574,156.90","59,310,895.31","33,702,640.61","28,018,063.67","28,357,732.29","28,734,052.25","33,660,775.65","82,779.53","2,942,712.77","3,470,957.60",,"-1,481,405.42","-504,471.13","-255,924.69",787.43,"2,835,904.02","2,350,924.62","2,122,545.21","1,937,315.04","2,089,973.49","3,375,683.43","7,878,064.47","12,314,342.03","9,909,084.83"
应收利息,,,,,,,,,,,,,,,,,,,,,,,,,,"111,896,000.00",,,,,,,,,,,,,,,,,,,,,,,
应付利息,"720,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,"145,466.66",,,,,,,,,,,,,,,,,,,,,
应收股利,,,,,,"85,364,863.62","85,364,863.62","80,876,378.55","71,876,378.55","71,876,378.55",,"720,591.39",,,"1,236,088.24","1,137,401.82","1,137,401.82","1,137,401.82","1,137,401.82",,,,,,,,"111,896,000.00",,,,,,,"3,363,650.89","3,224,392.29","5,313,522.29","5,313,522.29","5,313,522.29","5,313,522.29","4,782,170.06","4,782,170.06","4,782,170.06","4,782,170.06","3,719,465.60","3,719,465.60",,,,
应付股利,,,,,,,,"2,179,371.76","2,179,371.76",,,"1,845,660.03","1,845,660.03","255,660.03",,,,"1,232,250.00","152,250.00",,,"11,074.73",,,,,,,,,,,,,,,,,,,,,,,,,,,
存货,"261,935,066.28","291,231,044.09","310,364,195.32","293,057,526.07","290,484,436.42","143,586,135.58","143,621,398.33","138,887,885.77","137,043,640.70","130,274,084.26","104,398,711.36","85,357,627.67","85,348,669.72","87,309,204.21","93,739,081.68","56,368,642.10","53,295,757.32","22,846,006.91","25,916,934.60","10,001,058.84","11,986,753.23","8,546,671.07","12,392,158.52","10,422,148.06","5,734,041.11","21,400,625.61","19,265,524.57","21,975,418.37","20,797,867.52","15,918,834.75","13,798,500.07","6,580,306.71","6,740,058.05","5,353,721.59","5,353,721.59",,,,"966,492.79","16,824,114.04",,,,,"1,637,192.93","3,243,331.99","8,439,568.77","53,732,815.79","61,048,618.87"
