科目,2007年度,2008年度,2009年1-3月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
支付给职工以及为职工支付的现金,"21,248,309.10","25,439,715.41","8,759,311.46","30,445,329.20","6,476,009.40","15,582,411.46","27,131,680.75","38,436,618.47","11,552,324.21","24,778,065.93","35,792,423.75","52,371,206.61","11,314,029.29","26,576,517.92","40,380,795.58","56,969,933.59","15,279,068.19","30,908,388.90","45,925,761.23","85,444,819.92","20,954,214.90","43,651,474.37","62,635,759.65","89,322,054.81","20,762,674.65","45,876,157.06","65,579,670.16","89,666,285.06","28,016,882.26","57,105,825.01","81,329,137.47","110,913,319.72","32,844,803.28","65,051,329.68","95,290,411.65","134,877,309.86","44,801,579.96","77,122,012.66","121,178,885.41","168,018,124.23","52,168,594.62"
取得借款收到的现金,"20,900,000.00","45,000,000.00",,"35,080,000.00",,"5,000,000.00","5,000,000.00","5,000,000.00",,"60,000,000.00","60,000,000.00","70,000,000.00",,"10,000,000.00","10,000,000.00","20,000,000.00","38,224,238.99","23,085,127.53","33,224,238.99","33,224,238.99","10,000,000.00","10,000,000.00","10,000,000.00","10,000,000.00","30,000,000.00","30,000,000.00","30,000,000.00","96,000,000.00","64,000,000.00","148,000,000.00","168,000,000.00","178,000,000.00","32,700,000.00","172,700,000.00","207,040,000.00","251,267,800.00","50,000,000.00","235,000,000.00","335,000,000.00","532,000,000.00","106,000,000.00"
支付的各项税费,"17,004,021.40","21,291,105.29","3,312,128.19","32,040,950.95","10,718,400.15","18,708,283.49","26,642,837.60","38,649,025.14","7,282,639.95","13,624,935.63","19,610,597.10","34,635,341.36","6,685,034.14","21,508,586.13","25,328,187.36","35,070,911.23","12,651,044.39","27,384,554.14","41,306,900.83","59,342,183.17","7,028,291.04","24,759,869.39","39,084,331.76","57,961,525.15","9,986,187.54","21,424,229.67","24,193,681.94","35,994,446.28","9,653,255.36","48,906,637.72","62,457,936.42","73,134,415.04","9,519,008.75","31,686,647.60","45,433,023.02","53,645,453.46","22,468,279.63","47,291,218.09","61,149,095.69","83,984,064.44","33,162,709.71"
收到其他与筹资活动有关的现金,"4,000,000.00",,,,"100,000.00","100,000.00","100,000.00","100,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
支付其他与经营活动有关的现金,"36,013,598.85","48,876,610.80","10,660,410.49","44,548,727.79","8,750,406.55","22,861,883.22","43,514,738.56","52,908,170.69","11,313,565.78","35,497,528.74","47,072,040.93","55,432,100.12","16,842,347.22","33,636,095.76","51,232,279.78","65,627,721.00","17,994,396.35","30,325,784.38","48,724,185.26","61,774,651.60","22,954,511.57","32,004,040.16","61,635,107.53","59,362,826.76","23,668,068.36","37,771,041.61","53,563,679.17","67,581,489.65","19,433,414.55","40,975,998.43","68,618,901.50","81,829,249.08","24,867,713.50","38,891,135.82","69,147,934.06","74,957,059.11","23,621,958.51","58,847,360.63","81,535,509.02","90,591,235.54","48,448,506.15"
筹资活动现金流入小计,"24,900,000.00","45,000,000.00",,"35,080,000.00","100,000.00","551,050,000.00","551,050,000.00","553,050,000.00",,"60,000,000.00","60,000,000.00","70,000,000.00",,"10,000,000.00","10,000,000.00","20,000,000.00","38,224,238.99","23,085,127.53","33,224,238.99","33,224,238.99","10,000,000.00","10,000,000.00","10,000,000.00","10,000,000.00","30,000,000.00","30,000,000.00","30,000,000.00","96,000,000.00","104,921,000.00","187,184,800.00","207,184,800.00","217,184,800.00","483,699,998.67","622,865,893.88","657,205,893.88","714,267,798.60","50,000,000.00","235,000,000.00","335,000,000.00","532,000,000.00","106,000,000.00"
经营活动现金流出小计,"219,475,650.96","319,557,626.48","56,733,280.29","265,495,755.96","76,217,190.89","143,683,175.17","236,667,498.67","336,991,928.70","95,228,739.50","203,090,206.71","263,699,011.00","384,193,338.79","121,925,795.99","249,444,009.04","370,128,672.78","478,868,442.52","147,481,571.49","256,283,730.24","365,278,661.59","481,564,480.92","140,003,544.93","264,910,830.85","394,419,213.03","514,277,496.15","129,865,461.41","252,406,578.56","382,592,893.51","516,743,381.55","130,593,276.96","330,530,956.20","496,241,615.16","660,508,102.93","212,072,040.64","403,600,085.88","667,939,558.05","897,841,420.92","289,123,948.03","586,382,889.34","974,929,247.69","1,250,367,983.34","392,417,914.25"
偿还债务支付的现金,"9,304,000.00","41,000,000.00","2,000,000.00","31,000,000.00","19,080,000.00","19,080,000.00","49,080,000.00","45,080,000.00",,"50,000,000.00","60,000,000.00","70,000,000.00",,"10,000,000.00","10,000,000.00","20,000,000.00","20,000,000.00","5,000,000.00","14,024,238.99","37,224,238.99",,,"10,000,000.00","10,000,000.00",,,,,,"23,000,000.00","42,800,000.00","48,800,000.00","110,000,000.00","219,000,000.00","254,000,000.00","254,000,000.00","22,700,000.00","146,700,000.00","166,700,000.00","402,587,800.00","21,000,000.00"
经营活动产生的现金流量净额,"29,919,299.63","24,037,295.63","-11,681,827.07","35,984,352.96","-9,149,041.15","-10,200,243.00","-46,765,279.60","-34,178,310.95","-9,950,318.84","-23,354,707.95","4,443,132.58","33,873,123.64","-35,321,595.74","-62,843,058.30","-82,443,061.91","-42,011,184.66","-25,828,617.65","-17,800,878.77","-22,375,267.59","29,897,899.71","-36,549,239.94","-28,197,681.48","-204,854.44","44,281,087.71","-41,823,587.53","-31,462,847.33","-49,866,964.30","-38,716,405.11","10,547,670.84","-37,451,897.24","2,174,050.81","11,098,906.10","-17,028,777.65","16,985,256.99","49,612,934.98","152,279,705.56","-51,160,915.56","2,953,272.65","-26,631,769.73","144,190,968.67","-53,102,061.81"
分配股利、利润或偿还利息支付的现金,"6,758,057.93","3,950,667.96","8,889,685.49","10,569,724.64","7,873,266.09","8,328,855.71","8,835,932.05","8,972,881.70",,"10,503,332.57","10,671,786.73","10,966,544.63",,"10,592,921.27","10,626,841.27","10,790,001.15","145,315.56","10,666,478.17","10,780,538.71","11,495,115.67","354,143.00","10,737,660.42","11,134,619.34","10,916,935.42","3,220.00","10,831,955.00","11,314,051.84","11,792,229.13","1,572,805.45","10,821,457.78","17,448,706.01","22,439,579.35","3,462,172.87","17,880,230.24","21,448,981.89","24,133,598.95","5,171,220.66","21,256,172.15","24,159,037.81","29,400,941.43","4,903,122.57"
收回投资收到的现金,,,,,,,,,,,,,,,,,"3,500,000.00","3,500,000.00","3,500,000.00","3,500,000.00",,,,"348,000,000.00","100,500,000.00","106,500,000.00","293,000,000.00","503,000,000.00","85,600,000.00","243,500,000.00","259,300,000.00","163,600,000.00","40,600,000.00","210,600,000.00","461,750,000.00","1,293,150,000.00","157,300,000.00","461,500,000.00","682,100,000.00","1,104,922,800.00","283,286,665.88"
支付其他与筹资活动有关的现金,,,,"100,000.00",,"10,295,000.00","10,295,000.00","8,535,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,"14,304,578.82",,"591,480.00","591,480.00","591,480.00",
取得投资收益收到的现金,,,,,,,,,,,,,,,,,,,,"38,816.44","38,816.44","773,684.92","1,850,301.34","3,070,735.57","1,024,967.80","2,233,504.70","3,006,558.23","3,819,314.31","631,043.80","974,156.45","1,025,504.39","1,038,520.24","198,579.45","1,515,442.47","3,795,679.17","11,535,481.79","1,528,617.31","6,301,788.92","7,751,862.77","14,731,481.85","2,030,679.26"
筹资活动现金流出小计,"16,062,057.93","44,950,667.96","10,889,685.49","41,669,724.64","26,953,266.09","37,703,855.71","68,210,932.05","62,587,881.70",,"60,503,332.57","70,671,786.73","80,966,544.63",,"20,592,921.27","20,626,841.27","30,790,001.15","20,145,315.56","15,666,478.17","24,804,777.70","48,719,354.66","354,143.00","10,737,660.42","21,134,619.34","20,916,935.42","3,220.00","10,831,955.00","11,314,051.84","11,792,229.13","1,572,805.45","33,821,457.78","60,248,706.01","71,239,579.35","113,462,172.87","236,880,230.24","275,448,981.89","292,438,177.77","27,871,220.66","168,547,652.15","191,450,517.81","432,580,221.43","25,903,122.57"
处置固定资产、无形资产和其他长期资产收回的现金净额,"661,130.00","72,500.00",,"454,000.00",,,"127,426.15","82,000.00",,"897,156.84","897,156.84","974,595.82","16,000.00","16,000.00","66,031.38","163,788.46",,"6,816.34","8,287.49","101,658.68",,"166,779.81","180,606.02","584,150.00",,,,"3,571,939.00",,470.09,"1,047,509.70","7,248,101.88","173,621.51","174,757.28","191,234.24","5,124,149.70","206,756.86","228,888.35","375,896.45","371,339.90","33,920.18"
筹资活动产生的现金流量净额,"8,837,942.07","49,332.04","-10,889,685.49","-6,589,724.64","-26,853,266.09","513,346,144.29","482,839,067.95","490,462,118.30",,"-503,332.57","-10,671,786.73","-10,966,544.63",,"-10,592,921.27","-10,626,841.27","-10,790,001.15","18,078,923.43","7,418,649.36","8,419,461.29","-15,495,115.67","9,645,857.00","-737,660.42","-11,134,619.34","-10,916,935.42","29,996,780.00","19,168,045.00","18,685,948.16","84,207,770.87","103,348,194.55","153,363,342.22","146,936,093.99","145,945,220.65","370,237,825.80","385,985,663.64","381,756,911.99","421,829,620.83","22,128,779.34","66,452,347.85","143,549,482.19","99,419,778.57","80,096,877.43"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,,,,"-61,138.45","-55,820.47","-55,820.47","-55,820.47","-95,210.92","-9,572.57","-64,609.03","-56,817.75","-74,219.43","-17,894.59","14,629.66","25,367.24","-30,135.37","154,472.41","531,204.90","445,392.46","-2,270.17","-21,264.68","-19,940.55","-24,611.81","-6,431.55","-36,172.25","-15,074.84","-358,081.27",-610.09,"69,339.97","-186,503.65","-127,802.02","191,197.68","298,389.49","30,958.02","-41,393.96","365,953.72","-13,401.24","-598,944.12","-612,939.39","-394,894.72","-17,650.82"
收到其他与投资活动有关的现金,"7,300,000.00","2,190,000.00",,"7,200,000.00",,,,"9,280,000.00",,,"11,000,000.00","11,000,000.00",,,"8,000,000.00","9,000,000.00",,,,"14,115,460.60",,,,"7,298,934.50","4,250,000.00","4,250,000.00","6,750,000.00","6,750,000.00",,,,"2,500,000.00",,,"1,000,000.00","1,000,000.00",,,"1,000,000.00",,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"7,961,130.00","2,262,500.00",,"7,654,000.00",,,"127,426.15","9,362,000.00",,"897,156.84","11,897,156.84","11,974,595.82","16,000.00","16,000.00","8,066,031.38","9,163,788.46","3,500,000.00","3,506,816.34","3,508,287.49","17,755,935.72","38,816.44","940,464.73","2,030,907.36","358,953,820.07","105,774,967.80","112,983,504.70","302,756,558.23","517,141,253.31","86,231,043.80","244,474,626.54","261,373,014.09","174,386,622.12","40,972,200.96","212,290,199.75","466,736,913.41","1,310,809,631.49","159,035,374.17","468,030,677.27","691,227,759.22","1,120,025,621.75","285,351,265.32"
五、现金及现金等价物净增加额,"17,608,212.30","16,390,175.17","-24,848,057.52","16,105,218.92","-37,453,349.82","497,196,029.56","425,169,376.04","435,286,323.57","-20,047,734.90","-78,053,853.90","-105,081,909.33","-82,925,788.26","-66,036,397.74","-107,677,627.88","-125,447,924.58","-93,963,504.91","-14,818,147.29","-31,062,388.30","-36,555,069.42","-12,747,014.46","-43,248,751.89","-158,688,954.60","-165,804,284.66","-143,756,523.50","-35,488,495.91","-49,876,155.27","-72,782,604.24","-55,929,888.58","9,914,273.19","-17,904,215.92","-21,806,437.78","-12,892,922.97","218,950,206.43","165,644,406.19","25,008,453.32","91,088,020.08","-83,426,422.85","1,189,404.59","25,385,328.74","18,342,794.61","-33,228,207.81"
购建固定资产、无形资产和其他长期资产支付的现金,"29,006,306.55","9,958,952.50","2,276,544.96","20,882,270.95","1,395,222.11","5,894,051.26","10,976,017.99","30,264,272.86","10,087,843.49","55,028,361.19","110,693,594.27","117,732,743.66","30,712,907.41","34,272,277.97","40,469,420.02","46,795,972.19","10,722,925.48","24,718,180.13","26,552,943.07","44,903,464.05","16,362,920.71","30,674,136.88","56,471,106.43","93,068,064.31","33,900,483.93","49,049,782.80","76,000,065.06","100,927,963.89","49,427,258.99","40,053,783.79","61,311,794.65","64,560,136.34","21,929,432.17","26,047,672.21","39,406,913.10","80,986,302.02","26,016,259.56","58,247,949.06","78,947,203.55","113,830,466.48","20,144,715.69"
期初现金及现金等价物余额,"5,399,511.60","23,007,723.90","39,397,899.07","39,397,899.07","55,503,117.99","55,503,117.99","55,503,117.99","55,503,117.99","500,210,198.91","490,789,441.56","490,789,441.56","490,789,441.56","407,863,653.30","407,863,653.30","407,863,653.30","407,863,653.30","313,900,148.39","313,900,148.39","313,900,148.39","313,900,148.39","301,153,133.93","301,153,133.93","301,153,133.93","301,153,133.93","157,396,610.43","157,396,610.43","157,396,610.43","157,396,610.43","101,466,721.85","101,466,721.85","101,466,721.85","101,466,721.85","88,573,798.88","88,573,798.88","88,613,209.38","88,573,798.88","179,661,818.96","179,661,818.96","179,661,818.96","179,661,818.96","198,004,613.57"
投资支付的现金,,,,,,,,,,,,,,,,"3,500,000.00",,,,,,"100,000,000.00","100,000,000.00","443,000,000.00","95,500,000.00","101,500,000.00","268,000,000.00","468,900,000.00","65,600,000.00","262,600,000.00","295,400,000.00","279,954,733.18","153,600,000.00","423,600,000.00","784,750,000.00","1,615,450,000.00","187,400,000.00","412,200,000.00","638,000,000.00","1,165,868,213.18","325,411,922.24"
期末现金及现金等价物余额,"23,007,723.90","39,397,899.07","14,549,841.55","55,503,117.99","18,049,768.17","552,699,147.55","480,672,494.03","490,789,441.56","480,162,464.01","412,735,587.66","385,707,532.23","407,863,653.30","341,827,255.56","300,186,025.42","282,415,728.72","313,900,148.39","299,082,001.10","282,837,760.09","277,345,078.97","301,153,133.93","257,904,382.04","142,464,179.33","135,348,849.27","157,396,610.43","121,908,114.52","107,520,455.16","84,614,006.19","101,466,721.85","111,380,995.04","83,562,505.93","79,660,284.07","88,573,798.88","307,524,005.31","254,218,205.07","113,621,662.70","179,661,818.96","96,235,396.11","180,851,223.55","205,047,147.70","198,004,613.57","164,776,405.76"
