科目,2011-12-31,2012-12-31,2013-12-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"66,852,447.54","35,762,466.30","56,010,239.05","37,651,133.32","33,219,874.83","137,124,100.95","112,307,925.09","66,177,764.91","55,205,769.90","15,619,937.81","14,379,052.21","39,694,255.09","62,263,563.76","77,109,719.02","75,899,856.18","81,892,482.30","108,776,885.70","107,244,456.89","101,563,017.63"
短期借款,"30,000,000.00","30,000,000.00","60,000,000.00","50,000,000.00","50,000,000.00",,,,,,,"2,000,000.00","2,000,000.00","2,000,000.00","2,000,000.00",,,,
交易性金融资产,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,
应收票据,"13,156,540.00","25,244,230.00","5,263,135.00","9,266,795.20","12,933,585.20","9,610,095.18","4,489,201.08","5,149,636.37","4,644,000.00","8,059,555.57","9,549,467.94","12,978,554.69","16,307,950.24","14,829,685.95","20,708,190.62","8,416,409.58","17,413,853.14","22,353,189.19","25,021,299.94"
应付票据,,"8,611,743.05","5,890,908.12","30,438,285.75","29,228,469.26","23,144,882.24","25,177,458.82","17,616,620.70","10,264,192.80","14,155,621.20","6,565,275.35","21,882,779.72","34,352,332.98","27,740,007.47","28,441,285.69","36,874,765.09","39,950,254.49","37,680,805.36","31,440,665.22"
应收账款,"40,029,223.58","43,599,080.46","49,110,154.16","70,071,461.36","59,521,446.02","63,675,902.26","74,978,858.36","85,964,510.59","83,594,009.47","69,423,473.01","70,244,568.69","74,568,817.15","69,268,861.08","58,694,617.08","58,931,251.73","73,236,346.09","76,314,645.71","67,534,259.62","89,436,156.76"
应付账款,"24,517,162.63","27,691,820.67","36,125,775.16","46,369,324.21","43,694,212.70","40,410,744.25","27,417,962.26","35,640,805.93","30,459,374.11","30,595,744.57","43,192,298.17","51,195,605.56","50,538,877.97","60,914,860.74","81,185,222.53","66,589,963.68","77,111,774.91","61,822,982.77","76,850,000.73"
预付款项,"7,076,118.56","1,119,683.13","1,338,974.93","1,508,813.18","3,797,253.25","1,186,432.70","4,087,004.38","5,446,300.86","9,474,472.35","3,635,144.47","7,547,200.41","5,989,567.07","8,246,491.05","3,690,190.66","5,505,758.85","6,606,069.59","8,969,829.08","2,072,571.38","9,580,199.77"
预收款项,"80,921,935.80","57,282,267.60","40,479,112.66","40,942,156.03","57,880,235.92","45,269,665.03","44,249,472.77","43,861,984.58","34,860,400.50","38,364,230.21","46,282,669.24","45,980,871.55","63,066,183.50","63,525,451.40","72,530,326.28","76,900,802.39","94,227,631.82","98,329,543.06","130,167,324.83"
