科目,2011-12-31,2012-12-31,2013-12-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
其他应收款,"6,747,001.30","7,208,655.42","6,550,384.23","6,903,516.14","8,277,540.33","3,001,611.25","2,658,899.04","6,345,349.27","9,476,978.69","6,023,134.37","7,296,384.35","5,547,411.15","5,456,577.88","4,711,531.95","5,821,385.76","3,837,538.12","4,278,373.91","3,336,869.00","5,152,529.74"
应付职工薪酬,"7,666,522.91","9,566,103.89","9,371,551.64","5,488,100.79","5,412,271.79","11,607,245.63","6,671,988.11","8,091,553.15","8,474,738.72","7,906,957.78","5,695,930.62","6,078,355.48","6,959,720.48","12,376,881.26","7,972,596.46","9,682,878.40","10,214,009.21","15,476,511.75","9,288,098.64"
应收关联公司款,,,,,,,,,,,,,,,,,,,
应交税费,"2,137,352.75","5,762,757.52","3,023,092.66","6,703,008.90","380,850.16","1,531,858.58","3,025,032.15","1,770,882.26","445,110.64","2,041,056.77","835,625.17","2,989,202.52","507,977.28","1,462,619.89","4,269,081.99","1,435,206.30","3,937,768.00","6,845,989.23","5,319,189.35"
应收利息,,,,,,,,,,,,,,,,,,,
应付利息,,,,,,,,,,,,,,,,,,,
应收股利,,,,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,,,,,,,,
存货,"105,209,714.89","101,560,625.58","100,041,007.47","122,736,016.09","143,006,209.31","138,448,087.81","144,099,733.11","144,429,801.40","144,629,870.39","148,684,022.94","153,618,729.58","158,978,818.98","172,645,499.34","184,285,441.68","200,756,879.68","196,791,180.31","203,979,383.31","222,548,080.44","238,879,586.78"
其他应付款,"2,159,868.70","2,647,929.99","2,622,929.28","2,181,200.51","1,480,944.21","2,961,984.39","1,515,171.39","1,484,675.87","1,641,012.95","2,198,936.09","4,807,696.51","4,144,752.61","4,215,242.21","4,956,093.02","1,502,696.14","1,619,824.76","4,640,749.75","4,162,086.02","2,925,921.03"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,,,,,,,,
其他流动资产,,,,,"900,671.39","1,313,342.92","5,491,925.04","5,491,925.04",,"57,173,134.12","66,600,000.00","49,515,482.39","41,700,000.00","29,681,904.21","23,460,579.90","11,750,687.83","11,873,460.66","8,978,252.62","5,486,103.32"
其他流动负债,,,,,,,,,,,,,,,,,,,
流动资产合计,"239,071,045.87","214,494,740.89","218,313,894.84","248,137,735.29","261,656,580.33","354,359,573.07","348,113,546.10","319,005,288.44","307,025,100.80","308,618,402.29","329,235,403.18","347,272,906.52","375,888,943.35","373,003,090.55","391,083,902.72","382,530,713.82","431,606,431.51","434,067,679.14","475,118,893.94"
流动负债合计,"147,402,842.79","141,562,622.72","157,513,369.52","182,122,076.19","188,076,984.04","124,926,380.12","108,057,085.50","108,466,522.49","86,144,829.72","95,262,546.62","107,379,495.06","134,271,567.44","161,640,334.42","172,975,913.78","197,901,209.09","193,103,440.62","230,082,188.18","224,317,918.19","255,991,199.80"
可供出售金融资产,,,,,,,,,,,,,,,,,,,
长期借款,,,,,,,,,,,,,,,,,,,
持有至到期投资,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,,,
长期股权投资,,,,,,,,,,,,,,,,,,,
专项应付款,,,,,,,,,,,,,,,,,,,
投资性房地产,"3,511,245.34","3,336,933.82","3,162,622.30","3,075,466.54","3,031,888.66","2,988,310.78","2,944,732.90","2,901,155.02","2,857,577.14","2,813,999.26","2,770,421.38","2,726,843.50","2,683,265.62","2,639,687.74","2,596,109.86","4,825,121.06","21,723,413.06","21,510,967.45","20,936,208.74"
预计负债,,,,,,,,,,,,,,,,,,,
固定资产,"80,021,891.76","76,275,607.99","159,473,613.48","159,657,100.71","157,827,238.91","156,785,837.58","154,113,927.92","150,112,211.28","146,044,141.70","142,578,605.94","139,574,524.38","136,057,709.36","132,761,297.24","130,611,963.83","126,024,622.07","183,031,098.24","180,952,934.58","185,381,371.22","181,786,227.45"
递延所得税负债,,,,,,,,,,,,,,,,,,,
在建工程,"1,813,797.00","41,438,003.84","15,435,335.86","12,764,421.58","12,816,810.92","10,651,663.56","10,651,663.56","10,726,663.56","10,728,163.56","20,205,328.17","19,445,352.24","31,689,751.80","41,279,332.95","59,139,293.22","64,496,448.45","4,821,841.87","4,651,121.43","4,810,935.43","8,125,779.86"
其他非流动负债,"4,247,179.02","5,410,138.64","15,830,349.50","14,058,576.43","13,890,979.92",,,,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,,,,
非流动负债合计,"4,247,179.02","5,410,138.64","15,830,349.50","14,058,576.43","13,890,979.92","13,603,587.39","13,320,836.16","13,040,519.96","13,360,455.53","13,260,468.65","12,980,481.77","12,550,495.14","12,150,681.26","12,031,678.18","11,755,048.64","11,328,515.31","10,915,370.97","11,036,341.72","10,567,678.07"
固定资产清理,,,,,,,,,,,,,,,,,,,
负债合计,"151,650,021.81","146,972,761.36","173,343,719.02","196,180,652.62","201,967,963.96","138,529,967.51","121,377,921.66","121,507,042.45","99,505,285.25","108,523,015.27","120,359,976.83","146,822,062.58","173,791,015.68","185,007,591.96","209,656,257.73","204,431,955.93","240,997,559.15","235,354,259.91","266,558,877.87"
生产性生物资产,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"60,000,000.00","60,000,000.00","60,000,000.00","60,000,000.00","60,000,000.00","80,000,000.00","80,000,000.00","80,000,000.00","80,000,000.00","80,000,000.00","80,000,000.00","80,000,000.00","80,000,000.00","80,000,000.00","80,000,000.00","80,000,000.00","80,000,000.00","80,000,000.00","80,000,000.00"
油气资产,,,,,,,,,,,,,,,,,,,
资本公积,"118,599,997.17","118,599,997.17","118,599,997.17","119,213,500.17","119,213,500.17","235,850,462.45","235,850,462.45","235,850,462.45","235,850,462.45","235,850,462.45","235,850,462.45","235,850,462.45","235,850,462.45","235,850,462.45","235,850,462.45","235,850,462.45","235,850,462.45","235,850,462.45","235,850,462.45"
无形资产,"62,348,313.46","61,660,464.06","60,309,751.11","59,674,696.91","59,264,498.87","58,854,300.83","58,457,844.24","86,385,284.19","86,941,169.42","86,560,665.60","85,984,055.45","85,414,425.14","84,853,712.35","84,304,307.42","83,753,842.75","82,466,027.20","75,000,546.40","74,894,357.39","74,477,311.22"
盈余公积,"6,075,441.23","12,509,688.55","16,004,899.11","16,004,899.11","16,004,899.11","19,747,781.33","19,747,781.33","19,747,781.33","19,747,781.33","22,058,075.49","22,058,075.49","22,058,075.49","22,058,075.49","24,601,137.48","24,601,137.48","24,601,137.48","24,601,137.48","27,375,910.60","27,375,910.60"
开发支出,,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,,,
商誉,,,,,,,,,,,,,,,,,,,
未分配利润,"52,199,726.24","88,085,752.10","95,972,247.10","101,593,665.55","106,305,158.49","115,247,887.04","122,998,761.79","114,228,997.70","119,216,582.19","118,844,880.30","120,723,034.04","121,781,151.48","131,083,455.08","128,996,646.48","135,979,269.46","130,893,883.89","141,838,096.28","148,869,543.28","157,618,958.43"
长期待摊费用,,,,,,,,,,,,"256,410.27","1,123,824.93",,,,,,"20,460.00"
少数股东权益,,,,,,,,"3,486,961.86","3,911,157.98","4,109,313.74","3,760,453.30","3,582,145.98","3,007,769.13","1,753,834.63","1,296,655.47","924,496.33","1,020,747.70","1,070,578.56","1,338,795.12"
递延所得税资产,"1,758,893.02","2,835,374.46","5,020,554.97","7,943,736.04","7,880,933.04","4,679,641.51","4,679,641.51","4,677,072.30","4,635,116.58","5,042,757.44","5,042,757.44","4,811,713.35","4,811,713.35","5,838,280.24","5,838,280.24","6,029,357.39","6,090,765.95","6,949,155.60","6,949,155.60"
外币报表折算价差,,,,,,,,,,,,,,,,,,,
其他非流动资产,,"26,127,074.12","2,205,089.84","1,739,560.38","1,013,571.00","1,056,771.00","1,013,571.00","1,013,571.00",,"3,565,988.55","699,488.04","1,864,138.04","2,388,688.04","673,050.00","13,590,576.50","12,997,776.50","4,282,790.13","896,395.30","1,319,074.39"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,
非流动资产合计,"149,454,140.58","211,673,458.29","245,606,967.56","244,854,982.16","241,834,941.40","235,016,525.26","231,861,381.13","255,815,957.35","251,206,168.40","260,767,344.96","253,516,598.93","262,820,991.46","269,901,834.48","283,206,582.45","296,299,879.87","294,171,222.26","292,701,571.55","294,443,182.39","293,614,217.26"
所有者权益(或股东权益)合计,"236,875,164.64","279,195,437.82","290,577,143.38","296,812,064.83","301,523,557.77","450,846,130.82","458,597,005.57","453,314,203.34","458,725,983.95","460,862,731.98","462,392,025.28","463,271,835.40","471,999,762.15","471,202,081.04","477,727,524.86","472,269,980.15","483,310,443.91","493,156,601.62","502,174,233.33"
资产总计,"388,525,186.45","426,168,199.18","463,920,862.40","492,992,717.45","503,491,521.73","589,376,098.33","579,974,927.23","574,821,245.79","558,231,269.20","569,385,747.25","582,752,002.11","610,093,897.98","645,790,777.83","656,209,673.00","687,383,782.59","676,701,936.08","724,308,003.06","728,510,861.53","768,733,111.20"
负债和所有者(或股东权益)合计,"388,525,186.45","426,168,199.18","463,920,862.40","492,992,717.45","503,491,521.73","589,376,098.33","579,974,927.23","574,821,245.79","558,231,269.20","569,385,747.25","582,752,002.11","610,093,897.98","645,790,777.83","656,209,673.00","687,383,782.59","676,701,936.08","724,308,003.06","728,510,861.53","768,733,111.20"
