科目,2007年1-3月,2007年1-6月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
收到其他与筹资活动有关的现金,,,,,,,,,,,,,"4,304.49","4,304.49",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
支付其他与经营活动有关的现金,"15,511,597.31","13,374,481.31","27,965,181.29","12,218,409.30","19,368,619.40","76,055,183.19","38,667,923.21","15,950,634.30","28,466,097.72","48,539,210.64","53,173,367.24","18,841,587.20","28,062,338.71","57,269,877.71","43,627,510.21","25,676,122.44","43,028,093.10","84,011,586.13","58,410,778.55","51,979,439.07","36,923,091.76","73,301,405.01","67,517,593.30","26,792,117.30","53,405,311.88","100,860,966.95","84,465,725.93","18,926,322.65","33,713,756.59","68,117,883.44","103,944,199.98","16,770,619.79","35,986,393.43","57,708,643.91","84,518,931.96","15,190,484.04","32,888,505.00","62,235,039.52","64,102,285.83","11,779,084.77","27,042,433.21","45,816,184.55","63,710,193.90","11,309,454.16","25,719,461.50"
筹资活动现金流入小计,"30,000,000.00","60,000,000.00","145,550,000.00","30,000,000.00","361,580,000.00","444,580,000.00","479,580,000.00",,"50,000,000.00","90,000,000.00","140,000,000.00","324,359,884.07","384,364,188.56","434,364,188.56","639,328,063.07",,"153,000,000.00","208,000,000.00","489,800,000.00",,"120,000,000.00","175,000,000.00","295,000,000.00","36,950,000.91","121,950,000.91","156,950,000.91","216,950,000.91",,"20,000,000.00","20,000,000.00","30,000,000.00",,,,,,,,,,,,,,
经营活动现金流出小计,"122,047,275.77","360,970,267.46","920,041,361.65","159,527,080.28","522,805,997.60","916,144,425.40","1,165,000,599.80","223,800,891.75","503,586,161.49","818,092,741.84","1,373,869,511.67","297,353,325.10","585,230,128.18","928,992,009.35","1,734,879,291.65","421,319,645.74","728,016,311.34","968,987,438.01","1,418,334,210.60","260,384,760.39","677,537,483.66","1,129,711,725.90","1,419,078,022.57","281,186,772.94","475,358,711.12","802,875,742.82","1,150,078,310.49","301,916,435.89","595,373,876.70","943,045,192.55","1,214,606,980.01","325,135,348.36","604,461,859.32","856,026,016.29","1,209,060,653.44","293,468,316.88","536,494,487.82","784,924,747.59","1,143,190,116.76","318,045,272.81","554,640,704.31","891,458,110.92","1,396,827,369.87","341,552,843.08","686,176,704.43"
偿还债务支付的现金,,,"80,000,000.00","20,000,000.00","115,000,000.00","165,000,000.00","273,000,000.00",,,"40,000,000.00","90,000,000.00",,"100,000,000.00","100,000,000.00","160,000,000.00","100,000,000.00","183,000,000.00","243,000,000.00","421,000,000.00","153,000,000.00","273,000,000.00","293,000,000.00","403,000,000.00","100,000,000.00","145,000,000.00","225,000,000.00","265,000,000.00","80,000,000.00","80,000,000.00","90,000,000.00","100,000,000.00","10,000,000.00","10,000,000.00","10,000,000.00","10,000,000.00",,,,,,,,,,
经营活动产生的现金流量净额,"-33,432,655.52","-39,250,394.02","15,162,208.98","-37,372,492.93","-18,269,133.16","-76,738,736.60","29,957,691.84","-25,451,290.51","-18,573,845.82","-20,808,517.02","193,634,025.15","-145,430,051.83","-120,852,428.85","-120,022,491.06","32,830,716.24","-106,396,403.31","-103,337,988.36","-90,973,933.77","85,678,833.88","-49,796,776.36","-45,175,680.29","-67,155,199.55","183,495,044.58","-79,718,189.85","-65,827,131.88","-63,934,426.42","90,879,590.95","-77,949,286.21","-70,472,472.51","-67,279,136.24","114,760,473.19","-16,455,798.29","-52,339,989.88","-21,051,896.49","235,978,765.83","-87,672,251.25","-122,092,209.89","-132,418,572.92","138,566,369.79","-98,656,756.64","-173,012,942.32","-163,858,518.89","24,683,421.98","-120,555,413.63","-189,679,926.11"
分配股利、利润或偿还利息支付的现金,"44,429,800.00","45,854,337.50","45,311,512.50","19,024,000.00","21,986,318.34","21,986,318.34","24,035,050.44",,"14,952,342.50","36,864,800.00","38,182,085.00",,"12,836,850.80","29,182,032.50","35,065,268.05",,"3,959,852.84","6,368,636.73","10,428,253.56",,"3,537,670.85","5,107,842.02","7,305,287.52",,"5,090,852.33","5,976,646.10","7,533,085.10","489,471.68","1,571,721.58","1,297,923.03","1,402,657.21","31,878.56","832,683.57","803,933.02","803,426.29",-268.77,"408,199.18","396,602.13","395,706.99",-446.21,"40,854,192.24","40,854,845.50","40,854,845.50",,"20,427,422.75"
收回投资收到的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
支付其他与筹资活动有关的现金,,,"500,000.00",,"7,655,088.74","7,655,612.34","7,655,088.74",,,,,"229,897.00","1,450,501.40","1,450,501.40","1,968,179.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
取得投资收益收到的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
筹资活动现金流出小计,"44,429,800.00","45,854,337.50","125,811,512.50","39,024,000.00","144,641,407.08","194,641,930.68","304,690,139.18",,"14,952,342.50","76,864,800.00","128,182,085.00","229,897.00","114,287,352.20","130,632,533.90","197,033,447.05","100,000,000.00","186,959,852.84","249,368,636.73","431,428,253.56","153,000,000.00","276,537,670.85","298,107,842.02","410,305,287.52","100,000,000.00","150,090,852.33","230,976,646.10","272,533,085.10","80,489,471.68","81,571,721.58","91,297,923.03","101,402,657.21","10,031,878.56","10,832,683.57","10,803,933.02","10,803,426.29",-268.77,"408,199.18","396,602.13","395,706.99",-446.21,"40,854,192.24","40,854,845.50","40,854,845.50",,"20,427,422.75"
处置固定资产、无形资产和其他长期资产收回的现金净额,,,,,,,,,,,"4,903.85",,,,,,,,"30,588.24",,,,,"18,850.00","74,732.35","74,732.35","158,533.05",,,"1,637,690.00","1,503,495.68",,,,"82,962.39",,,,"960,381.01","1,023,701.55","1,347,043.27","1,297,872.63","1,297,872.63",,"4,310.35"
筹资活动产生的现金流量净额,"-14,429,800.00","14,145,662.50","19,738,487.50","-9,024,000.00","216,938,592.92","249,938,069.32","174,889,860.82",,"35,047,657.50","13,135,200.00","11,817,915.00","324,129,987.07","270,076,836.36","303,731,654.66","442,294,616.02","-100,000,000.00","-33,959,852.84","-41,368,636.73","58,371,746.44","-153,000,000.00","-156,537,670.85","-123,107,842.02","-115,305,287.52","-63,049,999.09","-28,140,851.42","-74,026,645.19","-55,583,084.19","-80,489,471.68","-61,571,721.58","-71,297,923.03","-71,402,657.21","-10,031,878.56","-10,832,683.57","-10,803,933.02","-10,803,426.29",268.77,"-408,199.18","-396,602.13","-395,706.99",446.21,"-40,854,192.24","-40,854,845.50","-40,854,845.50",,"-20,427,422.75"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,"-21,519.56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,,,"-128,085.62","-473,829.08","-86,593.00","-88,150.75","-79,870.29",,"1,700.53","-1,578.71","-2,444.36","-2,393.83","-59,174.88","-59,174.88","-291,390.46","-139,011.70","-342,360.39","-756,919.48","-1,268,041.15","-5,247.66","26,325.82","81,288.54","-550,055.97","-17,908.12","-154,873.15","-1,635,337.23","-1,681,420.91","259,138.23","506,547.40","-206,728.89","-2,464,066.86","175,614.69","-779,640.61","-281,668.89","878,860.15","140,022.52","203,664.70","283,102.72","258,566.47","9,383.00","13,506.94","4,884.11","-11,995.59","-5,864.60","11,745.07"
收到其他与投资活动有关的现金,"63,068.83",,,"72,990.94",,,,,,,,,"827,028.46","1,510,310.24",,,"1,372,905.38","2,069,446.00","11,000,000.00",,,,"7,000,000.00","502,905.62",,,"14,814,106.32","846,682.88","1,865,987.54","2,758,599.63","4,004,079.03","1,012,561.83","2,170,925.24","3,543,429.95","4,960,820.77","1,365,731.98","2,741,418.45","3,686,446.62","6,048,034.62","5,082,379.17","6,304,400.26","7,575,711.08","12,450,059.62","2,420,246.33","6,549,349.57"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"63,068.83",,,"72,990.94",,,,,,"-21,519.56","4,903.85",,"827,028.46","1,510,310.24",,,"1,372,905.38","2,069,446.00","11,030,588.24",,,,"7,000,000.00","521,755.62","74,732.35","74,732.35","14,972,639.37","846,682.88","1,865,987.54","4,396,289.63","5,507,574.71","1,012,561.83","2,170,925.24","3,543,429.95","5,043,783.16","1,365,731.98","2,741,418.45","3,686,446.62","7,008,415.63","6,106,080.72","7,651,443.53","8,873,583.71","13,747,932.25","2,420,246.33","6,553,659.92"
五、现金及现金等价物净增加额,"-52,214,946.98","-39,317,864.94","-3,369,445.04","-47,726,300.07","170,933,432.60","138,165,695.01","94,224,314.04","-49,418,480.45","-39,048,431.68","-70,795,986.74","51,259,751.05","158,417,957.64","94,144,097.94","96,352,290.04","313,130,149.52","-231,393,165.88","-190,619,176.28","-205,765,371.77","-8,600,620.02","-225,614,126.03","-239,476,402.16","-254,118,725.21","-59,144,258.38","-152,880,323.25","-122,427,817.33","-183,023,764.03","-20,642,361.03","-158,600,038.58","-136,016,008.06","-145,300,410.24","14,160,749.95","-28,035,099.99","-64,745,301.20","-35,934,010.51","223,058,157.75","-88,583,004.52","-122,506,309.26","-132,029,169.60","140,549,109.40","-92,721,490.34","-208,743,974.41","-200,816,452.24","-22,651,118.96","-123,516,487.23","-218,565,000.51"
购建固定资产、无形资产和其他长期资产支付的现金,"4,415,560.29","14,213,133.42","38,142,055.90","928,969.00","27,649,434.16","34,932,963.59","110,543,368.33","23,967,189.94","55,523,943.89","59,549,571.45","150,623,129.03","20,279,583.77","55,848,163.15","88,808,008.92","161,703,792.28","24,857,750.87","54,351,880.07","74,735,327.79","162,413,747.43","22,812,102.01","37,789,376.84","63,936,972.18","133,783,959.47","10,615,981.81","28,379,693.23","43,502,087.54","69,230,086.25","1,267,101.80","6,344,348.91","10,912,911.71","32,240,573.88","2,735,599.66","2,963,912.38","7,339,942.06","8,039,825.10","2,416,776.54","2,950,983.34","3,183,543.89","4,888,535.50","180,643.63","2,541,790.32","4,981,555.67","20,154,311.35","5,375,455.33","15,023,056.64"
期初现金及现金等价物余额,,"75,700,700.94",,,"72,331,255.90","72,331,255.90","72,331,255.90",,"166,555,569.94","166,555,569.94","166,555,569.94","217,815,320.99","217,815,320.99","217,815,320.99","217,815,320.99","530,945,470.51","530,945,470.51","530,945,470.51","530,945,470.51","522,344,850.49","522,344,850.49","522,344,850.49","522,344,850.49","463,200,592.11","463,200,592.11","463,200,592.11","463,200,592.11","442,558,231.08","442,558,231.08","442,558,231.08","442,558,231.08","456,718,981.03","456,718,981.03","456,718,981.03","456,718,981.03","6,802,372.60","679,777,138.78","717,221,975.64","679,777,138.78","820,326,248.18","820,326,248.18","820,326,248.18","820,326,248.18","797,675,129.22","797,675,129.22"
投资支付的现金,,,,,,,,,,"3,550,000.00","3,550,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
期末现金及现金等价物余额,,"36,382,836.00",,,"243,264,688.50","210,496,950.91","166,555,569.94","-49,418,480.45","127,507,138.26","95,759,583.20","217,815,320.99","376,233,278.63","311,959,418.93","314,167,611.03","530,945,470.51","299,552,304.63","340,326,294.23","325,180,098.74","522,344,850.49","296,730,724.46","282,868,448.33","268,226,125.28","463,200,592.11","310,320,268.86","340,772,774.78","280,176,828.08","442,558,231.08","283,958,192.50","306,542,223.02","297,257,820.84","456,718,981.03","428,683,881.04","391,973,679.83","420,784,970.52","679,777,138.78","-81,780,631.92","557,270,829.52","585,192,806.04","820,326,248.18","727,604,757.84","611,582,273.77","619,509,795.94","797,675,129.22","674,158,641.99","579,110,128.71"
