科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度
一、营业收入,"288,348,331.14","552,186,605.59","860,449,070.72","1,178,506,823.29","318,829,724.28","686,417,378.18","1,052,601,498.67","1,414,799,035.41","273,536,541.40","498,251,789.63","790,893,133.50","1,058,408,167.35","298,793,239.64","621,650,568.96","978,237,299.46","1,332,812,213.70","308,388,544.53","636,550,022.32","994,464,047.09","1,361,096,510.93","346,901,457.58","685,999,414.29","1,147,007,875.02","1,521,899,607.22","348,723,933.14","677,887,463.01","1,053,449,069.87","1,449,190,612.11","365,876,881.64","758,674,326.18","1,174,865,953.39","1,596,848,365.29","327,697,162.94","664,155,986.83","1,003,497,553.93","1,358,901,139.06","332,244,824.33","636,040,820.73","979,453,535.50","1,382,195,305.19","377,232,723.08","910,270,731.09","1,350,347,746.07","1,745,649,312.24"
二、营业利润,"7,369,504.28","14,780,186.55","20,705,227.90","28,622,374.11","7,954,533.78","15,278,715.81","22,240,407.35","36,370,239.04","11,322,222.40","20,718,712.14","43,602,099.26","51,994,630.86","17,233,667.07","28,334,058.43","40,653,047.13","48,585,932.31","2,089,583.10","6,606,549.90","13,215,310.31","17,492,041.54","-604,951.99","10,907,442.63","37,747,036.87","45,844,167.80","2,777,260.96","-13,039,208.61","-16,899,026.28","-2,049,186.98","2,452,461.25","1,944,043.58","2,685,786.16","6,375,509.77","-600,091.70","-1,294,488.88","-53,265,199.74","-67,025,073.22","4,878,580.19","3,728,971.96","6,722,189.07","15,464,327.66","-3,519,850.75","37,840,150.84","53,204,499.00","50,731,288.91"
减:营业成本,"248,721,830.66","472,489,222.16","733,698,265.37","999,004,392.16","280,875,427.89","584,848,251.51","900,569,290.71","1,207,651,314.43","218,997,427.15","407,695,115.73","642,541,190.31","869,421,933.56","249,250,715.30","523,851,459.92","827,831,215.28","1,128,438,221.38","265,586,757.92","544,606,720.79","849,517,837.16","1,152,680,479.66","299,841,593.03","580,143,810.78","965,788,888.77","1,271,335,529.16","298,000,119.11","590,716,471.00","912,623,083.84","1,250,239,374.61","316,357,289.43","658,897,147.55","1,016,661,177.81","1,368,996,566.87","283,910,061.66","573,807,354.88","863,493,333.37","1,164,030,989.59","277,066,671.48","538,089,667.29","827,209,686.76","1,160,796,801.83","329,975,416.88","761,240,677.96","1,129,907,544.48","1,470,980,247.18"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"94,117.48","212,084.59","341,531.13","507,383.85","150,769.43","305,048.40","552,161.30","798,104.73","240,922.68","442,496.35","578,771.50","788,650.85","143,791.35","305,440.96","473,074.94","1,351,837.97","1,961,388.69","3,718,771.05","6,316,142.29","8,522,649.03","2,265,681.46","4,457,318.44","6,704,919.52","10,037,383.59","1,867,790.38","3,923,300.44","6,590,057.39","9,146,097.48","2,023,583.26","4,011,780.51","6,812,416.09","8,949,155.45","3,224,121.02","5,723,660.86","8,609,039.53","12,068,350.14","4,091,797.43","4,804,634.27","7,615,539.65","15,437,313.15","3,588,885.64","6,423,652.17","9,644,724.01","15,642,160.71"
营业外收入,"43,101.30","143,168.62","282,723.00","3,724,409.99","226,667.43","672,636.82","1,393,135.03","1,425,376.35","407,342.82","1,527,149.58","2,315,180.95","2,888,530.87","399,118.91","1,095,523.18","2,449,272.79","3,817,589.51","451,543.51","1,578,326.82","2,125,336.89","6,360,586.07","1,072,546.30","2,026,682.93","1,862,778.26","2,148,287.50","675,149.46","1,237,610.80","3,373,951.38","5,358,981.09","540,226.58","2,020,514.50","3,571,924.65","2,883,526.13","1,318,863.46","2,757,150.42","3,279,655.19","3,539,357.42","505,455.99","15,186,338.04","19,893,482.37","22,555,311.72","5,654,456.59","8,117,500.54","11,890,175.84","11,394,027.74"
销售费用,"11,212,015.22","27,967,729.75","44,723,569.83","50,396,236.62","10,953,451.88","25,948,718.23","43,364,151.80","54,062,510.17","12,051,274.59","23,596,309.38","39,267,307.17","51,941,085.80","11,415,715.70","25,366,534.05","40,453,225.35","58,261,690.61","13,328,712.70","25,283,605.65","38,587,128.28","55,961,579.61","13,317,105.80","26,880,819.40","41,452,655.62","57,013,331.52","12,826,350.77","26,555,046.86","41,373,531.73","59,329,810.78","13,461,803.61","29,232,629.56","48,684,087.32","64,091,805.95","12,860,413.26","28,344,139.26","45,049,146.42","60,094,877.65","12,986,975.40","25,699,667.29","41,543,112.14","57,738,481.51","14,515,960.76","29,778,875.86","45,662,592.76","60,646,982.07"
减:营业外支出,"823,957.97","1,587,355.26","2,407,868.80","2,984,011.79","769,516.61","2,210,765.93","2,972,340.57","3,694,051.92","688,509.58","2,285,530.70","3,026,460.49","1,229,969.75","470,575.21","1,951,154.87","3,049,468.54","2,222,801.09","624,114.53","1,374,117.35","2,259,235.23","2,245,269.43","732,049.13","2,434,044.44","3,472,782.42","5,593,350.65","1,366,766.33","3,061,891.93","4,158,459.76","2,638,178.97","1,047,825.47","2,276,562.62","3,149,616.43","2,469,409.48","444,028.86","1,205,507.82","3,189,486.39","4,777,019.81","443,273.97","2,908,001.40","7,233,647.74","12,333,761.64","721,117.57","3,848,887.38","4,813,025.22","4,450,724.52"
管理费用,"17,760,518.32","28,247,804.28","46,838,375.31","67,619,856.10","16,529,740.02","40,410,841.24","59,307,198.71","77,767,745.26","20,625,019.49","35,867,884.03","53,055,102.74","71,551,790.78","18,951,888.99","36,519,003.78","55,595,610.23","77,632,040.64","20,720,139.11","44,313,670.25","64,480,588.12","91,364,782.16","23,930,996.78","48,107,401.78","72,516,717.13","97,955,178.94","21,518,706.49","45,169,308.60","73,556,581.10","97,972,463.58","23,532,426.13","48,815,340.90","74,990,785.90","104,377,799.35","23,074,337.32","47,074,942.81","130,525,655.44","164,029,654.08","28,196,606.48","56,601,333.17","83,155,572.62","110,835,663.25","25,496,538.43","54,905,108.87","82,738,661.18","109,009,741.82"
其中:非流动资产处置净损失,,,,"1,423,260.76",,"1,311,483.31","1,387,321.55","3,049,420.85","226,054.50","782,007.50","997,853.37","1,100,204.71","132,915.77","1,044,199.97","1,336,151.90","1,370,656.84","187,512.78","272,434.10","292,555.18","505,998.38","29,743.71","105,713.91","496,225.05","2,954,674.82","25,663.16","225,081.25","321,709.16","559,630.87","30,820.13","206,713.24","222,912.18","566,431.59","93,323.22","411,831.45","373,278.18","3,280,709.85","84,654.58","1,898,970.56","5,467,466.32","9,978,186.89","238,246.68","2,761,061.33","2,930,154.35",
