科目,2007年度,2008年度,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
支付给职工以及为职工支付的现金,"22,274,478.09","36,054,443.68","28,665,692.13","37,815,316.57","54,439,044.79","21,838,989.20","40,652,025.26","59,803,877.37","78,873,485.40","31,440,736.38","49,714,977.31","74,834,051.57","103,380,157.11","43,789,565.29","69,122,587.69","99,588,653.85","135,104,096.86","52,794,403.21","89,821,810.86","135,435,807.91","179,832,408.87","72,912,268.55","126,232,774.67","169,843,899.17","260,545,675.59","113,334,134.74","195,327,421.74","295,395,708.90","423,308,498.89","163,217,106.66","297,034,219.15","437,232,752.46","632,638,298.50","214,096,517.02","395,109,160.95","590,557,846.18"
取得借款收到的现金,"50,000,000.00","3,921,400.00","30,000,000.00","30,000,000.00","30,000,000.00",,,,,,,,,,,,,,,,,,,,"235,000,000.00","67,850,287.45","432,691,917.64","811,138,396.28","1,240,441,509.27","149,155,176.89","1,268,891,184.91","1,378,655,176.89","1,379,155,176.89","500,000.00","462,996,064.18","1,514,489,560.86"
支付的各项税费,"55,390,403.45","59,485,936.02","57,967,164.56","88,929,740.35","113,764,846.39","40,195,396.14","83,667,538.93","121,633,800.64","163,467,327.35","46,400,078.65","115,265,867.20","158,169,522.39","201,639,404.89","52,166,087.03","131,668,586.00","179,213,799.00","228,577,165.49","46,813,310.96","113,499,576.98","167,418,902.98","227,527,852.43","55,956,538.74","134,257,305.43","207,503,120.97","268,336,342.43","80,009,839.52","195,213,289.22","271,376,359.82","356,473,819.27","111,877,931.52","255,369,315.78","380,422,544.28","463,287,682.25","140,524,626.98","328,580,930.58","507,858,226.82"
收到其他与筹资活动有关的现金,"3,750,000.00","11,268,300.00","7,044,100.00","7,044,100.00","17,268,400.00","5,200,000.00","5,200,000.00","5,200,000.00","14,684,500.00","2,000,000.00","5,500,000.00","6,440,000.00",,"12,614,600.00","12,614,600.00","12,614,600.00","12,614,600.00",,,,,,,,,,,,,,,,,,,
支付其他与经营活动有关的现金,"62,154,729.87","68,205,961.43","42,530,850.94","68,996,620.97","98,266,135.14","28,175,944.12","60,852,359.81","88,801,864.33","134,651,898.78","42,111,396.47","81,829,583.66","118,954,355.89","162,125,501.75","46,051,983.83","108,407,201.03","165,702,067.96","247,552,753.49","51,661,341.78","135,118,972.00","200,500,946.56","278,265,546.86","64,696,929.21","152,261,116.15","217,851,441.60","301,811,335.46","110,488,672.88","207,812,758.16","340,103,725.95","478,821,242.31","171,028,237.26","304,794,510.93","457,343,329.15","612,262,305.98","194,425,804.15","410,765,975.47","673,477,307.56"
筹资活动现金流入小计,"201,894,324.25","23,194,383.00","37,044,100.00","1,191,941,100.00","1,202,165,400.00","5,200,000.00","5,200,000.00","5,200,000.00","14,684,500.00","2,000,000.00","5,500,000.00","6,440,000.00",,"12,614,600.00","12,614,600.00","12,614,600.00","12,614,600.00",,,,,,"4,197.30","3,902.45","236,137,481.93","67,850,287.45","931,191,917.64","1,323,944,218.50","3,042,170,258.32","158,821,611.21","1,280,557,619.23","1,988,521,611.21","3,293,287,733.63","500,000.00","462,996,064.18","1,521,026,651.16"
经营活动现金流出小计,"266,896,052.52","258,289,820.84","192,251,980.58","284,189,503.34","397,305,397.98","115,883,534.84","261,663,376.28","378,580,047.26","515,614,219.59","150,599,405.68","322,943,528.07","479,308,131.12","643,270,429.02","179,753,141.20","417,069,371.63","606,167,223.06","840,224,276.84","261,415,140.32","545,150,016.64","805,787,614.02","1,073,760,601.28","310,268,565.65","688,033,901.08","1,013,176,573.98","1,506,005,240.82","585,118,895.13","1,233,970,044.34","1,865,179,673.48","2,695,514,070.36","725,415,945.53","1,515,816,342.47","2,194,656,963.82","3,089,057,188.98","930,672,050.67","1,792,860,816.23","2,777,964,966.94"
偿还债务支付的现金,"50,000,000.00","3,841,096.00",,,,"30,000,000.00","30,000,000.00","30,000,000.00","30,000,000.00",,,,,,,,,"9,651,542.01","23,706,660.00","23,706,660.00","23,706,660.00",,,,,"34,551,575.76","306,807,876.48","396,522,823.50","759,500,000.00","480,596,337.39","1,060,500,000.00","1,275,545,224.96","1,458,629,180.37","260,155,176.89","711,129,411.10","1,331,629,411.10"
经营活动产生的现金流量净额,"61,365,102.86","188,594,285.35","122,032,624.96","170,634,130.56","239,785,236.94","80,399,994.77","171,147,738.78","257,767,459.52","374,248,775.34","76,599,914.15","146,847,495.63","217,022,487.25","291,197,594.74","79,659,705.87","105,973,883.99","194,734,407.37","264,962,979.97","32,161,129.67","123,137,514.90","224,304,560.48","329,757,071.15","32,872,356.56","77,200,194.02","171,823,450.87","348,316,884.55","8,308,630.61","92,230,684.42","197,574,426.82","436,460,676.55","80,505,558.47","349,031,155.30","539,184,407.44","691,890,147.44","158,657,932.87","384,809,402.65","618,836,166.68"
分配股利、利润或偿还利息支付的现金,"37,792,699.99","47,455,461.06","70,040,479.71","220,609,514.91","221,095,379.91","402,232.50","75,904,195.00","75,901,308.40","83,787,042.15","155,800.00","152,259,824.20","169,568,399.20","221,112,303.75",,"116,613,219.90","146,225,630.52","146,160,000.00","234,373.63","135,298,248.68","146,379,048.68","146,038,723.74",,"104,156,476.69","104,156,476.69","106,233,400.00","39,444,411.04","118,919,954.64","140,425,514.68","176,561,124.39","8,700,894.78","146,030,729.69","223,452,431.62","249,794,734.51","15,204,648.94","137,905,165.59","202,136,880.46"
收回投资收到的现金,"6,809,465.00","980,599.04",,,,,,,,,,,,,,,,,,,,,,,,,,,"51,810,000.00","1,797,095.55","23,534,914.10","36,429,604.90","85,955,513.40","14,545,437.46","28,983,001.27","47,148,251.56"
支付其他与筹资活动有关的现金,,,,"7,948,865.52","13,439,613.52","854,360.27","1,488,223.67","1,488,223.67","1,488,223.67",,,,,,,,,,,,,,,,,,,,"3,000,000.00","217,233,762.93","648,871,736.82","797,266,708.00","806,931,246.00","5,400,000.00","9,083,161.76","12,295,635.36"
取得投资收益收到的现金,"6,704,882.51","613,917.01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
筹资活动现金流出小计,"87,792,699.99","51,296,557.06","70,040,479.71","228,558,380.43","234,534,993.43","31,256,592.77","107,392,418.67","107,389,532.07","115,275,265.82","155,800.00","152,259,824.20","169,568,399.20","221,112,303.75",,"116,613,219.90","146,225,630.52","146,160,000.00","9,885,915.64","159,004,908.68","170,085,708.68","169,745,383.74",,"104,156,476.69","104,156,476.69","106,233,400.00","73,995,986.80","425,727,831.12","536,948,338.18","939,061,124.39","706,530,995.10","1,855,402,466.51","2,296,264,364.58","2,515,355,160.88","280,759,825.83","858,117,738.45","1,546,061,926.92"
处置固定资产、无形资产和其他长期资产收回的现金净额,,,,,,,,,"297,000.00",,,,"107,056.80","59,000.00","59,000.00","59,000.00","142,000.00","1,138,018.56","1,213,942.56","1,297,942.56","1,297,942.56","61,000.00","180,000.00","265,000.00","1,965,890.99",,"347,570.80","347,570.80","741,079.67","56,260.00","5,733,834.13","5,492,093.98","9,237,567.50","93,318.46","182,837.43","186,867.43"
筹资活动产生的现金流量净额,"114,101,624.26","-28,102,174.06","-32,996,379.71","963,382,719.57","967,630,406.57","-26,056,592.77","-102,192,418.67","-102,189,532.07","-100,590,765.82","1,844,200.00","-146,759,824.20","-163,128,399.20","-221,112,303.75","12,614,600.00","-103,998,619.90","-133,611,030.52","-133,545,400.00","-9,885,915.64","-159,004,908.68","-170,085,708.68","-169,745,383.74",,"-104,152,279.39","-104,152,574.24","129,904,081.93","-6,145,699.35","505,464,086.52","786,995,880.32","2,103,109,133.93","-547,709,383.89","-574,844,847.28","-307,742,753.37","777,932,572.75","-280,259,825.83","-395,121,674.27","-25,035,275.76"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,"-1,713,972.94","-8,273.89",-0.91,,-300.25,,"-9,463.85","-50,783.62","-106,036.49",,"-71,533.86","-122,999.01","-19,278.30","-15,947.58","-1,422,399.20","2,157,086.46","336,626.43","-501,463.75","-544,485.36","-180,815.42","-374,891.43","129,117.63","233,398.10","-394,825.22","-990,735.02","-12,669.89","438,073.76","1,873,826.40","2,326,624.65","-2,954.00","1,187,671.63","1,027,557.04","2,473,060.48","-532,066.10","1,573,258.31","2,786,095.71"
收到其他与投资活动有关的现金,"400,000.00","31,077,420.65",,,,,"298,751.20",,,,,,,,,,,"22,577,512.35","22,566,278.21","63,015,399.38",,,,,,,,,,"1,339,666.83","5,608,800.00","15,523,079.50","16,706,326.20","722,958.05","1,497,351.05","5,607,684.04"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"13,914,347.51","32,671,936.70",,,,,"298,751.20",,"297,000.00",,,,"107,056.80","59,000.00","59,000.00","59,000.00","142,000.00","23,715,530.91","23,780,220.77","64,313,341.94","1,297,942.56","61,000.00","180,000.00","265,000.00","1,965,890.99",,"347,570.80","347,570.80","52,551,079.67","3,193,022.38","34,877,548.23","57,444,778.38","111,899,407.10","15,361,713.97","30,663,189.75","52,942,803.03"
五、现金及现金等价物净增加额,"130,300,102.51","-20,187,350.03","42,710,597.48","1,073,676,405.61","1,104,685,342.47","29,392,231.76","-37,470,994.10","15,212,112.08","-54,842,208.61","20,833,203.59","-95,246,668.93","-74,706,987.47","-97,921,537.04","43,575,637.48","-62,213,189.05","-12,907,382.60","-7,411,148.89","-86,711,871.67","-293,837,911.19","-471,902,540.42","-404,110,658.72","14,259,968.24","-68,886,376.41","-162,051,173.37","-211,423,472.43","-91,366,989.75","92,383,056.15","165,949,480.89","1,325,433,256.35","-975,642,181.44","-1,029,367,710.90","-965,157,635.93","33,569,994.26","-631,579,560.73","-715,878,018.85","-395,433,348.27"
购建固定资产、无形资产和其他长期资产支付的现金,"20,557,534.18","122,864,855.09","46,325,646.86","60,340,444.52","93,280,000.79","24,951,170.24","84,315,601.56","118,232,469.36","146,155,396.89","30,161,610.56","67,813,506.50","93,248,776.51","132,865,306.53","48,741,720.81","62,825,053.94","76,246,845.91","101,320,655.29","15,711,290.79","29,776,546.96","65,824,212.88","98,954,956.57","18,802,505.95","42,347,689.14","69,211,923.95","126,167,223.37","41,163,908.46","66,563,040.71","87,961,935.70","164,704,253.54","28,835,148.80","69,235,667.89","92,084,663.59","123,094,811.88","457,286,477.69","535,224,085.11","627,570,535.50"
期初现金及现金等价物余额,"53,908,031.59","184,208,134.10","164,020,784.07","164,020,784.07","164,020,784.07","1,268,706,126.54","1,268,706,126.54","1,268,706,126.54","1,268,706,126.54","1,213,863,917.93","1,213,863,917.93","1,213,863,917.93","1,213,863,917.93","1,115,942,380.89","1,115,942,380.89","1,115,942,380.89","1,115,942,380.89","1,108,531,232.00","1,108,531,232.00","1,108,531,232.00","1,108,531,232.00","704,420,573.28","704,420,573.28","704,420,573.28","704,420,573.28","506,672,761.47","492,997,100.85","492,997,100.85","492,997,100.85","1,818,430,357.20","1,818,430,357.20","1,818,430,357.20","1,818,430,357.20","1,852,000,351.46","1,852,000,351.46","1,852,000,351.46"
投资支付的现金,"36,809,465.00","980,599.04",,,,,,,"48,100,000.00",,,,,,,,,,,,,,,,,,,,"134,451,275.07","232,247,561.00","457,174,304.63","767,182,298.71","911,974,258.22","60,534,923.58","92,221,646.53","292,206,057.42"
期末现金及现金等价物余额,"184,208,134.10","164,020,784.07","206,731,381.55","1,237,697,189.68","1,268,706,126.54","1,298,098,358.30","1,231,235,132.44","1,283,918,238.62","1,213,863,917.93","1,234,697,121.52","1,118,617,249.00","1,139,156,930.46","1,115,942,380.89","1,159,518,018.37","1,053,729,191.84","1,103,034,998.29","1,108,531,232.00","1,021,819,360.33","814,693,320.81","636,628,691.58","704,420,573.28","718,680,541.52","635,534,196.87","542,369,399.91","492,997,100.85","415,305,771.72","585,380,157.00","658,946,581.74","1,818,430,357.20","842,788,175.76","789,062,646.30","853,272,721.27","1,852,000,351.46","1,220,420,790.73","1,136,122,332.61","1,456,567,003.19"
