科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31
货币资金,"4,459,068.60","4,596,470.47","38,868,038.29","39,423,015.85","40,225,388.20","63,617,182.92","93,638,649.95","181,321,695.21","406,407,883.33","178,583,839.65","124,967,838.46","45,556,047.91","142,556,056.23","43,322,350.49","41,072,616.17","33,674,732.33","28,279,075.17","30,323,259.47","20,382,869.92","47,243,735.49","45,205,023.97","13,309,331.73","32,042,875.60","35,620,766.63","246,607,215.23","153,844,552.24","12,168,495.21","7,648,553.60","24,847,106.85","81,135,079.57","69,681,021.46","47,291,252.28","253,447,761.35","224,098,492.35","214,445,633.79","214,877,742.71","173,352,620.78","183,367,249.86","248,434,261.13","542,737,761.63","754,777,199.92","818,613,179.08","873,127,731.69","642,852,678.77"
短期借款,"477,860,000.00","345,630,000.00","329,300,000.00","376,300,000.00","321,950,000.00","302,800,000.00","302,300,000.00","302,450,000.00","302,600,000.00","202,450,000.00","152,450,000.00",,,,,,,,,,,,,,,,,,"120,000,000.00","120,000,000.00","120,000,000.00",,,,,"500,000.00","500,000.00",,,"280,000,000.00","495,000,000.00","525,000,000.00","830,000,000.00","800,000,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"26,316,817.01","84,976,490.64","80,264,540.49","200,821,795.63","245,017,938.23","262,226,288.32","244,693,995.10","223,874,025.39","7,619,247.00","41,030,823.70","51,605,217.76","19,393,211.64","10,688,401.46","4,344,413.30","3,705,419.41","700,000.00","100,000.00","3,500,000.00","6,601,960.00","3,201,960.00",,,,,,,,,,"130,375,964.40","54,075,964.40",,,,,"3,495,936.48","1,567,247.33","1,257,993.48",,"100,000.00","537,057.00","383,530.00","325,978.42","425,978.42"
应付票据,"179,527,869.77","170,684,255.22","104,918,226.82","121,175,178.81","109,948,896.75","139,717,063.67","165,466,048.21","94,735,246.31","80,214,223.27","17,730,254.70","7,084,836.36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收账款,"393,526,242.07","235,507,361.62","258,372,719.80","318,576,172.49","365,296,022.62","375,711,864.98","405,977,213.05","216,842,120.04","129,018,959.60","93,664,931.36","71,052,842.11","16,485,573.23","14,174,110.29","14,365,391.56","3,074,211.79",,,,,,,,,"70,092,716.25","212,539,733.84","400,971,861.13","402,751,582.44","322,979,401.19","308,625,143.56","92,739,578.41","99,154,110.73","66,040,030.30","67,079,063.31","64,265,320.21","68,341,083.46","112,260,814.73","98,252,974.75","96,045,941.87","102,902,178.67","124,166,093.86","116,571,421.82","150,221,958.81","190,779,109.95","246,353,286.42"
应付账款,"77,730,796.42","88,131,649.48","124,773,939.76","110,205,939.65","109,814,469.02","131,921,980.45","151,210,807.89","116,020,342.90","57,858,620.78","38,761,198.78","24,766,051.62","14,049,163.35","10,726,486.37","9,490,429.69","2,643,244.85","2,549,822.68","2,507,360.43","2,519,259.94","2,489,042.98","1,947,708.48","1,946,116.38","1,939,581.38","1,939,277.38","27,499,028.10","98,868,277.64","164,928,794.35","144,391,509.52","66,247,360.89","40,397,459.42","23,125,679.96","5,661,875.31","6,171,004.56","5,316,212.88","4,012,624.30","1,837,683.52","42,844,510.73","38,493,988.90","30,711,356.10","36,503,728.37","155,581,611.69","82,558,033.31","169,050,005.94","125,601,285.30","702,268,926.63"
预付款项,"34,036,245.83","6,050,387.38","14,417,581.09","28,012,205.41","28,117,043.46","18,321,752.57","27,863,750.12","8,918,751.94","6,079,248.33","6,584,469.57","2,503,233.92","3,578,388.30","3,359,799.69","3,602,075.53","13,500.00","802,227.75","421,004.54","250,452.04","101,380.80","2,000.00","2,000.00",,,"24,867,931.00","37,436,429.53","756,762.15","33,982.40","3,640,987.66","26,254,790.00","28,483,584.40","23,378,098.80","4,321,370.13","4,772,732.19","5,289,633.27","22,493,657.59","3,458,854.74","5,689,640.95","16,056,758.79","13,549,068.27","4,979,226.17","23,193,312.81","7,618,857.87","12,266,274.33","8,451,212.15"
预收款项,,"29,537.13","8,143,474.95","2,865,396.78","2,437,122.00","3,945,415.91","1,430,686.76","278,672.42","153,920.25","926,500.43","444,902.80","8,819,898.88","152,205,607.18","260,606,722.29","260,248,890.84","19,214.82","6,854,594.00","16,760,196.99","35,672,780.12","36,980,231.92","8,209,651.92","27,651.92","31,955,651.92","31,942,931.92","31,942,931.92","31,942,931.92","14,931.92",,,,"45,000.00","955,389.95","1,184,440.75","1,185,175.59","152,325.04","892,614.08","1,852,876.07","11,134,642.46","16,988,911.61","5,983,798.14","6,520,376.46","7,582,110.07","15,584,780.22","1,506,108.89"
