科目,2012年度,2013年度,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
处置固定资产、无形资产和其他长期资产收回的现金净额,"2,572,866.08","4,358,987.96","1,972,037.91",,"151,563.11","151,563.11","2,919,133.08","36,000.00","82,800.00","114,476.01","6,223,904.38","13,850.00","48,300.00","48,300.00","607,216.17","2,488,814.60","2,552,656.50"
筹资活动产生的现金流量净额,"-183,997,169.81","-181,839,622.64","-153,425,224.39",,"892,235,284.86","572,235,284.86","570,530,200.00",,"1,470,000.00","-398,530,000.00","-398,530,000.00","3,545,000.00","-477,855,196.00","-477,755,196.00","-478,178,083.33","150,000.00","-559,850,000.00"
处置子公司及其他营业单位收到的现金净额,"1,031,398.58",,,,,,,,"-3,710,135.72","-3,710,135.72",,,,,,,
四、汇率变动对现金的影响,,,,,,,,,,,,,,,,,
收到其他与投资活动有关的现金,"17,314,205.58","16,449,999.71","16,507,695.99",,"12,411,004.78","19,114,913.50","23,697,787.47","3,114,832.21","8,613,062.99","11,760,431.63","13,879,177.83","4,364,943.63","9,800,612.61","11,378,802.29","12,867,880.36","1,502,678.02","15,786,259.22"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"21,318,470.24","20,808,987.67","18,479,733.90",,"12,562,567.89","369,602,093.05","31,254,593.42","4,906,010.29","7,107,371.10","1,000,325,633.42","2,158,530,873.83","149,927,951.90","368,956,791.14","659,139,716.15","1,626,845,889.60","545,678,435.53","1,330,201,217.00"
五、现金及现金等价物净增加额,"85,218,466.05","-190,713,505.21","52,431,837.92",,"838,378,586.00","-25,700,085.29","6,601,620.80","-101,610,083.05","-187,368,139.46","-407,305,632.75","23,120,292.03","10,841,600.14","-427,137,100.00","-604,505,993.62","-271,713,211.58","10,906,902.71","-353,168,118.91"
购建固定资产、无形资产和其他长期资产支付的现金,"380,085,546.60","328,601,528.89","240,196,700.73",,"101,553,231.63","133,009,428.70","195,019,626.78","55,233,309.04","72,103,197.75","108,289,184.75","145,132,697.23","30,534,375.20","84,925,610.09","205,475,443.04","293,831,142.63","86,591,733.89","128,757,276.86"
期初现金及现金等价物余额,"886,297,654.25","971,516,120.30","780,802,615.09",,"833,234,453.01","833,234,453.01","833,234,453.01","839,836,073.81","839,836,073.81","839,836,073.81","839,836,073.81","862,956,365.84","862,956,365.84","862,956,365.84","862,956,365.84","591,243,154.26","591,243,154.26"
投资支付的现金,,,,,,"1,050,000,000.00","800,000,000.00","153,121,179.72","208,039,037.91","1,155,121,179.72","2,289,721,179.72","101,731,395.68","151,731,395.68","691,731,395.68","1,806,731,395.68","450,000,000.00","960,000,000.00"
期末现金及现金等价物余额,"971,516,120.30","780,802,615.09","833,234,453.01",,"1,671,613,039.01","807,534,367.72","839,836,073.81","738,225,990.76","652,467,934.35","432,530,441.06","862,956,365.84","873,797,965.98","435,819,265.84","258,450,372.22","591,243,154.26","602,150,056.97","238,075,035.35"
