科目,2008-12-31,2009-12-31,2010-12-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
货币资金,"35,458,706.18","213,745,374.90","172,438,983.30","786,016,557.65","709,295,135.86","797,122,406.53","645,242,593.85","622,241,849.69","497,732,230.71","615,882,664.77","515,972,667.04","481,264,734.35","402,922,889.19","489,530,580.38","356,939,076.80","267,229,585.58","271,635,492.34","439,920,586.49","261,896,360.92","243,437,213.32","237,911,365.29","592,101,865.15","511,955,441.05","404,550,665.80","426,062,468.43","917,567,562.37","757,430,901.74","538,511,360.03","524,976,233.92"
短期借款,"100,235,400.00","185,000,000.00","210,000,000.00","105,000,000.00","95,000,000.00","149,000,000.00","119,000,000.00","105,000,000.00","50,000,000.00","20,000,316.07","5,546,043.11","5,731,275.91",,,,,"5,950,000.00","9,930,739.62","3,500,000.00","500,000.00","141,000,000.00","299,153,832.59","478,538,226.37","788,279,888.63","389,284,177.09","623,027,310.10","629,229,778.57","755,950,000.00","894,646,894.24"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,"19,860,714.24","3,762,992.00","14,762,992.00","3,759,713.41","3,759,713.41"
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"12,187,900.00","16,334,764.60","21,820,397.33","38,136,491.24","55,058,328.83","58,377,469.43","62,628,682.04","45,635,304.28","46,821,058.25","45,959,359.60","48,500,110.36","57,122,782.16","51,900,585.64","56,769,703.63","62,808,147.66","51,225,728.05","62,556,120.92","70,074,700.20","53,997,004.41","34,379,833.38","51,670,351.20","56,832,210.79","55,245,828.41","59,368,744.39","68,285,529.87","63,745,257.34","18,574,569.26","41,687,850.21","75,156,915.55"
应付票据,,,,,,,,,,,,,,,,,,,,,,"6,856,200.00","3,498,336.00","2,909,083.23","2,035,617.70","11,384,735.30","7,888,980.60","13,631,483.94","6,901,339.32"
应收账款,"162,410,413.16","312,313,069.09","442,874,520.13","499,969,975.91","583,712,099.82","587,431,027.66","600,666,675.48","652,386,081.45","700,574,996.44","630,544,667.32","660,529,227.02","690,349,222.95","738,556,252.37","685,033,257.55","767,099,044.24","782,549,537.48","816,001,394.45","797,859,464.50","815,889,842.30","949,347,734.09","996,781,700.42","1,097,587,023.63","1,142,144,134.95","1,261,089,644.76","1,439,237,403.83","1,504,044,554.71","1,530,619,442.68","1,614,343,713.65","1,714,867,051.73"
应付账款,"61,095,142.33","67,700,708.52","94,868,669.31","95,438,898.09","91,893,875.21","79,662,115.72","83,779,584.02","81,841,045.66","84,656,963.53","77,858,338.39","69,437,098.56","89,143,121.10","94,239,985.18","90,342,017.35","105,037,622.13","139,244,570.94","123,034,446.82","136,368,268.48","113,117,581.11","137,568,534.21","162,292,753.15","276,792,894.35","194,276,727.95","268,642,393.57","306,612,189.50","411,954,327.95","335,610,091.80","349,426,727.85","338,291,252.96"
预付款项,"28,428,250.31","24,367,444.70","21,274,875.37","36,917,493.91","59,342,277.34","39,311,674.34","49,817,698.26","36,983,608.52","44,893,287.07","37,494,218.01","57,926,095.39","57,281,870.68","62,231,693.74","50,274,231.00","62,533,872.59","64,344,789.79","67,290,233.03","64,457,836.90","88,164,059.69","95,983,777.46","106,874,894.88","139,362,129.42","152,742,624.00","154,294,175.31","186,935,656.65","105,971,939.15","161,646,634.64","181,558,957.34","245,591,911.64"
预收款项,"64,500,634.45","36,192,682.92","59,566,370.27","70,349,462.48","72,004,376.94","78,848,428.41","97,465,509.74","79,191,842.64","74,554,901.71","87,085,776.28","107,584,812.64","125,213,303.08","135,090,937.10","131,160,699.58","231,011,928.15","214,551,887.17","246,993,454.57","234,439,616.48","245,214,527.73","261,570,646.80","306,466,798.90","326,369,218.41","351,407,886.16","289,204,098.34","277,500,049.16","250,974,771.97","294,958,537.52","245,808,850.76","332,746,788.52"
其他应收款,"21,867,922.08","17,691,924.22","29,619,966.51","47,373,149.59","40,493,204.44","24,200,117.50","43,830,018.14","40,914,016.25","46,595,009.05","30,806,822.98","52,602,014.72","49,077,993.41","53,849,301.99","44,964,467.59","72,135,941.95","76,653,377.92","82,339,045.23","84,292,800.39","122,646,079.68","117,143,688.83","118,535,358.26","120,954,362.91","147,263,832.01","125,959,232.49","139,475,067.53","182,093,026.39","169,308,848.74","156,449,423.40","200,342,311.26"
应付职工薪酬,"2,652,896.11","10,789,808.15","12,101,814.16","10,513,771.14","12,426,256.51","17,847,461.73","12,177,384.73","12,327,853.44","12,319,073.74","20,618,682.45","13,281,827.36","12,683,838.33","12,958,486.46","22,370,690.51","14,139,907.68","13,274,429.14","12,139,441.77","30,205,393.32","18,401,550.96","17,157,850.63","13,466,763.25","48,002,500.69","19,657,247.72","19,736,049.75","24,803,917.12","71,889,804.35","42,003,819.20","40,196,327.17","37,362,772.23"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"-3,087,298.25","14,504,122.91","13,544,511.75","234,646.57","18,455,736.34","31,352,443.41","15,170,836.34","15,257,463.61","22,510,869.92","14,500,904.62","1,478,128.88","11,179,021.66","6,289,494.88","27,581,234.06","16,475,821.33","13,340,742.11","18,509,483.26","51,458,477.21","17,043,993.55","35,549,708.64","28,568,469.47","84,744,144.44","35,757,084.04","46,747,460.08","52,272,329.99","79,273,391.23","40,755,054.14","37,265,524.73","62,210,772.17"
应收利息,,,,,,,,,,,,,,,,,,,,,,"3,565,077.84","3,565,077.84","3,736,077.84","3,821,577.84","7,362,331.55","7,086,150.00","7,257,150.00","7,342,650.00"
应付利息,"174,715.02","400,573.25","309,239.03","116,251.44","281,085.21","253,287.22","200,651.69","169,278.50","78,166.83","68,889.06","74,865.27","206,972.76","232,992.75","131,610.38","204,964.54","178,388.69","197,015.01","366,536.93","342,506.79","342,506.79","342,506.79","591,438.40","941,375.40","1,842,043.10","1,961,668.12","3,711,875.27","3,841,989.04","3,903,637.38","4,300,238.91"
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,,"25,000,000.00",,,"35,000,000.00","35,000,000.00","35,000,000.00","52,159,996.75","35,000,000.00","35,000,000.00","35,000,000.00","35,600,000.00",,,"20,549,440.50","344,840.50","344,840.50","344,840.50","344,840.50","20,732,495.50","344,840.50","344,840.50","344,840.50",,,"3,883,285.56","3,394,428.52","71,314,466.02","3,394,428.52"
存货,"96,328,985.02","103,426,017.52","147,517,781.28","198,540,521.22","231,761,150.46","236,908,858.10","277,242,883.96","274,923,269.59","295,997,716.91","289,937,692.48","303,965,668.74","317,993,148.11","332,566,238.64","347,496,316.13","451,270,280.01","500,099,798.76","504,329,147.48","437,811,425.03","452,707,894.72","445,638,193.88","500,861,256.20","475,448,849.91","519,851,923.54","552,420,926.41","649,721,627.54","614,347,688.90","732,091,859.67","738,001,468.40","798,251,593.87"
其他应付款,"39,487,089.69","11,465,326.54","6,743,845.14","5,809,496.39","177,565,556.41","99,503,905.35","63,959,380.01","63,364,899.49","67,609,764.29","160,473,563.02","162,829,515.28","109,803,069.27","109,142,000.41","64,557,144.71","71,833,231.95","106,100,047.67","114,608,909.87","99,126,181.80","94,286,336.68","127,139,164.73","128,087,987.63","418,133,967.23","387,760,614.58","216,316,864.22","229,469,068.10","306,121,529.18","348,422,577.74","208,754,435.20","174,775,159.17"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,"40,000,000.00",,,,,,,"310,745.39","315,661.24","305,061.52","305,642.17","314,928.78","19,319,505.67","21,571,092.03","20,818,583.46","20,046,203.76","33,282,947.48","32,502,935.82","31,760,719.57","31,021,759.52","77,269,262.84","75,325,813.19","74,279,881.25","74,284,169.60","29,177,293.06","28,900,000.00","77,730,097.32","92,676,000.00"
其他流动资产,"723,221.04","200,000.00",,,,"428,012.51","392,387.52","377,617.53","373,187.54","11,166,455.13","13,858,102.16","10,646,244.57","364,787.58","20,715,331.62","27,174,567.40","22,942,306.77","19,055,857.30","37,786,245.43","34,780,085.77","33,230,861.48","39,554,545.41","64,074,966.42","41,205,510.96","31,606,694.21","32,849,247.17","42,481,245.36","49,753,077.19","112,153,901.11","107,251,265.90"
其他流动负债,,,,,,,,,,,,,,"18,285,288.64","18,711,052.28","23,091,352.82","18,625,126.87",,,,,,,,,,,,
流动资产合计,"357,405,397.79","688,078,595.03","835,546,523.92","1,606,954,189.52","1,679,662,196.75","1,743,779,566.07","1,679,820,939.25","1,673,461,747.31","1,632,987,485.97","1,661,791,880.29","1,653,353,885.43","1,663,735,996.23","1,642,391,749.15","1,694,783,887.90","1,799,960,930.65","1,765,045,124.35","1,823,207,290.75","1,932,203,058.94","1,830,081,327.49","1,919,161,302.44","2,052,189,471.66","2,549,926,486.07","2,573,974,372.76","2,593,026,161.21","2,966,249,293.10","3,441,376,597.77","3,441,274,475.92","3,393,723,537.55","3,677,539,647.28"
流动负债合计,"265,058,579.35","391,053,222.29","397,134,449.66","287,462,526.11","502,626,886.62","491,467,641.84","426,753,346.53","409,312,380.09","347,040,485.41","415,922,131.13","395,537,352.62","389,866,244.28","358,268,825.56","373,748,190.90","499,535,060.59","530,944,842.50","560,448,922.43","595,523,001.82","524,754,273.14","632,321,626.87","811,591,879.21","1,538,258,299.45","1,547,508,151.91","1,707,957,762.17","1,358,223,186.38","1,791,398,323.97","1,735,005,257.13","1,803,981,550.37","1,947,305,646.04"
可供出售金融资产,,,,,,,,,,,,,,,,,"100,000.00",,,,,,,,,,,,
长期借款,"50,000,000.00",,,,,,,,"3,757,358.73","22,737,663.28","22,535,895.44","52,466,205.01","52,571,530.23","88,463,695.42","100,400,626.07","120,294,410.40","119,988,941.09","86,784,435.48","89,625,860.57","98,935,331.46","100,970,533.29","34,880,588.60","92,370,205.80","83,614,645.50","562,765,065.73","535,454,291.78","535,403,769.31","530,743,023.06","515,449,320.44"
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应收款,,"8,847,104.09","13,292,865.75","12,491,870.42","12,085,816.19","12,184,742.97","11,984,801.38","12,584,626.15","14,122,372.12","18,735,278.31","18,915,990.06","19,079,836.68","19,079,836.68","7,896,120.52","7,896,120.52","8,209,260.82","8,365,830.97","5,963,758.82","6,106,931.00","5,830,103.18","5,830,103.18","6,484,486.05","6,718,868.92","6,699,990.85","6,645,112.78","6,320,572.02","17,481,720.91","60,315,812.66","60,416,722.10"
长期应付款,,,,,,,,,,,,,,,,,,,,,,"30,689,465.00","30,689,465.00","29,794,140.00","29,794,140.00",,,,
