科目,2013-12-31,2014-12-31,2015-12-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
开发支出,,,,,,,,,,,,
减:库存股,,,,,,,,"28,111,325.00","28,111,325.00","27,908,650.00","27,908,650.00","27,788,032.30"
商誉,,,,,,,,,,,,
未分配利润,"38,756,104.43","74,258,719.06","110,224,272.99","120,579,028.73",,"151,259,255.92","148,091,643.10","150,939,420.85","166,518,786.20","183,148,761.73","178,230,737.41","179,133,709.48"
长期待摊费用,,,,,,,,,"1,400,000.00",,,
少数股东权益,,,,,,,,,,,,
递延所得税资产,"1,290,336.03","1,444,975.05","2,862,402.75","2,989,066.66",,"3,397,326.93","3,270,841.60","3,430,871.31","3,509,786.88","4,535,908.19","4,605,270.68","5,035,978.98"
外币报表折算价差,,,,,,,,,,,,
其他非流动资产,"10,620,034.28","21,545,776.91","7,656,753.93","1,137,319.25",,"1,097,763.36","319,754.45",,,,,
非正常经营项目收益调整,,,,,,,,,,,,
非流动资产合计,"26,166,865.36","96,018,989.97","183,257,318.22","219,577,163.72",,"229,836,603.67","227,590,026.27","226,702,619.77","226,314,991.51","235,195,596.75","232,391,921.65","234,953,429.93"
所有者权益(或股东权益)合计,"108,432,145.34","147,678,607.62","186,634,584.26","196,989,340.00",,"394,970,957.82","391,803,345.00","394,651,122.75","410,230,488.10","433,785,709.07","428,867,684.75","431,911,837.33"
资产总计,"195,251,335.50","278,838,173.58","435,336,908.76","436,874,366.13","463,930,200.00","690,343,149.99","578,133,711.35","562,988,374.87","585,004,085.06","626,502,705.74","601,125,235.76","612,601,852.43"
负债和所有者(或股东权益)合计,"195,251,335.50","278,838,173.58","435,336,908.76","436,874,366.13",,"690,343,149.99","578,133,711.35","562,988,374.87","585,004,085.06","626,502,705.74","601,125,235.76","612,601,852.43"
