科目,2014-12-31,2015-12-31,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"70,398,589.73","104,921,737.56","273,722,313.76","449,449,102.53","446,988,097.00","361,861,852.41","459,508,660.19","238,116,925.24","456,862,545.40","441,413,918.61","475,388,282.94","486,843,139.33"
短期借款,"145,000,000.00","151,170,454.26","265,500,000.00","315,300,000.00","399,362,873.49","364,362,873.49","373,362,873.49","274,562,873.49","448,431,260.40","438,800,023.60","438,761,644.00","528,539,870.00"
交易性金融资产,,,,,,,,,,,"289,699.32","427,214.82"
交易性金融负债,,,,,,,,,,,,
应收票据,"14,637,836.00","7,974,690.54","25,031,565.33","8,877,863.64","9,860,655.65","7,775,920.00","18,786,845.57","25,716,658.53","23,365,521.81","27,111,146.81","46,823,785.11","37,177,988.27"
应付票据,"4,711,148.16","69,332,905.15","19,547,530.44","4,124,450.52","21,355,018.47","22,680,721.66","84,488,562.41","98,690,075.83","94,740,719.04",,"140,751,364.27",
应收账款,"1,343,093,510.16","1,296,943,698.23","1,070,658,346.30","1,049,739,198.62","1,208,539,747.40","1,181,059,941.10","1,161,440,652.14","1,043,069,073.73","1,230,188,197.63","1,248,701,274.23","1,365,314,143.67","1,248,692,566.35"
应付账款,"1,089,441,589.47","898,604,663.34","772,631,458.36","611,039,082.72","645,882,069.26","587,864,612.25","674,256,247.05","518,641,916.07","684,038,338.27",,"793,756,532.46",
预付款项,"345,470.00","1,478,124.52","5,445,812.11","5,474,280.56","6,869,087.46","6,202,156.25","2,938,488.39","1,985,017.60","16,369,008.56","15,592,666.66","8,569,177.06","8,156,686.74"
预收款项,"675,260.00","2,822,059.19","27,713,970.06","22,207,929.35","19,225,818.63","39,280,856.65","9,603,112.80","9,423,010.89","38,849,901.90","26,221,118.48","24,811,875.18","25,397,624.52"
