科目,2010-12-31,2011-12-31,2012-12-31,2013-06-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
其他应收款,"73,360.00","1,717,416.74","300,442.77","6,204,654.87","5,970,223.30","233,330.14","563,638.81","552,691.45","726,114.12","27,349,882.36","556,495.10","563,137.90","901,091.21","1,706,316.50","1,499,621.17","1,490,860.88","444,763,123.06","275,539,616.22","60,076,976.11","51,608,501.27","195,248,278.38","192,090,839.77","79,339,371.68","85,463,598.28","64,955,345.63","81,640,738.38"
应付职工薪酬,"16,617,429.36","15,735,641.81","28,514,961.00","14,705,162.24","16,749,442.67","13,964,368.67","14,379,432.73","13,123,455.82","23,623,856.82","18,325,180.31","16,035,070.60","17,404,424.70","35,023,365.89","19,446,792.06","19,921,572.10","15,448,472.34","40,969,325.47","25,437,144.38","22,777,760.78","27,528,276.04","45,421,358.41","27,803,458.73","28,150,515.90","35,016,743.99","56,442,185.09","31,597,423.22"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"27,920,296.36","53,415,436.10","23,099,248.36","49,031,677.80","66,138,864.20","59,908,145.13","52,748,417.62","13,890,682.34","19,528,686.83","35,614,273.05","51,059,512.46","25,863,962.29","66,668,052.29","61,790,293.19","68,468,782.86","34,374,006.46","95,988,429.44","135,589,129.03","141,634,363.61","135,646,969.66","100,959,401.67","88,067,686.21","65,352,169.09","60,216,354.65","36,324,952.49","15,765,417.95"
应收利息,,,,,,,,,"515,068.49",,,,"1,654,952.35","1,654,952.35","4,536,815.37","2,158,904.11",,"9,806,510.14",,,"508,194.52","12,459,823.78",,,,
应付利息,"339,627.07","720,235.62","1,053,275.31","709,571.43","1,416,031.42","1,454,101.27","1,177,113.15","1,118,647.15","5,359,119.12","19,079,881.55","32,499,230.07","45,907,324.99","8,821,267.25","29,746,228.27","51,409,136.42","73,819,058.04","30,992,365.16","36,327,743.14","58,549,113.53","86,273,820.97","35,777,524.74","61,525,104.65","81,107,007.65","78,801,359.68","8,810,787.30","26,478,252.25"
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,,,,,,,,,,,,"122,443,488.05",,,
存货,"146,919,766.41","197,288,886.99","159,104,257.11","164,427,672.20","106,931,575.90","68,624,855.87","78,491,870.42","194,881,946.18","210,938,561.23","164,049,274.48","126,520,157.17","189,348,574.56","170,708,236.81","114,074,699.36","104,897,984.62","149,480,634.14","474,529,720.61","454,219,488.22","491,999,961.10","642,461,058.93","492,357,042.15","497,560,355.06","600,997,217.04","638,898,719.52","502,697,553.51","532,385,278.82"
其他应付款,"62,557,249.90","16,994,312.16","15,783,715.87","32,294,345.69","1,426,907.31","5,848,010.74","1,726,584.01","880,280.42","653,157.95","462,305.95","70,191.73","47,068.26","1,186,940.21","998,150.27","885,649.49","933,733.35","19,586,512.27","34,916,057.12","29,689,820.13","36,905,936.20","28,360,073.57","32,059,525.93","30,625,798.37","114,921,777.42","171,112,056.34","187,679,613.30"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,,,,,,,,"108,122,500.00","180,598,000.00","204,043,500.00","209,591,782.00","196,962,250.00","246,490,750.00","1,341,037,929.73","1,342,353,830.58"
其他流动资产,"7,616,342.11","6,792,404.90","226,065.68","3,333.36","2,015,743.77","59,833.35","39,333.36","18,833.37","427,162,361.43",,,,"18,211,370.23",,"206,338,350.60","408,540,691.08","511,006,891.81","507,102,635.28","509,137,774.45","507,126,533.52","514,361,743.67","513,255,201.91","549,798,328.33","363,060,313.15","49,209,145.29","51,707,632.74"
其他流动负债,,,,,,,,,,,,,"398,747,436.85","797,901,456.94","798,706,056.91","1,397,773,990.22","998,886,852.98","799,095,387.81","798,661,816.79","898,713,493.34","1,198,059,748.40","1,198,358,490.54","899,361,635.18","299,933,962.24",,
流动资产合计,"957,221,060.31","1,299,095,077.93","1,896,765,473.01","2,190,681,167.47","2,097,148,980.10","3,058,245,423.74","2,949,837,258.05","2,894,622,915.69","3,443,571,044.36","3,546,322,625.35","3,169,388,031.72","2,879,277,117.11","3,290,012,061.53","3,524,406,650.45","3,175,273,514.99","3,441,008,277.44","4,967,419,382.36","4,615,572,376.76","4,460,645,216.02","4,315,441,651.91","4,101,995,641.32","4,189,763,640.84","3,855,848,475.25","3,596,862,080.19","2,459,991,672.50","2,485,540,371.96"
流动负债合计,"779,969,427.36","1,003,905,101.65","1,253,179,835.12","1,651,168,990.01","1,436,866,329.65","1,543,853,707.88","1,612,252,598.57","1,543,324,289.66","1,150,470,162.04","1,283,223,588.42","1,257,798,436.89","1,107,533,117.44","1,622,301,070.07","1,947,199,883.42","1,969,447,907.04","2,575,905,645.03","3,087,604,041.14","2,819,489,486.57","2,953,652,529.69","3,214,861,939.20","3,493,754,292.69","3,614,739,361.97","3,508,711,581.23","2,866,942,082.33","3,188,064,009.00","3,183,994,048.68"
可供出售金融资产,,,,,,,,,,"89,160,000.00","339,160,000.00","464,160,000.00","639,160,000.00","739,160,000.00","789,160,000.00","869,160,000.00","936,183,406.90","1,006,199,255.63","1,006,290,877.28","1,006,308,764.74","1,006,703,667.91","1,006,688,013.35","1,006,667,067.79","702,337,488.55","700,400,000.00",
长期借款,,,,,,,,,,,,,,,,"330,040,000.00","392,852,500.00","427,485,291.67","511,830,916.68","377,790,916.69","305,982,916.70","236,294,134.71","202,787,166.72","41,125,500.00","24,475,500.00","23,841,509.29"
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,"794,479,201.00","794,724,997.21","794,970,793.42","795,216,589.63","795,467,907.50","795,730,839.89","795,993,772.28","796,256,704.67","1,295,172,960.25","1,295,435,482.17","1,293,707,882.38","1,294,101,665.26","1,141,899,667.75","1,142,550,571.03","1,143,201,474.31","1,143,852,377.59",,
长期应收款,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,,,,,,,,,,
长期股权投资,,,,,,,,,,,,"35,749,123.20","44,132,532.15","93,924,464.24","147,247,756.66","187,849,053.47","156,576,819.30","157,203,323.76","154,317,003.50","153,637,879.81","295,455,107.71","294,431,051.71","288,746,473.08","151,724,084.29","123,310,202.01","116,275,954.96"
专项应付款,,,,,,,,,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,"31,562,217.91","31,253,413.81","30,944,609.71","30,635,805.61","30,327,001.51","30,018,197.41","29,709,393.31","29,400,589.21",,
预计负债,,,,,,,,,,,,,,,,,,,,,,,,,,
固定资产,"228,849,399.69","393,236,390.32","521,142,022.96","508,517,807.68","495,248,038.24","579,422,486.06","571,021,760.86","563,703,734.76","551,669,827.03","548,685,838.44","540,722,646.52","532,201,627.86","543,088,470.85","539,104,644.86","561,923,736.18","575,923,420.43","693,932,600.05","688,228,416.29","677,983,304.60","669,907,263.50","805,962,692.24","803,623,399.42","790,777,685.17","621,106,862.33","530,259,560.10","519,742,765.22"
递延所得税负债,,,,,,,,,,,,,,,,,"5,287,500.00","5,287,500.00",,,"3,800,000.00","3,800,000.00",,,,
在建工程,"154,262,398.20","131,175,999.22","10,248,560.32","29,090,045.27","31,855,267.27","32,182,274.67","33,794,005.67","34,160,257.35","45,318,375.38","55,286,254.01","55,989,043.51","38,842,510.99","70,709,040.77","96,299,212.44","87,873,343.04","76,292,125.68","134,129,448.68","194,733,527.40","256,529,248.08","266,552,039.90","386,351,245.25","390,542,633.78","390,295,765.35","408,457,381.89","421,949,657.22","424,927,314.22"
其他非流动负债,,,,,,,,,,,,,,,,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动负债合计,,,,,,,,,"819,479,201.00","819,724,997.21","819,970,793.42","820,216,589.63","820,467,907.50","820,730,839.89","820,993,772.28","1,151,296,704.67","1,703,312,960.25","1,738,208,273.84","1,815,538,799.06","1,681,892,581.95","1,462,135,494.17","1,393,058,794.62","1,356,363,909.07","1,195,523,221.35","34,957,919.48","34,261,004.49"
固定资产清理,,,,,,,,,,,,,,,,,,,,,,,,,,
负债合计,"779,969,427.36","1,003,905,101.65","1,253,179,835.12","1,651,168,990.01","1,436,866,329.65","1,543,853,707.88","1,612,252,598.57","1,543,324,289.66","1,969,949,363.04","2,102,948,585.63","2,077,769,230.31","1,927,749,707.07","2,442,768,977.57","2,767,930,723.31","2,790,441,679.32","3,727,202,349.70","4,790,917,001.39","4,557,697,760.41","4,769,191,328.75","4,896,754,521.15","4,955,889,786.86","5,007,798,156.59","4,865,075,490.30","4,062,465,303.68","3,223,021,928.48","3,218,255,053.17"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"101,200,428.19","525,000,000.00","525,000,000.00","525,000,000.00","525,000,000.00","614,000,000.00","614,000,000.00","614,000,000.00","614,000,000.00","614,000,000.00","614,000,000.00","614,000,000.00","614,000,000.00","614,000,000.00","614,000,000.00","614,000,000.00","628,602,143.00","628,602,143.00","628,602,143.00","628,602,143.00","628,602,143.00","628,602,143.00","628,602,143.00","628,602,143.00","628,602,143.00","628,602,143.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,,,,
资本公积,"162,262,783.15","45,839,564.58","45,839,564.58","45,839,564.58","45,839,564.58","838,738,164.58","838,738,164.58","838,738,164.58","838,738,164.58","838,738,164.58","838,738,164.58","838,738,164.58","838,738,164.58","838,738,164.58","838,738,164.58","838,738,164.58","1,206,097,947.09","1,206,097,947.09","919,373,875.16","919,373,875.16","919,373,875.16","919,373,875.16","919,373,875.16","919,373,875.16","919,373,875.16","919,373,875.16"
无形资产,"11,728,878.16","57,980,289.44","58,118,993.30","60,305,011.65","63,552,891.05","63,134,948.32","110,186,001.43","107,822,951.48","127,105,413.85","125,794,997.14","131,888,491.48","131,870,492.71","130,894,029.90","129,026,959.14","129,721,993.51","127,900,162.54","129,476,049.03","138,983,255.76","126,396,596.44","124,893,681.55","113,123,131.02","111,371,620.84","111,133,429.80","111,315,431.12","232,320,215.43","228,579,639.38"
盈余公积,"30,737,635.33","29,221,349.95","69,703,850.50","69,703,850.50","113,644,670.33","113,644,670.33","113,644,670.33","113,644,670.33","124,565,816.57","129,025,647.69","124,565,816.57","124,565,816.57","173,941,310.36","173,941,310.36","173,941,310.36","173,941,310.36","209,404,425.96","209,404,425.96","209,404,425.96","209,404,425.96","209,404,425.96","209,404,425.96","209,404,425.96","209,404,425.96","209,404,425.96","209,404,425.96"
开发支出,,,,,,,,,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,,,,,,,,,,
商誉,,,,,,,,,,,,,,,,,"574,492,564.09","574,492,564.09","574,492,564.09","574,492,564.09","574,492,564.09","574,492,564.09","574,492,564.09","574,492,564.09","220,560,876.22","220,560,876.22"
未分配利润,"278,628,065.68","317,608,792.32","647,599,664.67","559,077,025.51","633,398,759.31","709,528,746.97","521,031,971.13","548,582,015.53","658,419,460.31","730,549,689.32","648,514,771.00","678,742,002.48","756,680,933.01","838,819,259.46","637,420,168.16","658,458,778.83","737,577,620.32","820,943,427.77","867,514,027.46","602,603,831.34","560,764,068.81","645,967,913.79","438,031,848.02","419,672,653.99","-232,803,081.67","-218,885,017.91"
长期待摊费用,,,,,,,,,,,,,,"972,812.74","5,192,890.61","4,715,667.65","94,826,756.18","99,008,787.35","91,264,342.86","90,939,984.35","123,265,178.06","119,973,985.69","110,665,108.74","117,030,747.35","11,949,439.25","11,758,612.48"
少数股东权益,,,,,,,,,,,,,,,"35,000,121.36","34,757,428.43","324,882,513.07","336,921,868.92","241,590,609.22","247,490,295.26","299,484,219.49","315,696,532.52","302,274,863.21","309,863,812.11","311,055.11","1,730,597.85"
递延所得税资产,"736,603.35","1,444,657.89","4,634,056.58","9,638,329.83","10,852,778.51","12,612,774.47","8,792,188.60","16,606,350.82","14,115,213.88","22,619,442.28","23,351,831.29","23,287,687.15","31,745,325.95","33,936,888.39","37,348,114.89","40,942,000.90","41,227,559.78","42,756,486.44","42,715,183.92","48,812,814.78","61,002,877.55","45,495,554.15","50,133,072.35","60,590,176.99","4,291,786.57","5,635,272.93"
外币报表折算价差,,,,,,,,,,,,,,,,,,,,,,,,,,
其他非流动资产,,"38,642,393.70","50,413,808.70","52,557,068.70","56,091,368.70","74,167,382.50","26,036,190.00","41,372,930.00","23,892,930.00","27,392,930.00","43,087,937.94","78,117,937.94","77,479,644.72","77,295,736.24","158,424,227.64","726,537,825.94","143,869,372.93","218,382,671.28","226,183,374.37","235,856,493.45","83,883,110.65","168,540,032.43","166,981,433.10","190,457,386.86","47,992,948.18","46,383,587.00"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"395,577,279.40","622,479,730.57","644,557,441.86","660,108,263.13","657,600,343.77","761,519,866.02","749,830,146.56","763,666,224.41","762,101,760.14","868,939,461.87","1,134,199,950.74","1,304,229,379.85","1,537,209,044.34","1,709,720,718.05","1,916,892,062.53","2,609,320,256.61","2,936,276,794.85","3,151,241,701.81","3,187,117,104.85","3,202,037,291.78","3,480,566,575.99","3,545,177,052.87","3,519,601,992.78","2,966,912,712.68","2,293,034,684.98","2,350,824,405.94"
所有者权益(或股东权益)合计,"572,828,912.35","917,669,706.85","1,288,143,079.75","1,199,620,440.59","1,317,882,994.22","2,275,911,581.88","2,087,414,806.04","2,114,964,850.44","2,235,723,441.46","2,312,313,501.59","2,225,818,752.15","2,255,756,789.89","2,384,452,128.30","2,466,196,645.19","2,301,723,898.20","2,323,126,184.35","3,112,779,175.82","3,209,116,318.16","2,878,570,992.12","2,620,724,422.54","2,626,672,430.45","2,727,142,537.12","2,510,374,977.73","2,501,309,489.19","1,530,004,429.00","1,618,109,724.73"
资产总计,"1,352,798,339.71","1,921,574,808.50","2,541,322,914.87","2,850,789,430.60","2,754,749,323.87","3,819,765,289.76","3,699,667,404.61","3,658,289,140.10","4,205,672,804.50","4,415,262,087.22","4,303,587,982.46","4,183,506,496.96","4,827,221,105.87","5,234,127,368.50","5,092,165,577.52","6,050,328,534.05","7,903,696,177.21","7,766,814,078.57","7,647,762,320.87","7,517,478,943.69","7,582,562,217.31","7,734,940,693.71","7,375,450,468.03","6,563,774,792.87","4,753,026,357.48","4,836,364,777.90"
负债和所有者(或股东权益)合计,"1,352,798,339.71","1,921,574,808.50","2,541,322,914.87","2,850,789,430.60","2,754,749,323.87","3,819,765,289.76","3,699,667,404.61","3,658,289,140.10","4,205,672,804.50","4,415,262,087.22","4,303,587,982.46","4,183,506,496.96","4,827,221,105.87","5,234,127,368.50","5,092,165,577.52","6,050,328,534.05","7,903,696,177.21","7,766,814,078.57","7,647,762,320.87","7,517,478,943.69","7,582,562,217.31","7,734,940,693.71","7,375,450,468.03","6,563,774,792.87","4,753,026,357.48","4,836,364,777.90"
