科目,2007年度,2008年度,2009年度,2010年1-6月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
支付给职工以及为职工支付的现金,"11,563,501.07","14,753,171.61","18,225,888.33","12,705,201.24","26,168,522.27","12,262,354.86","19,997,935.84","28,458,976.98","37,651,474.11","16,700,301.74","26,778,921.32","38,407,037.25","48,934,356.06","22,086,484.50","34,732,946.13","48,562,288.92","61,711,287.02","23,841,038.53","37,607,101.29","54,547,158.39","72,610,980.84","30,791,330.34","49,727,454.12","71,341,573.91","97,542,672.95","39,604,452.70","67,164,656.67","96,106,761.38","124,818,543.43","43,649,746.36","73,063,614.48","104,993,168.44","136,545,483.50","44,845,099.50"
取得借款收到的现金,"93,400,000.00","215,900,000.00","206,000,000.00","22,000,000.00","71,000,000.00","10,000,000.00","20,000,000.00","58,000,000.00","101,000,000.00","18,000,000.00","56,000,000.00","90,900,000.00","109,300,000.00","30,650,000.00","73,950,000.00","101,280,000.00","147,370,000.00","60,830,000.00","114,110,000.00","163,530,000.00","215,344,410.00","19,350,000.00","107,540,000.00","250,530,000.00","316,530,000.00","68,000,000.00","162,000,000.00","260,000,000.00","366,000,000.00","15,000,000.00","55,000,000.00","186,800,000.00","279,500,000.00","19,500,000.00"
支付的各项税费,"23,885,191.58","26,953,367.31","35,116,821.85","21,635,820.40","48,087,429.91","9,900,899.17","19,812,438.74","29,590,195.65","46,993,501.84","16,826,383.06","31,617,040.98","46,322,108.17","66,623,011.17","14,139,921.64","34,665,188.75","52,167,237.56","77,949,751.36","21,500,018.37","42,738,550.58","63,311,704.19","86,545,616.23","26,571,940.19","50,005,982.00","80,061,421.45","99,612,811.89","26,743,579.99","63,288,127.22","96,314,812.74","115,346,068.60","13,784,610.76","43,251,513.95","59,414,433.14","81,111,134.63","10,076,908.80"
收到其他与筹资活动有关的现金,,,,,,"14,422,400.00","14,422,400.00","14,422,400.00",,"3,504,756.00","3,730,714.50","3,730,714.50","900,514.50","1,718,300.00","2,820,200.00","105,200.00","2,830,200.00",,,,"24,270,000.00","3,604,689.40","3,604,689.40","3,604,689.40","3,604,689.40",,,,,,,,"6,093,198.60","9,371,750.00"
支付其他与经营活动有关的现金,"71,709,832.67","96,252,575.30","117,921,784.47","59,349,808.73","138,645,889.82","34,082,291.10","65,792,450.07","105,509,049.34","152,268,242.74","59,735,438.28","100,153,968.29","146,145,227.37","198,059,801.76","58,013,946.69","103,382,917.17","155,628,479.31","233,891,201.29","47,328,831.19","99,614,052.18","156,477,740.77","249,415,954.44","61,178,133.91","125,598,057.77","192,808,624.18","270,626,318.11","78,525,336.36","162,425,422.07","234,790,618.82","300,096,556.07","83,424,841.92","161,376,064.83","238,316,829.53","302,867,966.29","74,005,548.56"
筹资活动现金流入小计,"93,400,000.00","215,900,000.00","206,000,000.00","22,000,000.00","71,000,000.00","450,240,000.00","460,240,000.00","498,240,000.00","541,240,000.00","21,504,756.00","59,730,714.50","94,630,714.50","110,200,514.50","32,368,300.00","76,770,200.00","101,385,200.00","150,200,200.00","60,830,000.00","114,110,000.00","187,800,000.00","239,614,410.00","22,954,689.40","583,194,089.40","726,184,089.40","788,552,013.94","68,000,000.00","164,750,000.00","262,750,000.00","368,750,000.00","15,000,000.00","55,000,000.00","186,800,000.00","285,593,198.60","28,871,750.00"
经营活动现金流出小计,"110,356,777.07","142,089,131.93","192,073,295.43","102,947,696.92","224,197,053.28","60,454,838.35","112,633,650.62","173,827,240.25","250,197,048.75","97,253,368.38","166,541,992.25","244,363,409.06","328,319,028.08","100,054,950.91","183,245,435.98","272,131,951.60","386,812,582.54","98,446,979.49","190,833,049.63","303,637,852.31","500,939,938.06","169,496,223.06","313,848,929.27","468,116,942.11","672,674,842.38","209,620,502.91","421,110,980.00","625,738,364.50","816,787,140.62","212,841,679.38","450,670,424.42","658,289,029.96","867,643,546.91","187,157,949.04"
偿还债务支付的现金,"94,850,000.00","204,800,000.00","196,000,000.00","20,000,000.00","71,500,000.00","10,000,000.00","20,000,000.00","44,000,000.00","99,000,000.00","18,000,000.00","57,000,000.00","93,000,000.00","117,000,000.00","31,000,000.00","74,300,000.00","108,950,000.00","145,750,000.00","23,830,000.00","74,920,000.00","114,050,000.00","165,634,410.00","48,950,000.00","109,240,000.00","172,230,000.00","230,230,000.00","17,700,000.00","29,700,000.00","174,340,000.00","244,930,000.00","80,000,000.00","80,000,000.00","174,000,000.00","246,000,000.00","7,000,000.00"
经营活动产生的现金流量净额,"16,047,613.70","31,157,757.26","43,892,656.17","36,406,200.52","64,780,150.06","-30,842,394.67","-13,862,779.52","-12,996,582.30","13,654,672.74","-32,167,584.51","-18,093,292.71","435,529.22","30,509,257.99","-27,751,451.63","-14,234,236.20","-22,266,527.31","29,503,767.02","-15,578,894.00","-8,956,100.82","-38,675,080.99","13,695,170.95","-68,390,346.80","-40,558,263.01","-36,512,852.41","97,128,289.73","-53,599,564.02","-59,825,581.92","-111,926,960.33","58,304,456.68","-57,678,242.80","-97,593,043.48","-56,417,971.64","6,506,364.20","-45,249,895.41"
分配股利、利润或偿还利息支付的现金,"10,158,739.01","27,272,736.63","21,681,775.95","3,646,704.42","8,321,868.43","1,278,885.63","3,228,116.82","5,383,082.69","9,140,826.00","2,338,508.76","4,219,500.18","46,070,621.18","46,596,286.05","1,420,538.75","16,477,747.41","17,871,039.08","20,013,871.44","72,398,488.40","75,673,419.18","80,928,100.34","83,901,192.34","1,852,590.39","67,070,261.74","70,569,997.28","95,945,223.33","12,846,490.99","70,498,878.42","70,296,402.74","75,175,762.84","3,594,763.16","29,202,401.80","33,414,263.41","38,678,688.27","6,795,446.16"
收回投资收到的现金,,"2,000,000.00","3,200,000.00",,,,,,,,,,,,,,,,,,,,,,,"34,125,999.62","33,908,054.33","81,470,254.33","67,625,999.62","134,000,624.66","24,000,000.00","45,440,000.00","151,500,000.00","62,200,332.88"
支付其他与筹资活动有关的现金,,,"410,000.00","930,000.00","6,623,689.90","4,332,473.67","5,945,573.67","7,365,573.67","11,119,416.61",,,,,,,,,,,,"4,404,689.40",,"24,270,000.00","26,350,000.00","24,270,000.00",,,"1,743,398.60","6,093,198.60","5,418,071.40","6,315,121.40","11,771,301.40","24,111,309.65",
取得投资收益收到的现金,,581.44,961.98,,,,,,,,,,,,,,,,,,,,,"162,307.35","540,375.24","556,631.63","5,794,469.90","9,257,613.08","10,359,772.20","599,089.12","1,146,291.30","2,664,534.97","3,703,450.41","577,301.83"
筹资活动现金流出小计,"105,008,739.01","232,072,736.63","218,091,775.95","24,576,704.42","86,445,558.33","15,611,359.30","29,173,690.49","56,748,656.36","119,260,242.61","20,338,508.76","61,219,500.18","139,070,621.18","163,596,286.05","32,420,538.75","90,777,747.41","126,821,039.08","165,763,871.44","96,228,488.40","150,593,419.18","194,978,100.34","253,940,291.74","50,802,590.39","200,580,261.74","269,149,997.28","350,445,223.33","30,546,490.99","100,198,878.42","246,379,801.34","326,198,961.44","89,012,834.56","115,517,523.20","219,185,564.81","308,789,997.92","13,795,446.16"
处置固定资产、无形资产和其他长期资产收回的现金净额,"2,342,272.00","33,200.00","5,748.00",,,,"67,230.78","67,230.78","53,658.54",,,,,,,"700,000.00","700,000.00",,"9,000.00","9,000.00","137,947.26",,,"5,400.00","74,796.15",,"6,700.00","170,500.00","4,666,145.67","11,200.00","11,200.00","11,200.00","70,946.54",
筹资活动产生的现金流量净额,"-11,608,739.01","-16,172,736.63","-12,091,775.95","-2,576,704.42","-15,445,558.33","434,628,640.70","431,066,309.51","441,491,343.64","421,979,757.39","1,166,247.24","-1,488,785.68","-44,439,906.68","-53,395,771.55","-52,238.75","-14,007,547.41","-25,435,839.08","-15,563,671.44","-35,398,488.40","-36,483,419.18","-7,178,100.34","-14,325,881.74","-27,847,900.99","382,613,827.66","457,034,092.12","438,106,790.61","37,453,509.01","64,551,121.58","16,370,198.66","42,551,038.56","-74,012,834.56","-60,517,523.20","-32,385,564.81","-23,196,799.32","15,076,303.84"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,"1,356,000.00",,,,,,,,,,,,"8,000,000.00","5,000,000.00"
四、汇率变动对现金的影响,,,,,,,,,"-1,405.21",,,,-187.88,"-2,067.36","-3,982.29","-6,528.60","-8,155.04","2,051.82","2,377.08","2,377.08","2,340.83",161.21,-12.65,"2,148.84","2,251.83",-524.94,"1,566.96","1,151.11","1,368.93",,-670.31,-670.31,"-2,266.12",-639.62
收到其他与投资活动有关的现金,,,,,"5,050,000.00",,,,"1,500,000.00",,"5,000,000.00","5,000,000.00","5,000,000.00",,,,"1,250,000.00",,,,"10,420,000.00",,,,,,,,"5,335,182.24",,,,"1,518,000.00",
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"2,342,272.00","2,033,781.44","3,206,709.98",,"5,050,000.00",,"67,230.78","67,230.78","1,553,658.54",,"5,000,000.00","5,000,000.00","5,000,000.00",,,"700,000.00","1,950,000.00",,"9,000.00","9,000.00","11,913,947.26",,,"167,707.35","615,171.39","34,682,631.25","39,709,224.23","90,898,367.41","87,987,099.73","134,610,913.78","25,157,491.30","48,115,734.97","164,792,396.95","67,777,634.71"
五、现金及现金等价物净增加额,"-2,339,181.73","2,518,154.60","12,210,154.20","26,026,621.87","15,700,722.11","390,486,481.76","388,376,090.14","375,503,649.89","375,863,959.43","-41,979,426.50","-33,204,908.62","-69,302,041.66","-54,931,823.83","-38,592,821.03","-44,189,282.43","-65,292,924.87","-7,848,620.45","-65,601,691.10","-68,153,795.03","-164,229,385.78","-112,125,394.51","-102,681,717.88","309,622,866.70","144,330,615.67","204,415,894.44","-167,759,335.00","-208,103,369.20","-340,008,467.77","-126,089,495.87","-56,365,219.76","-261,104,278.90","-244,983,976.81","-155,768,172.15","-65,854,951.29"
购建固定资产、无形资产和其他长期资产支付的现金,"9,120,328.42","12,500,647.47","19,597,436.00","7,802,874.23","38,683,869.62","13,299,764.27","28,894,670.63","53,058,342.23","61,322,724.03","10,978,089.23","18,622,830.23","30,297,664.20","37,045,122.39","10,787,063.29","15,943,516.53","18,284,029.88","23,730,560.99","14,626,360.52","22,725,652.11","34,275,607.50","39,298,997.78","6,443,631.30","12,432,685.30","23,030,125.58","26,084,054.85","49,937,768.54","58,932,082.29","95,181,406.86","143,240,659.77","41,185,056.18","71,550,533.21","100,155,505.02","124,397,867.86","63,458,354.81"
期初现金及现金等价物余额,"16,660,540.90","14,321,359.17","16,839,513.77","29,049,667.97","29,049,667.97","44,750,390.08","44,750,390.08","44,750,390.08","44,750,390.08","420,614,349.51","420,614,349.51","420,614,349.51","420,614,349.51","365,682,525.68","365,682,525.68","365,682,525.68","365,682,525.68","357,833,905.23","357,833,905.23","357,833,905.23","357,833,905.23","245,708,510.72","245,708,510.72","245,708,510.72","245,708,510.72","450,124,405.16","450,124,405.16","450,124,405.16","450,124,405.16","324,050,909.29","324,050,909.29","324,050,909.29","324,034,909.29","168,382,737.14"
投资支付的现金,,"2,000,000.00","3,200,000.00",,,,,,,,,,,,,,,,,,,,"20,000,000.00","195,000,000.00","239,125,999.62","92,700,000.00","186,730,000.00","233,292,200.00","159,480,000.00","17,100,000.00","55,600,000.00","93,140,000.00","178,470,000.00","20,000,000.00"
期末现金及现金等价物余额,"14,321,359.17","16,839,513.77","29,049,667.97","55,076,289.84","44,750,390.08","435,236,871.84","433,126,480.22","420,254,039.97","420,614,349.51","378,634,923.01","387,409,440.89","351,312,307.85","365,682,525.68","327,089,704.65","321,493,243.25","300,389,600.81","357,833,905.23","292,232,214.13","289,680,110.20","193,604,519.45","245,708,510.72","143,026,792.84","555,331,377.42","390,039,126.39","450,124,405.16","282,365,070.16","242,021,035.96","110,115,937.39","324,034,909.29","267,685,689.53","62,946,630.39","79,066,932.48","168,266,737.14","102,527,785.85"
