科目,2007年度,2008年度,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
一、营业收入,"277,019,195.31","386,863,490.90","221,191,625.15","357,260,653.95","466,499,379.77","127,793,962.66","237,538,914.03","375,244,513.36","552,159,164.92","155,912,007.51","361,052,945.86","546,261,214.18","783,560,295.36","230,418,005.78","513,641,747.47","755,152,707.37","1,044,419,979.13","240,518,218.11","571,175,410.84","829,775,916.39","1,319,075,626.04","264,593,812.81","657,338,832.17","1,007,979,284.13","1,523,535,056.67","307,084,714.46","810,044,937.26","1,144,316,943.20","1,685,391,508.43","354,384,575.51","889,047,571.84","1,245,838,074.90","2,033,481,030.11","450,893,986.29","1,026,556,843.66","1,676,990,864.95","2,455,063,972.29","543,168,698.76"
二、营业利润,"34,400,623.26","43,268,882.48","29,559,903.68","57,167,331.67","70,745,794.72","19,838,762.09","34,525,836.64","62,629,325.74","96,676,115.60","22,177,824.96","51,262,228.34","87,266,277.64","125,449,238.95","32,722,614.66","79,559,929.61","110,955,435.85","148,182,983.75","34,049,772.10","109,277,267.69","147,233,844.90","257,409,776.10","38,645,202.35","138,126,972.96","211,291,460.68","303,892,797.21","45,842,720.59","168,033,321.75","245,231,292.98","327,232,401.90","54,720,632.19","161,102,762.83","207,213,501.29","318,784,177.40","57,985,332.75","207,417,571.88","325,332,991.46","454,342,469.29","69,500,819.70"
减:营业成本,"202,191,158.57","287,229,555.96","164,912,221.64","260,384,639.59","338,056,336.61","90,166,280.88","167,057,286.65","260,605,521.69","390,423,150.39","114,036,001.52","270,422,930.15","403,520,046.95","546,098,394.87","170,551,385.61","385,169,533.83","571,789,447.90","752,589,769.50","176,260,152.68","404,759,924.06","594,240,311.73","876,213,503.50","178,724,929.97","449,468,025.12","694,389,607.19","977,926,922.30","208,210,219.96","529,694,647.35","742,038,801.77","1,110,848,748.99","235,936,022.35","599,214,277.66","843,717,994.63","1,388,075,300.92","303,602,929.09","695,866,501.84","1,133,134,939.90","1,638,587,862.64","359,115,979.47"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"1,792,777.59","1,029,070.60","653,209.79","1,358,139.73","2,478,501.04","357,661.18","1,468,111.01","2,622,224.75","4,540,656.59","929,023.01","1,914,022.12","3,118,586.88","4,744,696.89","897,864.49","1,503,609.57","2,183,463.25","6,787,936.02","326,663.69","1,082,705.71","2,708,494.58","6,416,505.89","1,223,371.66","2,297,392.55","2,403,268.70","6,949,530.47","507,293.80","2,571,369.56","4,001,050.75","10,529,736.76","1,347,415.52","2,531,838.53","4,888,544.26","15,728,514.34","2,965,006.83","9,328,950.93","12,745,982.74","21,466,769.13","4,929,365.16"
营业外收入,"15,318,527.39","7,883,514.15","116,953.50","172,021.28","12,573,423.27","363,737.61","6,314,396.40","7,105,917.74","40,712,175.43","1,145,880.07","8,047,179.36","8,196,288.92","71,394,585.69","86,579.03","17,734,800.69","26,305,626.74","97,746,539.88","7,956,022.07","8,506,321.31","33,600,738.54","44,172,578.36","14,417,845.72","14,845,891.77","15,502,265.33","83,883,282.06","13,079,648.52","16,319,361.72","28,071,144.62","143,096,498.39","12,069,502.86","39,311,992.87","87,983,229.18","169,975,015.22","11,506,855.02","422,484.63","630,819.44","53,949,173.76","798,695.97"
销售费用,"5,497,314.09","6,965,837.56","4,766,313.53","5,782,129.29","7,751,120.36","4,151,750.70","5,660,064.52","8,186,928.55","9,535,901.33","6,265,626.02","8,012,623.98","9,683,154.83","11,807,525.34","7,125,680.82","9,305,836.07","11,550,167.98","13,553,489.00","6,845,577.05","9,504,242.47","12,710,267.48","15,610,862.49","8,921,540.71","12,308,356.36","15,615,281.49","20,607,906.89","12,488,084.20","17,186,020.60","21,324,225.97","30,016,686.12","15,268,280.42","23,492,855.25","33,257,327.50","46,232,914.61","20,692,568.15","33,036,168.43","47,026,123.32","61,213,725.46","23,188,481.74"
减:营业外支出,"47,634.12","91,919.26","36,630.26","80,917.14","88,493.24","14,876.93","24,409.98","28,820.87","4,294,144.44","2,103.60","8,124.64","-1,931,534.93","2,342,281.39","2,657.34","22,160.87","33,702.20","38,722.64","45,294.31","95,992.51","172,006.72","964,851.93","574,871.22","606,825.62","705,335.12","771,673.65","18,953.34","102,432.31","215,909.49","3,835,991.25","18,326.24","103,416.09","129,692.19","1,140,068.15","83,307.62","643,386.35","701,614.60","1,156,983.40",67.18
管理费用,"28,342,993.43","37,513,545.31","20,055,135.32","29,788,986.92","43,950,612.16","12,443,973.70","26,360,122.65","37,602,725.77","53,124,273.97","13,902,677.95","29,555,890.30","43,739,911.96","93,017,571.54","18,526,229.89","37,033,913.29","57,688,925.01","111,307,483.32","22,298,264.51","46,873,651.41","69,022,053.00","142,552,354.73","35,126,300.41","55,434,623.66","82,084,056.02","187,845,265.34","36,761,650.32","82,743,967.28","116,910,328.91","234,448,830.12","52,901,800.31","110,353,819.58","170,244,034.23","279,425,816.10","69,618,067.69","128,432,898.64","197,322,067.32","363,145,502.80","78,093,548.42"
其中:非流动资产处置净损失,"23,133.59","81,898.43","5,611.74","5,611.74","57,474.72","7,955.45","20,509.98","20,509.98","47,536.63","2,103.60","8,124.64","21,730.79","65,637.30","1,577.34","20,045.87","31,587.20","33,057.64","42,258.02","67,411.51","103,135.72","220,085.83","9,881.44","604,291.08","703,335.12","142,625.27","18,953.34","102,432.31","215,909.49","3,446,551.79","18,326.24","90,853.88","117,129.98","135,766.88","80,448.62","112,712.93","143,917.35",,
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
财务费用,"2,907,562.37","4,521,951.16","1,080,017.58","1,416,444.56","1,223,915.13","189,233.22","75,085.00","524,792.35","-6,135,453.67","-1,337,070.99","-2,099,984.89","-4,397,576.89","-3,207,752.88","-72,610.25","-1,126,211.52","-1,856,955.96","-1,496,543.02","234,053.83","766,184.72","2,163,915.81","4,213,195.14","1,947,443.58","3,618,896.55","6,552,335.68","10,427,323.58","3,040,295.78","6,635,688.93","11,499,057.69","9,008,506.86","-6,459,923.67","-15,727,195.53","-21,567,177.43","-34,203,897.26","-5,742,272.96","-14,484,082.43","-9,890,810.00","-16,920,226.60","4,492,872.31"
