科目,2007年度,2008年度,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
支付给职工以及为职工支付的现金,"20,050,799.58","31,505,638.15","44,030,068.84","17,185,758.01","30,722,693.43","46,034,710.58","63,695,512.27","29,565,981.10","50,049,664.58","80,482,527.85","105,222,176.83","39,605,480.88","68,248,440.68","108,132,224.88","120,920,437.01","60,686,144.41","83,824,640.14","133,248,949.02","175,611,517.00","44,784,482.11","102,721,987.78","152,741,123.01","165,644,329.23","87,598,414.18","126,167,162.19","205,060,354.26","243,562,294.48","96,387,132.14","167,566,702.52","195,069,939.62","239,138,136.13","94,087,152.00","149,124,900.66","207,950,804.52"
取得借款收到的现金,"33,400,000.00","60,000,000.00","40,000,000.00",,,,,,,,,,,,,,,,"22,607,410.09",,,,"12,835.39",,"400,000,000.00","400,000,000.00","400,000,000.00",,,"100,000,000.00","220,000,000.00",,,
支付的各项税费,"28,076,985.44","40,058,955.30","31,324,840.73","11,965,783.47","22,687,540.77","40,858,663.32","58,121,219.25","18,319,650.18","34,970,006.75","53,041,757.78","74,192,296.28","11,025,699.48","28,322,489.18","54,481,406.32","87,143,351.37","19,972,046.61","41,091,356.96","57,761,532.88","79,796,334.00","12,841,764.06","34,339,587.54","53,867,710.06","78,466,701.20","23,181,375.43","46,323,370.30","72,616,296.83","102,853,635.47","27,248,241.72","55,181,057.82","87,848,090.46","118,063,693.63","22,500,371.75","55,054,984.88","80,290,909.27"
收到其他与筹资活动有关的现金,,,,,,,,,,,,,,,,,,"9,735.26","16,921.80","1,867.89","1,972.40","1,972.40","25,082,695.11",,,,,,"400,000,000.00","400,000,000.00","400,000,000.00",,,
支付其他与经营活动有关的现金,"16,345,385.51","17,492,337.25","40,110,198.61","11,168,285.27","22,895,803.15","32,895,567.03","65,246,860.46","28,267,848.01","49,515,012.39","75,926,391.37","77,863,476.99","31,291,416.88","30,254,801.85","71,088,975.90","106,403,064.05","39,609,404.33","58,430,693.34","86,156,237.97","144,429,584.17","14,689,687.70","77,391,776.55","86,347,015.64","171,131,713.98","102,914,251.64","178,413,969.03","195,100,576.34","293,451,100.56","74,730,111.71","162,311,146.13","236,111,316.67","292,240,783.35","83,129,207.35","134,649,375.52","214,034,772.76"
筹资活动现金流入小计,"60,700,000.00","88,000,100.00","44,699,900.00",,"1,607,512,000.00","1,609,472,000.00","1,609,472,000.00",,,,,"4,000,000.00","6,000,000.00","8,940,000.00","12,240,000.00",,"46,890,983.96","74,105,118.50","100,098,366.41","6,310,255.59","54,400,312.37","93,938,906.59","174,724,433.22","7,146,657.16","407,146,657.16","414,469,657.16","407,146,657.16",,"400,000,000.00","500,000,000.00","620,000,000.00",,,
经营活动现金流出小计,"151,657,785.62","194,539,953.17","233,694,143.64","63,265,474.88","142,798,633.37","232,234,132.42","327,198,947.51","133,632,892.88","230,266,150.07","343,392,282.27","430,176,033.62","111,909,166.80","220,878,703.37","362,264,478.06","495,857,649.73","149,005,891.47","265,852,570.46","408,113,182.40","585,939,758.79","138,756,909.18","330,847,324.76","481,395,209.71","676,677,123.63","320,081,513.19","566,770,243.06","794,842,739.31","1,128,432,703.80","412,649,215.21","835,744,808.48","1,197,813,823.52","1,488,785,548.16","344,625,324.00","609,106,099.04","942,144,605.18"
偿还债务支付的现金,"3,000,000.00","53,400,000.00","60,000,000.00",,"20,000,000.00","20,000,000.00","20,000,000.00",,,,,,,,,,,,,,,"537,095.79","39,979,910.77",,,,,,"400,000,000.00","400,000,000.00","500,000,000.00",,,"100,000,000.00"
经营活动产生的现金流量净额,"89,706,510.56","78,887,129.10","59,655,823.04","-8,171,182.68","-30,405,047.20","4,468,325.24","114,107,132.61","-68,183,246.76","-63,712,957.01","-75,879,769.56","13,071,191.25","-17,415,933.31","42,442,896.77","58,661,952.12","157,116,012.66","-55,958,199.66","-31,147,630.46","7,687,832.14","70,036,859.42","-21,212,344.86","2,401,615.59","58,980,635.61","252,613,751.67","-94,664,554.91","-68,999,355.50","-42,875,769.62","131,813,148.66","-132,713,126.27","-132,964,239.97","-113,290,144.82","224,962,912.17","-51,405,307.00","-66,898,194.73","159,049,511.21"
分配股利、利润或偿还利息支付的现金,"7,818,546.09","4,540,915.80","14,548,600.00","224,100.00","472,500.00","472,500.00","472,500.00",,"58,886,096.30","56,000,000.00","56,000,000.00",,"40,704,413.72","40,704,413.72","40,704,413.72",,"48,047,953.42","61,966,416.67","63,503,120.95","122,132.58","33,003,216.36","33,972,618.52","35,304,848.43",,"14,535,664.99","14,535,664.99","14,535,664.99",,"28,815,330.45","28,815,330.45","29,883,980.45","1,174,500.00","43,708,915.86","44,909,515.86"
收回投资收到的现金,,,,,,,,,,,"704,780.00",,,,,,,,"60,000,000.00","975,000.00","975,000.00","975,000.00","2,630,613.00","2,783,093.00",,"399,291.00","35,130.64",,"57,318,975.00",,"10,229,677.95",,"626,938.38","621,070.38"
支付其他与筹资活动有关的现金,,,,"2,352,893.35","11,847,595.97","11,847,595.97","11,847,595.97",,"-2,682,919.90","203,176.40","203,176.40",,"184,733.91","184,733.91","184,733.91",,"144,078.89","144,078.89","25,044,078.89",,"416,243.44","416,243.44","1,762,459.96","537,386.59","400,790,505.42","400,790,505.42","496,199,474.20",,"140,895.84","140,895.84","140,895.84",,"101,015.64","101,015.64"
取得投资收益收到的现金,,,,,,,,"494,780.00","704,780.00","704,780.00","6,624.80",,"172,160.00","172,160.00","172,160.00","472,780.00","1,104,080.00","1,104,080.00","16,792,320.26","1,155,613.00","1,677,613.00","2,677,613.00","1,522,000.00","2,257,331.82","9,112,606.04","9,151,971.22","9,204,606.04","427,978.75","1,153,978.75","1,153,978.75","1,619,509.06","12,140.72","1,012,732.87","1,012,617.92"
筹资活动现金流出小计,"10,818,546.09","57,940,915.80","74,548,600.00","2,576,993.35","32,320,095.97","32,320,095.97","32,320,095.97",,"56,203,176.40","56,203,176.40","56,203,176.40",,"40,889,147.63","40,889,147.63","40,889,147.63",,"48,192,032.31","62,110,495.56","88,547,199.84","122,132.58","33,419,459.80","34,925,957.75","77,047,219.16","537,386.59","415,326,170.41","415,326,170.41","510,735,139.19",,"428,956,226.29","428,956,226.29","530,024,876.29","1,174,500.00","43,809,931.50","145,010,531.50"
处置固定资产、无形资产和其他长期资产收回的现金净额,"68,583.61",,"16,701,945.30",,,"270,000.00","270,000.00",,"4,724.80","4,724.80",,,"2,578.90","6,578.90","19,178.90","4,280.00","4,424.00","7,324.00","23,311,052.00",790.00,"1,182.80","34,407.80","110,492.58","3,431.02","37,774.56","43,274.56","222,663.11",443.04,"172,976.41","173,396.38","9,202,393.99","10,003,571.67","8,386,428.05","13,400,435.59"
筹资活动产生的现金流量净额,"49,881,453.91","30,059,184.20","-29,848,700.00","-2,576,993.35","1,575,191,904.03","1,577,151,904.03","1,577,151,904.03",,"-56,203,176.40","-56,203,176.40","-56,203,176.40","4,000,000.00","-34,889,147.63","-31,949,147.63","-28,649,147.63",,"-1,301,048.35","11,994,622.94","11,551,166.57","6,188,123.01","20,980,852.57","59,012,948.84","97,677,214.06","6,609,270.57","-8,179,513.25","-856,513.25","-103,588,482.03",,"-28,956,226.29","71,043,773.71","89,975,123.71","-1,174,500.00","-43,809,931.50","-145,010,531.50"
处置子公司及其他营业单位收到的现金净额,"108,566.92",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,"-5,668.30","-93,503.07","-1,705.16",,"-22,188.00","-69,541.12","-135,452.22","-70,039.06","-228,370.74","-406,232.99","-754,216.99",,"36,884.91","168,765.18","-70,544.78","-45,136.46","-464,147.80","-604,192.85","-845,945.41","123,057.94","1,190,876.22","975,016.56","-11,389,144.31","6,018,900.80","7,958,385.50","10,783,675.55","28,543,359.28","-6,479,326.70","2,321,877.91","4,511,615.92","26,940,688.55","-3,814,285.77","-16,646,753.67","-30,911,427.56"
收到其他与投资活动有关的现金,,,,,,,,,,,,,,,"2,619,856.01",,,"11,000.00","11,000.00",,"4,079,207.53","4,079,207.53",,"651,992,442.22","703,162,270.53","703,162,270.53","703,179,968.92","202,508,299.09","202,508,299.09","202,508,299.09","202,508,299.09",,"18,427,431.94",
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"177,150.53",,"16,701,945.30",,,"270,000.00","270,000.00","494,780.00","709,504.80","709,504.80","711,404.80",,"174,738.90","178,738.90","2,811,194.91","477,060.00","1,108,504.00","1,122,404.00","100,114,372.26","2,131,403.00","6,733,003.33","7,766,228.33","4,263,105.58","657,036,298.06","712,312,651.13","712,756,807.31","712,642,368.71","202,936,720.88","261,154,229.25","203,835,674.22","223,559,880.09","10,015,712.39","28,453,531.24","15,034,123.89"
五、现金及现金等价物净增加额,"138,076,766.75","38,265,186.49","-7,162,947.85","-44,302,656.03","1,503,509,526.83","1,478,527,676.55","1,555,519,902.62","-87,184,742.07","-128,364,460.69","-175,796,555.39","-163,568,469.75","-20,527,959.54","-40,716,435.50","-44,761,342.52","-2,472,503.89","-99,460,784.44","-151,670,634.05","-119,446,058.51","463,368.89","-51,888,116.81","-136,787,580.24","-164,477,853.82","-764,189,184.36","448,160,175.59","351,849,414.43","357,017,012.89","289,311,667.36","-4,923,395.48","-712,120.82","-48,821,096.32","296,931,947.83","-85,333,328.25","-170,938,614.35","-136,083,626.25"
购建固定资产、无形资产和其他长期资产支付的现金,"1,682,679.95","70,587,623.74","50,670,311.03","33,554,480.00","35,005,142.00","37,043,011.60","39,623,681.80","19,321,181.75","8,824,406.84","43,911,826.74","112,393,672.41","7,112,026.23","34,579,490.45","49,001,651.09","99,760,019.05","43,934,508.32","119,866,311.44","139,625,894.64","166,139,283.95","39,118,355.90","77,218,387.95","118,570,528.65","344,495,917.50","70,960,051.01","157,255,412.50","172,641,050.18","214,586,762.52","32,758,672.81","44,143,447.14","119,839,670.37","166,233,493.42","37,821,987.87","61,868,501.68","92,785,195.92"
期初现金及现金等价物余额,"15,790,005.83","153,866,772.58","192,131,959.07","184,969,011.22","184,969,011.22","184,969,011.22","184,969,011.22","1,740,488,913.84","1,740,488,913.84","1,740,488,913.84","1,740,488,913.84","1,577,074,691.72","1,577,074,691.72","1,577,074,691.72","1,576,920,444.09","1,574,947,940.20","1,574,947,940.20","1,574,947,940.20","1,574,447,940.20","1,574,911,309.09","1,574,911,309.09","1,574,911,309.09","1,574,911,309.09","804,992,485.98","810,722,124.73","810,722,124.73","810,722,124.73","1,100,033,792.09","1,100,033,792.09","1,100,033,792.09","1,100,033,792.09","1,396,413,796.10","1,396,965,739.92","1,396,965,739.92"
投资支付的现金,,,"3,000,000.00",,"6,250,000.00","66,250,000.00","96,250,000.00",,,,"8,000,000.00",,"13,902,318.00","22,820,000.00","33,920,000.00",,,,"14,253,800.00",,"90,875,540.00","172,642,154.51","68,024,879.62","55,879,687.92","109,579,465.00","125,742,260.97","38,669,719.40","35,908,990.58","58,124,314.58","91,669,493.66","95,775,908.20","1,132,960.00","10,168,764.01","41,460,106.37"
期末现金及现金等价物余额,"153,866,772.58","192,131,959.07","184,969,011.22","140,666,355.19","1,688,478,538.05","1,663,496,687.77","1,740,488,913.84","1,653,304,171.77","1,612,124,453.15","1,564,692,358.45","1,576,920,444.09","1,556,546,732.18","1,536,358,256.22","1,532,313,349.20","1,574,447,940.20","1,475,487,155.76","1,423,277,306.15","1,455,501,881.69","1,574,911,309.09","1,523,023,192.28","1,438,123,728.85","1,410,433,455.27","810,722,124.73","1,253,152,661.57","1,162,571,539.16","1,167,739,137.62","1,100,033,792.09","1,095,110,396.61","1,099,321,671.27","1,051,212,695.77","1,396,965,739.92","1,311,080,467.85","1,226,027,125.57","1,260,882,113.67"
