科目,2007-12-31,2008-12-31,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"26,313,227.60","53,042,795.06","57,311,138.03","63,173,512.21","708,180,027.92","699,441,332.70","695,095,386.14","726,099,275.39","663,317,604.30","644,765,591.86","642,519,879.74","625,066,005.00","650,829,709.69","658,769,706.84","638,850,446.55","616,097,267.49","617,435,254.39","630,973,860.88","341,527,809.74","316,372,921.93","245,037,229.19","257,156,128.19","286,550,947.05","228,660,111.30","239,705,452.92","249,679,668.77","212,980,393.98","202,988,160.36","219,367,856.44","229,620,464.43","120,427,468.74","69,272,609.57","86,230,438.07","83,405,347.25","83,930,461.11","84,525,320.98"
短期借款,"42,500,000.00","52,700,000.00","40,000,000.00","40,000,000.00","23,500,000.00","13,500,000.00",,,,,,,,,,,,,,,,"40,000,000.00","40,000,000.00","40,000,000.00","40,000,000.00",,"8,362,228.76","12,652,228.76","17,242,228.76","23,732,228.76","286,660,000.00","288,770,000.00","389,140,000.00","382,650,000.00","344,960,000.00","344,960,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"12,625,621.82","18,035,290.92","35,030,863.47","28,909,667.57","39,928,274.33","50,640,965.85","83,539,602.96","24,535,489.31","32,982,350.93","64,174,638.18","65,560,992.76","64,233,642.86","55,382,324.78","53,831,615.94","31,953,400.46","64,715,380.73","78,074,390.32","73,535,994.57","77,003,530.61","68,235,089.27","64,164,210.79","70,025,153.17","98,708,768.89","99,063,747.68","87,856,561.95","88,634,124.16","139,992,234.17","107,722,643.08","83,714,567.87","104,823,819.56","74,266,503.46","106,243,756.52","54,989,958.67","93,389,228.16","120,039,573.95","111,543,043.69"
应付票据,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收账款,"44,920,986.42","42,269,691.28","41,650,347.76","63,161,753.55","64,532,394.82","65,033,913.75","50,512,670.53","72,063,677.05","73,780,469.81","75,587,462.88","62,873,482.08","91,257,054.52","83,580,364.51","87,288,895.16","78,504,452.71","87,839,774.89","100,179,438.68","105,803,310.55","85,221,113.95","126,584,738.14","153,496,108.81","144,325,492.19","121,257,483.76","151,089,165.38","164,502,625.36","167,630,694.46","129,175,190.27","171,129,545.06","169,309,529.43","184,265,664.02","160,672,664.66","187,389,544.46","186,929,258.16","189,029,322.58","159,373,732.19","226,019,074.99"
应付账款,"11,250,806.72","12,290,153.68","12,357,698.18","10,554,666.04","10,425,408.09","9,302,745.78","15,596,084.12","12,310,113.00","13,813,013.09","17,414,528.64","12,314,065.04","14,525,643.61","15,399,917.75","16,218,250.89","18,523,301.93","28,248,228.39","24,328,885.20","20,658,705.35","77,223,653.35","58,774,693.04","62,863,112.31","72,164,687.34","64,998,806.72","51,078,477.71","44,834,635.01","42,067,613.15","37,792,341.16","36,570,998.99","35,138,284.32","35,467,477.34","36,370,365.11","35,649,173.50","31,325,732.58","36,922,983.64","40,118,827.00","47,519,075.96"
预付款项,"1,106,835.20","935,916.28","3,758,061.55","3,732,754.42","1,544,351.70","1,048,449.75","682,189.62","3,249,354.47","688,549.13","15,869,261.95","14,826,072.12","22,810,714.92","26,078,373.57","40,873,125.99","39,266,923.36","41,531,628.57","42,802,754.86","43,798,961.58","26,681,895.28","19,820,052.10","16,436,835.81","22,557,678.52","21,569,100.24","25,026,324.50","18,616,796.57","19,797,721.09","14,528,636.57","17,639,710.39","18,519,887.46","25,657,948.84","4,695,077.99","31,474,756.06","9,508,162.25","12,031,806.84","4,784,246.03","7,594,117.36"
预收款项,"4,907,284.65","5,638,823.15","2,214,910.63","1,365,403.60","1,649,741.79","1,709,200.72","4,531,482.62","3,912,413.69","3,843,293.14","3,827,745.34","2,461,861.18","1,150,560.52","1,991,352.10","1,457,450.90","4,849,167.52","2,852,692.18","1,861,286.80","673,620.44","3,392,090.92","2,395,344.51","4,153,448.08","4,015,946.65","5,838,814.44","5,072,948.59","5,746,861.01","3,533,980.35","5,122,813.87","5,128,004.93","6,970,798.13","3,916,202.01","6,474,691.26","5,024,872.37","4,939,642.13","4,273,569.89","4,961,591.35","2,486,793.05"
