科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
一、营业收入,"382,589,837.26","785,437,688.60","1,265,344,696.84","1,819,551,283.96","466,459,308.85","831,649,407.25","1,309,689,522.99","1,792,208,804.12","391,762,447.11","696,493,146.41","1,096,116,190.09","1,649,372,976.93","572,506,898.07","1,075,737,687.97","1,722,998,893.82","2,304,639,269.56","604,747,108.36","1,151,045,837.52","1,892,052,524.45","2,540,379,023.41","698,055,852.84","1,419,666,216.54","2,292,217,992.88","3,040,758,122.32","795,454,210.14","1,435,687,625.56","2,292,621,388.96","2,964,530,795.94","670,385,117.72","1,283,532,274.01","2,041,444,101.28","2,790,622,394.51","346,391,599.71","636,816,138.00","975,824,205.16","1,332,799,606.39","355,927,075.20","2,327,851,829.36","4,503,479,486.51","6,522,779,197.52","1,912,579,785.34","3,988,246,684.23","6,311,591,968.25","8,416,651,931.85","1,924,460,967.32","4,002,363,242.59"
二、营业利润,"55,570,661.86","106,228,402.54","161,407,537.20","228,338,383.85","76,766,301.69","82,733,851.27","214,943,792.75","278,809,302.35","84,909,805.11","138,192,853.12","193,034,268.53","254,750,093.25","105,829,021.41","185,154,590.45","248,641,752.93","296,408,268.93","48,690,919.46","93,490,542.58","129,089,713.91","157,834,242.81","54,617,385.37","116,264,081.21","159,143,114.68","185,429,144.58","57,514,428.93","104,499,478.79","145,041,164.80","176,107,669.86","55,157,639.36","98,258,469.83","136,247,305.55","169,019,249.73","48,575,041.91","61,376,146.86","93,781,996.45","133,311,226.56","32,897,685.80","148,345,074.76","406,090,661.01","467,268,419.88","106,418,476.27","425,665,741.46","880,740,317.47","1,035,933,371.15","153,705,235.58","524,984,866.26"
减:营业成本,"220,229,557.03","479,572,998.89","816,621,296.38","1,177,986,428.86","278,086,074.74","539,092,898.60","778,160,358.26","1,056,144,439.43","198,553,725.19","357,222,711.74","591,016,615.96","879,634,847.72","325,873,248.24","626,113,646.67","1,081,430,496.47","1,438,397,710.45","405,263,639.93","768,289,092.19","1,320,244,104.84","1,753,956,495.89","468,862,858.99","914,251,072.82","1,548,091,927.44","2,042,162,624.12","527,154,989.95","955,090,869.01","1,577,570,461.74","2,008,343,108.82","416,818,535.51","820,181,700.95","1,349,803,722.31","1,857,528,862.38","49,159,319.36","84,400,759.36","136,153,815.66","181,335,261.15","47,720,036.39","133,874,411.53","247,907,851.31","359,212,751.05","97,592,767.23","198,812,112.32","340,551,590.53","451,215,910.48","105,298,141.94","205,648,503.09"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"8,379,740.04","16,069,489.99","23,578,496.69","33,677,221.21","9,413,701.68","15,975,776.02","27,296,974.11","37,882,304.24","9,280,156.07","16,631,627.92","25,072,388.34","39,233,721.42","11,815,051.17","22,258,925.82","32,193,974.07","44,173,754.64","10,872,803.22","21,310,483.44","32,065,807.47","44,417,048.62","12,587,800.36","28,398,222.00","42,150,699.96","56,702,798.86","14,695,024.50","26,824,504.15","40,920,221.13","53,795,388.49","13,581,582.87","25,460,579.67","38,449,485.73","52,011,748.32","17,563,303.98","33,363,842.20","49,525,116.20","71,152,429.24","18,310,376.59","62,794,277.51","75,121,098.01","106,350,293.75","13,035,581.04","26,961,995.54","42,687,806.24","58,364,186.58","13,727,132.86","28,042,008.36"
营业外收入,"91,075.00","436,381.62","749,894.91","1,519,414.41","158,035.22","535,262.29","696,548.55","2,076,625.79","301,058.24","627,804.13","747,931.43","1,594,811.55","352,995.25","692,555.34","901,686.84","7,267,893.54","89,002.08","813,292.49","1,042,497.42","1,956,438.54","281,674.79","420,420.52","803,156.43","1,046,597.27","522,588.25","629,860.81","673,584.71","1,387,295.08","39,730.31","432,162.16","743,540.54","2,257,508.82","438,787.95","4,374,373.35","5,792,579.25","19,098,420.94","963,597.24","15,136,200.86","41,016,252.10","92,762,630.22","4,212,655.92","14,217,791.12","15,514,325.33","8,828,380.79","3,851,596.10","7,524,303.65"
销售费用,"47,562,570.20","91,387,860.67","139,404,325.19","202,504,539.33","48,624,547.62","98,223,400.98","150,351,560.22","217,819,100.38","48,836,305.00","95,325,053.26","149,187,700.21","238,603,104.73","57,814,482.16","117,531,516.06","180,603,806.53","270,348,648.70","64,869,490.39","132,604,494.14","206,710,657.39","303,207,408.93","74,958,548.40","165,709,508.44","252,272,692.49","359,468,539.22","85,953,729.63","160,125,765.74","246,868,647.97","347,238,273.82","81,189,572.46","157,545,808.26","244,342,150.29","345,012,052.55","91,535,887.67","222,683,773.23","300,895,815.86","475,310,094.24","94,918,522.44","1,275,723,042.83","2,479,757,369.06","3,792,679,607.33","1,168,640,653.96","2,758,902,077.01","4,154,336,563.32","5,719,185,669.79","1,366,220,057.52","2,691,526,777.78"
减:营业外支出,"516,785.44","5,635,081.53","5,876,611.34","12,307,865.88","347,346.43","2,658,738.50","2,693,681.98","3,142,559.47","345,859.69","439,565.76","572,143.78","1,117,479.88","334,609.64","1,116,431.22","1,303,016.91","2,031,963.68","39,814.43","455,410.63","586,100.16","9,150,538.33","547,751.03","1,270,641.36","1,375,731.29","1,916,828.88","98,525.40","1,453,934.60","1,636,347.59","1,796,730.11","113,833.71","183,735.30","609,351.59","1,265,071.69","466,121.97","863,289.01","1,308,866.53","5,659,774.22","910,194.00","6,440,136.40","15,391,823.83","31,777,014.84","8,222,883.35","27,981,460.00","39,627,382.31","43,383,236.25","2,199,148.28","6,376,804.26"
管理费用,"45,369,051.29","86,179,113.45","124,417,049.67","173,232,452.07","46,146,535.21","91,381,135.25","136,731,997.73","200,815,312.07","43,932,283.72","85,032,676.15","138,918,945.87","234,259,674.97","64,010,733.20","118,686,067.71","177,865,403.07","251,555,766.75","68,000,456.94","129,674,248.74","195,037,129.58","264,709,041.12","73,870,149.93","183,232,310.36","274,334,188.87","375,398,516.97","98,749,439.68","182,461,839.51","276,108,027.30","371,887,112.21","93,491,236.92","173,983,908.10","266,229,140.90","371,118,743.09","141,609,195.23","212,847,052.61","354,306,117.34","450,603,282.64","126,205,605.13","540,539,650.45","1,103,620,606.81","1,497,866,932.61","458,695,138.38","458,942,245.62","737,515,971.66","948,028,924.56","253,840,575.11","492,263,379.08"
其中:非流动资产处置净损失,"73,766.94","5,007,719.16","5,130,270.15","5,435,537.17","48,565.43","230,097.05","244,040.68","579,210.32","114,772.19","156,543.06","171,204.06","435,423.22","128,409.64","824,089.34","902,675.03","1,621,518.20","35,933.28","171,529.48","261,219.01","8,733,957.97","267,206.39","959,886.30","973,357.38","1,449,920.36","14,902.80","164,574.23","194,648.54","421,174.99","23,268.27","51,502.88","137,415.33","219,723.12","8,465.03","361,349.05","422,099.88","4,237,745.39","23,352.73","245,064.24","3,135,730.38","17,921,441.14","4,060,850.09","12,514,776.83","13,395,222.03",,,
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
财务费用,"4,382,028.92","8,613,938.49","12,553,820.25","17,073,830.74","4,476,631.38","8,462,080.47","12,597,036.26","15,840,241.14","4,090,284.94","8,296,087.54","12,770,997.21","18,352,016.17","5,376,370.54","10,635,737.80","16,222,413.75","21,702,977.85","5,237,750.49","13,798,504.79","25,512,884.07","37,524,532.82","11,720,167.42","22,811,167.03","34,210,335.70","43,992,024.35","9,282,350.06","17,428,662.32","26,126,920.06","34,139,855.72","7,106,060.36","14,156,194.47","22,886,602.06","31,020,945.20","31,862,494.93","61,625,284.57","89,101,291.36","117,516,252.16","33,418,951.69","210,244,429.62","315,454,873.87","404,963,928.25","56,626,555.18","116,407,022.23","174,062,212.13","222,515,526.83","43,904,550.64","81,951,643.99"
三、利润总额,"55,144,951.42","101,029,702.63","156,280,820.77","217,549,932.38","76,576,990.48","80,610,375.06","212,946,659.32","277,743,368.67","84,865,003.66","138,381,091.49","193,210,056.18","255,227,424.92","105,847,407.02","184,730,714.57","248,240,422.86","301,644,198.79","48,740,107.11","93,848,424.44","129,546,111.17","150,640,143.02","54,351,309.13","115,413,860.37","158,570,539.82","184,558,912.97","57,938,491.78","103,675,405.00","144,078,401.92","175,698,234.83","55,083,535.96","98,506,896.69","136,381,494.50","170,011,686.86","48,547,707.89","64,887,231.20","98,265,709.17","146,749,873.28","32,951,089.04","157,041,139.22","431,715,089.28","528,254,035.26","102,408,248.84","411,902,072.58","856,627,260.49","1,001,378,515.69","155,357,683.40","526,132,365.65"
