科目,2007-12-31,2008-12-31,2009-12-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
货币资金,"109,947,395.42","136,998,052.34","151,022,886.19","172,290,854.95","176,135,625.64","1,420,503,337.81","1,008,040,780.92","901,264,599.63","795,551,645.88","1,079,923,736.89","823,600,611.99","764,395,993.41","761,798,527.29","811,680,877.62","686,443,708.89","548,326,292.40","415,364,264.58","349,536,810.18","402,975,138.25","235,960,535.74","237,267,458.43","202,419,377.74","210,291,074.09","136,350,127.84","120,547,027.97","131,731,078.25","216,874,611.52","120,814,618.98","65,271,710.54","126,767,834.11","191,402,894.84","257,285,027.36","104,091,171.15"
短期借款,,,"20,000,000.00","5,000,000.00","2,000,000.00",,,,,,,,"1,100,000.00","1,100,000.00","1,100,000.00",,"100,950,300.00","275,726,205.60","275,726,205.60","275,726,205.60","174,394,755.60","188,000,156.00","276,005,156.00","264,827,477.07","274,515,161.07","135,066,880.00","134,482,400.00","139,018,400.00",,"16,062,490.66","98,297,999.51","419,100,000.00","705,237,250.02"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,"750,000.00","9,271,192.97","8,400,000.00","11,540,000.00","10,828,854.00","6,277,000.00","26,524,080.00","45,317,000.00","54,843,145.50","53,537,850.00","52,104,954.50","80,860,173.46","66,137,221.48","43,027,160.00","45,021,172.91","48,448,723.43","65,928,134.89","46,256,448.49","47,865,976.77","54,635,499.96","53,959,533.07","53,604,646.00","39,980,119.24","43,314,144.12","75,066,773.80","33,791,233.07","33,408,505.90","55,564,954.72","100,658,102.64","93,229,947.06","161,792,714.21","98,470,048.74"
应付票据,,,,"18,000,000.00","8,000,000.00",,,,,,,,,"6,000,000.00","3,000,000.00","6,000,000.00","7,000,000.00","3,000,000.00","5,000,000.00","15,700,000.00","12,200,000.00","3,049,319.16",,,,,,,,,"4,569,587.01","148,173,736.41","12,749,143.05"
应收账款,"19,027,119.44","20,728,015.24","34,694,440.59","84,560,125.16","70,098,882.81","39,942,069.92","77,961,382.87","97,021,759.77","77,297,034.51","50,309,683.02","82,409,379.01","101,053,779.09","115,563,135.75","96,133,494.64","124,597,594.01","148,758,300.40","158,592,819.69","147,975,753.16","198,229,716.10","201,972,339.66","194,327,297.68","207,854,533.46","243,576,601.48","298,230,902.38","295,989,173.51","261,374,558.73","297,147,157.18","382,120,942.77","349,887,881.53","282,790,262.80","319,475,412.28","533,914,623.25","561,746,170.61"
应付账款,"17,681,345.25","17,353,400.01","23,522,160.68","30,654,789.02","28,967,662.97","30,117,781.98","36,319,733.98","44,970,672.16","51,491,971.96","34,751,836.96","47,467,003.00","70,021,011.37","54,614,768.92","48,603,480.20","58,958,011.06","67,071,481.83","63,649,856.47","74,689,502.32","82,321,718.89","84,469,486.46","82,835,125.41","88,042,539.45","101,959,978.69","109,513,407.50","96,546,304.31","87,324,280.01","126,528,098.62","129,199,628.72","120,273,378.63","135,289,897.94","130,973,546.32","246,505,691.88","215,434,051.72"
预付款项,"5,799,994.07","4,449,626.96","12,925,428.39","29,976,178.28","29,816,593.93","9,778,629.18","32,851,255.87","22,199,244.43","29,147,402.69","45,023,762.03","51,997,730.72","34,238,300.81","34,564,410.92","22,781,748.30","25,181,645.86","36,250,147.60","45,502,345.63","41,140,675.12","58,666,623.38","58,425,764.04","55,645,456.50","35,047,737.24","41,962,243.39","46,234,247.32","43,910,779.54","17,853,083.97","146,185,742.68","37,721,250.29","55,755,943.32","74,057,168.18","23,791,876.85","49,611,986.23","42,097,983.46"
预收款项,"9,151,559.86","15,766,274.91","9,828,790.39","13,084,781.32","13,496,991.59","9,515,868.24","8,488,392.71","16,759,300.94","17,882,183.74","11,248,493.27","11,725,726.76","9,043,709.67","11,499,218.13","11,616,661.61","19,406,614.96","20,292,178.83","22,137,294.26","22,069,124.27","22,521,498.37","17,869,138.14","18,757,000.82","16,472,176.89","16,602,616.22","17,996,767.76","16,203,324.30","40,354,911.72","36,701,071.17","32,570,010.73","72,452,741.35","30,174,231.02","53,807,698.71","46,800,223.47","36,527,487.97"
其他应收款,"15,428,610.44","15,825,421.03","8,703,282.81","4,013,091.21","27,206,566.36","1,777,951.25","298,724,301.68","54,422,088.70","43,267,211.34","8,766,543.56","12,831,510.54","9,460,226.92","13,395,675.18","2,014,085.04","11,865,307.22","15,729,055.58","11,868,209.73","11,682,539.12","13,204,443.85","18,099,368.54","13,670,176.43","13,169,426.89","19,162,429.11","17,444,660.78","17,912,900.81","34,227,719.91","31,953,635.54","29,797,163.67","44,622,903.02","31,159,107.79","42,329,168.82","107,459,828.71","103,346,236.39"
应付职工薪酬,"36,336,154.95","34,944,455.95","36,993,622.08","33,816,167.38","38,504,218.18","37,864,719.50","31,740,611.20","38,639,162.34","39,218,686.76","41,366,499.30","36,341,575.76","35,583,642.62","43,457,426.92","45,099,229.44","32,638,920.85","36,495,188.30","40,301,259.53","51,527,605.63","37,771,341.88","38,677,580.61","45,044,332.12","50,061,823.31","34,789,210.11","38,676,080.05","45,438,611.28","70,074,149.43","59,716,802.20","61,947,342.13","66,699,949.56","71,659,818.30","51,833,569.84","62,454,281.81","64,538,403.44"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
