科目,2008-12-31,2009-12-31,2010-12-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"28,642,369.06","35,607,528.42","60,156,485.55","42,702,906.57","510,506,100.27","547,182,910.39","537,949,159.64","520,467,576.24","542,480,298.24","569,731,383.37","544,830,247.13","486,241,187.28","476,830,129.63","481,624,466.39","468,816,985.06","400,086,333.27","352,616,356.76","329,334,595.46","374,650,967.01","362,149,707.41","323,956,638.90","336,279,798.03","706,026,864.98","661,908,911.57","683,976,753.57","574,393,021.17","609,188,360.22","1,080,108,854.70","1,547,466,846.95","1,401,341,193.06","1,650,384,394.70","1,844,011,843.41"
短期借款,"21,400,000.00","8,300,000.00","21,400,000.00","30,000,000.00",,,,,,,,,,,"462,105,016.58","389,419,478.01","93,990,007.64","113,934,302.16","129,532,561.89","94,082,893.45","157,141,651.50","174,249,051.32","10,457,487.60","42,463,753.54","106,318,938.86","98,241,960.61","556,810,730.85","221,372,285.76","168,764,585.07","463,384,763.82","276,587,519.92","336,122,968.50"
交易性金融资产,,,,,,,,,,,,,,,,246.55,229.23,,,,,"1,000,898.58","1,034,190.39","1,040,369.13","2,246,901.70",,,,,"387,455.90",,
交易性金融负债,,,,,,,,,,,,,,,,"184,742.56","145,726.82","124,791.83","110,410.47","88,232.68","71,715.41",,,,,"337,343.92","340,358.73","236,661.31","189,663.63",,,
应收票据,"1,893,315.00","2,675,000.00","1,332,000.00","4,583,862.76","4,970,215.19","8,498,609.90","6,550,000.00","9,759,272.40","7,399,915.75","23,271,580.24","24,361,000.00","27,605,731.79","19,383,106.79","17,267,998.08","49,969,988.24","47,936,920.44","124,408,005.14","157,127,976.90","99,018,778.60","114,222,053.77","172,485,873.70","151,506,278.43","148,222,661.70","114,161,016.76","116,551,832.21","76,784,020.80","78,458,615.23","444,527,975.12","255,696,179.53","1,839,113,312.82","1,481,539,791.32","571,703,638.22"
应付票据,,,,,,,,,,"1,308,637.13",,"7,270,000.00","4,770,000.00","550,000.00","7,173,348.60","1,588,529.90","1,588,452.45","3,067,500.00","4,653,293.20","3,600,000.00",,"6,300,000.00","10,800,000.00","21,421,496.75","32,471,830.07","27,439,566.73","25,587,144.97","743,461,663.21","666,058,820.95","434,902,065.47","533,074,835.35","388,326,757.65"
应收账款,"19,012,006.00","21,240,523.45","18,756,638.05","23,611,551.25","43,715,793.62","28,226,107.04","44,875,854.29","50,127,256.55","54,029,472.43","30,296,098.37","42,044,768.49","50,042,472.21","53,705,470.46","56,775,785.08","329,091,350.22","253,865,181.01","120,077,409.92","214,570,586.51","176,727,036.79","172,249,469.41","200,303,106.53","282,001,431.30","236,381,920.99","211,367,833.94","313,254,927.39","286,701,374.74","218,043,606.32","829,777,874.13","1,416,248,376.29","1,273,466,146.19","1,555,027,907.29","1,587,297,119.93"
应付账款,"28,080,670.28","43,238,193.52","45,689,896.03","53,161,782.85","59,841,961.97","57,731,455.36","53,936,287.72","50,465,252.37","68,219,711.42","61,337,011.18","78,047,334.38","61,139,803.09","76,960,613.58","82,127,757.38","260,885,080.09","273,083,710.09","253,876,570.53","232,292,669.04","193,689,759.76","217,220,820.54","264,218,956.85","261,432,581.95","222,994,844.17","291,132,694.45","287,113,399.62","257,866,046.64","231,197,345.12","1,292,010,034.85","2,224,831,253.88","2,291,390,041.54","2,613,054,092.87","1,679,437,782.11"
预付款项,"175,128.88","5,921,148.16","29,663,438.24","8,998,207.83","12,399,832.70","7,189,871.22","13,508,795.20","8,063,120.07","13,547,788.03","11,710,829.96","34,504,501.35","54,352,943.74","63,713,183.74","3,815,205.55","20,574,944.73","46,328,141.83","29,137,221.87","6,944,960.62","6,449,566.94","34,428,534.46","19,047,023.32","12,124,228.51","20,998,524.01","34,201,178.42","18,336,141.49","12,135,271.68","19,142,369.45","38,151,376.80","42,197,524.20","25,994,331.52","36,821,464.68","39,230,289.59"
预收款项,"24,368,009.60","28,191,889.75","50,531,752.43","35,266,461.68","33,243,825.01","29,442,544.43","34,390,312.53","19,885,112.07","24,500,875.81","38,260,678.30","17,752,491.68","23,410,728.74","38,019,253.74","26,724,944.98","99,738,864.86","143,107,569.81","100,148,882.33","86,361,412.62","96,542,601.47","107,058,468.29","95,833,494.76","82,067,467.42","154,182,277.42","143,984,337.20","130,935,076.95","126,279,622.79","202,754,723.81","232,079,816.09","204,889,992.86","254,927,737.44","352,762,935.76","352,132,637.47"
其他应收款,"1,868,065.17","5,092,099.35","2,777,812.30","5,797,998.36","3,922,130.62","2,293,744.91","3,373,449.59","2,202,145.81","5,253,604.19","2,245,814.59","3,317,249.00","4,396,802.49","5,204,046.96","5,756,677.03","12,292,274.02","18,228,839.09","16,686,224.53","36,108,304.52","24,765,217.47","22,419,153.80","24,892,689.71","15,512,870.20","18,709,744.66","20,362,887.80","17,915,557.67","70,607,286.38","505,799,491.41","54,687,690.30","60,630,606.86","39,804,059.15","25,603,489.12","59,328,339.58"
应付职工薪酬,"1,635.87","2,822,771.77","1,416,356.91","1,605,826.12","1,919,483.16","3,401,318.00","761,507.00","938,340.00","609,096.00","1,600,831.00","942,772.47","1,660,885.60","1,034,675.24","1,815,025.99","39,563,369.13","50,335,348.18","45,326,334.88","25,516,411.43","23,119,673.43","31,037,729.26","34,913,186.08","36,744,602.99","37,103,749.47","44,095,949.34","52,288,065.56","52,934,458.81","50,650,405.65","63,786,005.23","66,566,918.13","94,854,411.46","73,369,345.33","67,270,585.99"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"-3,534,770.95","865,761.82","-1,085,010.77","3,953,350.47","4,376,617.48","3,540,625.55","3,216,054.74","4,153,480.69","2,855,284.69","3,009,072.41","4,929,057.23","3,244,928.59","-963,669.84","4,002,914.22","5,933,673.88","6,619,213.34","7,276,396.79","12,338,310.67","5,975,064.77","11,344,949.89","11,130,071.27","13,996,761.74","14,006,076.57","11,941,712.11","26,546,550.83","31,092,431.36","27,244,696.67","28,404,982.11","30,834,483.31","80,532,429.79","19,198,179.14","34,256,422.05"
应收利息,,,,,,,,,,,,,,,"1,282,983.63","855,093.05","3,645,115.60","4,800,575.27","5,411,731.99","6,965,026.85","7,619,653.41","9,442,736.45","10,803,712.10","13,616,898.11","13,437,538.92","16,659,581.85","3,058,459.66","8,904,935.78","10,865,700.00","9,271,400.00","7,642,220.90","12,642,809.20"
应付利息,,,,,,,,,,,,,,,"318,731.49","2,127,436.76","164,409.13","1,769,984.27","313,275.10","1,280,581.69","2,858,784.72","2,130,729.54","243,332.79","2,062,202.79","324,867.19","2,459,570.22","1,123,866.21","2,088,351.40","2,178,810.51","6,439,235.99","1,272,107.63","4,017,526.45"
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,"8,000,497.38","525,497.38",,,,,,,,,,,,,,"415,500.00","412,500.00","412,500.00","412,500.00","690,600.00","690,600.00","690,600.00","690,600.00","690,600.00","690,600.00","414,360.00","414,360.00","592,344.00",,,,
存货,"35,012,204.02","54,503,127.86","87,846,862.94","97,212,829.70","97,146,779.75","96,600,305.31","96,464,389.60","98,803,620.11","106,544,822.22","113,354,574.49","109,207,453.83","103,964,291.73","124,463,284.20","114,719,024.81","279,323,576.50","366,293,423.75","410,334,887.91","292,999,915.29","329,989,076.87","335,214,181.88","419,373,364.09","362,977,575.52","385,694,096.74","468,611,065.92","475,764,438.18","401,004,635.00","458,142,977.25","1,318,455,650.74","1,768,156,537.17","1,005,255,507.51","1,192,152,043.78","1,169,557,505.17"
其他应付款,"3,066,096.84","1,883,815.32","445,206.02","2,918,164.80","5,683,701.56","4,182,086.16","1,744,117.15","1,814,002.10","2,155,042.54","8,333,438.09","6,417,325.82","22,849,933.06","13,287,006.45","20,518,728.32","18,024,365.51","17,709,947.25","15,137,980.78","60,806,725.73","56,637,132.85","51,064,747.63","247,034,964.54","324,950,621.87","297,180,654.93","151,912,080.75","176,841,799.18","220,546,984.87","243,413,330.41","202,011,783.04","140,186,590.10","155,164,564.40","114,581,979.57","96,422,048.39"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,,,,"12,843,620.28","7,184,510.02","6,679,815.86","1,585,440.80",,"2,568,813.62","2,672,890.33","9,608,220.51","302,077,018.54","314,003,015.00","308,085,373.44","310,539,131.52","302,082,118.44","338,571,392.74","339,893,754.12","405,908,721.80","402,274,820.98","83,032,746.47"
