科目,2008年度,2009年度,2010年度,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
一、营业收入,"212,349,857.27","326,864,027.37","403,035,561.32","213,728,392.33","325,175,138.35","486,914,289.93","87,618,987.37","228,153,390.84","342,148,689.56","485,425,194.83","81,187,538.45","189,612,435.24","308,815,482.91","446,354,615.89","83,900,696.50","198,345,031.43","287,780,576.74","841,820,689.86","575,775,336.92","1,203,218,650.30","2,121,145,681.52","3,960,813,223.69","1,758,425,857.34","3,438,952,853.88","5,525,873,746.42","8,536,907,507.44","2,650,279,848.93","5,571,814,317.16","8,740,498,701.27","14,017,897,348.67","4,621,645,694.44","9,874,821,438.16","15,790,654,651.69","21,533,874,062.50","4,722,793,595.00"
二、营业利润,"29,482,737.48","41,509,502.27","58,272,688.96","32,252,435.70","54,264,469.28","82,257,743.12","16,464,376.85","37,458,666.29","52,327,560.30","62,756,618.77","9,206,174.03","21,261,992.10","36,608,341.63","42,270,281.84","6,178,135.42","12,421,571.76","16,733,214.29","45,339,298.65","34,052,671.57","91,500,139.27","146,036,036.95","203,947,884.15","119,231,664.02","218,672,554.21","375,293,601.60","536,750,104.81","227,183,637.59","418,048,785.74","657,537,426.12","948,198,979.78","318,579,389.40","624,931,225.25","987,324,985.88","761,338,410.03","273,090,232.67"
减:营业成本,"145,218,777.10","224,780,403.65","263,916,055.25","131,975,008.72","198,325,644.72","299,011,481.63","50,278,530.92","125,136,496.55","186,659,742.50","264,822,891.30","41,339,032.54","95,206,474.50","160,838,571.95","239,505,944.30","42,565,884.11","105,650,310.63","152,204,592.70","399,710,833.96","254,191,331.73","518,391,020.43","868,981,876.54","1,758,445,323.27","881,513,766.36","1,706,181,580.43","2,824,310,756.19","4,410,287,679.20","1,343,528,801.02","2,904,162,443.90","4,511,114,882.36","7,041,004,220.14","2,555,379,712.20","5,928,474,022.82","9,709,990,786.44","12,794,540,597.73","2,677,997,163.33"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"782,070.91","2,182,217.78","2,580,621.06","1,372,792.88","1,944,542.05","3,761,220.21","779,339.09","2,572,048.98","3,067,947.81","4,581,752.18","507,110.55","1,779,697.44","2,964,343.71","4,258,040.39","521,228.62","1,656,766.95","2,494,177.77","3,468,105.84","511,162.65","689,785.54","1,429,346.00","2,233,560.27","157,677.11","212,092.80","275,498.94","3,266,907.29","231,662.71","1,183,871.53","1,389,007.36","4,376,124.97","1,113,855.49","4,010,870.37","6,854,272.96","9,715,196.08","2,678,598.40"
营业外收入,"21,603.38",383.70,"1,594,018.78","2,696,960.00","2,696,960.05","11,160,360.00",,,"5,000,080.20","9,742,700.20",,"2,000,000.00","2,001,617.90","402,760.50","400,830.10","206,115.44","306,695.95","3,059,255.70","262,501.09","428,643.89","630,908.51","1,637,534.84","676,371.61","512,550.98","944,788.47","5,195,183.61","506,237.90","4,400,040.89","5,538,512.79","3,775,545.49","14,983,892.55","27,768,216.18","64,751,025.67","55,525,827.49","16,847,335.42"
销售费用,"9,302,447.33","23,882,247.87","43,608,035.71","23,990,316.35","34,299,966.75","47,816,105.87","8,900,916.16","28,030,407.19","46,801,767.63","77,068,508.15","14,506,432.50","40,327,055.86","60,399,698.49","89,144,991.05","22,146,943.12","47,410,567.20","69,490,636.40","315,879,799.23","269,245,014.94","564,365,997.37","1,056,240,348.24","1,892,165,480.57","729,235,580.96","1,422,266,112.21","2,170,112,693.17","3,348,132,727.46","1,012,399,116.99","2,062,339,248.92","3,253,080,753.26","5,390,912,898.92","1,563,313,944.24","2,993,513,315.75","4,632,117,214.12","6,785,195,271.28","1,493,104,024.17"
减:营业外支出,"991,599.05","1,289,219.26","1,479,028.42","300,217.10","500,398.96","500,399.18","150,000.00","180,000.02","185,335.16","1,068,007.13","2,741.00","90,794.26","91,285.46","91,285.46","79,248.74","106,673.27","147,053.79","142,663.37",,"34,368.48","34,638.14","552,707.43",122.09,"125,049.35","132,098.60","4,531,352.26","9,632.87","409,390.64","2,680,242.47","3,591,411.52","992,830.98","1,390,066.94","10,868,313.30","12,157,600.05","700,449.81"
管理费用,"24,049,267.35","29,623,751.39","28,502,512.15","19,723,254.89","29,802,473.11","44,010,362.22","10,336,263.55","28,746,498.27","43,810,212.86","62,599,738.14","15,150,238.63","26,670,841.98","42,658,077.19","58,505,961.87","10,211,461.34","24,975,661.06","37,395,227.88","62,125,061.83","18,141,118.63","31,178,694.66","50,537,714.17","114,522,207.46","23,560,411.24","80,028,309.63","131,314,557.75","220,437,602.29","48,927,798.88","143,635,612.14","225,560,196.20","304,607,341.40","75,119,198.83","192,865,221.98","243,942,533.31","361,753,444.12","137,539,160.76"
其中:非流动资产处置净损失,,,,,,,,,,,,,,,,,,"42,914.61",,"29,368.48","8,927.88","542,086.17",,"120,740.04",,"176,714.33",,"156,879.15","317,453.46",,,,,,
