科目,2007年度,2008年度,2009年度,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
一、营业收入,"93,446,205.05","141,736,768.33","181,689,279.50","109,916,355.69","162,116,088.31","243,808,689.81","54,355,543.53","136,806,763.37","224,700,883.74","396,466,577.77","86,014,464.68","193,794,079.96","331,174,070.03","579,930,611.94","103,876,075.86","255,822,631.94","392,728,997.45","679,780,838.24","101,570,465.74","189,894,033.03","259,455,128.86","386,171,743.67","62,312,508.90","172,878,384.13","327,937,935.20","441,566,515.81","80,252,967.49","246,907,004.49","403,043,188.70","587,122,688.32","148,894,472.09","269,014,084.64","429,480,322.05"
二、营业利润,"9,581,900.71","21,251,879.14","29,969,218.34","18,712,850.84","24,848,086.42","36,277,998.53","7,634,374.72","24,992,340.42","31,575,492.22","47,255,655.24","10,253,426.55","30,818,553.16","39,738,737.96","60,829,420.49","11,332,271.61","32,257,712.46","45,686,064.09","57,732,744.59","8,696,606.24","10,335,583.09","13,201,879.34","-1,468,612.34","-10,450,033.53","-11,584,132.49","1,099,745.86","9,528,024.10","-10,714,073.24","3,665,113.36","5,134,807.65","4,938,819.27","-7,374,982.55","8,182,969.40","18,321,024.08"
减:营业成本,"62,699,971.20","95,758,557.81","115,399,789.04","68,152,064.96","100,812,455.19","149,006,932.87","33,561,312.97","85,998,422.36","149,316,734.15","278,003,991.06","57,501,563.16","123,985,434.91","230,086,274.38","416,568,265.69","71,301,525.42","175,469,430.34","270,886,652.37","499,667,059.40","74,581,405.30","138,104,862.77","178,887,770.03","294,024,192.35","48,896,452.22","133,909,491.87","251,405,008.40","319,209,948.95","62,735,131.98","185,902,576.44","301,580,936.11","450,447,656.54","124,713,908.35","200,353,560.50","311,380,899.21"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"284,890.26","1,799,537.18","1,275,028.04","1,265,119.71","1,595,563.84","2,661,683.67","1,221,826.26","1,917,774.83","3,161,662.02","3,898,264.05","1,175,560.91","1,891,120.77","3,682,198.47","6,126,260.66","1,188,900.75","1,148,630.18","2,750,031.22","7,852,286.11","362,342.54","1,909,008.59","2,692,106.58","4,378,496.42","593,583.80","138,833.01","2,206,919.85","3,844,235.79","1,643,493.70","1,664,615.57","1,772,737.16","9,310,645.16","2,209,501.07","4,245,599.14","5,719,820.14"
营业外收入,"8,017.11","1,409,903.53","3,432,048.32","366,185.80","414,428.11","528,376.64","1,144,900.00","1,155,900.00","3,521,272.00","5,995,347.17","1,080,050.75","1,191,952.64","3,222,721.32","6,274,827.77","1,474,733.78","2,501,529.76","5,230,409.77","14,220,837.03","5,434,402.84","7,659,319.00","12,288,438.99","29,800,231.44","4,690,605.17","4,674,209.00","5,986,437.21","10,607,636.29","1,067,282.63","3,064,273.26","4,986,973.65","17,024,768.10","2,652,105.63","4,102,291.69","8,824,792.36"
销售费用,"6,552,768.07","5,884,004.37","10,712,490.25","5,157,071.60","8,323,590.20","14,267,061.52","5,214,359.39","9,242,380.27","18,096,551.86","26,850,439.58","5,671,210.08","14,361,560.90","23,310,965.49","43,049,620.74","7,275,415.27","17,792,577.49","27,256,975.10","43,981,148.74","6,465,555.33","14,544,973.12","21,691,408.81","31,963,355.15","4,849,252.64","9,759,758.03","15,901,384.80","27,200,855.70","4,437,317.96","10,133,113.32","19,845,108.30","26,061,624.55","6,571,878.09","11,941,002.45","18,564,092.74"
减:营业外支出,"315,091.53","317,380.58","760,188.55",580.00,"23,483.86","454,210.54",,"295,381.45","470,295.96","1,039,636.61","52,714.51","163,211.29","176,060.52","1,109,352.57","39,164.18","140,867.31","141,667.31","238,378.75","35,388.58","35,388.58","35,388.58","1,389,640.01","178,915.94","519,780.30","601,423.52","697,795.93","6,571.45","9,803.14","15,482.57","119,578.68","244,900.07","424,239.00","563,275.49"
管理费用,"12,559,319.39","13,702,483.64","19,799,439.87","13,954,824.56","22,762,386.89","37,803,904.17","7,901,516.87","17,891,965.21","26,808,493.47","43,802,318.76","12,150,841.20","23,975,541.88","35,153,424.00","51,288,221.30","11,642,752.21","23,701,422.05","36,495,770.72","55,498,690.65","9,908,664.75","20,469,835.54","33,795,988.34","46,781,139.80","14,048,779.27","28,039,063.42","39,700,995.16","54,851,106.40","14,667,166.27","35,424,020.49","57,295,623.86","77,082,981.87","14,425,880.81","30,176,170.43","48,734,944.64"
其中:非流动资产处置净损失,"304,285.56",,"744,938.07",,,,,,,"466,359.18",,,,"983,936.35",,,,"54,311.36",,,,922.33,,,,"210,767.65",,,,"65,467.66",,,
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
财务费用,"1,838,699.66","3,512,653.17","3,883,979.34","2,457,526.66","3,405,548.44","2,346,077.95","-1,743,485.93","-3,334,861.46","-4,980,835.92","-5,564,192.20","-632,916.23","-1,408,403.24","-1,187,472.61","595,253.16","1,247,074.36","3,302,661.03","7,378,302.15","9,224,308.85","3,428,290.58","6,364,596.69","10,242,098.44","14,769,206.41","4,685,883.52","10,890,790.48","15,974,773.98","18,799,983.22","6,324,140.89","11,614,751.94","18,759,854.51","25,135,699.09","7,296,745.00","14,850,120.05","22,115,607.31"
