科目,2013-12-31,2014-12-31,2015-12-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
应收利息,,,,,,,,,,"264,903.65","4,668,512.00","191,844.05","71,491.38","270,268.53","601,569.78"
应付利息,,,,,,,,,,,,,,,
应收股利,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,,,,
存货,"134,595,326.50","177,906,134.10","143,415,173.57","143,267,919.05",,"133,163,041.55","139,036,095.12","142,067,216.33","132,755,978.29","159,900,830.80","144,543,205.26","160,515,183.31","140,881,874.09","153,080,531.45","142,348,757.95"
其他应付款,"12,045,077.08","6,180,342.94","7,618,553.12","8,920,474.22",,"9,172,669.40","5,420,411.90","6,361,743.82","7,353,585.60","8,688,855.17","10,486,447.56","10,847,257.29","10,838,197.74","11,908,431.65","13,266,379.44"
其中:消耗性生物资产,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,
一年内到期的非流动资产,,"34,285.75",,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,,,,
其他流动资产,"10,196,197.69","10,366,527.24","210,547.37","1,240,848.43",,"50,830,556.22","81,230,625.56","172,149,647.34","151,267,244.45","7,347,141.16","140,308,243.59","524,045,525.81","541,948,508.36","123,054,807.99","9,030,847.52"
其他流动负债,,,,,,,,,,,,,,,
流动资产合计,"328,715,722.37","355,525,672.88","384,337,896.01","398,821,193.46",,"508,409,322.34","987,244,869.89","952,662,738.77","993,143,660.60","1,031,860,258.87","1,022,009,591.07","969,555,773.57","956,080,601.27","946,499,560.25","929,422,008.39"
流动负债合计,"105,536,033.17","95,858,409.18","83,479,496.67","75,549,502.36",,"85,208,210.60","70,205,476.59","59,835,592.50","73,592,027.73","87,851,832.14","71,260,749.73","93,769,640.42","78,892,746.26","111,516,971.78","89,964,388.68"
可供出售金融资产,,,"20,000,000.00","50,000,000.00",,,,,,,,,,,
长期借款,,,,,,,,,,,,,,,
持有至到期投资,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,
长期股权投资,,,,,,,,,,,,,,"1,984,887.94","1,984,887.94"
专项应付款,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,
预计负债,,,"27,100.00",,,,,,,,,,,,
固定资产,"237,831,446.82","318,668,370.43","350,905,428.68","361,751,110.59",,"351,147,713.68","346,273,666.51","342,198,297.43","341,659,783.21","337,955,457.43","338,070,950.49","338,930,551.39","344,315,166.89","354,857,215.98","357,209,347.33"
递延所得税负债,,"12,449.94","293,004.18","1,156,903.51",,"2,108,295.33","2,686,062.54","3,336,057.05","4,019,970.37","3,496,127.93","3,757,352.78","4,099,029.57","4,571,656.22","5,238,801.77","5,571,987.33"
在建工程,"55,451,337.24","19,140,575.24","10,206,644.48","3,482,159.58",,"3,251,931.52","3,300,885.45","4,948,562.47","4,554,336.73","5,838,284.83","6,845,675.26","13,615,511.39","8,279,449.81","90,914,575.36","98,151,364.59"
其他非流动负债,,,,,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,
非流动负债合计,,"12,449.94","320,104.18","1,156,903.51",,"2,108,295.33","2,686,062.54","3,336,057.05","4,019,970.37","3,496,127.93","3,757,352.78","4,099,029.57","4,571,656.22","5,238,801.77","5,571,987.33"
固定资产清理,"246,785.73","141,631.13","10,835.71",,,,"4,036.83","63,685.90","28,509.25","910,865.31","1,008,627.77","1,425,958.01",,,
负债合计,"105,536,033.17","95,870,859.12","83,799,600.85","76,706,405.87","79,172,800.00","87,316,505.93","72,891,539.13","63,171,649.55","77,611,998.10","91,347,960.07","75,018,102.51","97,868,669.99","83,464,402.48","116,755,773.55","95,536,376.01"
生产性生物资产,,,,,,,,,,,,,,,
实收资本(或股本),"180,000,000.00","180,000,000.00","180,000,000.00","180,000,000.00",,"180,000,000.00","240,000,000.00","240,000,000.00","240,000,000.00","240,000,000.00","240,000,000.00","240,000,000.00","240,000,000.00","240,000,000.00","240,000,000.00"
油气资产,,,,,,,,,,,,,,,
资本公积,"273,076,616.11","273,076,616.11","273,076,616.11","273,076,616.11",,"273,076,616.11","670,003,918.35","670,003,918.35","670,003,918.35","670,003,918.35","670,003,918.35","670,003,918.35","670,003,918.35","670,003,918.35","670,003,918.35"
无形资产,"31,249,302.83","40,876,339.66","40,042,421.37","39,452,529.93",,"39,348,658.91","39,041,356.76","38,734,054.61","38,468,143.95","38,159,780.46","48,618,242.30","48,253,812.71","48,148,020.78","48,231,638.80","47,850,105.31"
盈余公积,"11,897,888.66","18,955,586.76","25,075,575.54","25,075,575.54",,"31,332,120.11","31,332,120.11","31,332,120.11","31,332,120.11","37,987,089.69","37,987,089.69","37,987,089.69","37,987,089.69","43,765,730.97","43,765,730.97"
开发支出,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,
商誉,,,,,,,,,,,,,,,
未分配利润,"100,834,511.12","182,217,654.62","266,241,245.45","317,400,730.41",,"351,421,555.32","377,661,413.15","348,187,828.71","372,278,329.39","390,388,987.65","412,627,043.57","369,156,873.32","387,981,453.10","392,992,284.29","413,185,752.09"
长期待摊费用,"116,571.43",,,,,"173,100.00","150,000.00","126,900.00","103,800.00","714,217.11","645,921.72","643,557.82","551,719.58","488,765.90","437,212.22"
少数股东权益,,,,,,,,,,,,,,,
递延所得税资产,"7,866,483.05","6,280,360.12","6,967,103.69","8,388,227.96",,"7,802,497.44","7,101,720.32","6,963,897.25","7,091,397.98","7,611,532.40","7,987,978.55","8,032,975.12","8,094,917.30","9,068,273.14","9,099,884.35"
外币报表折算价差,,,,,,,,,,,,,,,
其他非流动资产,"9,867,399.59","9,487,767.15","15,722,708.01","10,364,106.41",,"13,013,573.58","8,772,454.98","6,997,380.29","6,176,734.23","6,677,559.35","10,449,166.96","34,558,411.34","53,966,987.99","11,472,789.79","18,336,967.29"
非正常经营项目收益调整,,,,,,,,,,,,,,,
非流动资产合计,"342,629,326.69","394,595,043.73","443,855,141.94","473,438,134.47",,"414,737,475.13","404,644,120.85","400,032,777.95","398,082,705.35","397,867,696.89","413,626,563.05","445,460,777.78","463,356,262.35","517,018,146.91","533,069,769.03"
所有者权益(或股东权益)合计,"565,809,015.89","654,249,857.49","744,393,437.10","795,552,922.06","818,955,800.00","835,830,291.54","1,318,997,451.61","1,289,523,867.17","1,313,614,367.85","1,338,379,995.69","1,360,618,051.61","1,317,147,881.36","1,335,972,461.14","1,346,761,933.61","1,366,955,401.41"
资产总计,"671,345,049.06","750,120,716.61","828,193,037.95","872,259,327.93","898,128,600.00","923,146,797.47","1,391,888,990.74","1,352,695,516.72","1,391,226,365.95","1,429,727,955.76","1,435,636,154.12","1,415,016,551.35","1,419,436,863.62","1,463,517,707.16","1,462,491,777.42"
负债和所有者(或股东权益)合计,"671,345,049.06","750,120,716.61","828,193,037.95","872,259,327.93",,"923,146,797.47","1,391,888,990.74","1,352,695,516.72","1,391,226,365.95","1,429,727,955.76","1,435,636,154.12","1,415,016,551.35","1,419,436,863.62","1,463,517,707.16","1,462,491,777.42"
