科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"239,219,901.56","202,298,028.18","303,825,821.18","433,357,008.43","322,502,294.49","446,454,673.33","724,541,558.11","802,694,874.16","628,260,071.09","333,581,932.07","269,561,500.45","926,877,745.80","798,684,883.67","354,880,485.75","422,425,135.83","1,173,382,071.13","1,342,448,867.93","1,473,896,372.10","816,601,710.93","369,946,288.91","183,519,475.74","22,724,239.90","21,401,893.01","52,824,803.40","126,403,504.57","181,239,034.29","144,565,462.90","308,687,531.83","119,602,184.81","216,949,461.22","180,104,607.22","215,257,881.39","165,767,599.35","169,348,094.34","165,047,177.58","93,117,474.41","88,572,473.93","85,534,015.43","106,175,089.51","104,993,174.60","83,760,927.44","70,114,340.50","60,664,468.59","23,103,036.28","13,246,729.85","38,552,106.07"
短期借款,"1,056,541,348.97","1,055,252,401.99","1,146,226,055.39","1,342,689,074.39","1,445,703,350.59","1,501,796,630.47","1,643,763,869.95","1,616,756,254.81","1,657,009,350.25","1,438,982,386.92","1,781,724,623.12","1,794,647,147.78","1,569,140,888.17","1,837,862,782.92","1,440,987,348.75","2,922,654,983.92","2,659,213,753.50","2,256,210,463.48","2,572,895,051.38","2,584,652,847.22","2,611,033,750.06","1,410,121,608.42","1,410,140,264.31","819,034,323.85","941,034,223.85","1,032,274,223.85","1,042,334,209.16","831,700,000.00","881,097,840.00","847,610,000.00","847,610,000.00","853,700,000.00","863,700,000.00","863,700,000.00","861,900,000.00","53,800,000.00","53,800,000.00","53,800,000.00","53,800,000.00","53,800,000.00","53,800,000.00","53,800,000.00","73,770,000.00","33,800,000.00","53,800,000.00","53,800,000.00"
交易性金融资产,"100,000.00","100,000.00","100,000.00","100,000.00","50,000.00","50,000.00","50,000.00","50,000.00","50,000.00","50,000.00",,,,"2,800,000.00","800,000.00","800,000.00",,"1,000,000.00","1,000,000.00","1,000,000.00","1,000,000.00","840,000.00","840,000.00","862,000.00","862,000.00","862,000.00","862,000.00","1,153,000.00","1,153,000.00","1,153,000.00","1,153,000.00","1,315,000.00",,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"68,419,925.54","98,967,775.80","82,885,695.54","53,959,093.72","58,847,122.53","66,740,507.05","60,715,665.16","49,147,070.06","76,098,845.64","60,686,270.19","45,379,660.59","73,678,993.46","55,362,072.15","93,415,157.32","87,706,225.55","55,767,967.00","174,574,017.14","83,077,243.07","53,422,697.90","32,833,910.19","36,646,868.91","7,002,102.74","12,784,865.49","9,298,385.49","18,977,650.00","48,589,084.99","34,328,464.05","96,200,297.40","82,375,411.21","35,795,280.07","47,579,913.96","14,071,787.20","58,491,607.78","30,173,094.17","17,969,361.98","4,828,437.00","18,034,732.42","11,146,168.75","18,956,194.00","31,224,811.38","27,630,732.84","30,596,309.63","46,648,510.00","24,505,069.26","19,715,663.93","2,274,216.50"
应付票据,"210,520,000.00","151,570,000.00","192,000,000.00","177,100,000.00","208,000,000.00","338,731,100.00","365,500,000.00","638,485,000.00","539,735,000.00","268,585,000.00","299,573,000.00","784,775,000.00","833,258,497.01","471,583,497.01","346,100,000.00","1,018,100,000.00","1,826,509,210.00","1,837,259,210.00","1,086,200,208.30","551,740,998.30","241,500,000.00",,,,,,,,"4,927,103.10","32,068,866.15","29,519,619.15","2,379,000.79","13,520,092.63","10,710,932.07","5,000,000.00",,,,"10,000,000.00","10,000,000.00",,,"10,000,000.00","10,000,000.00",,
应收账款,"132,812,841.09","147,130,712.22","131,326,904.77","135,257,135.23","178,919,807.39","183,638,247.38","200,690,362.43","171,920,071.79","161,452,456.44","175,502,205.79","193,560,060.92","188,178,974.52","219,904,786.19","198,787,001.27","206,686,833.19","292,830,998.41","360,525,160.28","344,200,081.18","317,159,895.17","354,577,378.06","243,026,344.84","166,662,042.86","165,486,530.71","18,001,954.08","161,692,739.04","216,842,084.32","189,502,723.90","138,057,826.17","137,091,538.80","159,022,732.86","143,105,352.69","147,802,235.25","145,348,411.14","129,661,562.85","132,076,058.04","104,352,872.20","109,320,904.37","125,288,610.79","124,614,302.60","103,228,743.12","117,578,232.74","129,150,234.53","131,646,517.20","126,008,708.45","156,515,888.71","168,872,086.40"
应付账款,"463,619,382.92","408,239,198.48","366,231,346.76","269,947,215.83","352,075,895.68","414,633,812.26","484,594,759.09","859,617,139.22","361,866,027.85","390,009,889.45","500,301,150.57","805,422,169.36","531,300,459.10","740,437,055.03","587,698,031.59","1,391,845,226.59","1,137,552,687.14","1,617,793,965.90","1,186,084,759.45","1,184,803,463.71","1,068,394,521.38","913,961,831.79","793,133,223.54","260,422,796.60","345,801,766.36","387,418,125.24","403,426,903.34","224,731,176.76","192,216,700.21","200,626,840.96","230,044,994.62","310,217,587.92","322,868,203.17","303,590,326.87","260,456,138.95","46,216,007.52","45,659,528.04","41,537,438.50","36,728,385.09","39,342,938.71","37,777,290.89","33,700,072.40","37,013,018.08","41,329,609.57","46,083,405.56","44,647,099.83"
预付款项,"147,543,230.26","158,037,813.60","195,097,852.72","248,182,415.61","279,735,799.47","366,037,028.54","243,716,908.47","309,060,474.37","290,944,397.15","227,240,426.47","230,644,131.85","430,734,702.66","360,417,869.79","372,736,479.45","316,537,042.08","228,201,327.71","344,318,121.41","286,181,572.46","382,515,734.84","252,394,463.47","216,177,783.15","90,783,553.67","174,667,437.23","39,973,126.03","199,880,704.25","164,030,667.45","167,180,742.90","65,469,232.07","54,880,339.73","94,400,216.72","68,905,582.52","70,018,129.08","70,784,776.43","65,220,657.62","66,941,737.11","11,840,812.86","7,986,772.91","13,837,371.78","16,596,275.34","24,115,045.25","26,723,183.54","39,068,999.54","51,619,606.72","27,747,626.92","24,860,748.00","25,608,678.73"
预收款项,"84,067,796.28","114,026,801.91","143,496,426.53","85,431,632.90","82,290,166.14","81,381,799.66","52,153,761.15","68,502,363.18","93,542,695.89","114,969,623.17","133,708,105.51","136,962,665.80","146,107,800.94","229,122,676.83","167,401,661.14","186,699,507.57","179,854,925.62","180,799,756.27","169,482,141.93","170,266,623.80","99,894,067.24","53,013,878.08","44,915,896.70","11,729,404.21","110,995,360.17","216,426,605.99","179,735,618.45","40,661,514.09","21,494,442.37","14,512,714.18","19,833,557.28","20,078,056.60","56,771,387.31","56,905,486.34","75,377,085.59","1,692,421.42","2,207,372.11","2,124,309.02","2,590,836.14","2,182,963.00","2,379,693.59","3,318,017.97","1,729,489.79","2,256,623.87","2,322,438.88","3,395,064.66"
其他应收款,"54,976,765.77","54,633,048.05","58,022,052.47","68,975,644.30","74,281,889.27","56,828,608.20","89,632,286.35","68,202,968.68","106,689,280.56","101,418,539.43","53,058,118.60","73,803,042.16","108,539,271.66","98,344,038.09","132,598,833.26","118,855,028.99","96,168,030.96","79,259,793.19","110,688,952.06","80,255,076.69","88,042,289.07","43,333,412.67","25,370,765.15","413,393,144.45","210,099,530.74","210,297,779.01","291,031,678.97","164,882,987.78","162,423,644.65","175,728,001.64","172,923,365.39","91,030,427.29","105,429,802.02","66,643,929.94","62,743,279.18","2,094,448.90","4,392,675.39","16,252,716.73","10,015,253.40","1,879,680.04","2,414,181.21","3,044,637.67","2,444,785.83","3,258,996.88","2,508,564.17","1,421,749.43"
应付职工薪酬,"57,366,123.16","57,935,978.01","50,306,707.49","44,588,356.95","52,072,297.73","52,954,178.58","52,020,192.32","45,764,851.17","50,290,298.93","56,055,228.77","53,762,054.49","49,506,641.63","65,123,048.90","57,815,848.74","62,413,586.95","65,795,435.45","59,999,161.01","89,691,220.00","72,464,784.92","61,066,993.61","67,313,065.69","86,333,837.96","87,751,662.20","16,843,053.08","33,645,464.86","21,089,636.51","18,704,554.22","24,526,399.69","23,745,497.85","21,776,119.20","23,066,667.32","30,528,726.03","26,582,844.81","32,125,127.32","31,403,184.97","10,027,816.89","7,702,297.10","7,682,505.73","7,216,950.38","12,785,529.90","10,733,107.54","11,079,745.98","9,977,376.34","15,820,411.81","8,781,004.19","12,005,428.28"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"55,516,366.51","81,358,521.45","98,907,777.14","89,239,504.38","90,240,179.36","11,254,285.87","25,991,822.89","-4,360,949.76","6,334,480.16","752,212.45","-6,366,737.68","19,857,170.61","20,690,436.72","-37,906,054.96","898,342.45","-16,478,903.68","-9,960,960.73","-95,794,104.71","-71,134,904.58","-44,615,723.06","-45,700,062.86","-3,668,251.81","10,052,875.31","-5,748,799.96","-24,788,044.77","-38,803,029.93","-46,822,611.37","3,691,448.17","3,758,833.64","-1,764,890.80","-2,013,738.99","292,530.20","1,098,794.42","8,111,694.09","8,542,931.22","410,649.76","-291,610.82","4,552,503.45","1,924,821.20","2,817,583.84","1,980,531.43","3,792,990.62","5,399,487.80","3,996,504.05","3,162,684.54","6,167,544.96"
应收利息,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付利息,,"4,028,478.18",,,,,,"40,622,569.09","-4,525,680.46",,,"48,362,894.62",,,,"57,946,095.89",,,,"102,794,224.13","137,012,032.76","188,288,453.38","201,471,965.37","58,818,663.82","69,405,395.83","82,003,883.99","94,413,630.20",,,,,,,,,,"379,730.50","752,210.50","1,724,690.50",,"959,973.24","959,973.24",,,,
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
