科目,2008-12-31,2009-12-31,2010-12-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
货币资金,"178,353,545.09","175,237,167.72","263,825,194.07","181,730,130.45","259,007,382.22","1,090,370,837.62","952,573,393.55","901,159,311.92","1,002,760,906.65","787,606,389.00","654,037,061.57","686,225,805.68","550,843,762.62","497,026,554.67","421,685,723.52","498,716,921.97","389,542,550.62","417,597,525.44","452,769,605.80","436,447,897.31","445,008,619.27","435,265,912.54","478,408,768.29","367,559,544.27","416,368,303.40","506,141,817.89","409,420,724.73","440,504,026.64","357,069,575.23"
短期借款,"191,000,000.00","125,000,000.00","203,982,605.00","233,982,292.83","258,815,784.95","204,234,686.58","178,973,474.84","68,870,838.80","140,000,000.00","227,200,000.00","170,000,000.00","140,000,000.00","150,000,000.00","97,000,000.00","135,189,450.15","264,433,487.77","245,725,480.45","210,000,000.00","285,000,000.00","289,101,438.59","283,500,000.00","267,500,000.00","441,513,599.04","401,885,000.00","382,423,699.78","347,575,100.00","320,775,100.00","307,330,977.82","315,720,087.93"
交易性金融资产,,,,,,,,,,,,,,"2,068,750.00",,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,"3,956,366.00","3,762,766.77","868,674.60",,,,,,,"30,000,000.00","30,000,000.00",,,,
应收票据,"1,150,000.00","767,700.00","827,723.22","7,935,560.00","11,245,933.56","1,500,000.00","4,060,644.73","3,209,397.11","4,894,840.00","28,215,171.44","38,830,979.29","38,821,134.82","67,865,560.54","93,902,094.99","73,673,317.60","60,535,944.16","78,372,262.67","75,085,335.45","98,602,736.18","87,772,636.81","89,697,964.82","80,789,094.36","70,634,534.26","41,206,984.09","59,620,724.34","85,862,324.17","100,932,334.27","89,488,613.99","188,212,132.09"
应付票据,"258,071,454.01","161,379,022.26","273,732,304.28","267,068,703.78","285,112,611.00","264,394,218.00","221,946,717.00","235,171,936.50","258,660,101.50","316,466,699.00","296,287,845.25","324,802,066.62","307,068,991.37","325,363,131.00","347,192,047.04","293,738,071.04","318,925,533.00","426,700,902.93","426,861,675.00","358,382,133.80","406,759,820.80","422,711,115.00","405,583,996.00","431,562,744.58","481,094,083.83","659,402,923.91","797,665,315.47","734,201,740.17","680,243,887.09"
应收账款,"60,301,707.70","68,926,652.79","66,064,234.34","116,069,192.01","133,965,292.79","129,041,247.92","166,914,665.52","199,199,689.10","187,454,671.14","217,551,183.47","241,579,182.16","298,211,475.29","344,993,479.45","264,544,012.10","330,389,964.65","374,477,048.46","414,445,526.59","454,143,997.23","439,310,765.98","502,978,278.10","581,517,266.41","623,116,802.34","547,736,821.72","584,401,916.52","647,519,440.12","635,915,995.56","621,643,944.07","656,862,533.90","674,671,165.53"
应付账款,"51,794,753.78","74,511,599.53","58,390,390.40","89,262,322.63","86,870,899.78","88,194,114.05","81,719,499.45","80,022,596.91","113,719,421.17","109,037,536.89","137,163,990.40","157,020,564.34","150,328,304.45","133,253,479.16","159,278,297.25","184,999,659.43","178,061,625.65","155,091,890.70","172,265,395.37","170,615,492.31","231,246,590.79","208,239,985.25","252,167,701.48","209,503,913.61","260,340,025.43","272,183,096.13","287,762,003.24","289,078,042.41","286,782,696.61"
预付款项,"23,429,169.63","54,945,802.63","54,362,343.93","119,625,469.70","87,521,890.78","66,578,254.75","73,851,418.50","78,203,435.47","132,050,120.53","55,856,979.18","125,701,384.26","113,326,853.51","140,110,878.56","81,981,104.14","140,683,111.48","101,298,722.85","107,756,176.69","97,972,144.39","132,504,616.19","83,961,049.99","114,717,085.83","73,311,569.20","129,434,053.65","71,560,501.75","118,386,825.09","101,708,346.62","277,182,334.16","141,417,752.44","207,894,585.85"
预收款项,"16,051,049.63","32,857,200.81","52,873,686.81","42,349,704.03","58,615,268.01","44,120,524.07","57,569,088.49","67,633,654.46","86,413,012.09","49,517,910.03","56,379,840.49","70,141,665.02","72,848,681.50","52,992,959.59","77,140,936.28","82,503,185.64","94,102,295.49","66,092,850.72","144,860,657.97","146,685,583.92","206,263,728.08","123,933,153.99","221,986,266.67","163,474,663.91","187,227,333.75","168,176,409.02","217,735,009.00","215,726,154.84","251,838,853.06"
