科目,2012年度,2013年度,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
销售商品、提供劳务收到的现金,"289,642,637.17","204,260,652.55","310,847,274.36","92,193,163.17","248,893,649.35","379,219,338.92","532,280,006.33","133,292,372.16","275,506,989.42","359,875,539.90","486,647,571.27","206,988,310.70","372,840,531.79","517,126,152.67","607,574,498.32","79,570,726.59"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,
收到的税费返还,"16,849,811.97","4,291,213.94","7,398,434.18","7,084,071.78","15,424,947.48","24,258,269.79","29,979,301.79","4,906,574.26","10,608,974.73","20,057,912.06","29,026,774.89","16,396,746.96","23,414,373.56","29,791,766.14","34,012,775.27","3,312,967.43"
支付其他与投资活动有关的现金,,,,,,,,,,,"440,000,000.00","240,000,000.00","490,000,000.00","920,000,000.00","1,360,000,000.00","240,000,000.00"
收到其他与经营活动有关的现金,"2,514,546.79","2,585,686.50","2,098,140.64","89,081.53","677,996.99","3,162,648.86","8,997,145.99","1,805,237.39","2,705,424.31","3,888,767.84","3,787,138.22","793,847.72","2,653,712.13","4,426,238.79","6,333,490.21","2,580,126.46"
投资活动现金流出小计,"39,159,454.75","7,239,755.40","28,269,636.90","19,658,753.72","79,457,708.15","141,546,577.64","193,938,610.70","72,539,521.43","226,346,909.38","383,515,916.72","697,395,379.13","265,694,425.57","553,050,044.86","998,137,936.04","1,522,516,455.11","254,797,788.39"
经营活动现金流入小计,"309,006,995.93","211,137,552.99","320,343,849.18","99,366,316.48","264,996,593.82","406,640,257.57","571,256,454.11","140,004,183.81","288,821,388.46","383,822,219.80","519,461,484.38","224,178,905.38","398,908,617.48","551,344,157.60","647,920,763.80","85,463,820.48"
投资活动产生的现金流量净额,"-39,010,499.23","-7,144,742.19","-27,327,866.55","-19,658,753.72","-79,242,960.58","-141,316,006.57","-193,708,039.63","-72,525,793.28","-226,022,178.27","-382,851,015.07","-575,329,061.81","-43,475,023.92","-17,863,909.20","-178,982,532.66","-169,571,263.71","-12,714,281.76"
购买商品、接受劳务支付的现金,"150,117,978.68","171,508,816.61","194,543,754.32","66,078,220.08","175,887,325.70","270,864,646.03","392,050,748.73","32,350,118.37","80,419,284.78","139,466,508.52","194,802,594.96","89,310,753.06","204,896,316.17","273,842,946.94","334,113,646.55","93,765,423.82"
吸收投资收到的现金,,,,,"333,948,913.00","333,948,913.00","333,948,913.00",,,"432,084,351.13","432,084,351.13",,,,,
支付给职工以及为职工支付的现金,"18,980,962.32","18,643,689.85","23,950,255.45","9,135,896.38","18,309,188.62","27,493,007.33","35,767,904.13","11,715,305.46","18,579,933.57","30,601,693.49","40,716,816.66","13,136,566.22","23,381,244.93","35,094,072.76","45,734,507.70","13,085,458.83"
取得借款收到的现金,"112,600,000.00","58,900,000.00","157,068,852.97","3,445,173.29","7,320,986.59","34,862,935.55","12,468,178.77","8,318,100.48","8,318,100.48","12,955,729.38","24,032,330.13","10,933,664.54","13,928,669.44","20,944,676.23","21,806,284.57","576,274.11"
支付的各项税费,"11,826,128.84","13,402,708.45","28,750,320.62","7,841,359.26","14,909,536.92","28,635,176.42","43,653,056.35","22,940,943.88","30,214,332.54","35,190,013.01","30,480,251.77","15,612,703.51","26,653,422.34","35,623,231.21","41,883,471.96","4,897,802.55"
收到其他与筹资活动有关的现金,,,,,"8,250,000.00","8,250,000.00","8,250,000.00",,,"3,480,542.98","2,962,770.49","609,643.92","3,016,041.04","6,368,214.83","4,474,438.74","23,526.91"
支付其他与经营活动有关的现金,"7,983,712.61","8,787,146.68","10,462,992.90","1,700,535.36","10,244,623.42","13,846,434.79","20,130,863.09","3,120,414.70","9,567,971.00","14,439,301.88","21,393,957.78","5,626,059.12","11,517,158.84","16,727,850.11","23,755,739.54","3,316,161.02"
筹资活动现金流入小计,"112,600,000.00","58,900,000.00","157,068,852.97","3,445,173.29","349,519,899.59","377,061,848.55","354,667,091.77","8,318,100.48","8,318,100.48","448,520,623.49","459,079,451.75","11,543,308.46","16,944,710.48","27,312,891.06","26,280,723.31","599,801.02"
经营活动现金流出小计,"188,908,782.45","212,342,361.59","257,707,323.29","84,756,011.08","219,350,674.66","340,839,264.57","491,602,572.30","70,126,782.41","138,781,521.89","219,697,516.90","287,393,621.17","123,686,081.91","266,448,142.28","361,288,101.02","445,487,365.75","115,064,846.22"
偿还债务支付的现金,"187,670,000.00","69,900,000.00","129,058,411.62","10,558,085.90","78,188,916.23","84,319,235.43","84,689,639.10","2,508,262.74","9,343,016.67","13,384,407.92","13,384,407.92",,"16,227,443.21","23,791,926.66","31,758,669.55","5,242,735.23"
经营活动产生的现金流量净额,"120,098,213.48","-1,204,808.60","62,636,525.89","14,610,305.40","45,645,919.16","65,800,993.00","79,653,881.81","69,877,401.40","150,039,866.57","164,124,702.90","232,067,863.21","100,492,823.47","132,460,475.20","190,056,056.58","202,433,398.05","-29,601,025.74"
分配股利、利润或偿还利息支付的现金,"7,364,129.37","4,355,640.64","4,002,357.16","845,259.09","1,398,888.66","1,857,686.36","1,454,887.13","157,163.82","29,412,363.82","29,616,357.23","29,852,547.39","230,224.33","43,147,885.25","43,287,428.47","43,298,645.37","7,795.46"
收回投资收到的现金,,,"866,947.00",,,,,,,,,,,,,
支付其他与筹资活动有关的现金,,,,,"8,250,000.00","8,250,000.00","8,250,000.00",,,"1,169,897.82","2,058,531.38","17,231.27","1,998,878.53","2,669,887.34","822,091.94","38,308.99"
取得投资收益收到的现金,"60,686.29","60,686.29","43,347.35",,,,,,,,"1,334,808.22","2,114,150.68","5,037,376.69","8,040,595.87","11,977,773.95","2,063,506.63"
筹资活动现金流出小计,"195,034,129.37","74,255,640.64","133,060,768.78","11,403,344.99","87,837,804.89","94,426,921.79","94,394,526.23","2,665,426.56","38,755,380.49","44,170,662.97","45,295,486.69","247,455.60","61,374,206.99","69,749,242.47","75,879,406.86","5,288,839.68"
处置固定资产、无形资产和其他长期资产收回的现金净额,"88,269.23","34,326.92","31,476.00",,"214,747.57","230,571.07","230,571.07","13,728.15","324,731.11","664,901.65","731,509.10","105,250.97","148,758.97","1,114,807.51","967,417.45","20,000.00"
筹资活动产生的现金流量净额,"-82,434,129.37","-15,355,640.64","24,008,084.19","-7,958,171.70","261,682,094.70","282,634,926.76","260,272,565.54","5,652,673.92","-30,437,280.01","404,349,960.52","413,783,965.06","11,295,852.86","-44,429,496.51","-42,436,351.41","-49,598,683.55","-4,689,038.66"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,,-56.52,"-2,657.06","-2,045.12","-1,879.74","-1,531.77","-1,576.89","-113,289.24","-112,968.05","106,722.60","4,423,218.09","-651,609.23","-5,827,497.75","-16,062,389.44","-17,354,890.48","-2,245,169.39"
收到其他与投资活动有关的现金,,,,,,,,,,,"120,000,000.00","220,000,000.00","530,000,000.00","810,000,000.00","1,340,000,000.00","240,000,000.00"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,
投资活动现金流入小计,"148,955.52","95,013.21","941,770.35",,"214,747.57","230,571.07","230,571.07","13,728.15","324,731.11","664,901.65","122,066,317.32","222,219,401.65","535,186,135.66","819,155,403.38","1,352,945,191.40","242,083,506.63"
五、现金及现金等价物净增加额,"-1,346,415.12","-23,705,247.95","59,314,086.47","-13,008,665.14","228,083,173.54","207,118,381.42","146,216,830.83","2,890,992.80","-106,532,559.76","185,730,370.95","74,945,984.55","67,662,043.18","64,339,571.74","-47,425,216.93","-34,091,439.69","-49,249,515.55"
购建固定资产、无形资产和其他长期资产支付的现金,"39,159,454.75","7,239,755.40","28,269,636.90","19,658,753.72","79,457,708.15","141,546,577.64","193,938,610.70","72,539,521.43","156,346,909.38","193,515,916.72","225,395,379.13","25,694,425.57","39,050,044.86","54,137,936.04","114,516,455.11","14,797,788.39"
