科目,2008年度,2009年度,2010年度,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
财务费用,"439,953.15","561,505.43","1,078,571.20","633,452.30","919,512.21","-2,188,923.59","-1,947,636.24","-3,969,382.68","-5,720,047.48","-7,347,016.44","-2,967,293.60","-3,962,001.04","-4,681,874.20","-5,778,695.33","-1,007,440.18","-2,177,185.18","-2,642,501.39","-2,878,156.45","-725,702.26","-1,282,322.80","-1,164,980.25","-47,687.64","1,222,006.68","3,631,518.60","5,633,287.94","8,367,967.67","-102,254.41","426,861.00","2,614,507.37","5,509,721.97","3,794,500.78","6,416,662.76"
三、利润总额,"14,011,090.66","22,596,520.03","39,156,942.67","5,423,235.10","23,330,816.27","48,190,630.00","2,437,421.91","7,505,153.82","28,414,168.55","48,730,574.33","1,161,433.52","721,884.30","9,187,249.89","25,973,417.31","-3,173,583.42","989,248.56","19,145,803.86","43,163,571.03","-2,917,653.42","-457,973.33","25,693,887.38","69,635,297.39","4,055,042.53","8,500,876.66","31,934,973.61","98,155,514.97","712,047.99","23,484,977.11","47,819,033.19","133,295,699.95","-14,753,346.00","-11,061,506.74"
资产减值损失,"1,151,146.55","1,045,598.41","1,846,612.23",,"386,748.82","3,822,693.13",,"135,754.30","525,123.37","3,606,439.49",,"109,715.88","109,715.88","4,723,657.66",,"301,580.48","301,580.48","10,252,823.38","266,244.75","1,604,460.34","1,943,104.90","9,335,370.31","765,289.16","312,915.86","312,915.86","11,438,456.18","483,795.60","3,342,302.03","3,342,302.03","13,679,230.26",,"1,584,424.86"
减:所得税,"1,336,335.34","2,934,592.96","4,819,786.68","702,277.57","3,379,983.51","6,331,284.06","354,063.74","1,085,397.56","3,940,591.69","6,597,018.43",,"521,701.27","685,422.48","1,510,901.06","126,397.46","153,424.11","1,279,703.11","5,099,259.17",,"-231,431.39","2,877,396.08","8,927,729.86","299,254.85","1,932,865.18","5,167,290.26","12,520,610.29","-72,569.34","3,434,904.17","4,273,308.59","13,067,387.63",146.67,"199,807.18"
加:公允价值变动净收益,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,402,000.00"
加:影响净利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资收益,"-102,542.32","-347,457.68",,,,"-50,000.00",,,,,,,,"179,427.77",,,"-298,373.08",,,,,"217,111.05","-304,440.07","-630,522.51","-3,005,355.30","-1,584,713.27","-1,891,308.58","-1,860,216.43","350,765.91","4,860,564.67","2,294,852.67","4,829,786.49"
四、净利润,"12,674,755.32","19,661,927.07","34,337,155.99","4,720,957.53","19,950,832.76","41,859,345.94","2,083,358.17","6,419,756.26","24,473,576.86","42,133,555.90","1,161,433.52","200,183.03","8,501,827.41","24,462,516.25","-3,299,980.88","835,824.45","17,866,100.75","38,064,311.86","-2,917,653.42","-226,541.94","22,816,491.30","60,707,567.53","3,755,787.68","6,568,011.48","26,767,683.35","85,634,904.68","784,617.33","20,050,072.94","43,545,724.60","120,228,312.32","-14,753,492.67","-11,261,313.92"
其中:对联营企业和合营企业的投资权益,,,,,,,,,,,,,,,,,,,,,,"217,111.05",,,,,,,,"-1,095,146.27",,
归属于母公司所有者的净利润,"12,674,755.32","19,661,927.07","34,337,155.99","4,720,957.53","19,950,832.76","41,859,345.94","2,083,358.17","6,419,756.26","24,473,576.86","42,133,555.90","1,161,433.52","278,564.43","8,730,861.58","24,696,036.39","-2,657,401.46","1,023,350.51","18,319,688.91","37,756,702.33","-2,526,447.80","254,570.55","23,276,138.84","60,401,993.08","5,388,713.42","9,257,007.67","30,959,996.97","84,850,220.15","2,699,074.49","22,088,433.77","46,242,371.50","119,671,217.16","-13,093,861.50","-9,462,093.21"
影响营业利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
少数股东损益,,,,,,,,,,,,"-78,381.40","-229,034.17","-233,520.14","-642,579.42","-187,526.06","-453,588.16","307,609.53","-391,205.62","-481,112.49","-459,647.54","305,574.45","-1,632,925.74","-2,688,996.19","-4,192,313.62","784,684.53","-1,914,457.16","-2,038,360.83","-2,696,646.90","557,095.16","-1,659,631.17","-1,799,220.71"
