科目,2013年度,2014年度,2015年度,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"448,118,294.12","492,542,752.38","525,365,875.97","256,717,427.33","506,387,780.55","590,940,583.20","120,564,017.39","280,866,626.93","474,662,984.69","691,964,566.55","134,178,479.80","298,526,914.25","510,074,320.34","745,798,732.15","164,317,235.77"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,"19,765,372.62","19,765,372.62","21,614,968.62",
收到的税费返还,"698,721.20",,"464,200.72","2,564,632.61","2,610,020.31","3,526,739.28",,,,,"285,439.66","285,439.66","285,439.66","285,439.66",
支付其他与投资活动有关的现金,"20,178,168.99",,,,,,,,,,,,,,
收到其他与经营活动有关的现金,"5,354,493.36","3,714,366.32","2,949,343.63","5,685,722.90","5,756,746.66","6,374,195.49","4,591,596.12","6,646,177.05","8,204,478.83","9,120,066.09","873,600.49","1,788,080.27","7,006,654.23","9,584,610.14","1,157,511.22"
投资活动现金流出小计,"157,931,403.75","177,767,329.32","550,623,783.41","245,347,181.51","345,056,061.27","455,582,333.90","49,773,158.02","323,225,327.50","595,944,912.98","1,009,140,810.74","327,505,859.54","719,445,471.18","1,034,555,885.51","1,358,766,971.61","172,267,311.90"
经营活动现金流入小计,"454,171,508.68","496,257,118.70","528,779,420.32","264,967,782.84","514,754,547.52","600,841,517.97","125,155,613.51","287,512,803.98","482,867,463.52","701,084,632.64","135,337,519.95","300,600,434.18","517,366,414.23","755,668,781.95","165,474,746.99"
投资活动产生的现金流量净额,"-19,923,128.75","-64,313,334.11","-43,947,771.05","-39,123,863.00","-61,562,593.23","-60,561,703.39","-14,724,043.70","-267,955,840.11","-256,931,593.01","-262,736,265.67","-177,901,445.44","-156,440,450.36","-182,878,964.09","-236,158,017.44","19,679,249.75"
购买商品、接受劳务支付的现金,"296,916,878.73","306,145,227.31","250,607,490.08","163,739,333.42","356,495,571.78","351,836,400.38","89,399,346.99","198,511,162.01","342,825,105.63","458,890,469.61","95,226,284.73","190,091,874.95","331,780,432.18","456,313,640.86","148,076,543.12"
吸收投资收到的现金,,,,,,,"388,442,000.00","388,442,000.00","388,442,000.00","370,001,365.00",,,,,
支付给职工以及为职工支付的现金,"51,361,473.03","62,574,494.10","75,789,349.57","37,750,124.92","56,303,159.18","78,414,405.30","29,019,375.95","50,451,931.16","73,497,193.45","97,611,519.36","27,215,074.66","51,774,138.89","79,858,379.97","107,009,301.43","30,513,006.46"
取得借款收到的现金,"46,308,498.07","27,430,674.88","20,084,638.26",,,,,,,"14,746,791.67",,,,,
支付的各项税费,"29,745,809.38","41,111,623.41","33,246,571.88","15,958,205.21","27,750,199.03","41,464,713.53","14,777,932.82","20,959,418.63","30,149,237.59","36,498,610.05","6,780,655.49","13,992,803.26","25,768,380.64","41,730,252.67","11,010,120.08"
收到其他与筹资活动有关的现金,,,,,,"4,261,167.00",,,,"2,505,400.00",,"2,761,100.00",,,
支付其他与经营活动有关的现金,"29,627,114.93","36,929,001.54","39,281,712.84","21,909,435.48","29,270,661.75","41,058,795.69","14,817,410.24","22,265,275.49","40,322,512.19","42,920,741.14","13,369,499.94","22,274,105.59","33,781,034.21","41,255,022.18","11,394,226.63"
筹资活动现金流入小计,"46,308,498.07","27,430,674.88","20,084,638.26",,,"4,261,167.00","388,442,000.00","388,442,000.00","388,442,000.00","387,253,556.67",,"2,761,100.00",,,
经营活动现金流出小计,"407,651,276.07","446,760,346.36","398,925,124.37","239,357,099.03","469,819,591.74","512,774,314.90","148,014,066.00","292,187,787.29","486,794,048.86","635,921,340.16","142,591,514.82","278,132,922.69","471,188,227.00","646,308,217.14","200,993,896.29"
偿还债务支付的现金,"52,869,629.69","4,496,990.91","10,335,002.62","6,679,241.91","10,136,708.81","13,951,999.54","4,006,739.49","7,937,561.66","15,587,154.42","30,758,032.59","144,824.72","300,835.51","466,638.59","597,114.89","148,975.46"
经营活动产生的现金流量净额,"46,520,232.61","49,496,772.34","129,854,295.95","25,610,683.81","44,934,955.78","88,067,203.07","-22,858,452.49","-4,674,983.31","-3,926,585.34","65,163,292.48","-7,253,994.87","22,467,511.49","46,178,187.23","109,360,564.81","-35,519,149.30"
分配股利、利润或偿还利息支付的现金,"1,586,519.71","559,243.82","1,398,581.96","25,844,075.20","26,177,933.37","26,359,346.63","290,358.63","608,059.40","30,813,458.67","30,885,740.92","129,857.10","19,069,738.13","19,264,594.62","19,395,704.37","147,887.43"
收回投资收到的现金,"70,000,000.00","113,058,200.00","502,694,043.60","202,905,944.40","278,100,000.00","381,814,643.12","35,000,000.00","55,000,000.00","314,517,930.26","718,126,421.56","148,270,958.90","558,738,356.16","844,800,641.09","1,115,566,026.50","191,032,287.68"
支付其他与筹资活动有关的现金,,,,,,,"38,815,842.20","38,815,842.20","38,815,842.20","24,183,799.34",,,,"255,860.22",
取得投资收益收到的现金,"84,344.55","363,795.21","1,522,429.77","3,316,774.11","5,382,668.04","13,188,059.19","49,114.32","212,787.39","24,438,689.71","28,221,423.51","1,292,555.20","4,254,764.66","6,892,052.33","7,017,027.67","914,273.97"
筹资活动现金流出小计,"54,456,149.40","5,056,234.73","11,733,584.58","32,523,317.11","36,314,642.18","40,311,346.17","43,112,940.32","47,361,463.26","85,216,455.29","85,827,572.85","274,681.82","19,370,573.64","19,731,233.21","20,248,679.48","296,862.89"
处置固定资产、无形资产和其他长期资产收回的现金净额,"136,363.00","32,000.00","2,459,538.99",600.00,"10,800.00","17,928.20",,"56,700.00","56,700.00","56,700.00","40,900.00","11,900.00","-15,772.00","25,900.00",
筹资活动产生的现金流量净额,"-8,147,651.33","22,374,440.15","8,351,053.68","-32,523,317.11","-36,314,642.18","-36,050,179.17","345,329,059.68","341,080,536.74","303,225,544.71","301,425,983.82","-274,681.82","-16,609,473.64","-19,731,233.21","-20,248,679.48","-296,862.89"
处置子公司及其他营业单位收到的现金净额,"11,577,225.85",,,,,,,,,,,,,,
四、汇率变动对现金的影响,"-693,670.20","-273,144.35","1,470,903.39","946,315.46","565,665.14","643,666.73","-57,682.71","-871,705.36","-2,960,539.35","-2,898,861.98","-558,719.67","-1,262,078.61","-1,381,225.02","-1,173,457.60","101,446.34"
收到其他与投资活动有关的现金,"56,210,341.60",,,,,,,,,,,,,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,
投资活动现金流入小计,"138,008,275.00","113,453,995.21","506,676,012.36","206,223,318.51","283,493,468.04","395,020,630.51","35,049,114.32","55,269,487.39","339,013,319.97","746,404,545.07","149,604,414.10","563,005,020.82","851,676,921.42","1,122,608,954.17","191,946,561.65"
五、现金及现金等价物净增加额,"17,755,782.33","7,284,734.03","95,728,481.97","-45,090,180.84","-52,376,614.49","-7,901,012.76","307,688,880.78","67,578,007.96","39,406,827.01","100,954,148.65","-185,988,841.80","-151,844,491.12","-157,813,235.09","-148,219,589.71","-16,035,316.10"
购建固定资产、无形资产和其他长期资产支付的现金,"67,753,234.76","60,571,984.32","47,925,883.41","22,346,026.51","43,156,061.27","54,556,707.09","18,273,158.02","50,725,327.50","100,444,912.98","168,140,065.31","8,005,859.54","22,180,098.56","49,290,512.89","120,652,002.99","13,815,019.32"
期初现金及现金等价物余额,"67,296,781.66","85,052,563.99","92,337,298.02","188,065,779.99","188,065,779.99","188,065,779.99","180,164,767.23","180,164,767.23","180,164,767.23","180,164,767.23","281,118,915.88","281,118,915.88","281,118,915.88","281,118,915.88","132,899,326.17"
投资支付的现金,"70,000,000.00","117,195,345.00","502,697,900.00","223,001,155.00","301,900,000.00","401,025,626.81","31,500,000.00","272,500,000.00","495,500,000.00","841,000,745.43","319,500,000.00","677,500,000.00","965,500,000.00","1,216,500,000.00","158,452,292.58"
期末现金及现金等价物余额,"85,052,563.99","92,337,298.02","188,065,779.99","142,975,599.15","135,689,165.50","180,164,767.23","487,853,648.01","247,742,775.19","219,571,594.24","281,118,915.88","95,130,074.08","129,274,424.76","123,305,680.79","132,899,326.17","116,864,010.07"
