科目,2007-12-31,2008-12-31,2009-12-31,2010-06-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31
货币资金,"183,655,107.74","476,283,571.07","534,610,219.71","498,955,166.63","2,638,580,804.74","2,145,882,129.39","1,696,959,721.75","2,055,341,086.53","2,019,058,906.47","2,310,441,370.47","2,111,507,681.48","2,061,671,121.52","1,398,601,170.84","1,483,697,213.78","1,638,500,211.84","2,108,971,787.56","1,896,466,271.19","2,154,839,767.86","1,963,834,601.86","1,985,407,692.09","2,092,699,791.24","8,005,437,637.37","6,559,621,211.87","6,491,678,689.67","4,293,566,046.20","5,297,872,967.18","5,108,465,547.25","11,369,296,929.91","8,097,483,424.21","7,514,142,695.50","5,058,239,187.42","5,778,380,116.69","4,607,788,289.22"
短期借款,"118,000,000.00","465,643,120.73","992,000,000.00","1,263,000,000.00","895,000,000.00","300,000,000.00","300,000,000.00","590,000,000.00","1,190,000,000.00","840,000,000.00","750,000,000.00","600,000,000.00","700,000,000.00","970,000,000.00","1,300,000,000.00","550,000,000.00","832,500,000.00","860,000,000.00","1,573,000,000.00","1,288,000,000.00","1,369,000,000.00","823,000,000.00",,"33,680,346.00",,,,,,"689,090,000.00","677,440,000.00","16,592,250.00",
交易性金融资产,"1,212,685.00",,,,,,,,,,"28,213,491.88","21,408,553.18","19,464,284.98","18,817,273.59","17,433,604.86","20,544,433.98","259,312,696.40","776,428,493.98","982,949,254.52","1,134,398,373.74","59,293,147.60","77,515,774.00","101,633,245.00","62,156,409.00","81,568,032.00","65,293,641.00","66,470,103.00","67,058,334.00","1,440,768,616.86","952,586,480.17","60,506,972.61","1,040,002,322.41","1,870,435,957.98"
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,,,,"200,000.00",,,,,,,,,,,,,,,,"944,812.00","1,480,952.00","1,200,000.00",,,,,,,,,,
应付票据,,,,,,"2,000,000.00","2,000,000.00","300,000,000.00",,,,,,,,,,"391,000,000.00",,,,,,,,,,,,,,,
应收账款,"21,847,744.74","28,600,216.53","59,709,729.90","39,337,407.02","48,286,879.73","62,189,587.69","66,555,266.46","129,160,018.21","109,584,509.51","131,337,348.27","124,390,913.88","96,159,286.93","177,668,583.79","169,618,683.52","160,794,479.40","209,618,087.30","98,010,688.51","106,114,423.91","85,927,034.04","76,371,995.05","111,245,428.30","103,684,306.73","75,577,376.54","104,604,641.40","101,548,435.64","116,207,889.16","157,011,634.81","213,753,087.50","486,904,718.99","630,280,957.83","644,421,122.07","867,076,294.63","980,037,358.03"
应付账款,"212,282,431.93","314,715,727.46","635,171,163.69","595,325,068.92","1,148,339,057.80","1,113,322,068.00","1,175,615,535.29","1,541,921,982.18","2,118,867,978.49","1,841,922,298.42","2,106,020,525.66","2,679,443,649.38","3,314,876,127.54","2,812,390,743.02","3,173,290,150.52","3,969,633,019.48","3,990,155,727.93","3,757,775,443.10","3,519,447,952.54","4,032,530,531.84","5,064,426,875.35","5,054,712,454.87","4,658,723,257.75","5,947,890,593.26","5,201,025,838.15","5,191,171,711.10","4,667,511,291.16","5,632,585,237.54","6,495,402,480.76","5,246,817,677.15","5,444,786,381.50","6,466,030,032.57","7,591,380,822.75"
预付款项,"63,602,499.24","216,654,707.67","379,544,817.70","379,255,904.24","398,513,590.17","411,850,273.90","468,410,015.40","531,216,072.54","649,409,774.84","831,788,562.80","857,808,105.14","807,764,175.31","761,591,379.31","677,152,942.06","884,113,615.65","959,039,714.00","925,650,054.18","1,135,349,215.92","1,026,179,404.14","1,142,628,819.75","1,302,376,684.90","1,122,549,759.64","1,213,968,565.90","1,439,758,639.62","1,063,044,343.05","1,286,591,461.71","1,366,184,102.57","1,379,319,288.72","1,442,997,366.09","1,513,319,080.20","1,680,772,491.90","1,446,856,179.84","1,904,231,793.86"
预收款项,"27,651,435.85","59,126,952.19","131,292,692.02","151,388,344.06","244,181,209.61","313,582,215.33","248,051,270.15","381,579,220.21","446,363,973.44","528,404,622.32","506,927,816.59","676,589,752.26","702,308,061.29","893,286,011.55","779,421,505.67","908,915,858.83","914,818,417.93","968,883,743.88","875,348,792.82","998,302,078.65","953,977,444.06","1,111,632,359.72","1,057,827,347.36","1,047,230,225.03","1,212,202,385.57","1,202,310,791.22","1,237,727,547.22","1,454,777,869.51","1,531,640,655.52","1,745,063,932.28","1,670,338,868.16","1,988,933,292.84","1,837,103,106.96"
其他应收款,"123,172,099.57","195,423,626.96","234,932,542.21","190,647,079.60","219,807,214.69","430,532,494.04","620,404,231.59","708,768,931.78","806,917,816.47","999,672,434.58","948,872,404.46","934,085,160.65","999,173,620.66","878,558,547.64","766,453,478.39","842,186,306.65","863,545,237.85","989,531,311.11","891,926,959.38","613,572,290.58","779,803,261.08","803,080,267.52","1,095,728,457.71","720,660,396.75","767,350,426.02","741,555,460.97","861,107,432.11","945,701,660.08","1,221,020,304.00","1,088,479,908.96","1,066,497,870.39","1,169,470,171.17","812,055,491.23"
