科目,2007年度,2008年度,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
处置固定资产、无形资产和其他长期资产收回的现金净额,"34,500.00","909,485.00","200,859.04","186,656.00","387,856.00","509,856.00","3,323,876.00","5,129,890.00","7,486,022.00","7,830,837.00","13,666,575.49","16,303,940.00","82,329,655.70","84,575,467.20","113,138,837.95","4,926,487.00","36,431,765.43","89,164,983.47","102,191,741.49","30,073,820.59","37,366,957.99","41,545,013.00","2,688,220.96","29,071.84","24,750.00","8,052,379.30","11,854,724.35","68,000.00","531,198.64","743,569.59","728,087.35","7,678,528.47","10,484,512.15","18,344,912.86","18,158,619.94","115,248.04","783,149.84","1,010,573.50","591,566.38","31,231.59"
筹资活动产生的现金流量净额,"68,566,537.46","101,730,984.40","-26,668,439.27","51,553,944.65","1,051,415,077.50","977,775,341.04","923,087,185.88","59,700,933.68","-55,268,694.68","-89,527,635.33","-140,998,390.14","50,887,293.41","-3,517,587.17","-23,224,749.43","757,671,987.71","-11,979,137.15","-76,388,366.05","-127,970,488.80","-199,221,500.93","7,592,990.93","-74,778,747.33","-113,325,108.69","-196,851,326.45","-65,995,915.54","-79,834,665.80","-87,177,113.44","-78,718,312.44","-31,048,554.57","-239,742,340.03","-110,574,649.79","-242,600,992.87","143,233,202.09","48,630,998.66","-236,866,440.39","-839,385,696.94","27,362,382.43","-222,766,901.43","-274,264,033.58","-336,621,331.12","63,624,099.01"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,924,060.34",,,,"2,878,594.62",
四、汇率变动对现金的影响,"-708,754.69","-1,160,672.23","416,722.67","253,270.45","623,243.30","392,088.90","236,850.55","1,057,381.46","3,474,104.13","5,848,921.55","190,041.77","3,253,619.54","4,261,909.31","5,127,803.14","3,235,269.81","3,381,466.51","6,397,852.33","14,462,296.83","-1,814,848.79","986,271.41","1,302,178.35","762,343.60","2,444,030.73","-766,991.23","-33,243.47","1,476,842.54","12,260,595.00","1,102,769.39","4,487,926.55","9,661,305.19","18,633,239.38","-742,946.36","-1,695,406.11","-6,612,249.48","-7,827,752.55","-5,482,526.53","515,251.66","5,723,033.61","4,791,303.56","-1,689,167.91"
收到其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,"383,619.51","71,555.56",,,"2,077,332.89",,,,,,,,,"12,777.74",,"477,090.40",,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"34,500.00","909,485.00","200,859.04","186,656.00","387,856.00","509,856.00","17,970,397.21","17,966,724.47","25,267,026.54","27,374,357.93","16,368,313.44","16,303,940.00","82,329,655.70","84,575,467.20","615,496,097.98","13,412,447.00","708,285,156.11","1,419,398,479.58","2,879,791,476.99","742,659,029.92","1,369,625,446.83","1,383,622,533.45","2,807,581,719.69","1,165,798,190.84","2,393,416,916.09","3,230,239,898.76","5,985,191,473.49","1,576,444,249.26","2,024,631,429.48","2,762,071,106.31","4,735,051,650.43","1,891,838,888.03","3,366,512,080.98","7,024,138,772.72","15,405,606,965.50","2,292,516,161.10","4,915,470,251.96","7,759,388,707.74","20,461,939,052.96","2,678,246,095.47"
五、现金及现金等价物净增加额,"45,495,945.75","64,931,525.33","21,130,004.86","-8,429,036.96","916,000,585.58","857,046,227.67","737,042,099.68","-23,121,070.99","-56,776,053.36","-78,390,839.59","-264,792,620.53","27,187,563.72","81,093,891.20","105,867,311.38","910,116,367.29","-597,252,955.32","-757,134,932.43","-662,367,318.39","-404,503,506.13","-182,370,497.95","38,307,635.86","-202,929,528.31","-755,741,559.41","355,306,679.04","-56,258,926.82","280,146,638.04","-135,043,239.30","96,792,300.62","8,358,026.26","220,795,134.90","52,748,200.63","32,209,994.22","128,217,478.72","105,207,833.12","2,855,942.61","75,137,929.21","44,681,890.36","243,875,500.55","-29,224,686.98","292,174,119.20"
购建固定资产、无形资产和其他长期资产支付的现金,"138,497,911.11","205,819,498.88","168,718,218.76","56,945,438.19","131,867,348.89","236,207,276.70","331,591,300.05","72,048,820.93","200,444,488.76","307,821,786.55","489,983,840.10","92,794,608.04","120,599,436.40","177,844,426.41","271,740,435.03","146,518,736.14","259,981,678.99","305,973,798.51","376,018,895.86","78,602,515.70","110,865,967.34","149,400,907.52","203,832,034.28","67,941,347.67","120,974,981.00","161,018,445.37","235,789,890.44","42,352,896.46","104,813,353.43","161,359,777.73","252,898,427.36","28,101,894.44","70,725,219.99","106,121,933.40","115,304,513.24","20,310,161.64","69,029,438.96","90,001,320.63","109,764,268.64","33,266,844.17"
期初现金及现金等价物余额,"14,232,469.93","59,728,415.68","124,659,941.01","145,789,945.87","145,789,945.87","145,789,945.87","145,789,945.87","882,832,045.55","882,832,045.55","882,832,045.55","882,832,045.55","618,039,425.02","618,039,425.02","617,495,554.53","618,039,425.02","1,528,155,792.31","1,528,155,792.31","1,528,155,792.31","1,528,155,792.31","1,123,652,286.18","1,123,652,286.18","1,123,652,286.18","1,123,652,286.18","367,910,726.77","367,910,726.77","367,910,726.77","367,910,726.77","232,867,487.47","232,867,487.47","232,867,487.47","232,867,487.47","285,615,688.10","287,325,688.10","287,325,688.10","285,615,688.10","288,471,630.71","288,471,630.71","288,471,630.71","288,471,630.71","259,246,943.73"
投资支付的现金,,"22,500,000.00",,,"4,050,000.00","4,050,000.00","21,290,000.00","8,000,000.00","10,310,000.00","10,310,000.00",,,"2,500,000.00","2,500,000.00","505,000,000.00","500,000,000.00","1,303,025,000.00","1,865,025,000.00","3,047,992,929.14","1,000,000,000.00","1,500,000,000.00","1,801,500,000.00","3,786,953,855.16","648,900,000.00","2,397,499,000.00","3,042,139,000.00","6,313,390,791.64","1,469,600,000.00","1,898,600,000.00","2,557,600,000.00","4,490,862,097.72","1,996,261,020.00","3,371,493,312.78","6,877,881,460.82","14,735,989,739.92","2,346,049,989.19","4,782,369,920.00","7,600,325,480.00","20,617,907,305.00","2,559,454,228.88"
期末现金及现金等价物余额,"59,728,415.68","124,659,941.01","145,789,945.87","137,360,908.91","1,061,790,531.45","1,002,836,173.54","882,832,045.55","859,710,974.56","826,055,992.19","804,441,205.96","618,039,425.02","645,226,988.74","699,133,316.22","723,362,865.91","1,528,155,792.31","930,902,836.99","771,020,859.88","865,788,473.92","1,123,652,286.18","941,281,788.23","1,161,959,922.04","920,722,757.87","367,910,726.77","723,217,405.81","311,651,799.95","648,057,364.81","232,867,487.47","329,659,788.09","241,225,513.73","453,662,622.37","285,615,688.10","317,825,682.32","415,543,166.82","392,533,521.22","288,471,630.71","363,609,559.92","333,153,521.07","532,347,131.26","259,246,943.73","551,421,062.93"
