科目,2007年度,2008年度,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"1,332,141,961.86","1,517,866,004.99","1,670,618,524.48","429,067,478.76","950,017,145.34","1,566,584,208.96","2,290,428,229.07","614,018,665.69","1,378,811,764.89","2,040,410,767.84","2,820,770,687.89","507,861,502.92","1,242,267,393.95","1,853,622,410.04","2,922,837,723.88","715,802,083.46","1,483,215,215.51","2,281,443,140.58","3,389,716,649.69","792,740,505.92","1,603,961,898.67","2,406,422,231.76","2,783,256,390.43","771,564,953.45","1,785,131,300.02","2,680,438,592.31","3,370,834,510.61","875,404,570.24","1,886,976,198.97","2,853,103,289.82","3,815,013,516.72","862,816,388.04","1,961,684,555.62","3,184,845,147.29","4,416,969,269.30","1,008,517,877.46","2,188,521,830.00","3,286,796,707.43","4,395,214,260.54","949,247,638.22"
取得子公司及其他营业单位支付的现金净额,"13,205,682.63",,"13,019,418.82",,,,,,,,,,,,"5,692,020.88","2,885,000.00","2,885,000.00","2,885,000.00",,,,"149,323.04",,,"500,000.00","500,000.00",,,,,,,,,,,,,,
收到的税费返还,"38,389,434.28","57,965,426.62","105,050,232.11","37,504,986.48","77,239,684.16","126,333,766.76","166,308,172.80","65,979,293.97","124,434,489.29","158,838,784.77","193,989,952.78","56,330,677.01","83,173,878.04","131,789,907.61","160,523,485.61","48,814,179.49","102,216,147.37","164,137,729.35","203,072,328.39","78,554,999.31","121,122,778.05","167,099,421.23","202,478,010.11","54,654,896.43","100,042,028.64","162,525,482.99","230,108,779.68","54,967,848.08","103,112,025.08","157,155,203.43","205,027,872.12","50,476,296.95","100,904,537.41","156,384,441.64","214,452,560.76","46,368,870.06","103,439,445.10","153,588,390.00","181,528,104.16","41,851,491.94"
支付其他与投资活动有关的现金,,,"1,231,301.86",,,,,,"1,150.00","2,300.00",,,,,,,"1,150.00","1,150.00",,,,"20,949.63","366,602.94","2,300.00","4,450.00","5,530.00",,"1,096.32","1,096.32",,,"5,652.00","14,297.43","66,628.86",,"7,699.84",,,,"4,584.39"
收到其他与经营活动有关的现金,"1,907,035.27","6,602,724.17","11,809,219.24","4,029,722.91","11,136,282.55","18,949,887.98","21,265,609.57","5,768,970.81","11,526,552.55","25,821,421.84","26,040,277.75","6,086,642.79","19,446,252.79","27,091,070.32","58,472,789.93","15,338,858.33","16,620,299.03","30,809,168.64","94,545,565.60","9,100,725.71","17,260,150.88","38,263,164.62","89,662,495.87","5,578,220.29","13,176,526.42","31,118,434.74","39,882,364.17","13,000,356.73","11,006,860.39","19,380,792.52","42,614,762.78","12,859,242.71","8,094,384.86","32,919,201.75","56,120,056.26","15,374,969.21","15,812,073.80","29,038,950.25","50,231,631.40","13,848,312.75"
投资活动现金流出小计,"151,703,593.74","228,319,498.88","182,968,939.44","56,945,438.19","135,917,348.89","240,257,276.70","352,881,300.05","80,048,820.93","210,755,638.76","318,134,086.55","489,983,840.10","92,794,608.04","123,099,436.40","180,344,426.41","782,432,455.91","649,403,736.14","1,565,892,828.99","2,173,884,948.51","3,424,011,825.00","1,078,602,515.70","1,610,865,967.34","1,951,071,180.19","3,991,152,492.38","716,843,647.67","2,518,978,431.00","3,203,662,975.37","6,549,180,682.08","1,511,953,992.78","2,003,414,449.75","2,718,959,777.73","4,743,760,525.08","2,024,368,566.44","3,442,232,830.20","6,984,070,023.08","14,851,294,253.16","2,366,367,850.67","4,851,399,358.96","7,690,326,800.63","20,727,671,573.64","2,592,725,657.44"
经营活动现金流入小计,"1,372,438,431.41","1,582,434,155.78","1,787,477,975.83","470,602,188.15","1,038,393,112.05","1,711,867,863.70","2,478,002,011.44","685,766,930.47","1,514,772,806.73","2,225,070,974.45","3,040,800,918.42","570,278,822.72","1,344,887,524.78","2,012,503,387.97","3,141,833,999.42","779,955,121.28","1,602,051,661.91","2,476,390,038.57","3,687,334,543.68","880,396,230.94","1,742,344,827.60","2,611,784,817.61","3,075,396,896.41","831,798,070.17","1,898,349,855.08","2,874,082,510.04","3,640,825,654.46","943,372,775.05","2,001,095,084.44","3,029,639,285.77","4,062,656,151.62","926,151,927.70","2,070,683,477.89","3,374,148,790.68","4,687,541,886.32","1,070,261,716.73","2,307,773,348.90","3,469,424,047.68","4,626,973,996.10","1,004,947,442.91"
投资活动产生的现金流量净额,"-151,669,093.74","-227,410,013.88","-182,768,080.40","-56,758,782.19","-135,529,492.89","-239,747,420.70","-334,910,902.84","-62,082,096.46","-185,488,612.22","-290,759,728.62","-473,615,526.66","-76,490,668.04","-40,769,780.70","-95,768,959.21","-166,936,357.93","-635,991,289.14","-857,607,672.88","-754,486,468.93","-544,220,348.01","-335,943,485.78","-241,240,520.51","-567,448,646.74","-1,183,570,772.69","448,954,543.17","-125,561,514.91","26,576,923.39","-563,989,208.59","64,490,256.48","21,216,979.73","43,111,328.58","-8,708,874.65","-132,529,678.41","-75,720,749.22","40,068,749.64","554,312,712.34","-73,851,689.57","64,070,893.00","69,061,907.11","-265,732,520.68","85,520,438.03"
购买商品、接受劳务支付的现金,"1,071,836,027.97","1,143,999,410.58","1,264,352,390.75","376,048,579.99","833,740,843.17","1,283,247,685.02","1,884,690,059.60","582,821,263.98","1,076,927,193.35","1,522,745,849.83","2,106,965,734.47","387,606,190.64","942,150,328.03","1,337,893,511.56","2,178,770,490.81","567,503,451.21","1,083,132,764.55","1,734,538,474.18","2,630,175,171.53","515,872,007.97","973,886,071.90","1,500,900,014.75","1,623,795,664.25","579,856,126.22","1,258,849,231.56","1,821,801,899.50","2,156,838,657.97","616,835,647.27","1,284,422,161.64","2,032,018,543.31","2,807,308,674.09","630,636,291.29","1,370,727,460.19","2,271,689,069.52","3,325,998,847.38","673,271,711.81","1,580,680,124.87","2,263,325,441.10","3,036,336,954.25","591,242,134.98"
吸收投资收到的现金,"30,500,000.00","11,450,000.00","150,000.00",,"1,167,050,000.00","1,167,050,000.00","1,167,050,000.00","500,000.00","600,000.00","1,100,000.00","1,348,157.00",,,"20,248,940.60","39,202,940.60",,"395,936.52","395,936.52","5,294,525.73",,"4,900,000.00","4,900,000.00","4,900,000.00",,,,,,,,,,,,,,,,,"63,963,120.00"
支付给职工以及为职工支付的现金,"104,462,602.89","142,344,210.98","164,801,469.62","51,142,751.41","101,196,863.56","154,249,589.30","226,731,872.89","69,504,627.60","143,486,581.49","208,034,323.13","268,184,169.35","86,160,848.52","169,028,116.54","251,872,319.25","344,533,886.72","97,996,741.47","194,828,074.46","294,648,456.64","412,163,994.92","120,832,700.61","231,401,933.47","347,839,842.78","481,229,163.06","146,118,746.62","271,416,927.38","400,078,701.47","548,399,531.47","150,501,156.99","294,418,893.98","433,072,959.32","594,096,414.36","169,021,806.82","351,504,291.01","502,862,915.53","668,066,341.13","175,450,639.95","326,516,900.60","477,060,903.28","660,825,104.32","164,821,062.90"
取得借款收到的现金,"215,800,000.00","571,250,000.00","470,058,570.00","161,400,000.00","253,051,600.00","322,513,200.00","384,053,600.00","117,126,000.00","188,813,800.00","329,397,200.00","422,146,600.00","115,438,700.00","229,438,700.00","335,084,000.00","434,084,000.00","89,761,470.57","149,143,053.82","244,452,050.72","303,452,050.72","117,574,856.00","156,157,618.40","200,307,316.40","269,307,316.40","85,464,647.33","206,415,596.74","431,415,596.74","586,415,596.74","15,000,000.00","50,000,000.00","433,000,000.00","497,000,000.00","145,000,000.00","178,000,000.00","283,097,710.14","649,263,115.26","265,398,900.00","291,401,900.00","522,901,900.00","732,301,900.00","144,550,000.00"
支付的各项税费,"25,900,582.42","45,419,351.33","55,609,823.74","25,545,051.69","60,429,520.55","81,582,661.29","114,219,424.54","29,763,832.49","67,377,243.52","111,517,523.91","181,154,075.16","21,145,840.84","58,344,739.15","108,096,143.75","156,086,382.76","31,261,482.20","77,924,144.58","119,190,487.95","161,295,210.55","56,301,996.06","106,452,504.92","162,764,845.31","197,065,269.40","85,365,915.10","126,398,561.52","177,936,992.18","259,159,279.31","57,740,312.78","112,595,314.94","162,443,625.24","222,954,276.80","58,299,181.26","102,830,273.33","148,784,374.82","241,196,705.50","47,932,244.46","98,447,392.88","154,552,062.37","209,127,941.57","59,359,496.67"
收到其他与筹资活动有关的现金,"112,400,000.00",,,,,,,,,,,"32,519,961.67","32,519,961.67","32,519,961.67","32,519,961.67","55,428,910.07","90,880,184.24","95,389,875.14","55,428,910.07","7,629,433.94","9,813,146.24","20,916,787.24","10,997,079.24","270,000.00","270,000.00","2,370,000.00","6,525,000.00","8,316,000.00","2,316,000.00","2,316,000.00","2,316,000.00","2,310,000.00","600,000.00","600,000.00","2,310,000.00",,,,"1,030,000.00",
支付其他与经营活动有关的现金,"40,931,961.41","58,899,955.85","72,564,489.86","21,343,274.93","43,534,127.10","74,161,709.66","103,731,688.32","25,474,496.07","46,474,638.96","86,725,674.77","134,865,684.94","25,828,623.91","54,244,991.30","94,908,196.53","146,297,771.43","35,857,441.94","75,703,424.15","122,385,277.29","142,946,975.08","42,395,800.81","77,579,591.96","123,198,231.25","151,070,290.70","47,342,239.59","92,514,637.26","134,994,931.34","181,024,498.98","56,047,828.69","87,263,253.87","123,507,006.98","152,871,957.60","45,945,231.43","88,618,817.97","142,194,657.46","156,523,312.55","46,497,357.63","99,266,283.42","131,131,047.52","152,346,134.70","44,805,998.29"
筹资活动现金流入小计,"358,700,000.00","582,700,000.00","470,208,570.00","161,400,000.00","1,420,101,600.00","1,489,563,200.00","1,551,103,600.00","117,626,000.00","189,413,800.00","330,497,200.00","423,494,757.00","147,958,661.67","261,958,661.67","387,852,902.27","1,296,206,902.27","145,190,380.64","240,419,174.58","340,237,862.38","364,175,486.52","125,204,289.94","170,870,764.64","226,124,103.64","285,204,395.64","85,734,647.33","206,685,596.74","433,785,596.74","592,940,596.74","23,316,000.00","52,316,000.00","435,316,000.00","499,316,000.00","147,310,000.00","178,600,000.00","283,697,710.14","651,573,115.26","265,398,900.00","291,401,900.00","522,901,900.00","733,331,900.00","208,513,120.00"
经营活动现金流出小计,"1,243,131,174.69","1,390,662,928.74","1,557,328,173.97","474,079,658.02","1,038,901,354.38","1,593,241,645.27","2,329,373,045.35","707,564,220.14","1,334,265,657.32","1,929,023,371.64","2,691,169,663.92","520,741,503.91","1,223,768,175.02","1,792,770,171.09","2,825,688,531.72","732,619,116.82","1,431,588,407.74","2,270,762,696.06","3,346,581,352.08","735,402,505.45","1,389,320,102.25","2,134,702,934.09","2,453,160,387.41","858,683,027.53","1,749,179,357.72","2,534,812,524.49","3,145,421,967.73","881,124,945.73","1,778,699,624.43","2,751,042,134.85","3,777,231,322.85","903,902,510.80","1,913,680,842.50","3,065,531,017.33","4,391,785,206.56","943,151,953.85","2,104,910,701.77","3,026,069,454.27","4,058,636,134.84","860,228,692.84"
偿还债务支付的现金,"21,000,000.00","370,600,000.00","472,591,900.00","104,000,870.00","340,112,670.00","479,112,670.00","564,864,270.00","52,461,600.00","201,502,000.00","335,423,800.00","443,555,800.00","93,600,982.00","214,760,982.00","316,699,682.00","384,699,682.00","146,813,482.00","220,220,132.57","313,081,535.82","387,515,532.72","104,168,182.00","177,493,038.00","236,575,800.40","291,225,498.40","140,168,182.00","191,632,829.33","315,583,778.74","410,415,596.74","50,000,000.00","150,168,182.00","430,168,182.00","480,168,182.00",,"25,168,182.00","408,168,182.00","1,257,168,182.00","230,924,168.75","337,367,668.75","532,067,792.14","792,833,197.26","140,068,182.00"
经营活动产生的现金流量净额,"129,307,256.72","191,771,227.04","230,149,801.86","-3,477,469.87","-508,242.33","118,626,218.43","148,628,966.09","-21,797,289.67","180,507,149.41","296,047,602.81","349,631,254.50","49,537,318.81","121,119,349.76","219,733,216.88","316,145,467.70","47,336,004.46","170,463,254.17","205,627,342.51","340,753,191.60","144,993,725.49","353,024,725.35","477,081,883.52","622,236,509.00","-26,884,957.36","149,170,497.36","339,269,985.55","495,403,686.73","62,247,829.32","222,395,460.01","278,597,150.92","285,424,828.77","22,249,416.90","157,002,635.39","308,617,773.35","295,756,679.76","127,109,762.88","202,862,647.13","443,354,593.41","568,337,861.26","144,718,750.07"
分配股利、利润或偿还利息支付的现金,"49,902,349.26","46,429,982.27","23,985,109.27","5,845,185.35","17,524,037.50","21,525,373.96","60,334,979.12","5,463,466.32","43,052,559.59","84,448,346.25","88,417,385.47","3,470,386.26","50,682,483.41","94,320,657.33","97,918,586.64","10,356,035.79","57,109,146.65","109,953,881.51","162,784,375.49","12,838,570.84","58,063,238.37","92,691,574.37","186,405,223.69","7,152,380.87","92,128,947.04","204,557,623.65","258,046,371.98","4,364,554.57","131,078,426.22","107,385,983.39","259,438,810.87","4,076,797.91","104,800,819.34","110,395,968.53","230,760,630.20","7,112,348.82","175,901,132.68","264,198,141.44","269,202,563.41","4,820,838.99"
收回投资收到的现金,,,,,,,"14,160,000.00","12,803,505.00","17,303,505.00","17,303,505.00",,,,,"500,000,000.00",,"650,000,000.00","1,295,025,000.00","2,725,000,000.00","700,000,000.00","1,300,000,000.00","1,300,000,000.00","2,736,000,000.00","1,157,770,000.00","2,375,588,000.00","3,192,001,158.12","5,901,698,129.08","1,558,618,174.32","1,964,236,609.69","2,702,916,609.69","4,641,835,398.34","1,860,904,719.41","3,306,145,983.93","6,926,325,646.94","15,275,986,047.60","2,283,989,573.28","4,891,951,667.82","7,726,468,111.06","20,411,007,142.49","2,667,524,574.66"
支付其他与筹资活动有关的现金,"219,231,113.28","63,939,033.33","300,000.00",,"11,049,815.00","11,149,815.00","2,817,165.00",,"127,935.09","152,689.08","32,519,961.67",,"32,783.43","57,312.37","55,916,645.92",,"39,478,261.41","45,172,933.85","13,097,079.24","604,546.17","10,093,235.60","10,181,837.56","4,425,000.00","4,410,000.00","2,758,486.17","821,307.79","3,196,940.46",,"10,811,731.81","8,336,484.40","2,310,000.00",,,"2,000,000.00","3,030,000.00",,"900,000.00","900,000.00","7,917,470.45",
取得投资收益收到的现金,,,,,,,"486,521.21","33,329.47","477,499.54","2,240,015.93","2,701,737.95",,,,"2,357,260.03","8,485,960.00","21,853,390.68","35,208,496.11","52,599,735.50","12,585,209.33","32,258,488.84","42,077,520.45","68,509,879.22","7,927,563.44","17,804,166.09","30,186,361.34","69,561,287.17","17,758,074.94","59,863,621.15","58,410,927.03","92,488,164.74","23,255,640.15","49,881,584.90","79,468,212.92","105,538,237.62","8,398,562.04","22,735,434.30","31,432,932.78","47,461,749.47","10,690,289.22"
筹资活动现金流出小计,"290,133,462.54","480,969,015.60","496,877,009.27","109,846,055.35","368,686,522.50","511,787,858.96","628,016,414.12","57,925,066.32","244,682,494.68","420,024,835.33","564,493,147.14","97,071,368.26","265,476,248.84","411,077,651.70","538,534,914.56","157,169,517.79","316,807,540.63","468,208,351.18","563,396,987.45","117,611,299.01","245,649,511.97","339,449,212.33","482,055,722.09","151,730,562.87","286,520,262.54","520,962,710.18","671,658,909.18","54,364,554.57","292,058,340.03","545,890,649.79","741,916,992.87","4,076,797.91","129,969,001.34","520,564,150.53","1,490,958,812.20","238,036,517.57","514,168,801.43","797,165,933.58","1,069,953,231.12","144,889,020.99"
