科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31
货币资金,"310,578,273.61","334,623,409.03","276,452,071.50","85,183,087.86","23,661,770.81","29,348,534.28","36,392,301.66","75,607,146.53","28,175,816.22","216,046,050.96","108,982,543.71","101,927,292.60","150,066,539.80","236,602,075.46","133,935,103.34","194,377,016.62","173,808,835.97","170,871,714.01","225,682,413.17","135,957,879.22","108,881,400.15","96,621,310.51","146,038,667.52","100,274,792.43","173,459,732.24","76,412,185.28","107,479,024.35","139,082,937.61","150,815,561.85","157,508,666.51","123,676,240.81","99,156,527.30","995,375,521.31","645,692,614.22","867,864,160.86","773,008,996.95","888,887,985.42","628,584,014.57","397,574,774.44","471,825,684.12","426,743,996.29","382,669,578.29","393,423,079.60","727,485,711.67"
短期借款,"304,940,000.00","395,303,500.00","364,153,500.00","209,840,000.00","182,140,000.00","176,640,000.00","162,940,000.00","133,500,000.00","135,978,271.00","73,010,000.00","69,010,000.00","51,010,000.00","98,650,000.00","164,500,000.00","142,500,000.00","177,014,877.00","188,500,000.00","208,500,000.00","187,300,000.00","200,740,000.00","185,945,545.35","234,269,844.71","218,077,128.74","208,100,000.00","237,957,590.29","197,957,590.29","335,100,000.00","353,000,000.00","391,331,888.00","435,331,888.00","424,000,000.00","402,500,000.00","427,500,000.00","427,500,000.00","397,660,000.00","337,660,000.00","284,160,000.00","247,000,000.00","101,000,000.00","160,000,000.00","220,000,000.00","225,000,000.00","230,000,000.00","75,000,000.00"
交易性金融资产,"24,336,000.00",,,"231,100.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,"10,000.00",,,,,,,,,,"5,250,000.00","250,000.00","452,682.00","300,000.00","2,248,199.00",,"1,550,000.00","500,000.00","1,000,000.00","980,000.00","11,974,090.00","14,115,628.34","39,690,000.00","40,786,294.17","63,399,000.00","10,967,048.65","7,265,767.78","18,497,862.04","4,584,495.29","10,955,688.41","38,578,891.82","15,625,283.41","19,603,756.61","11,340,498.30","6,704,939.50","23,257,785.05","55,813,877.91","36,333,059.24","36,670,219.44","57,423,788.40","47,906,631.65","69,848,735.48","30,350,401.62"
应付票据,"53,368,265.00","108,108,000.00","109,118,395.74","7,010,395.74",,,,,,"10,000,000.00","10,000,000.00","2,869,755.00","4,137,100.25","6,975,476.64","16,179,254.67","29,982,180.72","47,752,228.88","35,703,508.19","41,245,972.36","27,771,351.87","56,937,740.23","54,014,641.13","74,364,545.21","55,456,079.25","60,713,202.96","62,247,942.16","42,157,501.79","40,024,409.55","43,129,637.71","59,679,637.71","39,021,901.36","46,883,451.28","45,317,990.72","52,966,015.00","62,332,735.50","37,882,340.50","30,703,620.00","56,060,000.00","44,092,400.00","23,809,999.27","21,390,879.27","28,652,760.00","19,991,880.00","33,015,271.10"
应收账款,"35,851,326.48","31,786,099.06","70,478,674.41","95,097,149.77","120,336,491.96","84,004,194.03","65,363,305.52","80,057,541.27","54,921,301.03","65,702,297.95","128,308,247.79","151,449,162.50","175,974,810.15","135,748,728.43","169,631,226.85","102,917,904.88","75,660,032.14","165,394,591.72","161,435,309.99","177,176,650.12","202,254,977.16","196,154,734.37","219,741,781.63","227,386,420.71","151,717,933.41","276,079,129.12","228,555,131.24","237,807,742.96","191,809,644.92","290,589,335.95","244,243,060.41","196,187,177.92","197,627,398.06","221,075,865.80","224,940,465.77","201,512,063.66","213,587,056.27","244,230,375.25","228,925,932.43","242,797,978.32","216,581,276.43","291,962,629.74","252,651,305.28","204,272,568.01"
应付账款,"40,201,596.18","85,796,475.54","86,323,639.90","120,365,620.83","141,917,726.31","107,254,349.17","51,455,698.98","83,915,371.45","64,762,197.77","245,616,193.17","279,000,919.58","216,311,501.67","240,103,467.59","204,660,849.44","196,421,307.18","496,476,175.56","466,617,490.61","571,534,141.61","225,512,704.46","236,772,880.18","270,888,388.58","263,749,728.52","271,216,151.99","299,275,956.74","285,304,295.40","452,880,485.08","386,017,718.59","305,049,572.99","300,325,120.19","338,767,293.84","312,669,508.02","293,204,615.75","287,429,850.64","310,303,224.18","320,011,944.91","335,163,040.18","250,715,726.98","246,382,442.86","214,668,129.36","261,600,254.27","220,354,187.53","264,387,692.69","228,589,412.30","280,091,341.09"
预付款项,"80,778,783.13","105,943,849.17","102,766,102.04","54,270,559.57","71,930,125.27","78,244,103.77","114,063,121.23","75,358,836.23","90,464,015.53","137,698,209.37","260,314,930.37","89,839,668.64","137,732,812.30","290,013,914.74","216,677,874.33","68,421,853.69","109,771,065.90","123,163,344.98","94,466,632.18","89,047,889.87","136,676,689.06","133,658,027.74","201,580,811.17","104,767,293.24","117,268,873.76","111,479,280.97","63,164,129.87","56,533,637.64","96,513,909.43","62,242,143.64","19,375,692.62","8,983,437.02","14,376,404.74","17,210,178.25","85,693,590.94","88,257,377.19","82,752,126.94","96,452,057.85","111,285,950.28","33,137,120.58","41,160,608.61","45,134,242.22","44,068,581.07","37,958,801.81"
预收款项,"172,181,542.49","159,045,895.00","179,879,440.07","281,932,431.55","234,253,286.38","229,570,113.30","281,742,747.73","123,722,900.91","56,063,594.44","73,367,725.80","84,425,892.63","123,744,579.68","82,064,846.90","55,295,296.66","51,824,094.92","57,423,457.28","79,046,045.24","58,503,679.57","61,628,873.71","117,570,595.65","115,307,136.71","112,044,890.58","125,086,382.59","108,983,092.62","129,933,857.18","149,816,262.86","122,131,683.60","116,749,584.78","115,761,266.32","123,562,736.45","121,282,059.87","122,045,311.44","118,755,087.74","119,987,080.18","115,582,119.54","115,568,282.86","24,016,634.84","22,801,879.50","27,721,435.94","16,710,403.37","16,896,718.43","20,108,482.05","32,889,030.85","23,667,679.63"
