科目,2008年度,2009年度,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
一、营业收入,"1,369,795,271.84","1,491,516,034.13","2,289,564,158.15","616,598,879.69","1,251,458,618.46","2,100,788,222.81","2,822,108,246.79","686,228,428.18","1,331,615,339.87","1,840,300,590.83","2,258,674,843.34","486,678,854.28","866,168,583.46","1,387,592,266.12","1,891,983,558.54","406,706,801.08","908,468,176.52","1,377,397,131.13","1,898,090,680.35","356,004,151.95","798,033,818.73","1,158,960,580.61","1,522,819,690.11","341,527,357.48","706,638,289.48","1,112,456,953.03","1,798,295,099.38","606,416,939.95","1,257,954,071.60","2,022,573,531.44","2,935,253,296.10","812,916,096.00","1,651,298,666.95","2,604,173,454.98","3,559,881,312.66","782,986,757.77"
二、营业利润,"240,704,173.85","115,437,526.83","239,392,403.99","46,296,980.01","106,632,406.06","197,874,100.56","237,719,475.30","40,111,325.64","116,671,871.73","108,783,724.41","68,446,904.24","-50,599,790.05","-38,646,719.16","-95,263,935.86","-8,718,654.24","20,528,975.46","28,468,415.00","22,283,250.58","17,029,414.60","-28,569,559.27","63,806,239.40","50,613,635.27","57,438,493.23","-26,771,553.35","-31,830,278.24","-10,012,625.17","107,461,515.56","21,464,632.92","75,703,993.56","183,256,765.80","225,437,449.83","80,152,619.12","202,966,007.50","366,151,025.94","524,707,829.34","84,512,908.11"
减:营业成本,"1,004,578,005.68","1,306,698,682.33","1,891,060,551.98","512,045,054.50","1,043,850,197.71","1,725,135,658.49","2,329,659,051.50","566,441,653.25","1,045,882,142.53","1,478,485,597.19","1,887,299,580.37","440,386,946.62","725,476,186.12","1,218,691,083.60","1,581,197,423.06","304,523,087.76","690,004,414.68","1,045,814,553.12","1,449,019,071.62","287,362,211.40","685,677,322.50","975,101,927.91","1,246,916,975.37","283,352,633.55","576,665,143.05","855,945,504.28","1,309,330,821.36","465,908,029.77","923,080,649.94","1,475,730,181.47","2,211,462,463.76","600,242,478.72","1,218,452,892.89","1,904,741,354.23","2,596,051,306.29","632,138,408.77"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"14,179,600.29","6,723,847.03","9,211,323.36","4,613,964.89","11,320,013.15","17,056,015.04","21,683,266.71","2,084,456.27","5,568,802.13","7,643,113.02","9,303,163.58","3,327,125.17","4,822,758.24","9,502,399.82","12,744,954.05","6,134,607.49","9,922,575.52","14,755,156.10","21,355,423.87","4,412,430.05","9,292,132.31","12,483,363.46","14,925,203.07","5,579,065.38","8,899,578.30","13,669,126.31","31,140,507.81","10,588,736.70","19,954,875.12","26,628,400.30","36,315,801.40","14,029,654.76","21,951,748.77","31,413,526.18","38,773,924.85","6,357,624.40"
营业外收入,"6,626,043.50","31,139,561.25","20,763,164.42","3,652,142.62","8,416,694.42","10,289,639.29","31,556,549.66","2,887,407.49","20,495,237.28","25,264,465.79","32,725,912.37","4,480,016.22","41,207,752.27","44,981,003.27","25,553,399.63","9,041,177.78","14,375,772.19","44,517,940.39","75,324,963.59","6,178,339.50","11,907,893.86","26,768,460.74","31,564,701.28","26,429,357.00","38,273,113.33","39,338,295.20","42,666,235.91","5,564,497.63","6,615,188.73","9,236,919.33","3,002,778.27","78,363.90","136,140.81","535,226.85","10,521,583.16","6,249,136.91"
销售费用,"8,528,296.88","12,214,796.96","16,945,624.04","6,407,201.44","12,808,976.91","20,280,694.91","28,161,903.92","7,874,867.78","15,215,831.56","21,357,741.22","26,822,174.10","5,283,733.97","9,926,199.65","15,995,704.77","16,828,989.94","963,226.67","38,875,215.33","79,354,940.75","118,022,347.65","28,433,461.54","53,630,761.59","78,539,007.51","99,217,001.14","31,643,690.31","59,293,029.88","86,417,623.54","123,067,165.73","31,850,095.44","74,581,887.08","104,291,879.76","129,465,764.21","21,406,393.00","38,348,916.72","45,656,836.77","59,359,127.15","10,150,968.83"
减:营业外支出,"3,223,972.63","2,223,010.23","1,103,250.52","1,820.00","26,508.70","1,083,536.60","1,269,915.60","1,865.60","140,549.97","896,168.12","1,504,059.48","220,334.00","293,506.73","877,212.84","2,147,705.90","10,000.00","529,768.20","736,566.89","917,679.19","131,910.73","631,504.79","930,398.79","948,950.67","131,183.74","214,353.95","241,108.86","15,173,495.05","524,335.55","404,041.42","720,502.75","6,400,120.41","1,496,622.73","1,910,885.43","2,955,794.79","79,261,259.99","1,131,920.01"
管理费用,"55,084,827.60","52,260,400.85","71,478,772.31","20,986,250.43","43,736,211.41","72,780,591.64","102,986,542.76","44,246,847.38","83,023,422.75","119,869,963.77","169,500,767.13","50,535,665.97","89,475,474.51","128,815,454.64","168,533,546.32","35,395,669.41","69,487,063.39","105,101,976.73","127,649,845.99","31,195,676.76","64,879,312.25","101,372,270.86","131,223,362.43","31,106,828.70","57,161,973.96","87,645,617.56","131,826,895.61","50,335,669.59","88,004,223.77","124,139,763.26","199,015,314.03","68,803,902.59","120,855,314.71","181,887,432.77","250,019,037.14","54,174,216.63"
其中:非流动资产处置净损失,"1,186,775.63",,,,,,"59,052.97",,,,"3,052.14",,,,,,,,,,,,"80,517.06",,,,"14,838,245.39","242,313.01","116,431.34","116,431.34",,,,,,
