科目,2012-12-31,2013-12-31,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
应交税费,"16,734,108.10","16,095,023.68","31,053,267.72","79,173,981.75","34,476,460.68","31,684,143.22","14,099,651.81","32,045,409.97","35,863,999.22","36,796,074.92","30,520,518.94","67,472,723.79","52,387,094.47","41,030,583.57","22,792,030.99","73,103,581.28","63,898,462.86"
应收利息,,,,,,,,,,,,,,,,,
应付利息,"1,321,032.15","1,082,289.98","1,065,350.00","1,051,050.00","780,500.00",,,,,,,,,,,,
应收股利,,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,,,,,,
存货,"567,893,010.34","526,519,896.55","582,161,853.50","523,203,897.03","537,236,511.27","573,841,477.52","601,516,483.40","586,671,733.55","673,730,906.03","736,689,728.38","653,904,443.06","583,169,380.11","548,648,252.97","570,428,643.18","543,967,167.46","540,315,466.74","545,081,143.71"
其他应付款,"72,720,313.69","72,114,899.80","70,642,042.26","73,399,050.30","78,685,209.48","83,898,470.49","86,842,164.49","95,143,412.61","80,708,597.27","86,162,585.01","68,904,401.31","63,870,053.36","69,249,922.96","89,286,221.59","84,054,379.16","80,503,358.48","98,615,743.60"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,"96,831.29",,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,,,,,,
其他流动资产,,,"2,511,465.04",,,,"23,291,165.39","2,177,980.17","17,820,060.55","9,715,980.55","2,347,759.51","1,284,351.04","238,286.44","74,764.85","171,314,499.14","196,645,294.88","197,220,713.15"
其他流动负债,"80,000.00","1,101,470.43","1,294,883.61","6,373,614.04","11,897,531.02","8,239,658.39","913,913.65","6,514,615.78","10,124,816.71","7,122,818.54","2,228,800.55","5,571,301.79","10,040,164.25","8,255,770.23","3,133,172.94","5,652,442.74","10,648,279.89"
流动资产合计,"901,344,565.09","875,640,254.59","976,328,994.98","996,272,814.54","1,613,354,397.24","1,171,447,349.13","1,220,339,170.46","1,262,593,565.26","1,257,240,479.20","1,266,340,078.87","1,282,576,480.40","1,375,697,767.65","1,388,697,417.26","1,505,802,490.90","1,531,637,673.32","1,654,373,023.87","1,594,423,673.51"
流动负债合计,"954,249,316.88","856,587,017.63","853,974,477.66","818,967,384.50","721,019,542.26","283,361,043.54","318,619,939.94","294,852,500.56","327,062,576.08","292,428,195.69","273,150,566.35","251,447,412.51","265,054,953.05","325,843,798.32","342,411,002.81","347,183,079.08","339,428,491.96"
可供出售金融资产,,,,,,,,,,,,,,,,,
长期借款,,,,,,,,,,,,,,,,,
持有至到期投资,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,
长期股权投资,,,,,,,,,,,,,,,,,
专项应付款,,,,,,,,,,,,,,,,,
投资性房地产,"27,894,750.24","26,443,578.27","24,992,406.28","24,629,613.26","24,266,820.28","23,904,027.28","23,541,234.31","23,178,441.29","22,815,648.29","22,452,855.29","22,090,062.31","27,091,477.12","26,644,282.27","26,197,087.39","25,749,892.55","25,302,697.66","24,855,502.80"
预计负债,,,,,,,,,,,,,,,,,
固定资产,"297,487,844.71","373,751,255.61","434,188,289.14","426,522,813.83","423,492,223.53","419,553,556.43","439,965,156.51","443,783,197.42","483,878,613.05","481,391,998.68","526,373,743.00","510,310,998.11","500,343,108.81","490,902,362.78","502,363,676.37","494,596,080.34","487,538,271.83"
递延所得税负债,,,,,,,,,,,,,,,,,"1,831,555.13"
在建工程,"170,628,748.03","103,204,124.28","33,297,809.56","34,616,225.75","36,865,642.23","38,595,148.91","29,209,749.73","40,075,307.50","53,474,725.91","55,153,206.08","11,388,831.77","18,743,836.72","23,048,869.82","33,573,287.59","15,992,602.56","19,434,573.79","19,864,694.03"
其他非流动负债,,,,,,,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,,
非流动负债合计,"50,098,891.19","50,092,332.59","48,582,440.63","48,204,967.64","47,827,494.65","47,450,013.66","50,101,706.67","49,753,399.68","49,405,092.69","49,090,952.49","48,837,874.68","48,584,105.19","48,311,868.10","48,010,127.68","47,642,360.16","47,200,396.41","48,589,987.79"
固定资产清理,,,,"1,295.27",,"3,984.89",,,,,,,,,,,
负债合计,"1,004,348,208.07","906,679,350.22","902,556,918.29","867,172,352.14","768,847,036.91","330,811,057.20","368,721,646.61","344,605,900.24","376,467,668.77","341,519,148.18","321,988,441.03","300,031,517.70","313,366,821.15","373,853,926.00","390,053,362.97","394,383,475.49","388,018,479.75"
生产性生物资产,,,,,,,,,,,,,,,,,
实收资本(或股本),"162,000,000.00","162,000,000.00","162,000,000.00","162,000,000.00","216,000,000.00","216,000,000.00","216,000,000.00","216,000,000.00","216,000,000.00","216,000,000.00","216,000,000.00","216,000,000.00","216,000,000.00","388,800,000.00","388,800,000.00","388,800,000.00","388,800,000.00"
油气资产,,,,,,,,,,,,,,,,,
资本公积,"194,853,833.78","194,853,833.78","194,853,833.78","194,853,833.78","802,094,713.34","802,094,713.34","802,094,713.34","802,094,713.34","802,094,713.34","802,094,713.34","802,094,713.34","802,094,713.34","802,094,713.34","629,294,713.34","629,294,713.34","629,294,713.34","629,294,713.34"
无形资产,"73,504,746.21","71,744,959.87","70,603,269.50","70,071,538.49","69,141,499.86","68,374,336.06","68,093,926.22","67,525,304.94","67,277,252.77","68,212,382.43","69,095,295.81","68,575,452.58","68,040,854.46","68,657,259.30","67,633,155.67","67,324,225.90","66,494,011.09"
盈余公积,"18,853,445.69","33,108,625.14","46,370,221.02","46,370,221.02","46,370,221.02","46,370,221.02","60,555,970.91","60,555,970.91","60,555,970.91","60,555,970.91","73,026,178.85","73,026,178.85","73,026,178.85","73,026,178.85","89,412,259.40","89,412,259.40","89,412,259.40"
开发支出,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,
商誉,,,,,,,,,,,,,,"149,200.00","256,632.02","256,632.02",
未分配利润,"157,974,168.90","228,360,142.41","315,496,164.87","358,397,890.11","402,072,828.80","442,967,121.96","426,313,650.93","499,029,070.84","481,459,966.98","522,903,453.50","532,364,456.45","632,539,820.32","623,394,368.80","673,016,932.74","651,896,975.10","757,487,694.85","714,989,207.66"
长期待摊费用,"7,794,629.74","7,198,117.08","5,253,480.07","4,221,892.85","3,932,168.65","6,995,615.32","9,623,168.16","8,515,919.62","9,516,535.42","10,780,701.22","9,079,796.28","8,125,859.13","7,246,423.43","6,213,260.42","6,195,167.40","6,218,703.16","5,602,863.43"
少数股东权益,,,,,,,"10,500,255.52","16,078,113.91","21,151,469.06","25,004,112.45","32,275,077.29","36,671,700.32","31,816,205.92","39,210,540.48","50,026,174.03","58,816,893.63","44,987,441.74"
递延所得税资产,"57,610,002.42","63,242,778.97","75,103,888.43","70,349,598.62","59,561,748.95","70,147,508.92","51,754,462.97","50,515,468.03","53,798,386.68","57,026,409.00","56,007,934.59","50,202,615.22","44,179,332.01","44,751,993.03","47,621,172.73","47,362,561.04","51,625,892.27"
外币报表折算价差,,,,,,,,,,,,,,,,,
其他非流动资产,"1,764,370.00","3,776,882.88","1,509,000.00","2,108,504.44","4,770,299.33","39,221,586.58","41,659,368.95","42,176,565.18","9,728,147.74","6,719,766.81","1,136,722.80","1,615,924.00","1,498,000.00","955,350.00","2,033,512.22","3,326,538.93","5,097,192.93"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,
非流动资产合计,"636,685,091.35","649,361,696.96","644,948,142.98","632,521,482.51","622,030,402.83","666,795,764.39","663,847,066.85","675,770,203.98","700,489,309.86","701,737,319.51","695,172,386.56","684,666,162.88","671,000,870.80","671,399,800.51","667,845,811.52","663,822,012.84","661,078,428.38"
所有者权益(或股东权益)合计,"533,681,448.37","618,322,601.33","718,720,219.67","761,621,944.91","1,466,537,763.16","1,507,432,056.32","1,515,464,590.70","1,593,757,869.00","1,581,262,120.29","1,626,558,250.20","1,655,760,425.93","1,760,332,412.83","1,746,331,466.91","1,803,348,365.41","1,809,430,121.87","1,923,811,561.22","1,867,483,622.14"
资产总计,"1,538,029,656.44","1,525,001,951.55","1,621,277,137.96","1,628,794,297.05","2,235,384,800.07","1,838,243,113.52","1,884,186,237.31","1,938,363,769.24","1,957,729,789.06","1,968,077,398.38","1,977,748,866.96","2,060,363,930.53","2,059,698,288.06","2,177,202,291.41","2,199,483,484.84","2,318,195,036.71","2,255,502,101.89"
负债和所有者(或股东权益)合计,"1,538,029,656.44","1,525,001,951.55","1,621,277,137.96","1,628,794,297.05","2,235,384,800.07","1,838,243,113.52","1,884,186,237.31","1,938,363,769.24","1,957,729,789.06","1,968,077,398.38","1,977,748,866.96","2,060,363,930.53","2,059,698,288.06","2,177,202,291.41","2,199,483,484.84","2,318,195,036.71","2,255,502,101.89"
