科目,2008-12-31,2009-12-31,2010-12-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31
货币资金,"177,282,850.85","357,998,721.46","462,037,187.67","524,987,390.25","331,393,447.36","1,008,936,548.15","816,920,093.87","671,762,113.24","597,527,322.28","1,168,141,201.07","874,676,552.39","1,030,545,666.87","383,608,398.67","402,902,014.10","1,132,815,716.78","1,027,204,555.46","669,151,311.11","363,727,817.03","362,502,060.84","511,050,949.00","601,145,060.98","541,477,793.06","546,836,921.71","688,947,764.32","776,316,772.47","657,565,298.02","1,093,349,324.05","955,916,677.97","663,391,843.06","1,018,313,735.00"
短期借款,"30,000,000.00","107,099,281.20","174,640,307.38","226,446,967.93","215,148,799.80","264,318,518.10","389,280,778.40","311,010,531.80","467,382,226.25","420,000,000.00","450,000,000.00","440,000,000.00","300,000,000.00","313,000,000.00","373,000,000.00","638,000,000.00","528,000,000.00","395,000,000.00","345,000,000.00","410,410,000.00","419,110,000.00","440,000,000.00","505,000,000.00","610,000,000.00","604,000,000.00","675,000,000.00","625,000,000.00","274,000,000.00","259,000,000.00","119,000,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"4,990,000.00","6,041,681.00","49,483,533.65","22,117,000.00","44,522,420.00","58,624,000.00","85,006,872.00","73,920,000.00","64,861,145.00","109,109,161.69","92,397,000.00","149,157,500.00","64,794,273.57","123,792,081.27","75,257,874.76","73,335,282.86","85,694,308.68","40,377,170.68","26,669,188.02","32,463,207.00","87,023,617.26","80,018,718.38","64,361,793.83","53,683,311.06","63,469,471.17","79,018,126.61","84,122,217.28","83,968,061.11","127,242,171.90","104,397,427.56"
应付票据,"70,000,000.00","72,951,445.48","305,093,851.68","162,520,667.47","162,549,503.74","357,348,216.00","354,037,674.36","327,521,275.63","301,144,963.73","500,289,553.65","484,517,068.81","437,391,494.33","499,763,765.17","578,468,276.00","809,888,224.58","722,034,147.90","725,647,174.22","625,012,226.83","663,765,522.01","984,423,935.52","915,488,490.55","783,740,384.99","574,670,223.78","638,630,827.90","801,015,826.34","697,653,421.16","495,511,986.25","490,593,460.69","616,305,705.70","712,804,677.39"
应收账款,"450,450,177.23","484,810,289.81","680,078,134.81","780,099,202.17","864,473,160.68","963,282,307.67","982,185,290.36","990,207,511.23","932,878,775.47","1,136,085,367.72","1,143,943,996.53","1,258,054,149.56","1,509,846,680.35","1,525,949,544.37","1,739,051,934.94","1,953,766,021.06","1,793,391,456.90","2,209,606,749.49","2,057,629,484.47","2,044,487,196.12","2,201,603,663.19","2,601,177,712.75","2,362,414,565.25","2,723,238,038.62","2,847,335,216.44","2,891,560,194.16","2,704,593,427.94","2,775,525,417.96","2,890,239,761.88","3,861,649,951.03"
应付账款,"494,388,786.73","705,574,646.73","631,808,322.60","806,773,433.75","839,507,263.13","789,289,491.02","779,050,420.19","946,910,912.23","1,001,667,190.72","1,105,241,821.37","966,299,920.39","1,145,094,316.73","1,328,462,977.76","1,343,293,236.89","1,297,256,474.35","1,541,469,408.73","1,426,418,952.04","2,001,786,417.93","2,010,787,233.83","2,387,219,622.80","2,598,315,397.40","2,919,213,433.00","3,211,571,063.18","3,485,470,046.50","3,364,301,579.96","3,397,367,276.67","3,429,787,859.74","4,010,579,175.12","3,729,237,871.67","3,959,578,150.81"
预付款项,"79,866,696.03","70,072,412.96","134,202,415.09","127,424,444.09","200,169,658.76","214,270,539.03","298,661,924.19","228,432,489.71","360,744,048.40","279,379,615.61","524,506,995.62","336,211,010.09","187,159,223.66","177,618,633.92","262,180,583.86","433,233,918.34","382,946,787.59","180,250,369.00","240,348,114.41","164,110,519.26","142,928,918.36","120,487,951.93","234,467,238.30","113,883,519.54","128,952,748.71","188,096,885.77","211,080,107.60","224,735,591.26","27,303,204.90","353,613,461.72"
预收款项,"439,042,123.79","477,117,755.13","466,657,375.33","645,468,587.48","677,901,104.49","756,972,025.63","580,835,240.82","517,362,363.34","556,611,111.82","584,258,046.46","589,832,742.99","542,946,826.15","501,672,208.05","437,350,298.99","473,943,629.67","444,077,812.82","554,738,361.67","548,071,075.72","887,629,339.33","595,821,475.35","656,510,843.72","491,372,788.03","772,172,524.03","745,600,630.78","580,262,281.66","551,962,453.01","516,477,744.62","824,678,772.89","777,154,695.99","848,943,720.68"
