科目,2008-12-31,2009-12-31,2010-12-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"126,060,764.64","111,188,616.29","121,518,081.43","62,525,584.29","451,068,864.43","484,453,513.86","425,630,670.78","410,400,841.96","445,038,413.55","519,740,012.20","458,952,049.35","481,312,960.54","496,828,298.82","586,588,882.99","551,167,161.72","576,959,789.18","617,884,445.93","769,498,621.48","463,712,206.14","490,665,871.13","479,653,876.74","606,935,236.81","521,069,864.81","506,421,911.11","520,186,726.66","917,056,721.70","801,238,437.46","1,479,499,325.74","1,542,562,033.94","1,615,894,595.48","1,531,626,773.98","1,510,449,433.56"
短期借款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付票据,,,"556,360.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收账款,"25,304,239.33","24,525,761.06","31,370,518.38","62,659,724.24","66,714,947.43","71,212,530.53","66,861,205.84","85,049,611.36","84,479,976.53","69,004,520.30","61,815,937.66","74,023,677.05","84,044,228.41","79,470,498.80","71,561,828.77","69,909,754.49","66,156,635.82","77,267,486.45","70,493,890.89","79,311,403.31","99,207,283.62","101,904,540.37","107,392,109.37","109,586,987.13","150,505,715.94","160,386,659.80","165,341,934.34","204,000,007.36","239,654,357.99","318,217,228.97","273,583,538.00","336,302,509.09"
应付账款,"25,725,372.23","25,777,949.77","50,510,452.71","42,458,697.86","43,024,247.05","52,387,918.26","25,059,676.74","34,262,583.41","42,466,432.44","67,688,298.99","39,791,267.39","49,520,319.77","55,583,694.26","52,214,541.61","36,860,955.26","47,504,401.22","49,566,408.57","60,228,690.31","41,949,319.10","52,490,532.57","49,584,115.91","59,328,841.88","47,431,002.49","61,609,488.99","67,337,519.28","89,198,124.95","55,610,647.15","69,225,473.28","109,981,890.90","121,608,602.49","47,867,543.82","118,029,454.25"
预付款项,"1,773,061.07","2,550,818.86","2,090,872.98","2,738,160.36","4,112,597.02","2,939,759.10","3,253,986.63","5,060,155.88","3,180,323.18","2,280,114.74","1,166,446.86","2,891,794.60","4,218,274.28","1,110,767.31","1,295,923.28","2,263,674.07","2,301,301.62","1,271,466.18","2,015,940.83","1,199,400.76","1,892,137.27","2,460,357.82","2,796,566.75","8,333,107.74","18,877,820.10","4,803,324.19","9,545,714.04","11,312,903.10","14,045,045.26","7,658,020.86","7,136,921.01","10,992,177.71"
预收款项,"27,750,594.39","27,508,239.94","20,381,684.04","23,400,937.11","34,371,213.03","18,966,132.57","24,602,172.92","24,939,059.46","33,299,173.30","28,422,748.83","36,873,850.88","44,917,000.76","60,237,676.35","84,031,231.62","92,889,583.14","90,403,879.32","88,734,084.35","94,592,782.94","106,452,632.51","103,722,511.88","99,849,739.06","77,587,546.43","88,173,588.55","87,990,355.58","90,172,923.91","57,813,438.74","62,311,319.36","61,417,043.93","55,514,998.20","31,750,916.62","45,031,437.22","37,735,383.23"
其他应收款,"1,824,929.75","4,356,080.48","6,006,055.99","7,765,755.66","3,504,141.65","3,919,258.58","5,238,566.29","5,509,859.94","5,931,177.66","3,234,854.07","4,209,073.57","3,700,943.39","4,395,465.66","2,699,885.83","4,876,838.49","4,621,240.95","5,423,047.53","3,710,145.29","9,564,351.16","9,657,365.13","7,415,148.38","4,060,186.19","6,905,136.28","6,386,825.97","6,585,293.21","4,213,339.32","6,973,252.60","8,984,119.43","10,969,852.75","6,564,078.11","14,550,777.35","17,619,551.96"
应付职工薪酬,"15,987,843.28","16,159,305.97","19,184,482.43","6,317,528.52","6,294,973.35","25,788,917.85","5,630,688.03","7,013,216.42","7,013,216.42","32,776,974.18","8,978,961.89","7,001,072.24","7,000,397.40","39,255,950.92","9,048,351.03","9,100,454.02","9,095,972.72","45,781,680.23","8,768,714.93","10,240,974.99","10,362,631.80","54,480,729.92","12,967,381.56","13,313,788.99","13,361,668.12","61,916,346.73","19,095,659.38","16,349,297.59","16,559,350.81","74,099,149.88","18,382,447.20","18,277,510.93"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"14,403,791.57","13,411,654.69","12,512,240.12","8,568,631.53","5,714,167.56","16,682,420.45","3,492,905.04","16,425,042.47","8,679,684.59","13,832,959.01","1,795,751.85","14,357,289.52","10,709,466.82","17,138,826.36","5,307,091.23","11,964,327.31","12,735,696.48","24,990,801.13","6,438,371.35","18,724,132.05","17,399,152.09","32,093,464.54","2,380,797.40","12,676,050.57","19,762,471.41","33,344,407.20","2,222,629.28","16,394,655.74","20,117,731.28","25,942,912.59","-5,227,814.31","14,986,369.15"
应收利息,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,580,104.11","5,656,635.63","1,846,733.33","590,000.00","9,091,291.78"
应付利息,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
