科目,2007年度,2008年度,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
支付给职工以及为职工支付的现金,"25,513,773.45","30,726,205.83","35,945,604.09","11,009,597.52","26,235,898.39","39,343,101.31","56,948,884.80","23,206,274.61","50,277,792.24","80,822,705.69","110,246,166.68","33,862,988.46","72,118,157.58","104,408,318.48","154,536,295.17","35,001,142.83","79,675,234.61","129,249,260.77","176,081,209.54","57,819,452.44","130,426,604.29","222,418,500.68","327,753,725.85","93,141,537.41","194,392,529.42","316,566,604.92","433,802,346.35","108,080,369.99","226,680,695.77","369,494,244.04","522,587,024.78","139,198,140.49","261,167,203.16","397,244,993.71","559,986,779.38","169,890,782.70","338,803,260.73"
取得借款收到的现金,"33,000,000.00","45,017,442.87","116,397,635.10",,,,,,,"10,000,000.00","194,827,178.30","10,000,000.00","276,905,340.00","538,762,835.02","192,478,810.00","189,014,403.07","333,432,271.35","673,712,743.75","1,082,642,327.06","649,718,356.94","1,138,477,631.40","1,337,614,255.14","1,833,117,324.63","434,381,757.87","727,668,511.87","895,363,586.82","1,317,103,844.20","219,004,825.38","381,709,750.30","471,559,496.39","729,104,897.44","130,000,000.00","216,809,000.00","399,770,108.56","673,262,482.61","175,281,903.60","295,281,903.60"
支付的各项税费,"2,198,071.31","2,816,771.59","8,588,808.63","3,956,808.05","9,222,710.12","13,844,885.64","18,326,585.90","3,061,664.44","6,842,483.63","12,469,847.02","18,472,055.58","4,702,134.39","12,406,222.65","15,924,867.91","23,912,859.55","3,155,362.67","10,010,902.98","16,947,774.68","27,173,882.97","7,913,468.89","16,826,259.16","27,472,699.42","39,928,729.84","7,630,273.38","13,234,798.06","19,140,499.69","28,548,454.70","13,154,584.53","37,767,403.65","50,461,187.52","89,811,845.76","19,958,263.63","36,193,462.64","56,070,923.71","63,785,626.27","13,458,274.69","43,738,454.58"
收到其他与筹资活动有关的现金,,,,,,"9,197,000.00","19,390,800.00",,"74,546,379.00","78,456,476.00","29,185,020.77","25,766,041.42","41,263,695.21","63,947,656.15","55,848,803.28",,"170,517,201.57","170,517,201.57",,,"116,254,843.91","214,604,807.31","6,272,315.67","285,526,097.86","711,846,810.03","702,838,570.66","387,292,153.32","438,777,325.17","302,418,195.58","337,472,354.75","162,616,390.81",,"11,368,166.93","6,952,752.40","106,067,691.30",,"26,952,537.83"
支付其他与经营活动有关的现金,"15,486,912.07","27,219,186.21","39,040,430.52","5,440,839.31","10,822,157.78","18,154,628.38","25,281,689.38","6,948,576.15","15,500,436.06","26,808,924.69","44,573,347.60","32,877,622.92","27,114,006.03","47,327,662.89","77,810,783.39","38,269,942.12","66,118,282.02","37,608,662.47","107,956,221.39","12,523,414.94","78,688,665.75","114,019,203.08","82,117,122.55","40,446,123.45","78,443,868.58","204,151,939.04","186,252,681.82","48,289,622.35","44,299,828.18","385,088,836.82","167,761,415.48","46,919,547.93","77,754,085.70","89,781,449.31","543,799,292.85","75,473,927.42","100,963,614.37"
筹资活动现金流入小计,"38,625,000.00","45,017,442.87","116,397,635.10","541,565,000.00","541,565,000.00","550,762,000.00","560,955,800.00",,"74,546,379.00","88,456,476.00","224,012,199.07","35,766,041.42","318,169,035.21","1,120,710,491.17","749,827,613.28","189,014,403.07","503,949,472.92","844,229,945.32","1,082,642,327.06","649,718,356.94","1,300,859,355.31","1,598,345,942.45","1,885,516,490.30","719,907,855.73","1,439,515,321.90","1,598,202,157.48","1,704,395,997.52","657,782,150.55","687,727,945.88","819,899,802.20","899,299,869.31","880,212,483.24","982,029,650.17","1,163,785,344.20","1,556,818,191.11","175,281,903.60","324,234,441.43"
经营活动现金流出小计,"295,172,859.45","364,548,455.18","389,436,594.44","212,148,362.27","353,563,800.02","543,894,522.41","700,041,378.30","187,874,261.37","556,459,083.11","897,086,114.43","956,844,044.91","527,761,769.58","595,956,375.93","1,086,370,227.57","1,654,489,603.29","366,055,934.92","706,754,218.61","1,050,969,966.97","1,660,776,893.93","419,924,248.66","1,031,438,946.99","1,673,897,484.61","2,523,985,034.23","756,879,546.03","1,667,543,065.51","3,345,529,453.76","2,894,051,273.12","681,963,122.81","1,385,499,558.43","2,380,387,265.44","2,917,839,047.00","641,152,967.68","1,546,255,055.48","2,338,796,471.42","3,922,166,181.08","1,009,570,995.84","1,959,415,078.71"
偿还债务支付的现金,"1,650,000.00","62,617,442.87","17,399,340.00","94,700,000.00","114,550,000.00","123,784,879.47","134,101,586.64",,,,"115,180,114.84","46,597,460.00","118,098,686.72","354,877,595.78","190,378,888.88","142,430,339.96","237,325,885.74","515,637,100.09","695,755,131.45","325,465,103.61","527,949,052.04","765,719,199.77","1,210,290,483.86","606,763,239.90","1,043,516,719.11","1,280,495,888.25","1,687,083,594.54","640,690,464.29","801,276,160.06","912,490,710.06","1,113,486,782.29","127,984,851.00","219,800,000.00","339,800,000.00","483,609,000.00","130,000,000.00","264,500,000.00"
经营活动产生的现金流量净额,"30,857,604.99","40,843,766.41","42,093,911.08","-19,169,169.03","-21,733,754.88","-16,629,437.18","42,634,487.92","64,977,203.39","68,845,264.59","59,311,602.79","92,658,770.32","-32,232,183.01","29,391,364.36","22,689,497.40","62,396,032.97","-35,769,339.22","28,049,134.45","77,822,537.27","33,890,277.84","44,245,749.19","87,799,770.54","45,246,325.79","4,637,316.99","168,645,637.69","261,954,505.21","208,400,643.74","333,434,584.16","86,598,380.61","432,591,931.79","315,083,722.26","263,577,529.47","117,759,249.49","81,703,234.10","18,522,877.71","43,479,991.14","-38,695,019.34","23,102,068.81"
分配股利、利润或偿还利息支付的现金,"938,888.40","14,911,259.64","1,141,928.80","552,077.92","594,480.67","50,594,480.67","51,006,528.64",,"49,996,211.96","70,000,000.00","71,181,075.63","668,492.10","41,251,687.27","44,400,799.60","44,918,449.56","484,169.42","36,183,040.20","38,852,237.00","44,339,783.79","3,521,062.21","32,779,909.13","33,509,369.31","44,660,407.11","9,614,133.13","13,199,601.89","18,420,753.70","41,660,574.07","8,058,120.01","15,195,720.90","19,023,040.98","25,487,421.30","4,258,163.09","8,149,932.91","12,645,090.15","18,111,716.01","5,408,163.20","13,540,673.86"
收回投资收到的现金,"62,000,000.00",,,,,,,,,"10,000,000.00",,,,,,,,,,,,,,,,,,,"2,100,000.00",,,,,,,"375,000,000.00","473,280,000.00"
支付其他与筹资活动有关的现金,,,"200,000.00","10,519,704.96","26,464,704.96","26,511,204.96","48,536,177.76","55,871,181.00","98,326,322.54","101,375,247.88","53,819,775.36","9,731,772.10","12,563,494.00","29,063,494.00","996,000.00",,"170,000,000.00","170,000,000.00","196,275,185.09","302,999,506.60","423,897,756.17","468,542,813.17","377,380,136.33","157,233,699.96","376,541,091.68","301,348,946.43","14,723,087.35","95,649,371.00","171,491,079.20","183,346,176.63","19,162,777.12","16,309,731.49","26,922,239.33","71,889,896.76","143,839,730.05","17,637,839.16","50,016,864.16"
取得投资收益收到的现金,"729,842.98",,,,,,,,,,,,,,,,,,,,,,"1,444,030.03",,,,,"343,770.00","343,770.00","2,443,770.00","8,858,120.83",,"2,100,123.93","2,792,726.67","3,089,712.97","1,582,490.11","8,722,490.11"
筹资活动现金流出小计,"2,588,888.40","77,528,702.51","18,741,268.80","105,771,782.88","141,609,185.63","200,890,565.10","233,644,293.04","55,871,181.00","148,322,534.50","171,375,247.88","240,180,965.83","56,997,724.20","171,913,867.99","428,341,889.38","236,293,338.44","142,914,509.38","443,508,925.94","724,489,337.09","936,370,100.33","631,985,672.42","984,626,717.34","1,267,771,382.25","1,632,331,027.30","773,611,072.99","1,433,257,412.68","1,600,265,588.38","1,743,467,255.96","744,397,955.30","987,962,960.16","1,114,859,927.67","1,158,136,980.71","148,552,745.58","254,872,172.24","424,334,986.91","645,560,446.06","153,046,002.36","328,057,538.02"
处置固定资产、无形资产和其他长期资产收回的现金净额,"60,000.00",,,,"5,380,000.00","5,380,000.00","5,276,538.46","2,172,000.00","2,175,000.00","2,175,000.00","2,175,000.00",,,,,,"250,800.00","250,800.00","250,800.00",,,,,,,,"10,312.22",,,"220,000.00","418,915.00","298,235.05",330.00,"1,329,591.77","9,733,831.66",,"1,388,500.00"
筹资活动产生的现金流量净额,"36,036,111.60","-32,511,259.64","97,656,366.30","435,793,217.12","399,955,814.37","349,871,434.90","327,311,506.96","-55,871,181.00","-73,776,155.50","-82,918,771.88","-16,168,766.76","-21,231,682.78","146,255,167.22","692,368,601.79","513,534,274.84","46,099,893.69","60,440,546.98","119,740,608.23","146,272,226.73","17,732,684.52","316,232,637.97","330,574,560.20","253,185,463.00","-53,703,217.26","6,257,909.22","-2,063,430.90","-39,071,258.44","-86,615,804.75","-300,235,014.28","-294,960,125.47","-258,837,111.40","731,659,737.66","727,157,477.93","739,450,357.29","911,257,745.05","22,235,901.24","-3,823,096.59"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"205,668.00",,
四、汇率变动对现金的影响,"-286,075.66","-149,439.28","-76,412.26","-3,141.66","-27,202.93","9,466.93","85,774.86","11,990.53","-217,450.22","-332,241.84","-475,436.51","-314,504.19","-264,346.41","-227,224.27","-29,340.35","105,069.99","-79,184.48","-532,901.71","-1,197,635.31","-19,659,527.14","-18,240,610.34","-3,203,585.75","-4,098,404.37","3,324,860.76","3,768,047.58","5,216,202.50","7,229,347.07","1,217,837.88","1,414,719.10","3,343,458.29","7,761,915.28","2,368,846.65","2,496,824.36","9,354,186.74","-10,633,569.02","1,189,108.26","-665,745.66"
收到其他与投资活动有关的现金,,,,,,"56,186.90",,,"488,500.00",,,,,,,,,,"59,054,879.16",,,"16,783,397.00","37,412,102.00",,,,"3,195,118.00",,"204,000.00","204,000.00","154,580,000.00",,,"414,673,878.22","100,000,000.00",,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"62,789,842.98",,,,"5,380,000.00","5,436,186.90","5,276,538.46","2,172,000.00","2,663,500.00","12,175,000.00","2,175,000.00",,,,,,"250,800.00","250,800.00","59,305,679.16",,,"16,783,397.00","38,856,132.03",,,,"3,205,430.22","343,770.00","2,647,770.00","2,867,770.00","163,857,035.83","298,235.05","2,100,453.93","418,796,196.66","113,029,212.63","376,582,490.11","483,390,990.11"
五、现金及现金等价物净增加额,"15,481,392.38","487,189.12","104,366,801.88","399,329,771.23","346,694,041.26","230,792,724.73","166,233,832.36","-5,996,530.62","-77,625,055.52","-148,760,935.14","-147,546,994.86","-85,821,067.02","-26,774,018.09","477,867,084.50","129,036,293.59","-78,246,117.57","-87,088,694.51","-792,447.00","-210,193,100.72","19,297,191.12","323,287,717.04","245,810,743.16","72,052,059.54","58,030,099.56","59,885,522.33","-42,901,343.77","-43,134,704.22","-4,872,059.37","121,033,740.32","2,905,813.79","126,916,609.11","657,573,577.68","552,067,664.72","259,321,004.98","181,173,925.47","185,214,674.27","217,473,663.53"
购建固定资产、无形资产和其他长期资产支付的现金,"47,029,471.96","7,695,878.37","35,307,063.24","17,291,135.20","36,880,815.30","107,894,616.32","209,074,475.84","17,286,543.54","65,140,214.39","126,996,524.21","225,736,561.91","32,042,697.04","202,156,203.26","236,963,790.42","397,364,673.87","88,681,742.03","175,749,991.46","198,073,490.79","412,914,169.14","12,035,595.45","51,517,961.13","132,603,834.08","215,713,267.67","60,237,181.63","87,794,939.68","130,154,759.11","107,212,807.23","6,416,243.11","15,385,666.29","22,759,931.29","45,998,880.07","154,512,491.17","218,390,325.60","294,133,341.86","471,257,394.33","36,097,806.00","144,530,553.14"
期初现金及现金等价物余额,"51,968,670.46","67,450,062.84","67,937,251.96","172,304,053.84","172,304,053.84","172,304,053.84","172,304,053.84","367,722,906.97","338,537,886.20","338,537,886.20","338,537,886.20","191,036,428.39","190,990,891.34","190,990,891.34","190,990,891.34","320,027,184.93","320,027,184.93","320,027,184.93","320,027,184.93","109,834,084.21","109,834,084.21","109,834,084.21","109,834,084.21","181,886,143.76","181,886,143.75","181,886,143.76","181,886,143.76","138,751,439.12","138,751,439.54","138,751,439.54","138,751,439.54","265,668,048.65","265,668,048.65","265,668,048.65","265,668,048.65","446,841,974.12","446,841,974.12"
投资支付的现金,"66,886,619.57",,,,,,,,"10,000,000.00","10,000,000.00",,,,,,,,,,"10,986,120.00","10,986,120.00","10,986,120.00",,,,,"89,000,000.00",,,"669,080.00","3,443,880.00","40,000,000.00","43,000,000.00","68,000,000.00","68,012,500.00","140,000,000.00","140,000,000.00"
期末现金及现金等价物余额,"67,450,062.84","67,937,251.96","172,304,053.84","571,633,825.07","518,998,095.10","403,096,778.57","338,537,886.20","361,726,376.35","260,912,830.68","189,776,951.06","190,990,891.34","105,215,361.37","164,216,873.25","668,857,975.84","320,027,184.93","241,781,067.36","232,938,490.42","319,234,737.93","109,834,084.21","129,131,275.33","433,121,801.25","355,644,827.37","181,886,143.75","239,916,243.32","241,771,666.08","138,984,799.99","138,751,439.54","133,879,379.75","259,785,179.86","141,657,253.33","265,668,048.65","923,241,626.33","817,735,713.37","524,989,053.63","446,841,974.12","632,056,648.39","664,315,637.65"
