科目,2007年度,2008年度,2009年度,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
销售商品、提供劳务收到的现金,"333,591,160.91","529,729,515.40","607,312,648.26","366,052,119.68","722,892,471.28","1,024,452,553.50","179,894,492.09","504,969,245.15","933,172,974.91","1,383,030,625.29","352,681,167.84","659,663,816.97","805,352,002.34","1,479,843,202.26","289,778,342.62","734,566,729.30","1,445,965,111.59","1,751,963,998.49","385,170,810.50","813,161,607.92","1,227,092,301.74","1,945,093,346.76","309,861,327.17","956,614,356.31","1,451,126,579.15","2,435,721,069.49","436,134,404.41","1,000,498,587.19","1,792,670,544.25","3,725,859,995.24","631,224,915.36","1,315,144,106.76","2,017,920,804.05"
取得子公司及其他营业单位支付的现金净额,"102,137,694.34","5,000,000.00","25,498,636.86",,,,,"22,000,000.00","109,199,488.72","106,907,712.07",,,,,,,,,,,,"9,999,999.64",,,,,,,,,,,
收到的税费返还,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
支付其他与投资活动有关的现金,,,,,,,,,,"5,000,000.00",,"3,465,261.44","3,465,261.44",,,,,,,,,,,,,,,,,,,,
收到其他与经营活动有关的现金,"96,564,189.45","49,037,152.39","25,951,274.98","14,411,114.09","22,860,254.86","51,730,943.20","30,453,158.67","82,719,777.99","92,373,937.68","63,501,149.80","241,581,669.22","144,967,759.06","222,537,614.44","144,210,906.99","11,474,302.39","17,985,295.18","29,519,227.59","151,540,176.99","14,946,743.81","7,778,570.88","8,278,570.88","60,306,400.09","110,395,156.38","13,632,320.12","20,707,235.09","60,803,201.28","30,885,143.80","96,829,475.75","156,059,575.25","33,926,485.06","3,090,955.87","88,975,808.66","134,022,157.56"
投资活动现金流出小计,"144,210,569.64","34,346,284.14","53,508,380.29","37,472,287.55","44,994,574.42","80,093,337.36","119,758,769.36","195,922,679.26","400,079,424.95","470,953,694.48","49,248,714.08","105,306,851.01","148,718,610.48","348,748,818.02","52,032,153.81","167,830,826.88","213,825,353.75","235,357,660.25","24,400,141.29","75,149,379.41","112,524,529.85","154,148,831.54","8,596,197.19","13,293,126.35","30,393,721.26","676,097,901.64","10,203,265.97","32,497,294.04","132,899,226.72","587,467,281.16","202,804,362.32","206,561,799.06","413,395,671.12"
经营活动现金流入小计,"430,155,350.36","578,766,667.79","633,263,923.24","380,463,233.77","745,752,726.14","1,076,183,496.70","210,347,650.76","587,689,023.14","1,025,546,912.59","1,446,531,775.09","594,262,837.06","804,631,576.03","1,027,889,616.78","1,624,054,109.25","301,252,645.01","752,552,024.48","1,475,484,339.18","1,903,504,175.48","400,117,554.31","820,940,178.80","1,235,370,872.62","2,005,399,746.85","420,256,483.55","970,246,676.43","1,471,833,814.24","2,496,524,270.77","467,019,548.21","1,097,328,062.94","1,948,730,119.50","3,759,786,480.30","634,315,871.23","1,404,119,915.42","2,151,942,961.61"
投资活动产生的现金流量净额,"-144,210,569.64","-34,267,990.86","-53,481,766.97","-37,361,335.21","-44,883,622.08","-79,970,385.37","-119,758,769.36","-195,922,679.26","-400,079,424.95","-470,893,738.43","-49,248,714.08","-100,279,451.01","-143,368,444.23","-330,597,658.15","-52,032,153.81","-162,830,826.88","-208,825,353.75","-235,314,910.25","-23,852,141.29","-74,598,739.41","-111,373,889.85","-153,600,831.54","-8,596,197.19","-13,293,126.35","-30,393,721.26","-676,097,901.64","-10,203,265.97","-32,497,294.04","131,333,414.71","-92,290,964.14","-56,974,502.98","32,754,663.48","-24,191,840.84"
购买商品、接受劳务支付的现金,"55,905,979.46","98,350,169.11","131,814,938.35","135,385,109.96","313,473,309.24","437,873,209.90","76,783,504.47","281,134,803.71","529,482,294.00","756,958,270.20","218,234,645.43","307,928,924.45","311,633,059.94","630,876,378.43","123,581,409.17","371,776,533.59","856,516,072.71","948,987,707.27","171,422,950.08","424,599,123.17","263,217,725.49","1,002,615,776.05","111,597,640.96","577,777,130.46","761,363,261.48","1,245,413,555.21","183,399,377.07","577,898,461.46","877,872,232.94","2,269,334,697.74","332,938,819.70","747,017,979.38","1,017,508,255.24"
吸收投资收到的现金,,"35,910,000.00","30,240,000.00","25,450,000.00","25,450,000.00","1,337,692,000.00",,,,,,,,,,"5,390,000.00",,"5,390,000.00",,,,"40,170,000.00",,"5,145,000.00","5,145,000.00","5,145,000.00",,"66,156,000.00","833,155,983.25","833,155,983.25",,,
