科目,2007年度,2008年度,2009年度,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
销售商品、提供劳务收到的现金,"284,147,562.92","347,821,777.68","428,361,252.42","142,135,751.76","210,186,225.80","461,254,248.29","54,979,696.50","140,532,220.57","212,859,423.06","656,988,805.04","59,344,525.88","177,638,442.52","340,631,735.07","923,215,478.72","80,644,388.83","240,950,055.74","427,756,200.37","1,185,548,123.14","86,928,359.54","259,109,960.70","510,799,896.88","1,305,734,069.18","220,951,958.63","450,099,227.31","791,193,048.84","1,704,676,329.47","193,362,615.52","479,748,727.85","879,760,172.56","1,952,792,970.16","186,070,300.11","494,936,251.03","901,492,915.62","1,846,961,799.26","210,526,238.17","459,361,079.20"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,"36,972,371.37","36,972,371.37","36,557,755.91",,,,"484,683,468.38",,,,"33,310,978.18",,,,,,,,"345,612,066.84",,
收到的税费返还,,,"300,366.78","73,800.00","73,800.00","3,033,751.02",,"1,165,276.18","1,165,276.18","1,165,276.18",,"612,281.00","631,160.22","631,000.00",,"683,966.16","6,835,309.68","10,798,607.97","118,273.58","1,585,635.08","2,048,493.99","1,260.00","3,350,336.77","5,805,270.20","7,935,406.55","8,563,259.68","2,304,770.38","3,456,059.11","7,238,764.28","9,062,295.81","2,748,145.66","3,061,301.89","12,658,798.67","5,887,738.76","3,347,851.13","12,764,654.04"
支付其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,"118,800,000.00","94,240,000.00","94,240,000.00","94,240,000.00","94,240,000.00",,,,,,,,,,,,,,"14,128,579.60"
收到其他与经营活动有关的现金,"5,379,634.63","22,203,964.00","20,334,930.29","31,847,564.23","35,125,770.65","39,668,697.82","11,879,757.54","24,891,259.18","29,661,002.26","43,093,953.25","16,830,031.86","11,735,289.90","20,775,829.56","77,147,846.51","11,711,493.10","58,494,319.05","74,197,313.04","30,446,652.46","13,618,434.93","24,858,336.55","50,419,496.54","67,268,647.78","16,700,941.59","69,196,189.45","84,151,614.99","57,437,560.04","60,669,534.31","72,520,200.87","117,299,459.31","161,755,600.90","11,143,635.09","41,377,905.86","63,559,696.11","87,177,544.03","28,789,256.64","43,761,979.39"
投资活动现金流出小计,"63,980,447.34","36,325,479.75","11,675,096.84","3,944,893.50","8,328,295.98","12,274,338.79","784,918.00","45,404,309.45","59,385,882.35","90,124,742.83","18,451,065.93","86,822,836.78","112,712,348.07","155,010,228.81","18,486,894.30","106,764,160.67","151,772,575.33","325,609,762.18","102,211,379.94","127,027,239.54","512,743,341.37","717,342,994.62","68,890,458.20","414,156,914.72","611,898,418.61","1,032,141,592.11","172,866,365.55","225,682,573.86","485,484,489.48","623,647,680.57","125,484,787.56","194,007,141.54","314,531,213.99","866,769,079.61","175,520,899.37","362,310,599.13"
经营活动现金流入小计,"289,527,197.55","370,025,741.68","448,996,549.49","174,057,115.99","245,385,796.45","503,956,697.13","66,859,454.04","166,588,755.93","243,685,701.50","701,248,034.47","76,174,557.74","189,986,013.42","362,038,724.85","1,000,994,325.23","92,355,881.93","300,128,340.95","508,788,823.09","1,226,793,383.57","100,665,068.05","285,553,932.33","563,267,887.41","1,373,003,976.96","241,003,236.99","525,100,686.96","883,280,070.38","1,770,677,149.19","256,336,920.21","555,724,987.83","1,004,298,396.15","2,123,610,866.87","199,962,080.86","539,375,458.78","977,711,410.40","1,940,027,082.05","242,663,345.94","515,887,712.63"
投资活动产生的现金流量净额,"-62,973,250.45","-34,996,479.57","-11,357,129.42","-3,671,162.93","-7,754,565.41","-11,597,227.49","-784,918.00","-45,404,309.45","-59,385,882.35","-89,751,624.34","-18,415,862.33","-86,738,074.94","-112,626,144.47","-154,624,412.25","-18,485,224.30","-106,756,452.01","-151,763,666.78","-325,531,340.65","-6,971,379.94","-31,754,376.66","-402,470,478.49","-607,070,131.74","-54,767,919.43","-386,363,367.05","-525,174,795.00","-974,347,988.58","-112,243,537.63","-136,614,539.64","-304,913,259.54","-407,669,483.57","-111,093,904.61","-145,633,114.49","-172,222,166.82","-549,042,733.74","15,529,585.73","-111,557,085.91"
购买商品、接受劳务支付的现金,"157,895,341.63","172,118,159.16","196,380,419.59","105,219,569.68","139,720,158.31","264,455,226.76","92,280,873.64","166,168,361.22","220,490,763.65","454,967,893.53","85,345,360.24","175,816,725.27","310,804,939.83","642,462,289.61","142,785,965.73","258,370,482.44","423,417,225.63","817,704,023.11","191,746,616.48","321,784,739.69","569,714,479.36","920,427,141.50","332,645,948.76","504,899,681.34","776,422,067.84","1,061,704,361.46","254,913,376.63","495,251,791.46","789,733,654.60","1,082,285,917.17","283,172,868.59","410,791,857.94","654,892,653.10","1,077,848,752.17","541,224,012.31","426,461,650.34"
吸收投资收到的现金,"33,000,000.00",,,"614,511.00",,"2,254,957.04","785,880,000.00","785,880,000.00","785,880,000.00","776,125,000.00","15,000,000.00","17,250,000.00","32,250,000.00","22,250,000.00",,,,"49,241,254.00",,,,,"95,970,552.18","95,970,552.18","95,970,552.18","95,970,552.18",,"114,702,265.83","170,839,713.94","171,170,516.00",,"22,200,000.00","22,200,000.00",,,
支付给职工以及为职工支付的现金,"91,090,018.30","117,039,656.52","132,498,036.40","75,259,809.59","96,595,122.65","144,346,147.45","40,278,904.19","75,412,459.74","112,517,599.24","137,015,637.54","38,034,136.53","74,314,284.86","112,808,731.66","146,225,983.11","46,492,600.24","107,066,136.73","167,115,906.52","255,704,177.21","90,916,895.26","172,299,280.71","257,484,086.34","373,322,011.86","138,905,350.74","294,483,287.41","424,504,939.20","479,829,670.30","162,086,185.31","274,281,829.98","452,642,424.30","622,275,909.83","198,412,638.48","428,267,411.94","646,419,144.97","799,498,497.27","242,132,409.70","386,186,055.98"
取得借款收到的现金,"178,000,000.00","120,000,000.00","136,000,000.00","86,000,000.00","101,000,000.00","151,000,000.00","30,000,000.00","71,000,000.00","135,000,000.00","171,000,000.00","10,000,000.00","60,000,000.00","125,000,000.00","160,480,000.00","14,850,000.00","34,850,000.00","178,500,000.00","440,300,000.00","73,000,000.00","385,000,000.00","861,550,000.00","1,324,430,000.00","992,320,000.00","1,528,770,000.00","2,768,010,000.00","3,472,960,000.00","1,340,800,000.00","2,215,750,000.00","2,765,450,000.00","3,530,650,000.00","1,259,290,000.00","2,082,150,000.00","2,907,820,000.00","4,081,863,915.77","1,632,500,000.00","2,031,500,000.00"
支付的各项税费,"12,471,107.47","22,987,705.52","26,573,294.08","10,939,518.84","21,210,604.55","26,411,342.03","18,160,190.59","23,224,932.78","30,751,134.30","41,287,486.74","19,420,939.37","28,630,067.44","47,018,799.31","54,636,697.50","17,205,945.39","28,304,804.39","37,092,956.38","42,670,226.36","30,155,198.57","40,125,948.59","35,785,429.63","49,125,349.30","32,021,875.28","67,274,096.05","93,734,812.18","102,708,489.33","46,550,725.11","174,414,741.75","117,615,633.05","121,029,096.93","42,438,604.51","65,526,472.10","106,886,615.65","131,745,444.43","48,668,248.21","79,769,556.76"
收到其他与筹资活动有关的现金,,,,,,,,,"380,443.28",,,,"44,658.99",,,"200,000,000.00",,,,,,,,"78,499,997.83","78,499,997.83","79,499,997.83","66,598,632.31","143,762,388.85","224,959,495.05",,"35,005,889.60","35,960,467.02","35,960,467.02",,"16,185.00","16,185.00"
支付其他与经营活动有关的现金,"21,666,676.31","13,771,020.74","19,081,884.37","21,631,343.86","20,758,348.96","51,022,897.60","22,124,609.14","31,070,236.39","32,748,212.90","52,649,841.81","26,628,400.14","34,537,659.47","46,274,006.75","96,699,371.48","25,277,802.83","47,185,457.49","74,981,073.46","98,985,938.51","35,373,284.58","57,308,961.20","93,529,197.59","130,448,795.29","44,182,609.99","90,813,444.60","152,831,698.17","113,939,422.80","39,882,098.80","122,322,854.42","180,483,725.43","182,852,912.26","50,682,786.08","152,944,476.47","109,734,526.08","164,974,298.91","63,378,066.76","118,305,733.86"
筹资活动现金流入小计,"211,000,000.00","120,000,000.00","136,000,000.00","86,614,511.00","101,000,000.00","153,254,957.04","815,880,000.00","856,880,000.00","921,260,443.28","947,125,000.00","25,000,000.00","77,250,000.00","157,294,658.99","182,730,000.00","14,850,000.00","234,850,000.00","378,500,000.00","489,541,254.00","73,000,000.00","385,000,000.00","861,550,000.00","1,324,430,000.00","1,088,290,552.18","1,703,240,550.01","2,942,480,550.01","3,648,430,550.01","1,407,398,632.31","2,474,214,654.68","3,161,249,208.99","3,701,820,516.00","1,294,295,889.60","2,140,310,467.02","2,965,980,467.02","4,981,863,915.77","1,632,516,185.00","2,031,516,185.00"
经营活动现金流出小计,"283,123,143.71","325,916,541.94","374,533,634.44","213,050,241.97","278,284,234.47","486,235,613.84","172,844,577.56","295,875,990.13","396,507,710.09","685,920,859.62","169,428,836.28","313,298,737.04","516,906,477.55","940,024,341.70","231,762,314.19","440,926,881.05","702,607,161.99","1,215,064,365.19","348,191,994.89","591,518,930.19","956,513,192.92","1,473,323,297.95","547,755,784.77","957,470,509.40","1,447,493,517.39","1,758,181,943.89","503,432,385.85","1,066,271,217.61","1,540,475,437.38","2,008,443,836.19","574,706,897.66","1,057,530,218.45","1,517,932,939.80","2,174,066,992.78","895,402,736.98","1,010,722,996.94"
偿还债务支付的现金,"103,000,000.00","117,500,000.00","147,500,000.00","51,000,000.00","96,000,000.00","128,500,000.00","72,500,000.00","103,500,000.00","158,500,000.00","159,500,000.00","19,000,000.00","39,000,000.00","104,000,000.00","155,000,000.00","11,401,735.50","131,401,735.50","174,848,762.89","182,448,762.89","52,297,164.16","295,915,431.66","327,441,963.44","673,289,977.84","726,905,269.22","919,081,236.66","1,768,011,259.27","2,459,341,259.27","1,079,240,000.00","1,719,690,000.00","2,109,140,000.00","3,027,790,000.00","805,250,000.00","1,612,350,000.00","2,399,200,000.00","2,943,177,340.02","1,571,698,717.76","2,411,358,478.05"
经营活动产生的现金流量净额,"6,404,053.84","44,109,199.74","74,462,915.05","-38,993,125.98","-32,898,438.02","17,721,083.29","-105,985,123.52","-129,287,234.20","-152,822,008.59","15,327,174.85","-93,254,278.54","-123,312,723.62","-154,867,752.70","60,969,983.53","-139,406,432.26","-140,798,540.10","-193,818,338.90","11,729,018.38","-247,526,926.84","-305,964,997.86","-393,245,305.51","-100,319,320.99","-306,752,547.78","-432,369,822.44","-564,213,447.01","12,495,205.30","-247,095,465.64","-510,546,229.78","-536,177,041.23","115,167,030.68","-374,744,816.80","-518,154,759.67","-540,221,529.40","-234,039,910.73","-652,739,391.04","-494,835,284.31"
分配股利、利润或偿还利息支付的现金,"9,179,930.75","25,652,623.89","25,878,177.88","2,603,512.13","4,335,897.51","6,070,646.63","1,651,669.17","14,463,861.98","16,519,320.19","18,657,004.61","1,953,243.61","16,500,926.91","19,064,860.74","21,488,198.09","2,173,858.27","21,106,729.74","28,887,067.89","31,029,676.73","3,260,147.65","43,092,669.61","52,741,483.82","68,187,462.45","16,579,167.72","86,578,250.04","110,166,707.61","135,076,877.15","25,571,952.51","125,603,685.76","154,207,336.54","183,075,333.00","30,584,442.28","66,314,886.20","137,030,815.14","184,931,337.40","44,422,898.02","129,083,611.89"
收回投资收到的现金,"969,156.89",,,,,,,,,,,,,,,,,,,"26,986.00","10,028,048.79","15,028,048.79","14,040,000.00","27,540,000.00","86,200,000.00","56,890,000.00","60,040,000.00","88,530,000.00","179,720,000.00","214,440,000.00","14,310,000.00","47,820,000.00","140,860,000.00","149,322,000.00","190,473,764.00","212,469,560.00"
支付其他与筹资活动有关的现金,,,,,,,"2,680,000.00","8,094,269.90","8,094,269.90",,,,"3,659.10",,,,,,,,,,,,,"30,000,000.00",,,"132,216,910.47","54,499,997.83","111,419,985.21","111,419,985.21","116,019,985.21","19,112,075.49",,
取得投资收益收到的现金,,"1,150,000.00","286,800.00",,,"300,000.00",,,,"300,000.00",,,,"300,000.00",,,,,,"1,062.79","5,000,000.00",,"53,038.77","224,047.67","492,490.61","850,013.05","534,127.92","489,334.22","681,529.94","1,264,837.00","80,882.95","374,027.05","1,265,147.17","1,291,734.05","521,791.10","38,060,125.22"
筹资活动现金流出小计,"112,179,930.75","143,152,623.89","173,378,177.88","53,603,512.13","100,335,897.51","134,570,646.63","76,831,669.17","126,058,131.88","183,113,590.09","178,157,004.61","20,953,243.61","55,500,926.91","123,068,519.84","176,488,198.09","13,575,593.77","152,508,465.24","203,735,830.78","213,478,439.62","55,557,311.81","339,008,101.27","380,183,447.26","741,477,440.29","743,484,436.94","1,005,659,486.70","1,878,177,966.88","2,624,418,136.42","1,104,811,952.51","1,845,293,685.76","2,395,564,247.01","3,265,365,330.83","947,254,427.49","1,790,084,871.41","2,652,250,800.35","3,147,220,752.91","1,616,121,615.78","2,540,442,089.94"
处置固定资产、无形资产和其他长期资产收回的现金净额,"38,040.00","179,000.18","31,167.42","273,730.57","300,000.00","377,111.30",,,,"73,118.49","35,203.60","84,761.84","86,203.60","85,816.56","1,670.00","7,708.66","8,908.55","78,421.53",,"4,814.09","4,814.09","4,814.09","29,500.00","29,500.00","31,133.00","53,590.48","48,700.00","48,700.00","169,700.00","273,360.00",,"180,000.00","183,900.00","421,667.82","54,930.00","223,828.00"
筹资活动产生的现金流量净额,"98,820,069.25","-23,152,623.89","-37,378,177.88","33,010,998.87","664,102.49","18,684,310.41","739,048,330.83","730,821,868.12","738,146,853.19","768,967,995.39","4,046,756.39","21,749,073.09","34,226,139.15","6,241,801.91","1,274,406.23","82,341,534.76","174,764,169.22","276,062,814.38","17,442,688.19","45,991,898.73","481,366,552.74","582,952,559.71","344,806,115.24","697,581,063.31","1,064,302,583.13","1,024,012,413.59","302,586,679.80","628,920,968.92","765,684,961.98","436,455,185.17","347,041,462.11","350,225,595.61","313,729,666.67","1,834,643,162.86","16,394,569.22","-508,925,904.94"
