科目,2007年度,2008年度,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
一、营业收入,"897,469,555.54","1,295,351,700.09","597,458,605.52","993,257,115.44","1,437,686,735.70","417,461,211.21","866,820,263.22","1,398,937,113.61","2,069,516,920.97","543,590,708.08","1,244,652,736.70","2,096,909,876.42","3,111,347,537.01","922,220,291.73","1,862,064,148.14","2,910,917,644.63","4,099,300,058.91","972,191,605.33","1,911,067,093.85","3,224,553,642.25","4,708,227,702.10","1,270,147,530.66","2,911,817,060.29","4,613,049,686.24","6,436,059,894.41","1,424,538,726.77","3,188,747,929.32","5,059,800,467.04","6,939,825,279.22","1,838,730,815.83","3,924,488,983.00","6,139,815,040.01","8,340,420,528.35","2,019,301,073.64","4,327,161,181.66","6,572,963,752.19","10,158,794,866.30","2,351,473,831.31","5,069,938,319.03","8,056,246,445.57","11,547,228,731.64","3,084,408,704.32"
二、营业利润,"168,744,203.57","182,136,537.64","80,174,602.15","139,550,980.91","198,718,024.97","24,197,179.54","67,564,084.79","152,632,295.11","277,033,563.04","44,349,429.62","125,342,913.20","319,503,870.48","477,346,740.58","68,738,730.70","112,748,228.77","75,128,580.10","-34,448,050.35","-92,318,976.97","-264,876,517.86","-277,880,197.95","-290,061,480.58","-130,026,861.92","28,407,852.66","102,107,689.90","-11,131,126.33","-222,214,467.85","-414,884,398.75","-514,805,181.86","-688,004,833.34","9,402,475.84","187,222,759.44","449,946,488.19","548,600,909.78","6,641,218.15","-22,124,973.52","48,031,619.39","343,269,808.03","140,445,251.23","352,548,574.76","861,428,557.69","1,613,285,275.97","698,256,273.03"
减:营业成本,"652,979,959.23","1,014,573,345.57","469,526,047.79","775,983,331.93","1,137,088,240.59","367,792,830.88","748,365,312.84","1,163,957,942.62","1,672,929,356.68","460,079,421.41","1,037,280,323.42","1,655,033,579.16","2,464,850,992.32","815,697,225.30","1,662,912,328.27","2,684,772,460.25","3,906,034,884.85","990,789,821.61","1,978,658,512.07","3,226,624,612.82","4,606,988,143.39","1,278,475,466.71","2,652,572,575.13","4,139,251,748.45","5,911,156,318.17","1,491,323,735.24","3,247,357,026.25","5,050,738,256.05","6,945,303,603.58","1,716,613,060.79","3,501,845,619.29","5,333,545,631.73","7,296,097,190.06","1,885,176,012.46","4,108,587,156.28","6,133,673,835.14","9,053,138,310.02","2,042,497,855.76","4,366,802,267.05","6,659,358,332.70","9,177,034,619.72","2,199,431,247.04"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"14,274.59","155,063.82","27,172.48","42,228.35","74,563.99","29,341.30","74,189.00","114,709.03","139,007.24","25,968.95","72,174.61","682,434.41","1,204,815.30","681,404.84","1,370,993.51","2,158,362.67","2,810,494.14","416,023.67","793,440.80","1,039,953.07","1,238,179.20","58,718.55","195,974.48","259,341.17","303,157.92","43,828.28","125,803.68","275,241.44","498,884.31","183,390.96","393,446.36","555,617.94","11,528,742.29","3,971,568.50","8,150,595.90","12,562,819.05","27,813,821.73","6,962,672.40","14,703,305.78","23,623,503.06","31,240,085.02","8,445,344.30"
营业外收入,"1,939,508.33","2,570,111.98","1,645,706.92","2,200,315.76","3,014,134.34","2,035,051.02","2,667,263.62","3,368,346.76","6,823,568.20","1,068,305.17","2,402,330.83","3,246,868.99","4,505,849.76","1,205,124.01","3,315,775.99","5,518,017.61","8,044,513.62","2,153,058.57","3,616,962.35","28,489,045.96","32,629,543.58","1,040,730.23","2,310,578.29","9,229,197.18","50,232,939.76","4,424,952.83","6,559,117.27","84,497,019.13","192,802,143.02","52,811,328.45","55,306,884.02","58,390,932.95","141,836,582.79","3,011,963.90","2,018,156.39","3,624,831.37","1,837,578.89","306,962.44","841,202.83","1,279,507.69","2,185,370.25","3,302,747.89"
销售费用,"18,463,603.94","21,681,779.43","9,222,878.61","16,235,892.79","23,438,300.40","6,497,926.14","13,426,415.54","20,670,282.36","28,621,994.27","7,150,881.09","16,126,784.75","26,243,473.05","38,159,836.06","11,702,441.41","21,694,159.56","36,229,134.73","51,646,669.80","12,518,455.83","26,415,291.24","43,212,239.31","65,463,618.20","19,337,390.67","45,159,790.11","71,501,396.05","106,928,282.92","26,782,706.09","61,399,285.42","100,311,120.88","152,208,941.96","38,828,405.68","77,819,087.14","123,263,900.55","178,936,525.23","45,648,064.49","104,787,679.20","158,810,999.02","340,469,105.33","75,778,805.12","157,912,004.52","250,892,749.83","355,689,810.73","83,894,516.78"
减:营业外支出,"2,659,135.35","3,782,962.30","404,056.18","1,093,426.39","1,317,297.97","368,930.87","783,185.51","5,603,892.02","5,804,443.07","238,739.54","379,744.20","826,276.04","2,089,669.84","77,330.05","366,050.11","3,435,326.07","4,280,504.03","203,479.99","2,734,273.38","2,822,326.25","3,627,465.43","248,072.24","276,982.06","1,130,452.15","1,320,013.85","578,373.41","1,212,467.79","1,276,126.63","4,276,814.30","-11,378.40","371,191.53","1,716,735.53","7,252,637.48","-201,019.06","2,213,829.25","3,258,071.67","3,940,784.31","467,820.25","1,459,191.28","14,780,225.97","17,328,456.95","2,549,419.21"
管理费用,"35,397,648.95","34,346,804.06","16,219,514.19","27,422,835.28","38,532,764.05","14,619,742.08","26,582,471.50","38,665,612.83","54,589,985.62","17,170,795.15","33,970,724.45","54,400,465.56","79,050,639.83","14,162,671.20","29,633,166.59","52,627,442.21","78,017,083.86","18,438,832.77","39,509,932.42","60,245,750.26","84,719,333.11","21,161,741.22","40,435,469.27","65,120,372.88","91,357,632.77","21,539,220.40","56,429,318.82","96,105,242.81","114,374,013.26","23,502,877.80","56,753,038.21","80,797,104.62","107,999,754.40","27,365,508.81","59,715,149.43","89,751,753.62","180,499,186.38","43,687,451.41","90,356,059.09","109,534,906.64","155,841,292.97","38,538,299.05"
其中:非流动资产处置净损失,"1,415,735.55","13,828.42","4,747.84",,"47,314.13",,,,"18,300.29",,,,"1,068,365.17","6,244.53","221,114.59","516,290.55","981,968.51","19,803.99","23,356.94","23,356.94","47,865.99","30,472.24","30,806.76","69,689.85","74,688.75","2,303.89","578,952.02","545,683.86","3,964,033.05","34,631.70","336,622.53","741,289.67","4,709,563.62","-216,475.06","1,720,279.13","2,545,818.24",,,,,,
