科目,2008-12-31,2009-12-31,2010-12-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"268,719,167.00","314,838,027.69","313,467,570.96","170,188,046.58","2,494,298,858.87","2,295,880,200.80","2,184,045,548.07","2,199,426,922.65","1,924,902,460.67","1,628,174,400.75","1,672,028,131.95","1,532,935,898.99","1,169,734,982.46","567,039,657.05","552,193,075.59","626,174,319.79","561,448,389.45","406,449,746.99","358,584,170.71","656,735,158.68","834,268,619.83","1,428,326,601.66","881,638,121.98","1,165,214,732.20","950,947,476.30","948,432,887.98","1,176,740,909.64","1,326,288,336.96","709,090,861.51","812,012,348.28","673,465,957.27"
短期借款,,"12,200,000.00","48,000,000.00","6,973,741.01",,,,"200,490,863.76","200,490,863.76","83,990,863.76","83,990,863.76","76,300,000.00","92,657,442.72","216,558,647.40","220,232,295.14","254,641,320.80","240,278,011.98","103,000,000.00","98,000,000.00","350,931,020.44","672,254,520.56","640,000,000.00","552,000,000.00","515,000,000.00","687,411,000.00","212,000,000.00","100,000,000.00","226,000,000.00","388,562,516.67","598,229,600.00","918,229,600.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"50,000,000.00",
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"29,972,588.16","4,830,000.00","7,376,726.00","119,696,000.00","173,673,224.96","101,571,750.96","49,021,274.60","68,868,855.00","52,624,000.00","15,550,000.00","12,370,139.28","12,402,681.00","42,077,542.54","50,207,200.72","32,393,577.09","12,687,730.00","11,618,800.00","7,770,000.00","14,788,633.75","23,920,230.00","18,938,060.28","129,968,055.69","231,902,008.37","258,183,154.26","76,897,021.35","63,660,588.24","41,011,000.00","36,366,327.77","45,622,432.55","52,363,315.85","37,820,882.74"
应付票据,"35,500,000.00","23,216,000.00","12,000,000.00","36,000,000.00","96,185,000.00","82,515,000.00","22,330,000.00","15,624,021.50","2,894,021.50","157,852,335.00","407,272,820.00","356,575,570.00","131,054,568.00","92,159,568.00","84,880,567.00","154,233,287.00","286,196,990.00","362,898,951.86","434,280,820.15","697,351,425.33","867,680,440.50","941,668,222.77","633,012,118.31","169,772,571.40","104,770,379.29","410,426,210.98","532,480,223.04","380,044,073.24","619,489,149.96","600,761,733.03","359,170,479.72"
应收账款,"69,052,197.94","165,174,084.52","303,168,605.58","344,302,799.94","548,388,600.59","677,731,652.14","692,624,697.64","704,784,798.20","685,078,367.09","391,123,503.17","351,851,833.18","312,843,355.95","287,047,604.12","247,558,550.50","216,791,697.42","294,997,185.73","403,976,857.74","316,094,423.59","444,121,931.43","469,800,086.79","555,507,036.64","510,441,578.56","529,813,282.16","589,292,506.36","656,826,870.58","548,251,048.25","639,931,880.17","903,106,754.33","1,102,378,411.72","1,020,730,926.19","1,181,472,854.94"
应付账款,"119,707,761.94","116,738,288.99","158,176,001.75","200,471,477.04","193,868,519.00","184,266,725.96","176,508,525.96","163,719,926.41","154,473,628.86","177,865,839.04","192,620,560.78","204,619,386.09","264,077,729.14","107,378,459.83","133,362,186.80","132,004,309.20","402,921,896.13","376,369,254.53","339,674,878.33","430,576,973.95","454,579,424.61","606,957,994.30","692,278,513.32","720,611,294.76","752,418,436.64","604,460,154.74","719,987,729.28","1,139,558,561.19","844,302,445.59","663,365,470.14","722,050,811.57"
预付款项,"72,661,610.33","18,758,085.45","124,400,375.48","116,735,006.68","110,926,070.33","99,381,899.38","111,592,036.28","89,186,534.74","200,260,672.96","430,975,180.86","484,554,634.94","274,822,817.23","179,840,968.17","56,994,844.53","31,470,826.28","21,265,373.24","31,498,886.55","9,311,008.51","30,508,610.23","51,944,018.63","19,611,614.95","44,860,341.82","171,796,501.50","9,622,791.69","5,688,477.35","293,732,808.39","304,907,052.55","44,454,928.19","71,023,683.11","60,240,394.19","110,385,590.20"
预收款项,"62,892,939.72","18,089,617.96","379,440,567.77","365,833,646.73","265,776,180.97","238,248,928.49","228,478,127.52","228,237,291.45","303,253,712.23","327,574,212.34","339,344,443.92","224,350,953.98","118,698,917.13","84,445,451.45","37,519,957.79","86,521,184.33","39,191,414.67","67,837,404.60","63,196,472.92","117,269,541.41","57,326,204.03","119,510,620.51","121,235,211.07","73,022,147.85","61,866,761.90","56,976,533.39","79,290,294.21","78,960,399.15","109,128,871.04","396,950,841.18","124,614,676.56"
