科目,2008年度,2009年度,2010年度,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
筹资活动产生的现金流量净额,"8,115,573.14","-34,771,131.20","12,084,608.48","-16,722,199.09","381,863,769.35","378,616,417.15",,"-9,333,871.00","6,267,877.85","-11,276,981.82","-28,383.82","-28,191.00","-28,124.39","-28,008.69",,"-13,404,041.04","4,195,958.96","4,195,958.96",,"-17,516,841.76","-17,417,529.94","-17,417,529.94",,,"3,000,000.00","12,895,835.61","2,851,556.22","52,847,133.01","43,942,280.65","38,184,042.64","-733,593.19"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,"-58,839.54",827.27,"-166,453.25","-100,357.37","-132,299.83","-139,695.98","-11,700.06","32,350.34","79,820.73","-11,544.66","-35,727.56","-318,086.27","-402,532.61","-548,737.25","114,293.73","102,695.62","99,098.96","44,971.51","35,771.69","9,077.88","231,952.24","341,834.36","-68,128.78","154,555.84","211,142.44","491,825.17","16,528.73","-142,809.23","-256,409.72","-398,572.82","-69,705.67"
收到其他与投资活动有关的现金,,,,,,,,,"14,300,000.00","14,300,000.00",,,,,,,,,,,,,,,,,,,,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"1,460.00","2,245,470.00","3,597,710.00",,655.00,"63,345.00",901.00,"4,351.00","14,305,551.00","14,307,111.00",,"18,000.00","47,520.00","48,080.00",500.00,"16,500.00","95,500.00","95,500.00","3,443.78","25,113,630.02","115,388,431.37","156,898,904.40","76,547,243.71","250,651,279.33","410,006,926.67","525,156,820.40","165,939,119.95","226,009,439.91","281,069,424.01","344,080,039.20","29,807,487.51"
五、现金及现金等价物净增加额,"15,566,961.32","-29,548,252.90","26,310,432.28","-24,860,494.05","349,072,594.81","371,285,683.89","-35,927,131.33","-48,650,363.77","-59,098,075.17","-60,846,158.31","-42,716,309.17","-20,038,621.29","-4,248,476.94","39,424,332.62","-18,210,623.06","-47,368,524.91","-44,238,826.86","-17,569,171.25","-83,233,881.25","-225,662,024.61","-156,729,754.36","-150,528,573.01","-81,063,595.53","-121,238,670.32","-133,728,756.08","-169,576,381.61","44,699,584.37","57,134,288.62","2,289,508.54","72,044,062.54","-49,971,802.69"
购建固定资产、无形资产和其他长期资产支付的现金,"3,677,212.50","12,835,004.84","16,716,791.12","2,531,622.49","3,914,899.15","9,469,842.67","1,179,254.26","9,592,889.20","10,703,827.94","13,204,935.94","4,066,768.09","5,591,033.52","12,184,887.32","18,125,953.75","2,573,975.65","7,177,017.31","15,574,557.74","27,054,172.93","5,698,175.58","9,744,504.73","14,520,878.00","17,155,890.55","2,626,684.93","9,503,736.44","17,450,098.38","21,875,419.62","4,234,448.82","7,865,447.97","11,337,710.68","15,423,531.99","3,102,517.71"
期初现金及现金等价物余额,"51,494,150.65","67,061,111.97","37,512,859.07","63,823,291.35","63,823,291.35","63,823,291.35","435,108,975.24","435,108,975.24","435,108,975.24","435,108,975.24","374,262,816.93","374,262,816.93","374,262,816.93","374,262,816.93","413,687,149.55","413,687,149.55","413,687,149.55","413,687,149.55","396,117,978.30","396,117,978.30","396,117,978.30","396,117,978.30","245,589,405.29","245,589,405.29","245,589,405.29","245,589,405.29","76,013,023.68","76,013,023.68","76,013,023.68","76,013,023.68","148,057,086.22"
投资支付的现金,,,,,,,,,,,,,,,,"6,154,400.00","6,154,300.00","6,137,500.00","55,000,000.00","198,900,000.00","231,900,000.00","271,900,000.00","140,740,000.00","350,740,000.00","488,240,000.00","688,740,000.00","68,980,000.00","90,630,000.00","158,430,000.00","175,930,000.00","19,500,000.00"
期末现金及现金等价物余额,"67,061,111.97","37,512,859.07","63,823,291.35","38,962,797.30","412,895,886.16","435,108,975.24","399,181,843.91","386,458,611.47","376,010,900.07","374,262,816.93","331,546,507.76","354,224,195.64","370,014,339.99","413,687,149.55","395,476,526.49","366,318,624.64","369,448,322.69","396,117,978.30","312,884,097.05","170,455,953.69","239,388,223.94","245,589,405.29","164,525,809.76","124,350,734.97","111,860,649.21","76,013,023.68","120,712,608.05","133,147,312.30","78,302,532.22","148,057,086.22","98,085,283.53"
