科目,2008年度,2009年度,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"122,903,725.27","154,822,599.88","178,499,966.10","45,539,391.12","98,766,373.97","145,868,506.20","207,994,527.34","50,707,294.96","115,266,344.77","225,053,464.34","360,192,562.02","106,994,877.18","231,115,046.12","339,985,013.52","450,262,166.32","117,683,302.41","250,636,806.80","418,888,954.82","522,506,451.58","121,282,276.49","248,765,641.57","380,872,315.92","478,305,327.00","112,552,812.11","217,650,593.48","331,049,437.00","441,221,943.59","105,895,951.66","204,847,471.63","320,328,708.57","385,690,573.06","259,458,702.53","459,405,528.77","792,036,621.64","931,345,878.80","247,684,915.04"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,"-34,302.10",,,,,,,,,,,,,,,,,,,,"471,318,131.22",,,,,
收到的税费返还,,,,,,,"13,612,627.68",,,,,,,,"1,691,233.43",,,,,,,,,,,,,,,,,"3,082,691.05","6,243,368.12","8,230,026.22","7,799,214.54","1,571,845.06"
支付其他与投资活动有关的现金,,,,,,,,,"12,410,000.00","15,384,133.42","7,010,000.00",,,,,"306,160.00",,,,,,,,,,,,,,,,,,,"523,697,180.93","197,000,000.00"
收到其他与经营活动有关的现金,"9,399,056.66","4,381,309.18","4,271,092.22","4,846,456.67","4,695,977.95","6,807,930.18",,"1,721,928.28","7,868,979.27","16,231,070.71","11,624,779.55","1,651,107.04","2,309,603.27","7,116,804.80","16,303,755.24","2,745,061.98","10,262,979.73","12,105,209.01","12,502,521.33","379,123.72","5,030,068.40","10,067,795.91","28,988,003.46","7,079,170.64","6,774,255.87","17,655,599.75","18,959,646.49","312,470.04","595,380.93","1,661,276.14","4,303,252.62","3,445,872.61","4,351,801.34","3,039,708.42","7,780,265.57","1,961,172.68"
投资活动现金流出小计,"9,070,927.28","4,472,551.40","29,023,015.54","1,235,350.00","1,885,310.60","15,513,094.53","20,468,479.09","8,581,659.56","28,759,571.93","74,763,989.47","102,643,036.32","15,390,390.34","31,293,948.17","59,037,375.95","82,517,381.68","26,510,709.75","38,042,088.84","49,324,679.44","100,421,454.27","1,978,526.96","9,872,308.84","18,382,401.71","29,908,832.95","2,349,385.81","6,427,782.24","24,911,293.56","24,362,484.28","774,269.81","1,319,609.91","2,288,574.39","478,661,716.12","170,900,478.98","298,770,444.50","420,529,245.62","554,708,171.69","199,466,758.27"
经营活动现金流入小计,"132,302,781.93","159,203,909.06","182,771,058.32","50,385,847.79","103,462,351.92","152,676,436.38","221,607,155.02","52,429,223.24","123,135,324.04","241,284,535.05","371,817,341.57","108,645,984.22","233,424,649.39","347,101,818.32","468,257,154.99","120,428,364.39","260,899,786.53","430,994,163.83","535,008,972.91","121,661,400.21","253,795,709.97","390,940,111.83","507,293,330.46","119,631,982.75","224,424,849.35","348,705,036.75","460,181,590.08","106,208,421.70","205,442,852.56","321,989,984.71","389,993,825.68","265,987,266.19","470,000,698.23","803,306,356.28","946,925,358.91","251,217,932.78"
投资活动产生的现金流量净额,"-9,006,247.28","-4,350,551.40","-29,005,004.34","-1,235,350.00","-1,885,310.60","-15,513,094.53","-20,458,479.09","-8,581,659.56","-28,673,571.93","-74,677,989.47","-100,639,196.41","-14,487,052.19","-25,990,607.80","-53,734,124.84","-77,160,136.92","-26,503,709.75","-38,034,197.81","-49,316,788.41","-100,402,854.27","-1,968,526.96","-9,862,308.84","-18,372,401.71","-29,814,739.57","-2,021,385.81","-6,099,782.24","-24,583,293.56","-23,134,484.28","-722,269.81","1,007,425.47","-2,226,574.39","-476,570,602.12","-98,667,999.73","-59,259,946.74","-60,576,193.58","-134,644,924.39","-70,806,472.93"
购买商品、接受劳务支付的现金,"89,172,190.12","104,296,184.26","139,072,293.20","43,742,307.62","74,595,916.13","122,322,179.31","168,465,220.03","42,907,155.48","86,135,472.02","167,317,581.30","263,950,554.63","82,540,728.96","174,260,508.17","261,069,010.35","340,304,582.06","92,110,759.33","175,621,560.44","318,523,205.88","368,075,365.04","82,115,187.73","168,109,436.56","276,794,186.66","340,916,377.88","63,274,038.21","137,497,158.04","203,777,650.23","271,396,477.90","59,886,205.25","120,469,740.80","192,774,238.02","247,042,959.80","76,289,544.90","152,234,191.92","240,620,425.54","234,060,952.15","33,779,021.90"
吸收投资收到的现金,,"14,636,363.00",,"379,174,700.00","379,174,700.00","379,174,700.00","379,174,700.00",,,,,,,,,,,,,,,,,,,,"3,150,000.00",,,,,,,,,
