科目,2007年度,2008年度,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
一、营业收入,"379,269,585.78","508,658,637.91","588,966,308.13","169,273,262.71","386,621,260.00","625,045,319.92","882,173,441.72","274,777,513.62","601,714,882.07","885,052,081.47","1,176,966,839.70","265,543,537.68","687,607,566.33","1,237,454,895.57","1,816,463,925.35","472,566,017.99","1,098,897,699.71","1,854,382,720.40","2,642,072,347.64","590,528,703.86","1,437,970,247.52","2,398,791,665.81","3,523,739,424.51","844,407,567.63","1,832,387,145.35","2,594,063,160.66","3,992,874,009.53","995,003,100.90","2,426,598,497.29","5,156,931,732.52","8,403,297,216.84","2,835,896,023.97","6,120,632,086.95","10,434,053,027.99"
二、营业利润,"83,787,962.40","86,026,600.99","91,964,186.54","24,007,440.04","51,383,096.56","81,076,388.32","107,458,262.03","33,514,452.85","68,984,458.05","71,959,696.21","44,046,298.89","5,355,268.44","27,855,377.42","72,556,268.27","-130,056,717.52","8,153,002.86","29,002,496.13","37,408,848.73","14,005,699.57","1,756,426.36","16,174,934.97","29,536,393.29","34,485,828.78","6,467,367.96","49,725,729.53","50,533,699.90","22,376,260.59","20,579,604.05","169,620,682.24","154,448,606.58","135,794,818.07","16,828,419.85","92,639,875.88","365,273,721.65"
减:营业成本,"250,134,599.47","364,187,090.08","425,272,096.96","126,777,949.80","296,018,018.24","471,046,648.80","660,178,975.17","207,552,273.88","447,024,184.25","683,419,408.34","931,746,608.64","215,864,231.49","553,697,875.57","993,640,614.38","1,504,858,573.06","396,367,508.48","918,074,622.61","1,577,172,540.65","2,261,976,060.92","494,535,305.05","1,205,114,812.35","2,013,211,889.15","2,968,177,843.72","704,001,136.70","1,534,970,992.21","2,186,074,146.50","3,396,236,753.43","829,808,734.31","2,021,901,296.29","4,480,386,847.81","7,387,445,336.28","2,468,878,542.19","5,325,094,822.23","8,994,604,900.77"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"1,871,076.26","2,550,081.34","1,686,135.82","929,917.86","1,544,861.61","2,366,682.88","3,071,956.10","63,582.39","179,122.28","1,081,961.05","1,103,192.86","19,995.24","277,100.27","524,732.49","1,277,740.45","316,627.81","2,021,166.90","2,860,805.64","5,724,286.60","3,248,762.01","5,340,367.37","6,947,620.30","8,955,498.46","1,398,471.89","3,670,415.63","7,072,412.15","9,758,818.58","2,776,321.18","3,992,553.33","8,062,940.79","22,297,561.25","7,035,966.25","21,738,349.86","30,158,808.10"
营业外收入,"1,200,000.00","801,000.00","1,139,602.32","162,500.00","275,000.00","2,460,111.38","2,900,181.29","2,807,830.77","2,996,144.80","6,484,429.71","14,417,943.44","3,530,331.28","6,089,502.49","8,229,164.55","14,025,392.58","846,483.66","1,718,329.61","2,072,519.08","12,559,113.42","2,190,065.00","2,436,298.17","7,822,683.55","12,514,721.38","2,986,802.63","5,518,408.66","10,484,006.89","17,887,668.83","4,034,075.02","9,083,453.83","28,579,936.02","30,967,374.85","5,802,337.20","35,450,933.21","49,447,384.20"
销售费用,"13,924,039.63","14,663,201.34","13,941,897.49","4,088,052.82","8,222,113.70","12,642,657.35","18,234,731.55","5,413,764.95","13,400,401.23","22,440,650.44","30,920,011.44","9,512,633.55","20,684,472.61","33,822,932.26","54,452,987.30","18,084,850.63","38,116,016.31","62,675,922.85","92,601,667.77","22,927,772.91","45,445,110.40","80,906,357.84","120,242,231.46","37,973,002.52","73,941,425.19","102,812,518.35","152,750,541.94","35,439,924.04","82,805,856.72","141,874,252.42","196,514,992.19","70,355,710.64","151,942,131.65","234,493,457.82"
减:营业外支出,"496,665.72","271,692.38","40,000.00",,,"10,000.00","384,068.75","243,072.70","350,865.87","625,819.15","913,790.03","330,957.26","382,024.44","392,936.77","429,243.55",978.20,"513,095.97","1,041,379.91","809,327.44","42,655.84","61,716.03","87,346.63","455,291.86","46,386.59","127,546.61","730,279.95","1,839,839.63","322,725.69","2,281,833.60","8,547,203.22","5,476,565.61","699,556.54","2,268,643.42","2,306,482.45"
管理费用,"21,968,464.54","30,295,963.84","45,919,794.82","11,856,249.24","25,492,292.98","51,047,651.77","77,356,956.53","23,856,426.27","51,611,468.55","82,217,378.71","119,676,450.72","30,984,186.08","62,386,558.65","98,488,124.65","148,279,562.77","42,523,989.44","88,380,390.50","144,709,617.27","213,577,655.02","55,015,868.67","122,100,365.29","201,602,178.19","280,642,666.11","83,019,299.53","173,423,462.22","244,502,791.57","355,633,651.20","81,084,040.31","176,473,190.13","295,497,453.70","483,141,880.15","153,293,343.86","313,402,376.51","497,776,445.56"
其中:非流动资产处置净损失,,,,,,,"356,554.57","243,072.70","325,741.04","600,694.32","888,665.20","240,957.26","267,024.44","267,024.44","293,027.44",762.30,"492,493.47","844,686.11","661,197.88",,,"25,630.60","100,340.35",,,"130,149.16","1,247,190.29","231,925.68",,,"1,131,312.78","189,135.01","1,786,325.19","2,275,986.06"
