科目,2009年度,2010年度,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
支付的各项税费,"4,344,373.10","11,999,615.46","16,638,727.38","2,766,269.35","8,327,841.84","11,799,800.59","13,849,948.11","7,038,557.69","15,942,318.84","25,356,488.04","25,918,658.07","11,205,438.52","20,271,718.36","24,927,093.93","28,138,557.43","7,760,682.86","15,989,771.98","21,534,846.07","32,815,535.88","8,577,772.85","11,564,457.91","18,685,856.07","43,402,810.67","6,301,934.47","25,551,670.32","21,937,947.07","21,495,081.02","17,623,250.19"
收到其他与筹资活动有关的现金,"23,750.00","1,389,050.26","3,485,409.74","8,574,000.00","2,676,134.51","5,256,846.99","2,676,134.51",,"4,451,734.66","6,878,423.02","13,687,333.39",,"12,408,894.31","16,181,027.15","18,245,295.11",,"67,682,883.65","67,851,024.01","71,768,693.55","54,819,454.20","8,843,354.47","14,421,126.93",,"12,722,719.40",,"138,953,711.14","212,534,484.47","110,600,000.00"
支付其他与经营活动有关的现金,"10,815,566.81","25,301,722.22","36,809,095.54","16,833,747.74","20,887,219.07","42,934,012.79","38,703,832.38","36,597,805.74","30,734,303.88","60,305,732.02","59,202,239.84","32,884,946.22","64,995,525.77","61,153,466.24","88,309,480.33","78,546,152.93","128,182,992.45","158,540,192.06","164,369,627.87","92,652,696.62","36,157,019.63","216,159,810.31","247,355,834.40","63,311,146.12","34,556,054.65","64,421,407.93","96,528,790.15","67,806,030.23"
筹资活动现金流入小计,"62,229,621.92","47,075,085.74","40,105,409.74","359,050,000.00","353,152,134.51","355,732,846.99","364,426,134.51",,"14,451,734.66","26,878,423.02","34,687,333.39","60,000,000.00","92,408,894.31","86,181,027.15","188,245,295.11","100,000,000.00","217,682,883.65","371,851,024.01","419,768,693.55","420,900,004.20","1,930,397,706.59","2,431,235,264.12","2,718,462,092.56","124,012,170.67","238,267,030.00","517,106,733.16","833,534,484.47","140,600,000.00"
经营活动现金流出小计,"80,051,454.05","158,140,414.91","297,923,396.76","76,843,818.23","131,080,438.69","212,192,012.12","289,705,885.32","131,364,789.78","167,441,998.13","328,385,113.94","433,413,404.99","260,428,668.07","381,656,927.68","523,298,214.57","723,449,699.93","271,060,285.81","471,832,571.58","576,835,498.93","762,942,515.57","393,904,077.43","614,932,737.11","728,668,764.81","1,109,137,820.82","180,969,518.24","368,910,015.92","542,318,579.30","504,816,362.31","232,391,810.24"
偿还债务支付的现金,"37,190,150.43","12,438,727.79","2,198,644.08","1,099,322.04","34,421,355.92","34,421,355.92","34,421,355.92",,"2,700,000.00","2,700,000.00","2,700,000.00",,"20,000,000.00","20,000,000.00","70,000,000.00","50,000,000.00","120,000,000.00","120,000,000.00","170,000,000.00","100,000,000.00","100,000,000.00","778,000,000.00","824,500,000.00","149,393,366.46","258,962,005.33","678,360,276.74","932,161,097.14","60,000,000.00"
经营活动产生的现金流量净额,"9,936,628.88","31,986,868.20","-17,942,268.00","-18,738,795.74","-31,296,078.36","-45,233,054.41","-25,825,405.55","-28,020,697.26","-30,731,452.99","-45,533,417.16","20,169,447.48","-75,390,499.77","-121,430,022.43","-121,469,567.71","-131,802,340.49","-39,171,953.19","-67,802,363.09","-68,032,335.53","-83,770,838.86","-46,211,793.70","-171,746,369.96","-156,131,017.03","-303,423,213.41","16,889,818.01","5,715,727.01","5,164,794.13","237,069,180.91","-7,261,357.24"
分配股利、利润或偿还利息支付的现金,"762,839.17","813,116.47","7,025,213.02","535,011.72","831,518.18","831,518.18","8,934,360.47","622,530.39","8,827,163.89","9,050,586.11","9,371,419.44","575,666.67","1,812,205.56","8,681,205.56","10,507,244.62","1,820,250.00","22,422,770.84","25,838,598.64","29,945,172.78","3,877,790.97","11,434,596.02","46,353,691.84","52,483,862.56","7,304,309.46","14,373,476.03","26,130,717.55","31,827,065.96","6,083,313.35"
收回投资收到的现金,,"24,000,000.00",,,,,,,,,"3,000,000.00",,,,"16,000,000.00",,,,"8,088,002.91","3,800,000.00","3,800,000.00","4,640,000.00","3,440,000.00",,"5,700,000.00","17,900,000.00","214,200,000.00","15,361,932.87"
支付其他与筹资活动有关的现金,"1,389,050.26","1,926,947.63","3,480,134.51","563,000.00","3,166,925.86","8,161,663.54","12,360,237.40",,"5,098,265.06","9,730,089.73","12,892,360.12",,"6,501,826.24","7,024,532.74","18,937,706.34",,"5,965,796.93","10,541,662.69","8,325,344.78","74,330,019.79","93,820,886.75","188,891,313.12",,"49,270,118.98","63,940,000.00",,"140,280,904.17","204,184,037.18"
取得投资收益收到的现金,,,,,,,,,,,"4,084.93",,,,"138,982.51",,,,,,"31,364.38","31,364.38","31,364.38",,"19,041.10","4,008,978.26","4,443,414.32","69,438,067.13"
筹资活动现金流出小计,"39,342,039.86","15,178,791.89","12,703,991.61","2,197,333.76","38,419,799.96","43,414,537.64","55,715,953.79","622,530.39","16,625,428.95","21,480,675.84","24,963,779.56","575,666.67","28,314,031.80","35,705,738.30","99,444,950.96","51,820,250.00","148,388,567.77","156,380,261.33","208,270,517.56","178,207,810.76","205,255,482.77","1,013,245,004.96","876,983,862.56","205,967,794.90","337,275,481.36","704,490,994.29","1,104,269,067.27","270,267,350.53"
处置固定资产、无形资产和其他长期资产收回的现金净额,,"4,000.00",150.00,,200.00,510.00,510.00,,"3,000.00","31,520.00","31,520.00","10,000.00","10,000.00","10,000.00","2,410,000.00","1,500,000.00","2,100,000.00","2,100,000.00",,,,,"141,020.00",,"1,203,583.76","1,223,653.76","1,220,070.00","6,500.00"
筹资活动产生的现金流量净额,"22,887,582.06","31,896,293.85","27,401,418.13","356,852,666.24","314,732,334.55","312,318,309.35","308,710,180.72","-622,530.39","-2,173,694.29","5,397,747.18","9,723,553.83","59,424,333.33","64,094,862.51","50,475,288.85","88,800,344.15","48,179,750.00","69,294,315.88","215,470,762.68","211,498,175.99","242,692,193.44","1,725,142,223.82","1,417,990,259.16","1,841,478,230.00","-81,955,624.23","-99,008,451.36","-187,384,261.13","-270,734,582.80","-129,667,350.53"
处置子公司及其他营业单位收到的现金净额,,"16,288,199.79",,,,,,,,,,,,,"7,569,761.33",,"10,010,995.99","7,937,673.75","36,385,774.28",,,,"5,798,792.60",,,,"-10,570,639.51","19,028,438.70"
四、汇率变动对现金的影响,,,,,,,,,,,,,,,,,,,"24,982.62","285,995.14","-1,025,796.46","-1,307,677.17","-2,882,254.00","-905,606.71","-1,014,078.48","3,680,414.22","-220,937.87","-129,936.88"
收到其他与投资活动有关的现金,,,"10,679,138.00",,,,,,,,,,,,"3,652,089.54",,,,,"397,880,000.00",,,,,,,"128,795,139.62",
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,,"40,292,199.79","10,679,288.00",,200.00,510.00,510.00,,"3,000.00","31,520.00","3,035,604.93","10,000.00","10,000.00","10,000.00","29,770,833.38","1,500,000.00","12,110,995.99","10,037,673.75","44,473,777.19","401,680,000.00","3,831,364.38","4,671,364.38","9,411,176.98",,"6,922,624.86","23,132,632.02","338,087,984.43","103,834,938.70"
五、现金及现金等价物净增加额,"-2,480,811.28","99,671,024.39","-51,116,073.82","335,764,679.50","271,659,409.69","250,202,458.84","256,248,069.83","-40,606,827.65","-47,700,041.62","-62,338,487.04","-6,880,974.64","-33,051,880.54","-79,594,511.08","-108,543,015.89","-74,612,811.33","-31,085,788.96","-42,151,780.96","48,551,596.16","56,343,890.90","64,545,886.20","1,231,684,561.21","513,844,602.46","722,868,230.66","-244,619,928.24","-307,328,413.84","-553,508,345.39","-611,116,044.89","-83,846,598.39"
购建固定资产、无形资产和其他长期资产支付的现金,"1,382,714.00","1,592,117.34","71,254,511.95","2,349,191.00","11,777,046.50","16,883,306.10","20,605,481.24","7,510,800.00","8,597,894.34","16,034,337.06","17,082,286.96","186,714.10","3,281,577.44","11,085,840.56","25,700,685.87","41,593,585.77","47,981,289.74","48,234,504.74","44,501,095.01","1,096,153.32","92,268,471.87","228,861,064.36","233,145,495.31","17,664,614.03","57,526,341.91","82,953,402.44","88,092,585.44","21,739,491.91"
期初现金及现金等价物余额,"15,378,635.92","12,897,824.64","112,568,849.03","61,452,775.21","61,452,775.21","61,452,775.21","61,452,775.21","317,700,845.04","317,700,845.04","317,700,845.04","317,700,845.04","310,820,176.80","310,819,870.40","310,819,870.40","310,819,870.40","236,207,059.07","236,207,059.07","236,207,059.07","236,207,059.07","292,550,949.97","292,550,949.97","292,550,949.97","292,550,949.97","1,024,874,740.48","1,015,419,180.63","1,015,419,180.63","1,018,417,571.72","407,301,526.83"
投资支付的现金,"24,000,000.00","2,912,220.11",,,,,,,,,"3,000,000.00",,,"4,000,000.00","35,680,962.50",,"7,773,440.00",,"26,165,148.00","82,024,355.36","193,000,000.00","522,273,279.23","588,570,213.60","160,983,901.28","66,170,893.75","218,901,521.98","551,795,295.83","21,910,504.00"
期末现金及现金等价物余额,"12,897,824.64","112,568,849.03","61,452,775.21","397,217,454.71","333,112,184.90","311,655,234.05","317,700,845.04","277,094,017.39","270,000,803.42","255,362,358.00","310,819,870.40","277,768,296.26","231,225,359.32","202,276,854.51","236,207,059.07","205,121,270.11","194,055,278.11","284,758,655.23","292,550,949.97","357,096,836.17","1,524,235,511.18","806,395,552.43","1,015,419,180.63","780,254,812.24","708,090,766.79","461,910,835.24","407,301,526.83","323,454,928.44"
