科目,2009年度,2010年度,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
销售商品、提供劳务收到的现金,"83,807,465.93","172,004,676.28","271,910,525.12","49,669,421.05","84,615,943.32","136,218,931.70","241,531,786.60","85,468,137.48","101,913,233.98","234,703,270.95","417,789,357.61","158,773,501.41","221,763,416.68","343,096,280.53","529,609,694.37","192,961,223.30","369,579,378.67","419,281,107.19","628,917,898.55","293,507,238.57","398,393,973.02","490,108,231.71","777,737,032.00","145,432,875.17","334,549,567.85","485,176,206.03","474,505,444.57","159,369,334.32"
取得子公司及其他营业单位支付的现金净额,"9,922,308.22",,,,,,"6,031,734.10","4,452,800.00","6,200,000.00","6,200,000.00","19,727,293.92","16,909,000.00","18,987,773.72","22,472,896.47",,,,"60,690,000.00","45,215,963.03",,,,,,"96,247,000.21","96,247,000.21","1,754,563.67","6,972,896.53"
收到的税费返还,,,"94,882.04",,,"11,130.35",,"159,145.31","159,145.31","159,145.31",,"358,974.34","358,974.34","371,312.43","358,381.66",,,"1,924.90",,"40,450.79","44,115.59","46,384.16",,,"1,145,242.94","2,635,242.94","115,844.69",
支付其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,,"450,780,000.00","39,248,388.70","243,983.29",,,,,"273,675,244.62",
收到其他与经营活动有关的现金,"6,180,617.00","18,122,606.83","7,975,721.60","8,435,601.44","15,168,417.01","30,728,895.66","22,348,693.17","17,716,809.73","34,638,165.85","47,989,280.52","35,793,494.86","25,905,692.55","38,104,514.23","58,361,053.90","61,679,283.41","38,927,109.32","34,450,829.82","89,520,131.31","50,253,778.16","54,144,594.37","44,748,278.54","82,383,131.91","27,977,575.41","52,426,461.08","38,930,932.14","59,671,924.46","267,264,253.96","65,761,118.68"
投资活动现金流出小计,"35,305,022.22","4,504,337.45","71,254,511.95","2,349,191.00","11,777,046.50","16,883,306.10","26,637,215.34","11,963,600.00","14,797,894.34","22,234,337.06","39,809,580.88","17,095,714.10","22,269,351.16","37,558,737.03","61,381,648.37","41,593,585.77","55,754,729.74","108,924,504.74","115,882,206.04","533,900,508.68","324,516,860.57","751,378,326.88","821,715,708.91","178,648,515.31","219,944,235.87","398,101,924.63","915,317,689.56","50,622,892.44"
经营活动现金流入小计,"89,988,082.93","190,127,283.11","279,981,128.76","58,105,022.49","99,784,360.33","166,958,957.71","263,880,479.77","103,344,092.52","136,710,545.14","282,851,696.78","453,582,852.47","185,038,168.30","260,226,905.25","401,828,646.86","591,647,359.44","231,888,332.62","404,030,208.49","508,803,163.40","679,171,676.71","347,692,283.73","443,186,367.15","572,537,747.78","805,714,607.41","197,859,336.25","374,625,742.93","547,483,373.43","741,885,543.22","225,130,453.00"
投资活动产生的现金流量净额,"-35,305,022.22","35,787,862.34","-60,575,223.95","-2,349,191.00","-11,776,846.50","-16,882,796.10","-26,636,705.34","-11,963,600.00","-14,794,894.34","-22,202,817.06","-36,773,975.95","-17,085,714.10","-22,259,351.16","-37,548,737.03","-31,610,814.99","-40,093,585.77","-43,643,733.75","-98,886,830.99","-71,408,428.85","-132,220,508.68","-320,685,496.19","-746,706,962.50","-812,304,531.93","-178,648,515.31","-213,021,611.01","-374,969,292.61","-577,229,705.13","53,212,046.26"
购买商品、接受劳务支付的现金,"62,190,326.86","115,891,993.25","233,692,169.24","53,236,065.54","93,557,996.37","144,475,536.90","218,406,108.27","79,850,968.86","105,704,972.27","221,823,040.51","318,838,967.16","205,722,982.52","275,819,939.70","403,359,405.22","565,426,462.86","168,369,384.76","301,179,297.81","359,854,487.66","519,209,747.36","283,121,068.31","540,475,110.91","459,401,724.08","768,565,064.89","97,298,628.65","286,054,180.64","417,518,580.41","333,317,439.78","135,556,737.84"
吸收投资收到的现金,"12,325,000.00","27,600,000.00",,"350,476,000.00","350,476,000.00","350,476,000.00","359,050,000.00",,,,"1,000,000.00","10,000,000.00","10,000,000.00",,,,,"6,000,000.00",,"5,937,730.00","1,389,237,032.12","1,389,259,673.63","1,389,262,503.82",,,,,
支付给职工以及为职工支付的现金,"2,701,187.28","4,947,083.98","10,783,404.60","4,007,735.60","8,307,381.41","12,982,661.84","18,745,996.56","7,877,457.49","15,060,403.14","20,899,853.37","29,453,539.92","10,615,300.81","20,569,743.85","33,858,249.18","41,575,199.31","16,384,065.26","26,480,509.34","36,905,973.14","46,547,604.46","9,552,539.65","26,736,148.66","34,421,374.35","49,814,110.86","14,057,809.00","22,748,110.31","38,440,643.89","53,475,051.36","11,405,791.98"
取得借款收到的现金,"49,880,871.92","18,086,035.48","36,620,000.00",,,,"2,700,000.00",,"10,000,000.00","20,000,000.00","20,000,000.00","50,000,000.00","70,000,000.00","70,000,000.00","170,000,000.00","100,000,000.00","150,000,000.00","298,000,000.00","348,000,000.00","360,142,820.00","532,317,320.00","1,027,554,463.56","1,329,199,588.74","111,289,451.27","238,267,030.00","378,153,022.02","621,000,000.00","30,000,000.00"
