科目,2009-12-31,2010-12-31,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"57,074,012.21","89,087,044.39","111,826,875.32","509,160,279.80","436,206,054.58","386,002,917.98","405,875,608.40","367,237,164.60","223,991,999.47","184,374,701.96","199,650,767.77","170,599,766.72","358,363,790.14","277,277,029.47","233,471,876.61","308,708,836.77","225,956,757.97","259,800,474.08","296,203,922.46","291,698,522.41","273,191,231.25","251,395,004.37","274,739,490.29","259,460,498.97","263,417,535.73","318,453,305.82","318,161,764.45","280,672,643.99","251,982,218.00"
短期借款,"21,980,695.30","40,000,000.00","16,405,038.12","20,000,000.00",,,"5,740,000.00","5,740,000.00","25,740,000.00","25,740,000.00","60,000,000.00","60,000,000.00","40,000,000.00","58,555,940.00","133,394,904.00","243,464,875.20","253,438,617.60","241,000,000.00","299,400,000.00","309,400,000.00","334,400,000.00","354,400,000.00","425,500,000.00","390,500,000.00","385,322,778.38","288,281,115.45","244,551,780.00","253,160,750.00","292,624,500.00"
交易性金融资产,,,"92,180.09","147,644.70",,,,,,"519,044.65","1,484,421.88",,,"9,000,000.00","3,654,795.71","3,654,795.71","616,700.00",,,,"900,000.00","900,000.00","19,441,361.90","19,441,361.90",,,"3,911,787.40","3,911,787.40",
交易性金融负债,,,,,"276,774.08","92,544.61",,,,,,"276,685.78",,,,,,"189,600.00","1,686,707.72","1,190,260.47","2,576,902.79","2,174,440.86",,,,,,,
应收票据,"24,561,924.28","24,205,421.20","28,885,285.38","18,529,820.19","15,112,272.52","22,173,722.98","38,447,711.08","35,427,325.84","39,246,794.15","47,072,453.46","42,268,159.43","36,873,222.45","40,414,490.86","40,718,835.18","35,867,242.89","42,614,922.68","49,115,857.61","44,473,734.00","48,686,910.30","59,426,978.64","95,565,516.27","87,034,169.46","85,198,429.04","71,727,037.08","78,141,570.38","110,511,578.33","88,436,975.42","79,953,577.01","103,868,486.91"
应付票据,"18,219,913.92","60,037,624.70","79,008,190.04","52,731,395.22","28,117,300.04","51,397,102.80","56,582,864.62","46,048,338.10","73,434,898.83","59,973,549.55","64,697,918.54","86,325,785.44","107,860,752.41","100,765,758.42","83,635,471.42","97,028,910.21","114,679,813.39","104,197,347.20","126,111,046.90","149,052,440.99","227,987,005.91","182,060,658.86","184,153,780.47","232,157,110.03","260,799,939.13","261,564,872.03","334,559,282.42","369,984,709.33","325,291,164.53"
应收账款,"123,581,509.40","176,110,740.55","152,426,060.41","156,321,273.64","188,431,729.83","208,092,789.76","242,840,828.98","226,217,584.45","240,956,957.89","242,763,542.13","278,938,190.49","287,792,044.20","301,360,207.31","295,081,802.94","296,930,702.88","332,021,602.09","375,257,873.53","413,501,064.55","489,612,748.63","517,602,876.06","582,811,514.00","596,400,993.41","588,888,514.16","592,580,661.39","707,984,683.15","477,508,220.25","479,781,809.01","421,544,977.61","476,871,847.13"
应付账款,"94,416,934.45","124,765,070.35","70,250,756.22","47,460,771.31","96,526,642.10","92,113,853.37","133,664,721.35","127,971,583.67","126,797,715.85","139,424,912.04","183,335,931.06","211,328,121.56","202,353,169.83","196,570,732.66","193,459,858.86","235,698,216.19","256,775,854.71","302,215,831.17","350,744,515.88","366,249,901.29","358,838,953.60","409,787,064.11","503,074,401.40","498,689,137.71","605,388,513.59","484,601,358.90","464,776,641.01","408,642,989.15","437,090,437.78"
预付款项,"11,008,020.58","2,275,466.07","4,088,126.86","1,261,857.80","15,607,399.72","36,250,534.87","13,073,317.61","37,805,380.00","25,197,524.53","35,559,462.29","1,505,700.00","16,887,639.97","53,516,681.41","119,746,587.75","6,470,813.06","14,214,534.60","37,232,791.16","59,425,396.34","2,630,650.18","4,059,348.92","15,539,472.67","4,807,640.73","4,314,477.52","3,434,581.18","3,992,319.41","5,163,825.12","2,633,463.17","4,688,816.14","4,809,536.67"
预收款项,"2,081,115.05","4,077,481.94","5,926,834.28","6,461,718.59","9,298.91","9,298.91","6,931,993.56","6,957,446.34","11,812,109.42","12,173,497.17","8,163,640.10","13,056,464.23","12,254,367.38","17,168,949.34","11,163,405.89","10,121,220.46","7,923,287.16","6,620,117.61","8,873,132.41","8,369,474.20","12,169,273.25","13,841,543.42","14,440,196.68","17,165,006.93","16,227,202.86","15,244,940.52","11,654,673.31","15,237,201.43","19,176,227.98"
其他应收款,"4,314,007.38","7,879,777.03","11,937,552.86","7,999,935.70","8,250,007.42","13,078,097.02","9,849,689.45","13,739,980.06","23,160,670.11","20,183,725.39","23,043,756.11","18,815,574.06","18,565,263.23","15,236,948.77","13,698,042.72","14,588,047.52","17,381,280.61","22,312,441.02","22,147,196.87","19,530,971.66","30,892,007.08","14,945,592.83","20,358,202.88","8,044,783.25","28,538,323.83","38,905,011.76","33,624,662.85","29,581,106.18","48,979,223.19"
应付职工薪酬,"4,807,815.05","6,290,093.38","7,130,477.34","8,589,589.00","7,688,643.69","8,743,105.44","9,646,371.16","9,679,079.75","9,167,081.20","9,415,108.99","13,017,442.10","12,904,211.54","10,536,985.74","10,879,740.16","9,369,092.47","13,349,915.53","15,367,594.73","15,875,530.73","21,292,178.12","16,985,464.17","20,586,523.00","21,836,279.93","25,566,797.60","26,807,412.43","26,853,696.85","24,027,967.14","28,693,855.43","22,668,545.67","18,990,509.72"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"3,714,832.10","4,993,298.09","-3,740,003.38","-3,536,243.70","5,118,830.78","7,838,254.40","11,689,051.99","5,773,660.38","7,403,599.81","11,230,817.46","-672,037.17","-3,116,543.99","-11,720,764.94","-9,763,169.91","2,670,356.46","-16,568,421.79","-17,482,200.26","-114,752.87","25,117,442.10","13,025,100.37","4,210,739.72","9,523,927.61","27,938,431.40","23,438,161.65","17,801,047.80","24,045,281.48","12,146,890.35","10,128,380.32","6,042,794.91"
应收利息,,,,,"2,204,266.22","4,500,913.92","5,639,988.09","5,468,888.09","4,186,979.89","6,778,810.66","8,889,481.99","11,439,126.90","377,735.09","147,008.80","432,197.97","469,107.35","663,218.10","560,018.79",,"75,833.34","210,333.33","229,511.41",,"48,733.33","55,733.33",,,,
应付利息,,,,,,,,,,,"98,000.00",,"-707,777.77","-283,111.09","769,602.11","824,602.11","2,238,917.57","2,366,514.02","496,780.87","384,944.76","469,793.96","487,218.76","651,628.53","565,564.99","455,747.99","406,889.05","1,236,933.91","656,773.75","1,362,349.89"
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,,,,,"3,797,735.16",,,,,,,,,,,,,
存货,"53,191,648.50","77,773,310.70","85,059,569.39","87,658,120.57","91,699,113.84","95,792,519.50","82,751,631.12","89,953,124.91","97,622,490.79","111,810,100.10","94,526,897.17","139,001,454.89","136,511,366.92","131,152,106.30","82,213,650.81","131,568,865.42","142,668,516.24","149,384,471.14","166,342,326.20","176,013,412.92","175,964,488.17","192,738,304.09","213,641,418.59","259,592,359.43","260,086,171.96","189,249,845.71","203,103,287.66","214,006,655.42","224,023,659.46"
其他应付款,"2,778,881.87","4,729,208.04","918,968.46","8,551,145.86","3,027,980.93","3,723,511.44","3,673,222.45","2,848,675.16","2,314,900.27","5,836,163.05","7,977,081.78","9,266,146.55","98,429,154.88","43,243,437.36","4,511,544.82","12,328,738.24","8,080,776.40","10,690,509.81","5,811,376.20","17,419,264.66","17,781,224.65","23,767,031.85","7,617,821.35","210,877.46","14,347,642.16","7,363,554.14","12,392,585.65","10,004,437.47","11,230,626.33"
