科目,2013-12-31,2014-12-31,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"108,482,007.40","70,199,684.95","82,521,698.67","94,842,154.41","186,376,201.43","138,153,483.42","138,118,211.63","180,552,192.32","221,151,158.45","181,070,473.62","148,346,203.62","183,337,808.61","141,225,096.65","147,949,775.16","132,942,415.55","98,030,707.49"
短期借款,"105,000,000.00","40,000,000.00","40,000,000.00","40,000,000.00",,,,,,,,,,,"2,000,000.00","22,000,000.00"
交易性金融资产,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,
应收票据,"900,000.00","10,700,000.00","60,381,682.25","20,820,000.00","10,012,500.00","7,000,000.00","25,853,998.75","11,892,586.00","100,000.00","2,200,000.00","44,189,700.00","10,502,000.00","8,442,000.00","13,767,638.64","60,443,115.00","42,911,245.00"
应付票据,"30,000,000.00",,,,,,,,,,,,,,"12,999,999.60",
应收账款,"225,066,003.65","205,734,408.59","213,956,935.71","188,281,977.73","210,177,210.47","236,251,683.84","166,539,153.50","166,691,932.73","170,367,722.08","238,983,573.25","186,338,421.82","196,992,418.66","195,360,980.67","241,281,640.02","253,278,539.76","248,931,014.79"
应付账款,"215,453,806.97","184,944,329.22","144,725,328.57","98,039,097.53","92,076,613.01","106,863,645.74","94,679,274.55","71,781,243.15","77,093,273.30","105,111,439.81","106,610,158.93","86,776,135.47","90,059,629.75",,"122,583,362.81",
预付款项,"18,251,678.37","5,788,890.78","3,277,370.77","3,186,025.07","6,458,367.29","3,763,351.46","3,790,332.14","3,541,299.02","5,107,733.89","9,865,386.27","3,798,344.99","4,098,030.57","29,016,822.76","31,710,126.44","22,394,768.41","31,244,037.41"
预收款项,"178,978,787.01","104,945,750.46","39,703,658.20","19,306,281.56","13,476,610.47","14,514,687.29","22,901,622.35","16,895,043.54","19,392,766.37","27,260,681.35","29,952,069.69","32,692,017.99","49,625,310.03","37,682,071.44","43,864,208.95","33,208,550.84"
其他应收款,"12,117,547.17","9,092,172.64","4,909,455.45","5,505,654.63","4,552,077.20","5,485,154.64","2,728,094.42","6,543,008.97","4,747,549.36","3,710,261.85","2,246,678.08","2,253,093.21","2,761,349.70","9,644,905.89","9,811,395.61","8,910,426.58"
应付职工薪酬,"10,330,105.01","11,314,013.76","11,159,839.05","7,091,515.10","6,932,489.15","8,138,743.10","10,643,329.81","8,261,115.44","9,640,430.34","10,869,915.51","12,482,046.37","9,718,291.63","9,151,571.59","13,944,333.22","14,979,319.73","12,129,859.65"
应收关联公司款,,,,,,,,,,,,,,,,
应交税费,"15,463,015.29","1,657,888.68","6,325,505.52","2,095,479.23","3,665,747.51","6,229,157.69","4,731,837.60","2,402,021.76","1,411,884.02","2,733,687.14","10,024,233.71","4,985,706.34","1,017,035.37","2,218,464.49","21,568,250.25","12,877,479.13"
应收利息,,,,,,,,,,,,,,,,
应付利息,"223,287.67","148,500.00","123,444.45","127,386.11",,,,,,,,,,,"7,646.34","31,150.97"
应收股利,,"384,000.00",,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,,,,,
存货,"316,337,273.69","182,090,432.61","98,306,686.00","93,443,566.91","93,225,759.27","115,487,197.61","107,122,318.31","103,333,134.50","119,097,511.30","130,648,936.41","128,034,446.27","130,622,482.62","156,154,356.44","176,118,649.12","172,160,832.52","186,028,803.31"
其他应付款,"17,953,924.78","6,941,540.64","7,099,679.46","8,287,405.65","18,465,613.76","12,339,519.31","11,081,039.53","9,567,939.12","9,786,149.70","10,704,529.97","10,819,100.15","10,534,702.64","10,463,920.08","13,041,189.78","93,764,435.15","68,520,774.76"
其中:消耗性生物资产,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,"8,898,251.05","1,611,014.31",,,,,,,,,,,,,
一年内到期的非流动负债,"20,000,000.00",,,,,,,,,,,,,,,
其他流动资产,"3,867,924.52",,,,,"40,000,000.00","120,000,000.00","60,000,000.00","4,808,379.04","987,027.74","102,017,110.34","66,519,635.03","71,056,781.60","11,700,193.73","12,096,664.11","14,509,154.27"
其他流动负债,"500,000.00",,,,,,"4,697,170.50","2,209,920.99","1,472,443.05","734,965.11","2,949,911.76","2,212,433.82","1,474,955.88","737,477.94","2,918,055.96","2,180,578.02"
流动资产合计,"685,022,434.80","492,887,840.62","464,964,843.16","406,079,378.75","510,802,115.66","546,140,870.97","564,152,108.75","532,554,153.54","525,380,054.12","567,465,659.14","614,970,905.12","594,325,468.70","604,017,387.82","632,172,929.00","663,127,730.96","630,565,388.85"
流动负债合计,"593,902,926.73","349,952,022.76","249,137,455.25","174,947,165.18","134,617,073.90","148,085,753.13","148,734,274.34","111,117,284.00","118,796,946.78","157,415,218.89","172,837,520.61","146,919,287.89","161,792,422.70","187,342,517.07","314,677,632.45","286,844,682.24"
可供出售金融资产,"11,222,400.00","11,222,400.00","11,222,400.00","11,222,400.00","11,222,400.00","11,222,400.00","4,822,400.00","4,822,400.00","4,822,400.00","4,822,400.00",,,,,,
长期借款,,"40,000,000.00","40,000,000.00","40,000,000.00",,,,,,,,,,,,
持有至到期投资,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,
长期应收款,"27,024,947.72","26,136,916.25","7,405,328.11",,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,
长期股权投资,,,,,,,,,,,,,,,,
