科目,2007年度,2008年度,2009年度,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"129,549,340.93","280,711,541.84","467,344,679.89","303,278,306.72","442,371,516.39","738,540,360.72","170,755,926.22","436,241,273.51","715,319,380.31","1,173,173,664.45","313,857,995.68","768,627,202.54","1,164,911,982.56","1,730,015,461.67","410,659,250.02","834,964,764.08","1,341,760,642.90","1,851,784,662.60","311,829,917.18","658,391,865.25","1,010,867,039.64","1,502,237,147.94","438,074,674.43","957,363,634.84","1,484,119,211.51","2,259,481,775.44","903,772,734.71","2,534,292,818.57","4,277,822,051.42","6,720,363,780.49","2,790,959,167.75","7,251,568,406.66","13,788,792,600.28","19,599,432,049.21","5,896,316,103.72","11,100,610,528.90","15,667,659,568.72","18,522,681,119.36","3,432,952,717.70"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收到的税费返还,,,"68,248.74",,,"314,804.36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,267,498.96",
支付其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"28,901,017.09","28,844,428.70",,,"5,808,600.37",
收到其他与经营活动有关的现金,"71,262.77","440,149.09","2,485,760.47","2,557,469.25","2,898,758.81","5,221,393.67","2,294,550.62","8,367,796.45","15,865,842.74","31,961,758.82","2,924,004.36","7,487,569.23","29,831,901.58","39,337,762.16","10,390,673.91","17,060,145.77","29,703,797.66","34,124,699.94","2,612,074.96","5,651,822.05","10,207,605.96","14,459,914.06","5,132,897.10","7,127,043.82","19,274,204.42","11,610,655.40","5,450,498.11","3,549,905.42","19,338,781.99","57,675,448.40","17,545,564.14","43,053,984.57","73,027,786.08","111,668,470.10","8,796,638.36","51,178,250.06","70,125,907.14","110,265,780.67","30,860,545.26"
投资活动现金流出小计,"449,970.00","2,061,969.06","33,334,403.29","818,014.52","27,392,379.52","38,360,721.25","77,272,583.00","127,715,150.42","136,916,027.88","179,376,231.31","6,047,174.36","21,943,480.74","106,819,058.06","206,300,526.72","16,998,896.01","21,771,838.32","45,783,526.62","1,925,408,324.04","456,480,143.77","906,482,206.58","2,784,585,344.35","3,537,004,010.75","1,448,620,420.62","1,755,923,146.39","2,434,747,245.56","3,553,281,287.33","722,546,443.58","1,319,277,089.39","1,796,085,208.94","4,054,299,445.07","3,251,323,739.50","7,992,354,303.54","11,872,808,038.23","16,429,469,566.01","3,218,081,344.30","6,753,337,597.63","9,543,974,920.37","10,843,840,447.05","478,878,605.63"
经营活动现金流入小计,"129,620,603.70","281,151,690.93","469,898,689.10","305,835,775.97","445,270,275.20","744,076,558.75","173,050,476.84","444,609,069.96","731,185,223.05","1,205,135,423.27","316,782,000.04","776,114,771.77","1,194,743,884.14","1,769,353,223.83","421,049,923.93","852,024,909.85","1,371,464,440.56","1,885,909,362.54","314,441,992.14","664,043,687.30","1,021,074,645.60","1,516,697,062.00","443,207,571.53","964,490,678.66","1,503,393,415.93","2,271,745,069.84","910,333,232.82","2,539,406,057.32","4,300,045,083.41","6,778,219,228.89","2,809,420,231.89","7,297,768,174.57","13,867,268,569.70","19,723,129,421.42","5,907,215,075.08","11,172,244,642.58","15,763,313,000.92","18,666,507,422.10","3,465,136,262.96"
投资活动产生的现金流量净额,"-449,970.00","-2,061,969.06","-33,334,403.29","-818,014.52","-27,392,379.52","-38,360,721.25","-77,272,583.00","-127,715,150.42","-136,916,027.88","-179,376,231.31","-6,047,174.36","-21,943,480.74","-106,819,058.06","-206,300,526.72","-16,998,896.01","-21,771,838.32","-45,783,526.62","-531,558,782.95","38,569,677.00","182,091,214.67","-395,698,223.57","-433,593,443.38","-61,791,658.71","32,481,107.62","-267,308,570.81","-731,964,653.28","196,089,283.48","545,043,969.66","474,893,431.73","-1,256,262,475.09","-70,295,466.88","2,276,541.95","-124,974,245.76","-391,941,410.90","219,477,800.97","1,061,348,439.80","1,349,672,061.04","1,388,067,248.55","199,703,936.60"
购买商品、接受劳务支付的现金,"125,260,071.30","233,452,163.24","351,929,766.47","233,281,638.17","409,610,025.74","526,236,862.15","191,090,779.25","412,711,776.92","683,934,612.74","958,416,762.40","422,246,968.11","644,390,565.74","896,250,064.11","1,097,032,316.54","454,435,834.18","756,321,839.96","1,079,977,412.77","1,449,289,152.37","314,110,188.43","598,844,508.47","900,366,422.24","1,168,016,806.03","300,172,341.39","669,992,039.87","997,926,337.18","1,563,909,439.73","823,186,018.41","2,490,392,413.01","4,276,530,373.52","6,719,576,673.37","2,747,193,982.27","7,395,033,551.31","14,075,814,795.57","19,501,736,048.37","5,990,289,536.87","10,962,871,561.39","15,594,126,001.35","18,140,438,107.77","2,966,528,169.47"
吸收投资收到的现金,"30,000,000.00","30,000,000.00",,,,"1,446,500,000.00",,,,,,,,,,,,,,,"1,000,000.00","1,000,000.00",,,"2,940,000.00","13,510,800.00","8,280,000.00","40,905,400.00","44,725,400.00","2,521,725,394.80","203,171,400.00","218,901,400.00","279,335,200.00","279,335,200.00","10,000,000.00","15,000,000.00","132,800,000.00","132,800,000.00",
