科目,2007年度,2008年度,2009年度,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"57,579,951.12","66,570,123.38","81,001,599.96","57,567,353.15","89,682,376.05","120,640,047.32","29,446,823.22","56,948,886.46","86,157,043.24","115,566,778.33","25,656,498.44","57,136,849.91","91,443,779.12","128,281,140.03","31,228,781.80","62,802,357.11","102,405,670.22","112,694,185.46","31,884,036.61","71,717,549.73","113,743,294.05","249,059,264.54","41,078,946.86","72,547,224.45","107,326,355.25","147,374,643.42","32,120,882.50","62,391,059.47","98,489,509.16","146,122,060.30","53,970,374.75","138,530,612.64","219,409,326.12","349,051,187.05","97,456,497.07","192,874,100.00","269,005,025.07","357,141,037.51","96,471,362.21"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,"52,320,000.00","70,900,000.00","70,705,956.43",,,,,,,,,,,,,,,,,,,,,
收到的税费返还,"475,990.07",,,,,,,,,,"2,177,182.90","3,116,704.88","3,297,191.66","3,952,670.13",,"58,634.98","303,034.27",,"387,629.30","842,470.15","1,383,255.32",,"1,334,339.24","2,078,330.80","2,571,126.16","2,555,985.77","717,612.81","1,689,540.47","2,213,605.20","2,213,605.20","138,085.31","138,085.31","213,903.18","2,221,672.75","1,730,449.08","2,283,079.22","4,224,909.83","4,224,909.83","393,032.72"
支付其他与投资活动有关的现金,,,,,,,,,,"5,000,000.00",,,,"36,000,000.00","7,000,000.00","208,000,000.00","258,000,000.00","587,000,000.00","55,000,100.00","190,000,600.00","335,000,600.00","802,000,000.00","55,000,000.00","245,091,891.00","280,000,000.00",,,"165,000,000.00","266,000,000.00",,,,,,,,,,
收到其他与经营活动有关的现金,"319,982.63","2,021,144.28","7,910,150.34","1,990,285.67","954,701.87","18,262,335.20","1,080,826.15","3,232,147.72","4,950,190.45","7,498,855.74","11,291,153.28","6,048,205.13","15,482,240.91","8,340,781.34","3,768,497.10","3,649,764.89","8,815,985.12","8,458,312.04","2,677,813.18","9,835,835.99","10,369,679.10","6,912,789.44","5,587,888.52","6,757,159.01","9,123,804.25","13,361,286.93","3,549,432.35","5,639,643.83","9,276,789.35","25,310,224.59","8,700,674.51","9,386,303.42","18,248,528.18","23,984,311.76","5,530,302.68","10,083,886.62","17,117,208.31","13,948,154.53","29,279,196.55"
投资活动现金流出小计,"5,155,446.28","13,544,406.79","27,361,197.88","18,046,875.82","28,544,745.19","39,353,970.33","8,726,878.47","21,934,883.77","31,170,659.72","52,604,481.66","8,431,571.93","10,638,168.20","15,630,574.46","62,485,546.07","9,518,141.36","272,862,930.98","346,829,672.45","690,277,657.16","62,703,840.22","196,104,604.79","348,052,840.39","842,120,765.12","56,958,395.63","255,588,268.38","294,754,525.75","469,481,411.12","90,233,973.86","176,189,311.37","278,290,083.37","648,015,268.95","120,778,470.00","95,453,249.57","688,559,526.51","998,614,933.47","301,308,311.52","378,123,788.33","539,968,506.22","729,800,045.14","69,114,053.55"
经营活动现金流入小计,"58,375,923.82","68,591,267.66","88,911,750.30","59,557,638.82","90,637,077.92","138,902,382.52","30,527,649.37","60,181,034.18","91,107,233.69","123,065,634.07","39,124,834.62","66,301,759.92","110,223,211.69","140,574,591.50","34,997,278.90","66,510,756.98","111,524,689.61","121,152,497.50","34,949,479.09","82,395,855.87","125,496,228.47","255,972,053.98","48,001,174.62","81,382,714.26","119,021,285.66","163,291,916.12","36,387,927.66","69,720,243.77","109,979,903.71","173,645,890.09","62,809,134.57","148,055,001.37","237,871,757.48","375,257,171.56","104,717,248.83","205,241,065.84","290,347,143.21","375,314,101.87","126,143,591.48"
投资活动产生的现金流量净额,"-5,155,446.28","-13,544,406.79","-27,342,197.88","-18,046,875.82","-28,544,745.19","-39,353,970.33","-8,726,878.47","-21,934,883.77","-31,170,659.72","-52,468,917.08","-8,431,571.93","-10,638,168.20","-15,630,574.46","-39,204,511.25","19,031,282.29","-76,410,498.02","-49,386,800.81","-107,246,745.40","2,789,039.12","-23,446,876.07","15,854,181.16","-233,508,199.97","28,587,204.37","-32,741,812.61","-46,616,661.06","106,099,627.10","14,864,423.40","-46,024,941.51","-138,096,013.51","-206,119,295.22","10,321,615.88","-83,038,230.29","-101,317,046.40","-64,078,581.49","-139,947,833.02","-41,270,158.22","-58,405,508.67","-118,544,257.99","-68,033,028.55"
购买商品、接受劳务支付的现金,"39,932,268.87","38,491,485.19","36,625,002.21","20,191,314.39","35,374,603.93","50,809,642.63","18,848,816.72","35,443,921.04","56,076,707.77","73,788,083.93","18,902,295.70","33,438,655.69","55,363,953.47","64,904,464.46","17,696,522.74","29,286,182.58","51,102,411.18","7,053,604.18","14,818,236.19","35,043,127.48","45,143,544.28","128,683,879.81","18,252,229.11","50,689,934.60","88,773,017.79","72,020,574.56","6,018,495.46","18,337,171.18","30,577,266.79","48,173,141.26","13,839,559.73","31,865,449.65","49,259,398.24","45,030,542.34","35,829,690.90","90,793,985.52","123,267,916.70","128,983,046.51","35,814,159.06"
吸收投资收到的现金,"27,000,000.00","5,564,000.00",,,,,"463,118,833.70","463,118,833.70","463,118,833.70","463,118,833.70",,,,,,,,,,,,,,,"13,724,345.00","13,724,345.00",,"912,000.00","912,000.00","912,000.00",,,,,"59,407,400.01","73,937,020.01","73,812,020.01","73,812,020.01",
