科目,2008-12-31,2009-12-31,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
货币资金,"18,056,984.63","24,078,024.08","73,358,293.17","68,082,662.24","484,000,770.97","412,552,272.42","462,445,526.01","432,065,853.68","335,069,628.45","327,856,810.65","340,202,187.32","327,692,541.57","300,974,368.59","272,295,583.26","311,485,903.65","307,631,661.35","275,980,699.15","319,251,923.63","303,743,182.64","268,859,182.57","262,965,444.17","323,135,083.62","405,176,190.93","256,690,345.61","937,415,743.42","942,634,198.71","739,403,488.28","656,869,399.98","559,694,221.84","750,577,491.00"
短期借款,,"20,546,667.36","10,000,000.00","40,000,000.00","20,000,000.00",,"30,000,000.00","30,000,000.00","6,545,562.23","20,000,000.00","20,000,000.00","20,000,000.00",,,,,,,"34,600,000.00","63,550,000.00","60,000,000.00","70,000,000.00","130,000,000.00","90,000,000.00","90,000,000.00","90,000,000.00","10,000,000.00","10,000,000.00","60,000,000.00","70,000,000.00"
交易性金融资产,,,,,,,,,,,,,,,"954,315.00",,,,"213,120.59","213,120.59","213,120.59","213,120.59","1,753,571.25","1,753,571.25",,,"4,147,216.21","4,147,216.21",,
交易性金融负债,,,,,,,,,,,,,,,,"2,858,910.00","1,747,800.00","411,600.00","767,777.11","767,777.11","767,777.11","767,777.11","3,092,052.90","3,092,052.90","3,092,052.90","3,092,052.90","7,248,111.49","7,248,111.49","7,248,111.49","7,248,111.49"
应收票据,,"550,000.00",,,"784,475.57","2,455,000.90","5,907,553.94","2,392,461.25","1,291,000.00","2,095,268.04","1,988,318.15","350,000.00","1,785,147.70","4,733,580.59","2,075,575.00","4,018,794.75","1,670,578.00","2,777,054.41","3,739,338.77","4,965,564.86","7,913,730.66","16,209,185.70","12,096,083.64","8,318,266.06","3,390,890.73","10,154,948.49","13,062,736.80","15,292,972.47","20,339,970.71","15,541,228.86"
应付票据,,,"35,103,762.20","20,675,608.35","8,618,196.52",,,,,,,,,,,,,"64,695,925.45","115,485,925.45","82,500,000.00","93,500,000.00","122,615,484.25","109,915,484.25","107,000,000.00","176,700,000.00","201,625,968.98","211,081,681.37","205,885,712.39","228,350,000.00","268,800,000.00"
应收账款,"45,200,326.35","65,638,172.05","84,037,277.87","103,967,548.48","119,035,498.16","111,396,863.23","115,331,157.43","106,696,407.79","124,091,322.48","115,840,889.73","121,132,472.56","124,491,566.69","157,127,150.36","153,509,188.73","172,323,279.65","173,403,632.60","215,361,956.76","234,526,205.76","293,311,426.95","255,078,519.46","323,527,380.87","364,478,052.48","324,490,397.11","402,599,468.91","446,640,178.00","463,457,938.17","516,917,333.58","661,681,626.52","781,322,156.89","512,827,853.30"
应付账款,"35,695,079.29","55,151,842.07","80,166,567.53","85,007,942.19","103,295,894.66","77,495,843.28","72,853,304.13","76,704,364.63","102,809,013.76","91,519,076.63","77,511,096.98","94,100,310.54","139,516,665.56","114,329,937.95","162,904,225.76","158,042,297.59","210,240,445.40","197,717,970.89","283,136,900.03","273,078,089.24","369,500,210.35","361,568,427.88","330,466,761.71","421,810,198.00","387,962,721.11","554,272,846.87","493,687,362.53","657,570,150.24","527,314,368.74","254,544,562.17"
预付款项,"2,560,241.19","8,099,402.39","2,632,180.36","7,911,345.14","4,846,100.57","23,976,096.56","25,553,667.65","25,549,424.45","51,337,054.07","31,534,532.66","8,736,393.35","15,384,550.42","19,484,338.30","16,288,264.34","1,947,827.89","7,891,113.98","3,197,659.45","2,021,726.56","3,532,970.24","4,609,240.01","2,084,166.00","2,337,111.14","2,652,510.33","7,254,747.75","5,561,194.54","17,885,192.44","5,758,746.12","4,489,527.17","17,005,928.51","19,129,478.68"
预收款项,"10,817,133.60","9,532,628.50","10,114,296.05","11,050,606.03","7,070,329.18","6,739,343.58","7,709,964.34","6,179,708.68","9,540,682.53","6,816,411.42","10,501,660.15","10,191,177.64","17,340,063.90","14,987,653.45","14,654,157.47","14,283,591.61","15,820,077.56","14,270,936.77","26,725,543.35","19,190,964.70","18,139,766.66","42,924,557.16","21,828,680.00","20,585,037.94","21,364,626.11","14,278,751.51","22,144,399.90","29,169,222.01","43,732,538.15","49,784,455.91"
