科目,2013-12-31,2014-12-31,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
其他流动资产,,,,,,"160,120,000.00","161,200,000.00","110,000,000.00","87,796,038.45","162,764,044.82","221,764,388.88","161,748,794.49","116,609,126.10","339,141,423.97","161,749,163.88","287,162,740.09"
其他流动负债,,,,,,,,,,,,,,,,
流动资产合计,"280,226,393.34","279,002,206.51","297,090,015.87","284,500,300.00","475,649,069.80","461,555,654.35","482,251,679.57","498,298,189.75","504,999,380.04","603,380,049.16","1,042,844,252.82","2,577,396,164.24","2,654,880,363.51","2,889,398,633.74","3,112,411,439.27","3,116,172,400.99"
流动负债合计,"99,833,150.81","95,267,628.41","73,011,798.28","59,680,300.00","54,857,843.15","57,920,725.37","67,799,189.32","80,758,356.80","92,708,199.55","100,912,460.29","205,191,597.77","1,562,925,999.54","1,760,700,851.99","1,868,212,454.99","2,210,570,366.40","2,074,019,432.38"
可供出售金融资产,,,,,,,,,,,,"2,510,000.00","2,510,000.00","2,500,000.00","2,500,000.00",
长期借款,,,,,,,,,,,,"30,000,000.00","125,000,000.00","325,000,000.00","270,000,000.00","403,000,000.00"
持有至到期投资,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,
长期股权投资,,,,,,,,,,,,,,,,
专项应付款,,,,,,,,,,,,,,,,
投资性房地产,"11,403,633.06","10,766,529.66","10,129,426.26","9,970,200.00","9,810,874.56","9,651,598.71","9,492,322.86","9,333,047.01","5,292,672.58","5,200,393.00","5,108,113.42","5,015,833.84","4,923,554.26","4,831,274.68","2,248,877.95","2,205,373.53"
预计负债,,,,,,,,,,,,,,,,
固定资产,"67,674,958.86","74,212,298.53","127,986,293.47","125,410,100.00","123,182,287.47","121,964,250.54","124,161,799.98","121,459,902.62","122,795,218.20","120,118,640.00","133,561,131.53","747,200,194.29","753,510,746.09","754,854,994.79","1,240,444,244.63","1,373,072,896.35"
递延所得税负债,,,,,,,,,,,,"85,527,060.67","84,440,876.51","83,354,692.36","82,268,508.20","81,182,324.05"
在建工程,"17,762,129.65","41,301,882.94",,,,"450,717.08","26,428.62","14,366,260.43","4,777,343.56","5,364,010.29","1,760,713.32","4,324,167.58","244,482,357.90","439,465,765.98","137,954,682.36","42,442,354.83"
其他非流动负债,,,,,,,,,,,,"25,088,689.27",,,,
工程物资,,,,,,,,,,,,,,,,
非流动负债合计,"1,950,000.00","2,550,000.00","3,832,500.00","3,823,800.00","4,172,000.00","4,061,750.00","3,951,500.00","3,849,999.99","3,731,000.00","3,620,750.00","3,510,500.00","140,615,749.94","227,568,427.64","425,141,154.27","367,713,880.61","503,556,919.69"
固定资产清理,,,,,,,,,,,,,,,,
负债合计,"101,783,150.81","97,817,628.41","76,844,298.28","63,504,000.00","59,029,843.15","61,982,475.37","71,750,689.32","84,608,356.79","96,439,199.55","104,533,210.29","208,702,097.77","1,703,541,749.48","1,988,269,279.63","2,293,353,609.26","2,578,284,247.01","2,577,576,352.07"
生产性生物资产,,,,,,,,,,,,,,,,
实收资本(或股本),"64,777,358.00","64,777,358.00","64,777,358.00","64,777,400.00","86,377,358.00","86,377,358.00","86,377,358.00","86,377,358.00","86,377,358.00","90,168,358.00","99,801,698.00","133,365,148.00","226,720,751.00","385,425,276.00","385,425,276.00","385,425,276.00"
油气资产,,,,,,,,,,,,,,,,
资本公积,"77,558,918.31","77,558,918.31","77,558,918.31","77,558,900.00","229,515,718.31","229,515,718.31","229,515,718.31","229,515,718.31","229,515,718.31","306,586,748.31","733,363,095.31","2,478,635,849.86","2,396,054,742.75","2,248,124,713.64","2,257,207,125.69","2,261,030,071.56"
无形资产,"28,714,872.24","27,915,349.77","27,190,004.32","26,975,100.00","26,819,435.31","26,845,562.03","26,796,334.52","26,571,566.96","40,333,898.29","40,032,387.51","39,973,329.66","706,049,082.46","738,998,960.95","734,711,845.51","729,824,905.37","731,448,423.60"
盈余公积,"19,972,982.21","23,576,636.82","28,728,051.73","28,728,100.00","28,728,051.73","28,728,051.73","33,573,290.88","33,801,251.93","33,573,290.88","33,573,290.88","39,274,849.21","39,274,849.21","39,274,849.21","39,274,849.21","43,284,452.25","43,284,452.25"
开发支出,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,"80,862,030.00","80,862,030.00","80,103,830.00","80,103,830.00","48,062,298.00","48,062,298.00"
商誉,,,,,,,,,,,,"521,241,581.70","521,370,170.16","521,370,170.16","521,370,170.16","521,370,170.16"
未分配利润,"153,147,642.61","181,143,629.10","216,458,619.64","214,350,400.00","233,883,162.04","216,219,503.07","236,331,273.50","238,011,354.64","234,548,266.74","242,137,759.44","259,241,632.75","302,706,333.95","390,102,368.85","504,155,181.95","609,199,027.92","674,930,238.47"
长期待摊费用,,,,,,"310,180.19","80,874.21","76,749.34","68,124.43","54,999.52","46,374.61","175,076.69","154,680.89","3,806,444.11","471,560.06","421,035.77"
少数股东权益,,,,,,,,,,,,"94,734.87","-2,343,797.01","-3,107,752.20","-3,990,505.28","-5,206,608.08"
递延所得税资产,"1,458,064.79","1,675,903.23","1,971,506.04","2,035,900.00","2,072,466.09","2,045,143.58","2,218,890.25","2,208,323.56","2,187,196.38","2,848,887.44","4,070,302.03","12,837,832.65","19,652,430.08","22,516,742.88","23,160,949.64","25,527,199.98"
外币报表折算价差,,,,,,,,,,,,,,,,
其他非流动资产,"10,000,000.00","10,000,000.00",,,,,"12,520,000.00",,,,"32,157,125.65","6,701.92","17,491,100.59","13,666,176.01","50,960,496.15","73,835,209.93"
非正常经营项目收益调整,,,,,,,,,,,,,,,,
非流动资产合计,"137,013,658.60","165,871,964.13","167,277,230.09","164,391,300.00","161,885,063.43","161,267,452.13","175,296,650.44","174,015,849.92","175,454,453.44","173,619,317.76","216,677,090.22","1,999,360,471.13","2,303,094,000.92","2,497,723,414.12","2,708,935,886.32","2,772,805,083.28"
所有者权益(或股东权益)合计,"315,456,901.13","347,056,542.23","387,522,947.68","385,414,700.00","578,504,290.08","560,840,631.11","585,797,640.69","587,705,682.88","584,014,633.93","672,466,156.63","1,050,819,245.27","2,873,214,885.89","2,969,705,084.80","3,093,768,438.60","3,243,063,078.58","3,311,401,132.20"
资产总计,"417,240,051.94","444,874,170.64","464,367,245.96","448,918,700.00","637,534,133.23","622,823,106.48","657,548,330.01","672,314,039.67","680,453,833.48","776,999,366.92","1,259,521,343.04","4,576,756,635.37","4,957,974,364.43","5,387,122,047.86","5,821,347,325.59","5,888,977,484.27"
负债和所有者(或股东权益)合计,"417,240,051.94","444,874,170.64","464,367,245.96","448,918,700.00","637,534,133.23","622,823,106.48","657,548,330.01","672,314,039.67","680,453,833.48","776,999,366.92","1,259,521,343.04","4,576,756,635.37","4,957,974,364.43","5,387,122,047.86","5,821,347,325.59","5,888,977,484.27"
