科目,2013-12-31,2014-12-31,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"119,262,446.31","84,933,353.96","115,031,871.21","101,735,500.00","283,864,367.74","106,833,612.78","109,931,330.56","163,672,185.52","177,969,491.12","207,039,111.46","590,668,091.95","744,210,412.49","729,790,234.40","514,477,275.48","505,747,537.50","530,347,398.87"
短期借款,"18,500,000.00","12,500,000.00","2,000,000.00",,,,,,,,,"187,944,127.38","239,823,239.48","308,828,888.42","369,266,313.63","300,753,121.88"
交易性金融资产,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,
应收票据,"7,710,000.00","6,300,000.00","2,900,000.00","1,300,000.00","2,631,092.71","1,961,092.71","4,800,000.00","6,821,745.81",,"600,000.00","8,500,000.00","100,343,174.90","129,921,010.44","174,528,951.48","222,813,007.85","222,649,605.43"
应付票据,,,,,,,,,,,,"364,329,285.99","481,750,082.12",,"611,379,823.46",
应收账款,"43,805,245.22","78,031,348.27","74,017,387.10","70,308,800.00","99,292,315.79","92,547,385.79","104,298,437.68","86,971,872.92","108,600,123.26","101,216,912.08","85,785,637.55","983,807,952.55","1,153,082,852.68","1,289,421,498.10","1,506,833,937.02","1,425,129,691.40"
应付账款,"21,433,562.92","31,759,795.36","17,694,042.32","16,463,500.00","23,168,861.72","22,441,842.31","25,269,034.57","29,986,484.83","34,848,761.91","31,127,448.21","35,448,544.25","515,378,305.30","480,241,822.74",,"687,389,845.46",
预付款项,"11,761,612.37","14,031,110.92","13,342,075.91","15,778,100.00","7,007,779.52","8,041,443.62","9,031,554.21","10,853,601.89","9,972,602.74","15,346,835.70","7,839,073.47","75,552,541.61","24,540,255.49","62,487,349.17","31,978,546.49","42,868,864.44"
预收款项,"26,781,047.65","27,537,847.32","21,861,779.22","21,126,400.00","13,797,629.05","18,732,833.34","17,220,539.35","39,239,076.40","37,464,289.67","44,252,358.90","58,201,442.86","110,082,701.86","146,945,580.49","125,761,105.26","125,998,387.09","130,340,779.37"
其他应收款,"1,442,434.82","1,277,927.84","1,139,185.28","1,576,800.00","2,558,439.43","814,969.10","1,114,399.31","2,368,372.51","1,432,909.51","1,409,897.91","2,987,911.34","49,665,871.86","29,708,763.61","51,495,587.37","30,602,036.70","41,305,977.97"
应付职工薪酬,"6,371,950.78","6,251,323.74","6,530,180.30","4,431,700.00","4,968,737.84","6,826,775.16","7,723,328.56","8,307,217.83","8,612,828.90","9,489,740.01","8,820,775.32","14,782,223.88","18,511,347.08","23,363,163.58","31,822,435.99","26,379,245.68"
应收关联公司款,,,,,,,,,,,,,,,,
应交税费,"6,746,726.29","8,008,027.62","10,811,431.30","5,690,400.00","8,506,917.73","3,406,692.73","8,196,705.68","-167,091.82","6,851,860.07","7,037,435.31","6,788,364.70","50,180,958.16","54,927,071.60","53,779,486.44","38,076,383.33","43,501,369.81"
应收利息,,,,,,,,,,,,,,,"1,844,607.02","508,417.81"
应付利息,,,,,,,,,,,,"1,533,507.66","2,659,038.36",,"1,878,999.44","457,187.49"
应收股利,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,,"758,200.00",,"454,920.00","454,920.00"
存货,"96,244,654.62","94,428,465.52","90,659,496.37","93,801,100.00","80,295,074.61","91,237,150.35","91,875,957.81","117,610,411.10","119,228,214.96","115,003,247.19","125,299,149.63","462,067,416.34","471,228,120.79","457,846,548.17","652,687,209.83","566,708,122.79"
其他应付款,"19,999,863.17","9,210,634.37","14,114,365.14","11,968,300.00","4,415,696.81","6,512,581.83","9,389,581.16","3,392,669.56","4,930,459.00","9,005,477.86","95,932,470.64","175,794,889.31","193,684,470.12","173,152,445.31","286,637,177.44","260,983,717.80"
其中:消耗性生物资产,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,"142,900,000.00","141,400,000.00","139,400,000.00","60,000,000.00","60,000,000.00"
