科目,2007年度,2008年度,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
一、营业收入,"206,565,514.18","220,879,577.81","313,563,335.52","27,464,247.66","171,622,450.29","221,513,458.61","500,470,845.46","38,829,728.39","199,774,476.17","368,083,629.66","1,026,008,242.50","167,737,370.16","466,208,037.87","708,175,924.30","1,771,545,779.75","214,786,513.08","823,149,204.64","1,259,860,387.84","3,133,272,799.66","281,829,388.49","994,252,324.46","1,292,513,342.41","3,449,157,893.32","409,078,083.93","1,053,793,487.19","1,700,393,798.99","5,214,260,272.86","630,607,076.57","2,347,175,093.16","3,204,989,149.29","8,892,285,137.71","1,119,447,869.98","2,895,071,470.66","5,405,890,795.26","13,767,286,079.82","2,298,460,844.52","3,854,434,638.53","6,048,992,001.26","11,517,809,422.92","1,809,740,360.18"
二、营业利润,"75,315,214.85","81,041,461.90","124,386,193.47","5,074,702.05","55,309,472.35","73,758,162.06","209,231,347.28","7,141,104.33","69,263,604.60","93,583,042.76","409,105,644.65","25,102,470.54","118,633,067.69","153,660,284.11","692,153,873.54","23,111,915.49","149,826,913.21","192,267,849.27","1,047,956,135.08","30,693,123.35","180,165,462.03","205,691,865.25","1,161,917,173.76","36,241,753.78","205,259,807.84","354,769,954.77","1,687,315,340.67","37,450,635.35","321,162,920.84","519,309,959.50","2,212,605,064.67","280,170,966.48","616,400,091.55","934,489,534.71","3,121,216,513.80","214,830,392.58","498,495,310.40","789,042,849.63","1,617,043,777.46","107,329,189.02"
减:营业成本,"116,761,399.47","125,632,737.44","162,601,801.92","13,383,854.31","92,722,006.92","115,059,661.84","257,204,308.23","18,975,743.22","106,255,524.46","230,456,236.76","539,405,666.99","112,458,329.27","301,811,195.24","479,470,126.66","1,012,610,650.81","162,239,557.64","581,297,058.78","919,823,621.81","1,967,711,094.79","195,137,884.12","654,015,341.51","866,976,257.22","2,098,862,554.40","283,765,366.40","661,182,356.47","1,075,902,596.92","3,065,739,659.82","480,884,378.89","1,748,100,953.10","2,297,333,899.88","6,101,117,839.82","833,562,099.16","2,107,698,833.76","4,000,671,039.39","9,779,746,261.03","1,688,171,438.26","2,527,103,220.51","4,061,179,548.49","8,083,903,739.78","1,282,143,106.85"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"3,693,055.03","3,149,212.13","4,903,935.59","828,792.36","4,492,448.60","5,013,017.79","7,754,241.60","605,040.66","3,745,361.44","6,468,992.30","29,661,782.12","2,577,038.65","10,245,549.19","16,399,125.56","31,191,788.13","2,356,552.00","15,906,130.90","27,309,421.35","82,016,139.39","5,945,870.64","25,899,092.91","30,036,735.77","58,180,304.82","5,383,396.66","18,873,653.98","41,001,802.34","81,511,883.39","14,709,986.19","18,434,036.80","18,112,936.36","51,007,129.52","2,580,959.32","16,860,146.09","30,013,145.95","52,719,517.25","6,693,662.62","16,931,362.26","29,970,480.14","65,312,881.36","21,168,632.00"
营业外收入,"890,000.00","7,174,000.00","1,200.00","1,000.00","5,900.00","5,900.00","114,233.33",458.00,"907,361.40","1,069,861.40","4,912,149.71","806,200.01","2,628,675.02","3,164,293.03","6,028,580.04","650,705.54","4,958,636.55","8,332,567.56","20,850,437.89","698,131.24","5,801,779.21","6,353,230.56","14,666,597.34","715,187.64","1,760,022.32","3,685,582.55","9,845,601.27","1,616,667.48","5,162,943.91","6,859,785.39","27,370,607.28","1,052,029.20","28,474,870.13","26,351,503.41","19,566,505.77","2,912,083.35","8,420,043.30","15,580,924.44","22,056,030.47","9,569,863.78"
销售费用,"4,186,036.09","4,936,999.28","6,338,198.21","1,131,095.95","1,839,251.24","3,154,257.58","6,863,133.67","2,374,078.76","6,075,326.70","9,972,715.05","12,853,645.15","3,149,931.32","6,872,865.49","10,538,770.93","27,119,863.83","5,355,998.62","13,302,547.03","21,706,522.63","36,506,335.54","13,874,853.22","29,488,401.85","43,540,985.79","61,480,792.98","32,750,345.92","56,655,432.41","84,897,675.46","127,302,240.73","32,968,550.52","56,877,160.61","90,757,756.80","147,035,197.52","36,664,831.11","76,107,929.05","141,822,554.15","231,155,752.29","62,319,231.11","123,356,012.69","183,106,779.19","288,367,747.66","66,809,026.37"
减:营业外支出,"14,102.22","244,284.66","5,144.23","26,500.00","197,477.00","198,468.02","198,468.02","6,316.19","56,416.19","61,816.19","68,816.19",,,"8,000.00","8,000.00",,"730,900.00","816,668.67","885,644.76","48,278.00","184,870.60","244,764.81","1,732,694.01","83,692.86","93,693.74","992,895.90","2,103,514.63","7,161.55","973,182.33","3,096,762.69","4,994,150.34","1,182,493.29","3,279,901.49","10,156,021.93","10,352,212.86","354,192.04","982,905.80","2,324,978.08","9,177,156.44","4,695,130.81"
管理费用,"6,874,096.51","8,109,785.89","16,128,992.70","6,884,377.90","13,258,624.23","20,683,066.14","30,891,411.73","12,175,494.47","33,978,695.58","62,920,892.25","102,651,817.27","29,025,795.46","60,605,246.07","87,576,063.94","135,910,051.08","30,447,274.31","61,624,749.20","102,549,950.43","152,102,313.98","35,020,456.24","75,287,845.02","117,715,048.43","201,374,446.74","41,356,909.39","96,584,318.89","157,000,898.01","287,337,786.99","59,308,436.04","140,867,174.69","242,139,753.03","409,109,027.57","84,052,421.55","188,550,539.52","306,391,733.32","546,036,412.58","130,056,239.14","269,429,009.46","308,424,803.15","504,045,262.21","123,111,606.75"
其中:非流动资产处置净损失,,,,,,,,,,,,,,,,,,,,,,,"24,431.38",,,,"423,335.59",,,,"4,068,041.07",,"7,749.66",,,,,,,
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
财务费用,"-1,453,271.17","-3,806,358.33","-687,360.47","161,425.09","-1,260,922.14","-2,116,439.05","-15,522,324.13","-2,878,475.91","-24,596,490.74","-40,727,625.59","-36,542,808.53","-1,496,806.57","-29,644,571.80","-31,364,701.86","-39,348,216.11","-1,024,006.80","-6,438,753.17","7,585,983.71","51,183,250.45","19,380,994.15","38,863,575.65","62,624,559.48","100,780,149.05","19,142,461.87","36,238,435.86","52,964,146.83","47,496,730.82","11,268,030.69","33,155,995.54","55,214,472.37","84,346,129.04","53,067,335.80","112,506,307.70","234,508,516.88","363,403,517.89","179,070,162.48","314,731,139.40","489,322,906.31","669,603,498.65","200,781,004.85"
