科目,2007年度,2008年度,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
销售商品、提供劳务收到的现金,"911,985,329.86","1,290,096,606.91","633,939,264.79","1,011,648,940.48","1,466,279,151.46","421,250,890.98","858,851,462.67","1,362,396,173.65","2,036,969,327.75","534,842,616.55","1,229,751,444.51","2,091,924,142.44","3,006,064,172.29","990,686,131.04","1,926,160,970.89","2,992,986,461.89","4,186,011,339.10","934,925,274.04","1,834,224,810.44","3,201,312,192.53","4,664,945,510.93","1,297,026,250.40","2,962,341,301.44","4,591,406,517.51","6,541,204,036.63","1,352,831,725.05","3,112,467,425.30","5,069,091,882.17","6,995,065,198.64","1,747,074,608.97","3,802,027,341.15","6,048,451,911.81","8,358,277,045.05","1,888,303,182.91","4,145,775,423.42","6,419,833,361.99"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收到的税费返还,,,,,,,,,,,,,,,,,,,,,"2,266,400.00",,,,,,,,,,,,,,,
支付其他与投资活动有关的现金,,,,,,,,,,,"1,393,186.98",,"92,910,700.95","92,218,965.03","90,495,000.00","90,495,000.00","121,215,030.78","-6,414,932.31","600,000.00",,"22,800,000.00",,,"110,000,000.00",,,"81,000.00","10,081,000.00",,,,,,,,200.00
收到其他与经营活动有关的现金,"6,332,560.33","6,353,523.31","4,374,886.58","7,227,950.29","7,253,237.80","3,804,365.38","4,408,571.07","7,954,273.85","15,938,965.93","2,985,735.10","7,703,957.64","19,281,124.26","27,291,238.29","5,254,365.16","10,708,463.53","16,178,826.72","24,041,050.50","5,662,165.72","9,340,622.99","21,434,826.17","51,542,546.69","4,028,421.75","12,776,223.02","23,995,011.58","78,145,606.10","7,642,722.87","15,908,819.71","70,639,384.77","217,118,709.17","120,221,820.99","75,826,097.55","84,410,856.40","180,509,147.40","6,460,932.88","60,157,196.02","68,013,953.89"
投资活动现金流出小计,"221,555,626.43","249,952,257.72","158,824,199.94","252,889,233.98","453,949,014.14","151,202,175.45","350,896,695.06","550,900,553.22","838,357,207.17","222,543,584.17","615,354,319.42","932,838,942.40","1,382,027,653.58","322,236,517.31","766,645,233.39","1,149,293,162.63","1,622,880,280.88","320,140,010.19","664,334,884.16","1,238,824,775.88","1,744,332,434.31","468,325,010.30","996,633,606.74","1,549,970,943.98","2,245,906,255.11","443,820,828.79","837,814,631.12","1,258,914,425.00","1,605,411,730.54","275,130,061.34","490,253,278.63","721,361,980.49","1,076,226,777.74","288,819,126.56","610,226,471.63","857,383,953.03"
经营活动现金流入小计,"918,317,890.19","1,296,450,130.22","638,314,151.37","1,018,876,890.77","1,473,532,389.26","425,055,256.36","863,260,033.74","1,370,350,447.50","2,052,908,293.68","537,828,351.65","1,237,455,402.15","2,111,205,266.70","3,033,355,410.58","995,940,496.20","1,936,869,434.42","3,009,165,288.61","4,210,052,389.60","940,587,439.76","1,843,565,433.43","3,222,747,018.70","4,718,754,457.62","1,301,054,672.15","2,975,117,524.46","4,615,401,529.09","6,619,349,642.73","1,360,474,447.92","3,128,376,245.01","5,139,731,266.94","7,212,183,907.81","1,867,296,429.96","3,877,853,438.70","6,132,862,768.21","8,538,786,192.45","1,894,764,115.79","4,205,932,619.44","6,487,847,315.88"
投资活动产生的现金流量净额,"-221,555,626.43","-249,940,725.50","-158,824,199.94","-252,889,233.98","-453,949,014.14","-151,202,175.45","-350,896,695.06","-550,900,553.22","-834,699,379.43","-222,512,084.17","-615,315,019.42","-932,799,642.40","-1,382,027,653.58","-320,750,670.23","-673,221,666.34","-963,881,428.08","-1,437,056,381.16","-319,890,010.19","-657,456,211.55","-1,208,398,895.93","-1,744,053,175.31","-463,615,010.30","-984,389,408.74","-1,521,839,886.64","-2,097,003,062.54","-329,869,675.01","-723,265,012.10","-1,141,812,797.15","-1,487,979,822.69","-275,130,061.34","-488,798,075.63","-717,200,447.89","-1,070,645,154.14","-288,662,920.56","-609,357,155.63","-854,040,261.36"
购买商品、接受劳务支付的现金,"631,475,292.48","913,047,713.14","444,126,034.32","708,594,217.61","1,078,440,262.06","354,068,592.19","757,755,152.84","1,130,632,937.17","1,572,269,446.64","452,453,811.08","1,009,607,851.66","1,533,706,097.98","2,277,371,321.75","715,767,503.43","1,622,037,829.00","2,500,876,369.38","3,342,087,292.59","990,490,680.58","1,954,242,898.34","2,975,593,187.63","4,172,624,421.12","928,716,321.10","1,979,514,454.08","3,408,256,727.07","4,976,867,502.58","1,243,384,664.74","2,767,850,853.16","4,127,928,931.36","5,803,835,132.94","1,462,190,351.58","3,003,870,127.68","4,398,864,189.09","6,125,795,022.65","1,506,783,062.67","3,198,019,911.93","4,952,515,253.31"
吸收投资收到的现金,,,,,"809,750,000.00",,,,,,"1,499,850,000.00","1,597,757,357.01","1,572,757,357.01","29,459,822.46","29,459,822.46","58,952,865.77","88,352,865.77","98,000,000.00","98,000,003.07","166,702,275.51","166,600,000.00","68,948,029.99","156,755,721.93","156,755,721.93","225,355,721.93",,"2,440,320,000.00","2,440,320,000.00","2,440,320,000.00",,,,,,"960,000.00","960,000.00"
