科目,2007-12-31,2008-12-31,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"103,124,148.00","341,211,068.00","516,606,763.00","401,864,700.00","4,939,270,255.00","4,473,335,732.00","4,207,470,924.00","3,553,541,206.00","2,908,190,348.00","2,750,977,254.00","2,090,741,707.00","1,633,306,786.00","3,662,037,320.00","2,137,821,624.00","2,358,678,378.00","3,089,973,210.00","2,143,455,717.00","3,163,261,515.00","2,280,088,669.00","2,024,230,606.00","1,967,701,212.00","2,050,858,867.00","2,029,775,950.00","1,576,049,125.00","1,465,624,471.00","2,107,010,276.00","1,850,728,120.00","2,076,939,328.00","2,090,441,894.00","1,841,438,172.00","1,228,045,874.00","2,330,670,036.00","909,720,853.00","1,456,988,337.00","1,231,427,266.00","1,809,456,140.00"
短期借款,"416,398,060.00","813,599,364.00","1,077,493,875.00","1,102,634,163.00","1,005,064,431.00","818,676,103.00","943,574,276.00","1,010,851,518.00","1,125,044,951.00","1,080,696,911.00","939,600,000.00","1,060,900,000.00","1,261,400,000.00","1,111,400,000.00","503,000,000.00","363,000,000.00","630,000,000.00","800,000,000.00","1,150,000,000.00","1,640,000,000.00","2,130,378,392.00","2,205,819,473.00","1,987,793,705.00","2,043,188,834.00","2,044,000,000.00","2,169,000,000.00","2,220,000,000.00","2,495,000,000.00","2,695,000,000.00","2,195,000,000.00","2,820,000,000.00","3,020,000,000.00","2,770,000,000.00","2,218,000,000.00","2,720,000,000.00","3,020,000,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,"300,000,000.00","300,000,000.00","300,000,000.00",,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"103,347,302.00","365,001,766.00","493,044,395.00","274,735,872.00","446,477,823.00","590,102,710.00","628,137,115.00","485,693,928.00","553,299,777.00","624,634,341.00","936,458,381.00","808,413,759.00","849,410,167.00","797,288,206.00","1,024,793,376.00","1,060,438,014.00","1,198,483,438.00","1,129,671,746.00","1,039,219,642.00","1,247,220,491.00","1,215,020,469.00","986,708,464.00","979,589,672.00","1,216,718,671.00","1,186,789,720.00","994,554,387.00","1,114,331,622.00","916,084,123.00","945,158,182.00","861,814,178.00","664,903,962.00","804,090,063.00","1,063,269,695.00","1,158,763,984.00","1,459,967,398.00","942,917,877.00"
应付票据,"51,750,000.00","154,216,019.00","172,417,600.00","68,456,000.00","30,000,000.00","37,343,080.00","23,184,628.00","10,639,140.00","2,106,591.00",,,"2,501,670.00","3,499,346.00","800,398.00","1,726,947.00","11,707,502.00","2,635,239.00","8,645,316.00","5,010,729.00","22,730,549.00","56,315,444.00","40,466,845.00","4,404,641.00","1,350,142.00","2,967,250.00",,"550,421.00","4,377,766.00","4,221,561.00","45,158.00",,"50,000,000.00","111,800,000.00","61,800,000.00",,"14,985,836.00"
应收账款,"379,489,249.00","475,575,770.00","615,204,803.00","797,587,958.00","767,832,060.00","796,652,302.00","923,992,954.00","1,060,496,062.00","1,022,007,085.00","1,161,344,502.00","1,315,314,522.00","1,446,852,311.00","1,496,721,042.00","1,747,812,844.00","1,621,275,186.00","1,877,331,973.00","1,872,640,600.00","2,067,387,429.00","2,170,850,809.00","2,461,419,824.00","2,488,762,372.00","2,620,691,993.00","2,623,137,339.00","2,743,745,016.00","2,763,297,243.00","2,746,557,625.00","2,671,497,736.00","3,081,439,131.00","3,298,830,553.00","3,479,177,100.00","3,558,700,031.00","4,004,700,152.00","4,141,109,424.00","4,672,799,009.00","4,862,076,913.00","5,956,861,305.00"
应付账款,"383,296,529.00","369,499,632.00","323,252,232.00","351,595,548.00","311,350,250.00","342,689,135.00","420,954,724.00","461,318,789.00","508,897,899.00","388,553,186.00","578,423,972.00","639,388,415.00","670,490,511.00","690,069,769.00","822,803,750.00","1,012,732,708.00","1,163,522,214.00","1,405,937,667.00","1,340,059,991.00","1,211,124,011.00","1,302,445,318.00","1,543,854,534.00","1,641,524,659.00","1,580,937,272.00","1,558,796,994.00","1,620,332,388.00","1,466,848,864.00","1,541,415,399.00","1,544,141,674.00","1,479,541,990.00","1,357,751,687.00","1,338,471,074.00","1,407,558,232.00","1,248,330,147.00","1,387,067,294.00","1,339,537,136.00"
预付款项,"25,960,770.00","34,542,999.00","47,980,945.00","71,495,925.00","92,752,188.00","132,651,999.00","100,745,209.00","161,081,961.00","122,825,784.00","128,516,157.00","101,693,648.00","136,108,462.00","145,851,693.00","460,022,995.00","609,822,394.00","652,260,604.00","618,676,906.00","400,249,222.00","252,053,483.00","226,216,862.00","208,824,632.00","315,210,938.00","260,775,144.00","294,949,495.00","258,521,903.00","279,496,823.00","212,477,375.00","179,523,721.00","161,047,205.00","129,144,545.00","276,801,761.00","302,017,639.00","307,432,449.00","577,346,225.00","428,638,159.00","461,158,220.00"
预收款项,"604,391.00","2,242,284.00","2,553,255.00","1,715,984.00","2,379,593.00","2,286,069.00","109,527.00","2,965,761.00","1,641,873.00","2,630,983.00","1,959,083.00","2,124,492.00","6,082,984.00","10,635,595.00","12,734,412.00","18,565,222.00","21,369,167.00","27,724,205.00","20,233,967.00","17,565,368.00","14,780,503.00","31,326,083.00","24,819,674.00","26,870,179.00","42,226,640.00","38,751,221.00","30,515,490.00","28,846,426.00","45,700,178.00","67,300,946.00","58,799,109.00","126,904,369.00","138,854,924.00","201,823,138.00","210,144,226.00","187,740,073.00"
