科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"385,296,573.93","417,806,619.85","378,545,655.30","418,443,716.98","429,017,674.33","399,382,282.80","391,955,104.75","397,989,374.17","426,029,416.74","428,694,358.14","438,919,204.52","464,406,925.02","464,378,498.27","491,291,098.03","490,635,729.67","466,330,421.87","480,817,386.16","463,170,339.51","484,173,991.43","408,097,861.19","448,673,879.97","430,482,047.53","838,468,417.97","782,110,494.15","758,288,110.52","728,368,802.87","765,335,925.14","688,506,475.38","274,038,145.09","629,385,876.40","546,846,670.20","633,340,887.30","323,123,391.40","324,255,153.64","345,502,757.48","629,592,845.32","741,807,510.81","710,979,234.03","712,448,147.50","914,122,941.53","917,991,852.68","599,003,618.26","590,486,749.96","457,219,900.66","511,024,115.60"
短期借款,"77,136,080.82","108,536,080.82","87,136,080.82","77,136,080.82","77,136,080.82","77,135,732.57","77,134,775.75","77,134,775.75","77,134,775.75","76,359,883.87","76,359,883.87","76,359,883.87","76,359,883.87","76,359,883.87","76,359,883.87",,,,"20,000,000.00",,,,,"30,000,000.00","50,000,000.00","40,000,000.00","128,655,960.79","117,889,532.34","287,879,263.96","72,435,867.93","67,000,000.00","37,300,000.00","57,619,200.00","71,000,000.00","70,000,000.00","229,700,000.00","223,700,000.00","247,000,000.00","264,750,000.00","246,750,000.00","283,000,000.00","306,000,000.00","290,000,000.00","299,000,000.00","242,946,110.56"
交易性金融资产,"2,143,203.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,014,301.37","5,014,301.37",,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,"1,500,000.00","70,000.00","1,650,000.00",,,,,,,,"500,000.00",,,,"150,000.00","150,000.00",,,,"99,328,000.00","28,353,512.00","156,808,960.00","188,664,102.00","164,482,560.00","27,549,960.00",,"20,284,011.00","126,564,591.00","17,276,160.00","17,276,160.00","9,120,000.00","480,000.00","6,700,000.00","7,700,000.00","13,767,411.00","3,056,900.00","7,362,050.00","5,120,619.86","5,909,394.90","1,924,917.30","8,434,917.30","7,514,140.00","9,706,104.50","780,800.00"
应付票据,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"204,306,800.00","190,006,800.00","335,326,800.00","340,338,800.00","350,320,000.00","325,320,000.00","260,000,000.00","215,000,000.00","165,000,000.00","170,000,000.00"
应收账款,"13,541,980.69","16,944,389.68","11,452,098.19","13,513,910.06","10,309,334.37","13,120,304.27","7,059,303.69","11,544,826.64","9,785,862.47","2,957,738.67","2,915,018.53","3,460,162.76","3,128,376.96","3,097,523.27","2,831,355.39","911,283.13","891,283.13","702,310.63","817,176.87","35,718,971.27","22,874,173.28","27,279,196.75","20,040,431.94","100,982,328.46","95,486,759.42","71,599,947.79","80,226,095.04","198,165,649.30","178,212,667.35","158,883,874.88","169,261,444.69","233,380,682.82","228,887,513.56","234,763,612.35","286,060,333.96","410,152,427.45","428,677,492.28","469,985,061.51","415,964,129.22","495,007,717.80","535,488,475.18","509,741,645.98","472,533,908.03","148,386,906.84","153,409,906.66"
应付账款,"32,497,617.55","43,317,872.29","37,003,374.75","39,028,682.26","19,248,958.36","33,021,236.24","34,479,373.84","29,641,203.63","28,611,541.66","5,385,234.01","5,385,234.01","5,415,255.66","5,415,255.66","5,415,255.66","5,431,366.85","5,431,366.85","5,431,366.85","5,431,366.85","68,896,853.20","24,715,246.79","43,695,875.80","19,413,409.18","12,895,958.23","45,234,144.09","34,782,272.46","21,440,527.55","24,709,520.09","55,734,538.69","27,578,464.30","28,159,135.40","43,511,206.68","79,907,924.50","35,941,089.86","35,269,988.90","54,671,708.26","280,303,240.63","209,704,439.37","200,681,122.21","186,555,566.17","228,318,592.60","250,674,343.15","227,815,950.63","197,173,951.57","177,115,395.56","208,345,887.98"
预付款项,"57,153,265.64","79,371,651.68","54,097,323.27","19,507,160.96","70,448,682.24","76,532,592.63","44,458,133.05","4,635,634.41","31,699,909.38","19,874,796.64","54,221,872.31","404,400.20","37,626,387.12","13,776,433.11","72,597,525.97","2,084,412.29","66,749,892.11","26,542,882.14","90,584,278.87","40,612,025.10","70,133,439.35","93,401,181.62","242,600,292.77","96,951,453.52","133,253,018.51","261,281,516.55","173,535,760.55","85,824,541.38","251,117,743.67","302,753,559.63","201,171,612.31","246,578,909.79","366,498,532.71","343,432,489.25","317,437,645.08","257,590,667.43","461,288,364.04","408,002,709.45","472,645,181.76","384,604,256.88","587,183,653.36","467,493,614.63","548,985,171.85","416,382,650.66","480,205,133.71"
预收款项,"70,132,030.00","59,211,566.60","104,028,087.24","36,407,580.35","107,103,646.38","83,468,611.03","115,434,837.38","28,749,357.64","75,292,976.69","31,187,638.46","65,613,071.28","11,330,072.58","53,819,651.07","27,650,575.94","84,030,797.54","12,566,712.38","82,515,942.71","36,240,377.49","173,002,378.95","99,347,281.98","247,494,963.49","199,403,944.60","439,437,501.01","304,793,032.62","347,328,182.37","303,657,196.22","200,998,524.05","162,442,198.26","230,825,289.99","278,369,246.60","222,159,914.61","242,935,978.55","338,585,471.03","310,031,186.46","306,769,840.62","198,004,538.33","443,861,969.06","348,478,704.45","507,680,807.06","368,193,603.11","500,631,867.49","404,791,359.08","513,397,688.62","382,299,131.84","531,895,527.52"
