科目,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
其他应收款,"2,001,862.09","8,483,279.90","500,365.03","1,613,252.97","1,135,700.57","3,446,505.73","1,325,061.68","585,543.55","3,310,182.08","144,929.88","1,152,055.92","844,114.19","524,561.47","3,363,886.33","3,452,857.49","1,014,056.01","7,681,496.17","6,306,951.28","8,080,143.69","16,276,867.79","2,230,050.05","4,476,272.16","5,585,991.17","4,628,249.18","13,153,332.16","12,464,187.48","22,150,986.52","23,396,499.26","22,656,515.36","22,216,428.31","16,909,769.83","17,520,804.45","14,948,401.66","16,118,992.77","5,327,290.74","2,386,456.31","5,299,319.01","3,704,719.83","2,553,086.50","5,753,854.38","5,924,062.21","5,136,512.86","1,850,629.12","2,345,663.57","3,344,888.55","5,907,135.58","2,142,660.38","2,864,526.28"
应付职工薪酬,"2,496,601.31","2,555,429.97","2,194,536.19","2,316,090.47","2,584,295.91","2,151,943.46","751,836.56","1,245,670.14","1,687,634.13","2,526,198.60","929,357.63","2,046,644.33","3,699,794.58","4,978,766.24","2,522,832.30","3,018,752.04","4,318,785.73","4,660,072.65","3,065,821.80","3,352,121.60","4,717,025.59","6,109,587.63","8,320,574.31","4,886,300.77","6,491,936.15","7,153,740.40","7,747,886.88","4,582,254.01","6,572,358.20","7,065,430.76","9,362,420.43","6,113,501.08","7,138,255.16","8,387,756.97","10,167,587.93","7,082,085.49","9,401,809.79","8,688,675.11","11,619,854.85","9,861,424.46","10,786,353.56","11,652,002.71","11,792,351.84","8,293,748.21","9,821,661.55","11,102,243.41","12,432,063.40","7,476,138.46"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"-699,666.57","131,609.22","-1,955,399.68","-556,477.14","-1,475,233.86","-2,023,912.89","-2,583,876.61","-4,740,481.34","-2,160,267.87","-1,216,753.21","2,343,758.88","3,168,204.55","-1,354,852.06","-768,793.54","2,865,644.62","-1,173,409.97","6,736,615.31","9,944,191.92","19,714,777.39","18,113,420.83","5,550,918.86","3,295,704.87","18,916,844.70","13,408,463.16","12,583,577.95","15,186,679.66","13,640,733.66","15,626,249.73","14,524,664.90","16,646,227.85","16,027,388.07","31,045,731.49","23,936,200.50","23,409,995.14","21,943,329.12","16,461,787.07","7,119,884.05","9,040,130.78","7,170,383.35","12,570,396.24","9,843,530.93","10,123,315.12","12,449,613.48","11,879,627.28","6,668,698.85","5,309,912.14","5,344,902.44","6,739,363.53"
应收利息,,,,,,,,,,,,,,"150,693.75",,,,,,,,,,,,,"1,994,722.31","3,660,746.09","986,278.48","1,982,373.65","5,364,834.57","63,082.19","72,916.67","111,250.01","346,328.21","347,057.22","128,387.27","128,440.55","759,118.85","128,232.87","373,232.88","372,945.21","384,010.95","1,493,199.63","1,453,547.94",,"106,787.67","1,649,435.61"
应付利息,"284,425.51","214,435.06","183,455.19","204,500.01","192,215.61","265,771.20","115,319.42","221,991.95","211,629.85","357,974.32","161,303.00","400,196.15","262,931.00","292,576.83","133,270.65","51,223.59","191,532.77","668,309.76","448,255.88","484,771.68","280,466.98","255,598.81","35,548.48","66,313.47","102,271.40","130,983.62","53,395.35","62,260.29","88,923.29","122,409.07","40,672.77","60,409.57","72,578.92","87,576.67","19,013.92","236,038.15","233,806.35","224,606.14","132,632.36","158,543.95","125,940.65","86,215.61","48,819.96","24,927.14","29,774.95",,825.74,"3,223.02"
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,1.44,1.44,,,,1.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17,676,252.80",,,,,,,,,,,
存货,"55,891,813.71","64,107,974.00","66,961,047.98","72,409,564.63","68,988,588.00","71,379,421.42","63,988,470.29","48,361,314.28","49,398,116.55","49,507,792.05","45,850,406.06","45,869,614.21","42,375,242.29","75,174,202.86","55,111,225.17","68,936,748.65","64,049,785.35","60,308,270.76","49,685,187.99","53,835,576.49","56,342,110.45","52,449,304.10","46,656,773.06","51,442,569.31","48,926,379.32","52,576,458.47","60,777,816.91","58,490,329.11","61,856,699.50","60,337,512.67","57,945,115.28","60,404,615.87","67,162,284.94","58,788,379.49","54,158,477.09","54,655,157.90","53,513,784.13","51,487,702.70","54,858,313.83","45,878,670.57","48,904,091.59","52,706,709.20","48,720,114.12","46,958,981.81","84,403,745.24","86,280,242.48","91,146,848.37","81,839,711.67"
其他应付款,"3,379,436.50","4,671,478.25","2,294,941.73","1,346,308.61","2,726,913.95","1,825,957.82","1,111,611.74","838,302.98","1,087,620.57","859,968.64","908,844.15","44,473,523.50","1,471,707.14","2,280,003.03","1,865,182.07","1,605,492.82","6,214,704.14","7,010,075.64","24,104,646.15","17,822,730.14","12,904,149.18","19,943,830.02","20,262,555.29","18,768,277.35","18,395,176.88","20,965,508.25","2,215,400.26","2,628,838.70","2,053,428.63","2,965,629.25","200,160,261.00","4,507,260.62","2,953,234.57","3,085,638.82","88,826,356.88","3,473,289.51","3,664,746.27","3,975,417.74","3,751,162.83","3,389,630.62","3,055,456.37","3,531,946.10","3,864,291.25","4,068,394.03","4,304,214.64","4,237,002.54","5,977,489.98","4,950,321.22"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,"1,000,000.00","1,000,000.00","1,000,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,087,408.95","2,226,277.19",,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,,,"10,000,000.00","10,000,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,"125,000.01","125,000.01",,,,
其他流动资产,,,,,,,,,,,,,,"-543,977.36",,"11,928.00",,,,"93,439.04",,"66,747.07","4,823,504.07","24,170.87","103,062,527.41","5,607,184.69","105,840,770.51","106,167,116.97","144,338,232.27","144,975,524.30","176,477,410.35","269,294,201.28","238,285,691.30","235,366,056.59","230,287,232.07","147,983,641.44","176,034,454.01","175,858,847.37","72,576,274.12","171,135,962.79","178,029,569.43","191,507,044.83","191,498,016.15","204,634,597.91","192,469,617.98","193,179,370.28","231,164,291.23","234,296,516.58"
其他流动负债,,,,,,,,,,,,,,"100,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
流动资产合计,"205,414,329.47","253,500,174.93","218,601,524.01","248,681,355.35","242,815,725.44","247,194,311.47","177,820,363.48","201,108,045.13","206,209,661.97","213,811,508.21","173,324,788.91","270,149,118.35","313,130,475.28","345,545,676.43","385,498,383.11","511,226,834.98","473,618,169.01","449,285,905.55","385,774,432.32","368,055,625.88","354,191,327.98","340,639,316.91","363,812,612.64","668,653,851.08","676,635,066.11","710,598,379.56","755,107,806.14","745,371,465.24","743,994,331.34","711,933,998.20","649,117,242.37","594,134,141.05","603,775,104.12","588,409,731.72","526,201,550.84","449,130,944.38","501,374,416.92","482,629,555.79","494,562,139.72","515,510,695.04","528,262,958.45","516,527,884.57","562,460,235.52","573,605,030.17","567,443,740.61","545,635,171.57","607,561,424.69","564,454,331.07"
流动负债合计,"230,889,261.21","139,440,415.74","140,662,143.69","163,706,875.66","168,004,398.95","190,636,537.76","139,249,168.34","166,343,932.97","177,673,649.76","178,844,515.54","135,080,960.55","222,299,977.04","199,571,538.23","224,910,813.74","261,569,070.34","368,591,624.01","314,703,113.81","270,142,005.11","267,726,087.66","226,199,135.14","210,761,598.73","177,538,566.96","177,841,075.43","174,277,360.85","192,094,777.17","208,443,927.81","164,509,787.49","144,792,512.39","143,018,707.61","143,034,178.05","353,809,610.80","180,102,229.57","209,414,274.48","181,397,835.90","267,488,883.18","312,374,798.65","350,068,671.44","319,332,739.66","280,362,533.09","278,044,825.84","268,467,769.74","259,667,426.43","276,142,373.36","276,872,365.38","241,507,231.00","226,403,125.25","229,605,263.85","163,094,521.99"
可供出售金融资产,,,,,,,,,,,,,,,"566,674,416.00","451,026,576.00","451,233,090.00","487,166,526.00","467,341,182.00","485,720,928.00","538,588,512.00","518,556,654.00","548,914,212.00","671,170,500.00","789,296,508.00","896,270,760.00","858,272,184.00","549,740,268.00","465,131,000.00","546,072,000.00","593,443,000.00","722,049,000.00","594,789,000.00","368,751,000.00","464,802,000.00","316,029,000.00","295,425,000.00","308,757,000.00","342,996,000.00","308,454,000.00","252,096,000.00","248,157,000.00","240,279,000.00","187,254,000.00","147,258,000.00","148,470,000.00","137,865,000.00",
长期借款,"5,860,000.00","5,860,000.00","5,860,000.00","5,860,000.00","5,860,000.00","5,860,000.00","5,860,000.00","5,860,000.00","5,860,000.00","5,860,000.00","5,327,272.73","5,327,272.73","5,327,272.73","5,327,272.73","4,794,545.46","4,794,545.46","4,794,545.46","4,794,545.46","4,261,818.19","4,261,818.19","4,261,818.19","4,261,818.19","3,729,090.92","3,729,090.92","3,729,090.92","3,729,090.92","3,196,363.65","3,196,363.65","3,196,363.65","3,196,363.65","2,663,636.38","2,663,636.38","2,663,636.38","2,663,636.38","2,130,909.11","2,130,909.11","2,130,909.11","2,130,909.11","1,598,181.84","1,598,181.84","1,598,181.84","1,598,181.84","1,598,181.84","1,065,454.57","1,065,454.57","1,065,454.57","532,727.30","532,727.30"
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"149,662,160.89","149,662,160.89","131,835,784.09","131,835,784.09","131,835,784.09","131,835,784.09","131,835,784.09","126,030,881.53","126,030,881.53","116,314,492.99","116,314,492.99","116,314,492.99","116,314,492.99","116,314,492.99"
长期应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期股权投资,"8,714,005.21","8,714,005.21","51,682,406.21","51,682,406.21","51,682,406.21","51,682,406.21","51,682,406.21","51,682,406.21","51,682,406.21","51,682,406.21","51,682,406.21","51,682,406.21","51,682,406.21","49,422,113.57","6,453,712.57","6,453,712.57","6,453,712.57",,,,,,,,,,,,,,"290,643,816.34","294,464,418.74","280,532,311.24","285,557,382.19","291,882,102.77","432,714,310.33","465,420,106.00","475,800,877.14","465,884,845.13","469,493,283.26","479,770,496.72","485,482,998.14","493,831,842.72","508,488,305.46","514,799,069.39","523,403,214.63","503,828,610.37","508,527,572.28"
专项应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资性房地产,,,"14,412,570.38","14,309,156.96","14,205,743.54","14,102,330.12","15,989,952.74","15,871,831.04","15,753,709.27","15,635,587.36","15,517,465.94","15,399,344.03",,,,,,,,,,,"72,186,111.93","72,141,006.42","71,131,930.55","70,600,499.04","74,813,935.26","74,489,550.93","73,826,595.34","73,298,887.36","72,533,309.01","71,962,290.21","71,392,976.80","70,821,958.00","70,249,233.81","69,678,214.81","69,108,901.60","68,539,588.19","69,353,787.15","68,779,292.16","68,204,797.17","67,630,302.19","67,055,807.27","66,481,312.33","65,906,817.34","65,332,322.35","64,757,827.36","64,183,332.37"
预计负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
固定资产,"167,088,958.88","165,086,742.39","134,957,639.97","131,629,281.50","128,135,902.97","124,974,866.64","119,452,465.78","119,506,483.33","139,506,027.91","145,808,678.16","168,017,627.01","163,728,131.73","125,798,450.49","153,633,423.18","282,712,237.36","280,285,043.51","258,817,252.15","253,628,181.11","255,130,738.58","252,611,429.22","263,118,975.45","261,002,454.32","190,350,017.48","178,054,653.49","176,911,616.76","175,079,050.42","201,093,904.41","200,664,253.88","208,567,033.25","212,909,782.88","260,782,284.25","257,424,127.55","254,734,521.19","305,490,507.13","306,676,845.96","300,343,570.98","293,985,341.05","289,139,161.71","302,574,825.51","295,579,115.27","290,340,820.56","287,236,342.02","292,350,468.75","285,570,673.50","284,809,666.94","277,316,967.29","278,610,653.60","273,714,344.26"
递延所得税负债,,,,,,,,,,,,,,"3,183,523.51","81,641,272.93","64,159,343.20","64,146,291.69","69,476,335.24","64,124,661.45","66,788,591.82","74,704,501.60","71,977,458.71","76,164,164.00","94,809,473.03","112,512,883.72","128,203,525.41","122,507,791.45","75,991,853.05","63,915,478.68","76,047,107.85","84,966,207.18","105,340,178.52","86,144,453.18","52,992,513.82","68,081,195.43","46,280,292.78","46,586,454.20","49,384,776.93","46,823,048.17","42,174,134.15","33,711,669.55","33,111,883.29","31,379,753.11","23,417,066.85","17,408,730.58","17,581,594.32","17,604,159.62","22,194,370.84"
在建工程,"2,369,300.20","5,189,726.25","2,168,420.00","3,187,445.98","9,128,765.24","29,661,919.47","52,511,239.34","58,029,515.50","35,075,670.20","25,324,144.80","3,206,640.87","4,060,928.80","4,160,397.62","122,304,286.35","5,721,865.24","7,718,991.36","9,207,864.64","15,538,638.43","12,162,162.77","9,879,890.88","1,283,262.50","8,034,314.47","20,402,175.66","27,595,481.57","38,462,865.83","48,018,546.43","27,130,302.41","35,181,292.41","48,887,004.85","96,262,285.46","55,213,462.48","55,248,320.14","60,473,287.63","7,318,909.92","6,804,612.66","9,013,615.51","15,195,762.38","19,079,468.50","2,512,690.86","3,299,004.96","6,445,511.01","16,525,602.57","7,837,086.06","20,258,101.71","18,704,974.27","20,838,086.26","14,835,457.42","15,528,442.43"
其他非流动负债,,,,,,,,,,,,,,"970,833.25","8,970,641.55","12,889,391.57","12,808,141.51","13,126,891.49","19,559,385.58","19,241,571.58","20,423,757.58","20,105,943.58","20,538,129.58","20,470,315.58","19,315,001.58","28,492,271.04","28,529,333.35","28,452,250.01","28,291,833.37","29,853,083.38",,,,,,,,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动负债合计,"5,860,000.00","5,860,000.00","5,860,000.00","5,860,000.00","5,860,000.00","5,860,000.00","5,860,000.00","5,860,000.00","5,860,000.00","5,860,000.00","5,327,272.73","5,327,272.73","5,327,272.73","9,481,629.49","95,406,459.94","81,843,280.23","81,748,978.66","87,397,772.19","87,945,865.22","90,291,981.59","99,390,077.37","96,345,220.48","100,431,384.50","119,008,879.53","135,556,976.22","160,424,887.37","154,233,488.45","107,640,466.71","95,403,675.70","109,096,554.88","117,542,876.95","137,926,303.44","118,340,460.60","84,975,219.98","98,525,138.00","76,475,219.81","76,658,968.25","79,334,076.72","76,116,406.43","71,344,278.15","62,758,599.29","62,577,265.13","61,259,120.67","52,647,792.87","46,598,542.31","46,642,991.77","46,029,415.52","50,491,212.46"
固定资产清理,,,,,,,,,,,,,,,"99,861.71",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
负债合计,"236,749,261.21","145,300,415.74","146,522,143.69","169,566,875.66","173,864,398.95","196,496,537.76","145,109,168.34","172,203,932.97","183,533,649.76","184,704,515.54","140,408,233.28","227,627,249.77","204,898,810.96","234,392,443.23","356,975,530.28","450,434,904.24","396,452,092.47","357,539,777.30","355,671,952.88","316,491,116.73","310,151,676.10","273,883,787.44","278,272,459.93","293,286,240.38","327,651,753.39","368,868,815.18","318,743,275.94","252,432,979.10","238,422,383.31","252,130,732.93","471,352,487.75","318,028,533.01","327,754,735.08","266,373,055.88","366,014,021.18","388,850,018.46","426,727,639.69","398,666,816.38","356,478,939.52","349,389,103.99","331,226,369.03","322,244,691.56","337,401,494.03","329,520,158.25","288,105,773.31","273,046,117.02","275,634,679.37","213,585,734.45"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"80,338,800.00","107,338,800.00","107,338,800.00","107,338,800.00","107,338,800.00","107,338,800.00","107,338,800.00","107,338,800.00","107,338,800.00","107,338,800.00","107,338,800.00","107,338,800.00","107,338,800.00","151,338,800.00","151,338,800.00","151,338,800.00","151,338,800.00","151,338,800.00","151,338,800.00","151,338,800.00","151,338,800.00","151,338,800.00","151,338,800.00","176,762,528.00","176,762,528.00","176,762,528.00","176,762,528.00","176,762,528.00","176,762,528.00","176,762,528.00","176,762,528.00","176,762,528.00","176,762,528.00","176,762,528.00","176,762,528.00","176,762,528.00","176,762,528.00","176,762,528.00","176,762,528.00","176,762,528.00","176,762,528.00","176,762,528.00","176,762,528.00","176,762,528.00","176,762,528.00","176,762,528.00","176,762,528.00","176,762,528.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
资本公积,"68,827.06","109,411,838.26","109,411,838.26","109,411,838.26","109,411,838.26","109,411,838.26","109,411,838.26","109,411,838.26","109,411,838.26","109,411,838.26","109,411,838.26","109,411,838.26","109,411,838.26","424,891,838.26","866,997,951.01","768,697,287.01","772,451,923.91","802,995,344.51","786,143,802.11","801,766,586.21","846,704,032.61","829,676,953.31","855,480,877.61","1,221,164,984.81","1,321,572,091.61","1,412,500,205.81","1,380,201,416.21","1,117,949,287.61","1,049,654,965.93","687,277,170.40","687,223,654.27","687,223,654.27","687,056,193.11","687,056,193.11","687,042,676.06","687,042,676.06","687,042,676.06","687,042,676.06","698,400,746.44","698,400,746.44","698,400,746.44","698,400,746.44","698,400,746.44","698,400,746.44","698,400,746.44","698,400,746.44","698,400,746.44","698,400,746.44"
无形资产,"2,930,471.07","2,912,535.21","19,618,910.81","19,508,914.52","19,418,918.23","19,288,921.94","19,178,925.65","19,068,929.36","18,958,933.07","18,848,936.78","18,738,940.49","18,628,944.20","18,518,947.91","40,559,552.15","42,872,297.67","41,657,054.65","41,155,780.78","39,921,802.87","39,514,740.88","38,289,029.39","40,020,266.62","39,897,382.66","38,705,094.13","39,175,144.18","37,207,557.92","35,903,003.64","39,320,120.17","38,009,677.65","37,112,912.80","48,633,129.51","47,159,116.71","45,080,602.95","49,893,571.28","48,099,611.57","47,519,653.86","45,591,306.66","43,894,010.78","42,834,664.95","44,333,621.71","44,148,101.64","49,736,487.81","48,513,342.18","46,578,933.72","45,611,902.38","47,167,537.51","44,974,295.28","42,972,989.89","40,990,839.01"
盈余公积,"16,133,622.84","16,133,622.84","18,057,504.60","18,166,533.80","18,166,533.80","18,166,533.80","18,638,874.17","18,638,874.17","18,638,874.17","18,638,874.17","20,126,342.72","20,126,342.72","20,126,342.72","20,126,342.72","22,205,954.82","22,205,954.82","22,205,954.82","22,205,954.82","26,538,363.01","26,538,363.01","26,538,363.01","26,538,363.01","32,111,266.88","32,111,266.88","32,111,266.88","32,111,266.88","41,955,970.03","41,955,970.03","41,955,970.03","41,955,970.03","54,765,156.10","54,765,156.10","54,765,156.10","54,765,156.10","71,518,338.22","71,518,338.22","71,518,338.22","71,518,338.22","82,981,212.87","82,981,212.87","82,981,212.87","82,981,212.87","94,103,640.98","94,103,640.98","94,103,640.98","94,103,640.98","104,301,220.31","104,301,220.31"
开发支出,,,,,,,,,,,,,,"7,399,440.23","4,981,558.57","5,532,147.09","7,067,585.81","9,668,160.33","12,154,328.81","12,564,545.63","11,140,289.68","12,526,212.17","13,101,846.04","15,953,995.22","18,801,035.61","20,311,190.14","19,937,466.20","21,716,074.83","25,303,993.13","16,061,223.11","18,574,901.87","20,363,915.68","17,077,938.20","19,334,787.90","16,705,967.67","18,647,876.32","20,777,332.76","22,499,025.95","19,752,158.71","19,807,830.04","14,469,277.61","16,533,130.06","17,175,589.17","18,245,953.26","16,902,656.52","19,314,373.54","21,206,370.36","23,046,434.03"
减:库存股,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
