科目,2008年度,2009年度,2010年度,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
支付给职工以及为职工支付的现金,"3,893,868.49","12,183,537.61","30,857,096.42","22,624,830.01","33,148,023.44","51,774,579.16","15,570,087.78","35,793,839.15","53,368,913.11","71,616,334.98","16,474,949.51","33,743,790.96","53,459,647.47","76,679,125.45","20,613,222.65","41,902,464.85","63,179,600.39","90,217,578.93","26,407,089.46","51,759,456.52","78,093,441.76","107,904,465.44","29,192,922.20","57,100,025.72","85,496,425.26","120,038,197.19","37,925,916.84","68,786,198.35","104,232,089.94","142,816,453.12","29,803,612.60","68,035,017.45"
取得借款收到的现金,"60,600,000.00","72,000,000.00","125,922,427.20","56,655,999.70","56,655,999.70",,"5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00",,,,"40,000,000.00",,,,"90,529,632.57","44,961,645.40","52,364,521.96","146,243,714.40","128,775,452.94","210,000,000.00","654,400,000.00","917,544,800.00","1,200,833,577.94","416,191,482.50","1,309,198,552.50","1,313,899,261.00","1,910,966,628.64","428,000,000.00","851,316,203.36"
支付的各项税费,"4,633,550.33","26,245,022.55","81,985,845.60","49,009,926.78","76,895,435.49","101,969,929.81","22,540,664.79","41,482,446.53","56,892,846.28","42,475,448.54","1,327,415.63","5,984,359.59","11,542,353.08","15,056,404.75","7,763,888.58","13,217,900.76","22,501,500.83","27,066,714.37","5,546,418.21","12,607,364.05","21,926,158.05","35,811,103.70","3,489,442.54","16,939,470.60","24,124,614.33","29,623,374.72","6,806,770.71","46,781,905.71","64,352,473.10","67,804,141.90","6,377,783.33","9,338,722.69"
收到其他与筹资活动有关的现金,,,,,,"4,096,368.89",,"22,388,740.25","30,152,324.42","44,351,660.05",,"1,846,711.25","1,868,256.47","3,848,995.14","29,420,455.20","30,895,745.32","31,615,153.91","30,276,330.67","27,840,747.44","29,829,888.76","36,304,390.98","33,349,486.45",,,,"1,651,244.05","7,084.78","13,928.69","13,928.69","12,111,787.81",,"162,053,932.00"
支付其他与经营活动有关的现金,"10,288,328.10","12,266,346.16","67,906,829.77","15,670,744.34","51,508,510.17","55,045,165.38","19,856,391.40","48,741,793.30","124,446,957.24","33,405,021.12","38,384,037.06","65,141,766.44","125,343,769.63","94,865,205.32","20,103,379.12","64,214,694.71","93,753,977.97","85,939,688.39","42,651,158.58","159,817,810.26","175,486,511.05","149,328,444.59","41,922,815.98","92,049,092.22","135,489,332.17","128,793,865.21","50,574,691.01","151,273,138.15","130,013,289.25","112,264,746.12","21,375,783.40","56,304,977.88"
筹资活动现金流入小计,"60,600,000.00","72,000,000.00","125,922,427.20","56,655,999.70","1,531,055,999.70","1,472,776,368.89","5,000,000.00","27,388,740.25","35,152,324.42","49,351,660.05",,"1,846,711.25","1,868,256.47","43,848,995.14","29,420,455.20","30,687,352.82","31,615,153.91","120,805,963.24","72,802,392.84","82,194,410.72","182,548,105.38","162,124,939.39","210,000,000.00","654,400,000.00","917,544,800.00","1,202,484,821.99","416,198,567.28","1,309,212,481.19","1,313,913,189.69","1,923,078,416.45","428,000,000.00","1,013,370,135.36"
经营活动现金流出小计,"54,147,140.66","156,773,971.47","427,854,712.79","240,833,653.33","240,032,613.71","423,240,152.85","85,127,455.51","183,362,632.13","350,594,339.86","575,405,676.69","62,349,452.83","162,330,890.40","320,096,778.56","829,423,197.27","102,976,501.99","233,837,908.26","410,496,991.91","779,373,599.32","258,551,860.03","596,099,138.57","756,795,812.15","867,506,281.29","184,554,741.81","530,368,432.12","784,165,166.75","620,627,430.78","255,747,642.67","487,869,043.52","644,685,313.34","956,037,645.25","324,476,338.00","364,780,939.37"
偿还债务支付的现金,"26,000,000.00","49,500,000.00","53,378,426.90","31,000,000.00","50,000,000.00","123,344,000.30",,,,,,,,,,"10,000,000.00","10,000,000.00","40,000,000.00","5,000,000.00","6,000,000.00","6,000,000.00","96,390,681.19","14,518,349.69","18,222,658.45","87,518,349.69","378,758,423.82","472,090,102.60","771,640,721.47","893,480,454.64","1,378,665,431.68","511,113,066.04","749,326,343.36"
经营活动产生的现金流量净额,"12,085,178.73","50,513,130.25","156,728,869.11","75,402,163.85","55,183,636.38","115,254,877.29","41,960,885.70","30,660,646.67","21,964,922.15","36,457,083.45","84,417,998.28","93,763,988.94","76,458,920.50","70,127,988.23","88,864,980.03","86,312,920.44","29,231,194.69","95,894,801.80","-57,087,864.98","-87,747,817.12","-97,555,650.25","-40,282,443.27","-33,026,701.44","-162,158,396.36","-222,075,076.24","197,984,371.74","-25,340,618.83","32,253,976.71","98,451,384.99","122,489,796.15","-195,927,740.52","71,390,268.12"
分配股利、利润或偿还利息支付的现金,"2,267,605.91","3,393,158.86","9,285,522.35","3,520,763.41","5,725,589.55","7,893,631.88",,,"48,000,000.00","48,000,000.00",,"7,828,726.05","7,828,726.05","8,289,536.00","546,444.44","1,134,000.00","7,832,122.03","8,234,406.51","839,999.99","7,125,398.60","10,306,246.86","11,009,721.54","1,955,943.51","12,792,722.51","23,602,874.45","41,590,643.28","12,411,354.02","26,949,713.76","44,788,063.55","77,342,161.39","19,198,881.97","19,228,056.29"
收回投资收到的现金,,,,,,,,,,,,,,"150,000,000.00",,,,,"150,090,000.00","150,090,000.00","150,090,000.00","150,000,000.00","232,549.00","232,549.00","232,549.00",,"47,000,000.00",,,,,"30,191,505.51"
支付其他与筹资活动有关的现金,"270,025.00","315,934.00","2,857,174.84",,,,,,,"316,731.58",,,,"22,836.00","2,732.15",,,"111,373.44","40,843,781.94",,"61,477.60","41,381.67",,"3,072,000.00","14,849,778.00","38,665,443.92",,"4,240,000.00","4,240,000.00","42,000,000.00","182,199.76","189,145,228.20"
取得投资收益收到的现金,,,,,,,,,,,,,,,,,,,,,,"3,050,407.35",,"2,860,418.67",,"11,969,336.47","299,446.30",,,"333,836.96",,"1,245,434.84"
筹资活动现金流出小计,"28,537,630.91","53,209,092.86","65,521,124.09","34,520,763.41","55,725,589.55","131,237,632.18",,,"48,000,000.00","48,316,731.58",,"7,828,726.05","7,828,726.05","8,312,372.00","549,176.59","11,134,000.00","17,832,122.03","48,345,779.95","46,683,781.93","13,125,398.60","16,367,724.46","107,441,784.40","16,474,293.20","34,087,380.96","125,971,002.14","459,014,511.02","484,501,456.62","802,830,435.23","942,508,518.19","1,498,007,593.07","530,494,147.77","957,699,627.85"
处置固定资产、无形资产和其他长期资产收回的现金净额,,,"13,500.00",,,,,,,"80,705.13",,,,,"59,090.00","59,090.00","59,090.00","221,835.21","76,000.00","76,000.00","76,000.00","76,500.00","2,450.00","2,450.00","2,450.00","2,450.00",,,,,,
筹资活动产生的现金流量净额,"32,062,369.09","18,790,907.14","60,401,303.11","22,135,236.29","1,475,330,410.15","1,341,538,736.71","5,000,000.00","27,388,740.25","-12,847,675.58","1,034,928.47",,"-5,982,014.80","-5,960,469.58","35,536,623.14","28,871,278.61","19,553,352.82","13,783,031.88","72,460,183.29","26,118,610.91","69,069,012.12","166,180,380.92","54,683,154.99","193,525,706.80","620,312,619.04","791,573,797.86","743,470,310.97","-68,302,889.34","506,382,045.96","371,404,671.50","425,070,823.38","-102,494,147.77","55,670,507.51"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-2,313,423.52","167,766,200.70",,
四、汇率变动对现金的影响,,,"-1,095,835.76","-166,905.24","-476,187.38","-488,425.91",-878.13,"-29,392.73","-8,779.85","-223,959.09","61,024.33","-81,750.53","-418,197.73","-2,404,644.07","-311,186.67","-91,242.78","129,628.04","1,709,269.23","1,008,111.50","2,114,393.24","3,197,093.32","1,727,015.54","-506,493.44","1,305,774.82","1,094,799.62","7,821,778.27","-1,429,685.89","-2,310,969.73","-10,078,678.15","-4,661,554.88","-2,226,306.45","-1,997,386.61"
收到其他与投资活动有关的现金,,,,,,"1,920,000.00",,,,"1,524,000.00",,"8,198,733.95","29,808,257.86","14,416,666.66","-1,458,651.47","5,625,000.00","9,075,000.00","14,247,618.77","1,162,500.00","1,162,500.00","5,542,500.00","1,490,445.21",,"10,000,000.00","15,151,900.00",,"43,351.07",,"5,447,833.37",,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,,,"13,500.00",,,"1,920,000.00",,,,"1,604,705.13",,"8,198,733.95","29,808,257.86","164,416,666.66","-1,399,561.47","5,684,090.00","9,134,090.00","14,469,453.98","151,328,500.00","151,328,500.00","155,708,500.00","154,617,352.56","234,999.00","13,095,417.67","15,386,899.00","11,971,786.47","47,342,797.37",,"3,134,409.85","168,100,037.66",,"31,436,940.35"
五、现金及现金等价物净增加额,"-4,705,899.88","31,273,897.17","76,950,316.64","4,787,692.16","1,382,273,720.54","1,249,159,995.79","9,406,624.34","-103,894,621.31","-164,807,964.44","-425,777,414.82","54,478,985.27","-24,358,236.28","-53,378,828.92","6,944,504.78","67,534,921.44","-127,100,915.89","-244,568,795.51","-305,207,337.64","41,471,182.16","-36,236,466.22","-222,585,972.58","-266,455,941.23","92,983,153.57","235,173,793.63","334,488,880.75","183,722,912.66","-166,767,345.49","72,355,024.40","56,119,358.63","17,228,499.15","-364,761,872.58","-88,596,132.58"
购建固定资产、无形资产和其他长期资产支付的现金,"48,853,447.70","38,030,140.22","139,097,519.82","92,582,802.74","147,764,138.61","209,065,192.30","37,553,383.23","148,826,419.67","160,828,235.33","314,650,172.78","30,000,037.34","120,257,193.84","153,063,107.47","199,280,129.18","48,490,589.06","87,097,160.92","140,437,604.57","249,741,045.94","79,896,175.27","171,000,554.46","450,116,296.57","367,601,021.05","67,244,357.35","237,381,621.54","251,491,539.49","828,759,664.67","72,036,948.80","463,970,028.54","405,791,030.55","671,020,760.82","64,113,677.84","245,096,461.95"
期初现金及现金等价物余额,"20,892,303.84","16,186,403.96","47,460,301.13","124,410,617.77","134,410,617.77","124,410,617.77","1,400,671,211.07","1,373,570,613.56","1,373,570,613.56","1,373,570,613.56","947,793,198.74","947,793,198.74","947,793,198.74","947,793,198.74","954,737,703.52","954,737,703.52","954,737,703.52","954,737,703.52","649,527,765.88","649,530,365.88","649,530,365.88","649,530,365.88","383,074,424.65","383,078,855.32","383,081,137.06","383,074,424.65","566,797,337.31","566,797,337.31","568,246,013.31","567,898,688.13","585,127,187.28","585,127,187.28"
投资支付的现金,,,,,,,,,,"150,000,000.00",,,"204,232.50","61,452,000.00",,"151,462,875.45","156,409,135.55","240,000,000.00",,,,"69,600,000.00",,,,,,,,"22,750,000.00",,
期末现金及现金等价物余额,"16,186,403.96","47,460,301.13","124,410,617.77","129,198,309.93","1,516,684,338.31","1,373,570,613.56","1,410,077,835.41","1,269,675,992.25","1,208,762,649.12","947,793,198.74","1,002,272,184.01","923,434,962.46","894,414,369.82","954,737,703.52","1,022,272,624.96","827,636,787.63","710,168,908.01","649,530,365.88","690,998,948.04","613,293,899.66","426,944,393.30","383,074,424.65","476,057,578.22","618,252,648.95","717,570,017.81","566,797,337.31","400,029,991.82","639,152,361.71","624,365,371.94","585,127,187.28","220,365,314.70","496,531,054.70"
